Date,VSAT
2010-01-04,31.09000015258789
2010-01-05,31.65999984741211
2010-01-06,31.969999313354492
2010-01-07,32.0099983215332
2010-01-08,31.979999542236328
2010-01-11,31.8799991607666
2010-01-12,31.68000030517578
2010-01-13,31.229999542236328
2010-01-14,31.59000015258789
2010-01-15,29.549999237060547
2010-01-19,29.239999771118164
2010-01-20,28.360000610351562
2010-01-21,28.0
2010-01-22,27.959999084472656
2010-01-25,28.020000457763672
2010-01-26,27.760000228881836
2010-01-27,27.829999923706055
2010-01-28,27.219999313354492
2010-01-29,27.329999923706055
2010-02-01,27.59000015258789
2010-02-02,27.290000915527344
2010-02-03,27.43000030517578
2010-02-04,26.479999542236328
2010-02-05,26.420000076293945
2010-02-08,26.239999771118164
2010-02-09,26.31999969482422
2010-02-10,27.020000457763672
2010-02-11,28.280000686645508
2010-02-12,29.049999237060547
2010-02-16,29.690000534057617
2010-02-17,29.690000534057617
2010-02-18,30.139999389648438
2010-02-19,29.700000762939453
2010-02-22,30.170000076293945
2010-02-23,29.959999084472656
2010-02-24,29.8700008392334
2010-02-25,30.100000381469727
2010-02-26,30.3799991607666
2010-03-01,30.989999771118164
2010-03-02,31.510000228881836
2010-03-03,31.860000610351562
2010-03-04,31.829999923706055
2010-03-05,32.91999816894531
2010-03-08,32.7599983215332
2010-03-09,33.16999816894531
2010-03-10,33.650001525878906
2010-03-11,33.70000076293945
2010-03-12,33.5
2010-03-15,33.02000045776367
2010-03-16,33.279998779296875
2010-03-17,34.0
2010-03-18,34.38999938964844
2010-03-19,34.40999984741211
2010-03-22,34.650001525878906
2010-03-23,33.5
2010-03-24,33.56999969482422
2010-03-25,34.11000061035156
2010-03-26,35.0
2010-03-29,34.58000183105469
2010-03-30,35.0
2010-03-31,34.61000061035156
2010-04-01,34.58000183105469
2010-04-05,35.0
2010-04-06,34.630001068115234
2010-04-07,34.9900016784668
2010-04-08,34.88999938964844
2010-04-09,34.5
2010-04-12,34.63999938964844
2010-04-13,35.0
2010-04-14,35.11000061035156
2010-04-15,34.7599983215332
2010-04-16,34.58000183105469
2010-04-19,35.0
2010-04-20,35.040000915527344
2010-04-21,35.150001525878906
2010-04-22,35.33000183105469
2010-04-23,35.52000045776367
2010-04-26,35.650001525878906
2010-04-27,35.47999954223633
2010-04-28,35.810001373291016
2010-04-29,36.40999984741211
2010-04-30,35.41999816894531
2010-05-03,35.47999954223633
2010-05-04,34.77000045776367
2010-05-05,34.529998779296875
2010-05-06,33.349998474121094
2010-05-07,32.599998474121094
2010-05-10,34.040000915527344
2010-05-11,33.540000915527344
2010-05-12,34.2400016784668
2010-05-13,33.7599983215332
2010-05-14,33.79999923706055
2010-05-17,34.189998626708984
2010-05-18,33.880001068115234
2010-05-19,33.650001525878906
2010-05-20,32.16999816894531
2010-05-21,32.119998931884766
2010-05-24,31.510000228881836
2010-05-25,31.6200008392334
2010-05-26,31.479999542236328
2010-05-27,32.540000915527344
2010-05-28,32.130001068115234
2010-06-01,30.959999084472656
2010-06-02,32.36000061035156
2010-06-03,33.33000183105469
2010-06-04,31.649999618530273
2010-06-07,31.93000030517578
2010-06-08,31.290000915527344
2010-06-09,30.979999542236328
2010-06-10,32.150001525878906
2010-06-11,32.900001525878906
2010-06-14,33.2400016784668
2010-06-15,33.790000915527344
2010-06-16,33.91999816894531
2010-06-17,34.36000061035156
2010-06-18,34.61000061035156
2010-06-21,34.880001068115234
2010-06-22,34.75
2010-06-23,34.04999923706055
2010-06-24,33.349998474121094
2010-06-25,34.02000045776367
2010-06-28,34.20000076293945
2010-06-29,32.90999984741211
2010-06-30,32.560001373291016
2010-07-01,32.060001373291016
2010-07-02,31.489999771118164
2010-07-06,31.139999389648438
2010-07-07,31.940000534057617
2010-07-08,32.529998779296875
2010-07-09,33.119998931884766
2010-07-12,32.95000076293945
2010-07-13,33.869998931884766
2010-07-14,33.970001220703125
2010-07-15,33.84000015258789
2010-07-16,32.220001220703125
2010-07-19,32.63999938964844
2010-07-20,33.36000061035156
2010-07-21,35.08000183105469
2010-07-22,35.61000061035156
2010-07-23,36.189998626708984
2010-07-26,37.810001373291016
2010-07-27,37.540000915527344
2010-07-28,36.58000183105469
2010-07-29,36.290000915527344
2010-07-30,36.13999938964844
2010-08-02,37.290000915527344
2010-08-03,37.189998626708984
2010-08-04,37.459999084472656
2010-08-05,36.939998626708984
2010-08-06,36.65999984741211
2010-08-09,36.849998474121094
2010-08-10,35.290000915527344
2010-08-11,33.81999969482422
2010-08-12,33.59000015258789
2010-08-13,33.72999954223633
2010-08-16,34.310001373291016
2010-08-17,34.709999084472656
2010-08-18,34.619998931884766
2010-08-19,34.11000061035156
2010-08-20,34.400001525878906
2010-08-23,33.81999969482422
2010-08-24,33.90999984741211
2010-08-25,34.45000076293945
2010-08-26,34.779998779296875
2010-08-27,34.7400016784668
2010-08-30,34.34000015258789
2010-08-31,34.95000076293945
2010-09-01,35.88999938964844
2010-09-02,36.13999938964844
2010-09-03,36.439998626708984
2010-09-07,36.029998779296875
2010-09-08,36.560001373291016
2010-09-09,36.689998626708984
2010-09-10,37.119998931884766
2010-09-13,38.08000183105469
2010-09-14,37.93000030517578
2010-09-15,38.36000061035156
2010-09-16,37.93000030517578
2010-09-17,38.59000015258789
2010-09-20,39.56999969482422
2010-09-21,39.380001068115234
2010-09-22,39.209999084472656
2010-09-23,38.869998931884766
2010-09-24,40.790000915527344
2010-09-27,40.38999938964844
2010-09-28,40.45000076293945
2010-09-29,40.849998474121094
2010-09-30,41.11000061035156
2010-10-01,41.59000015258789
2010-10-04,40.529998779296875
2010-10-05,40.970001220703125
2010-10-06,40.369998931884766
2010-10-07,40.15999984741211
2010-10-08,41.220001220703125
2010-10-11,40.75
2010-10-12,40.970001220703125
2010-10-13,41.88999938964844
2010-10-14,41.75
2010-10-15,41.599998474121094
2010-10-18,41.7400016784668
2010-10-19,40.720001220703125
2010-10-20,40.81999969482422
2010-10-21,40.91999816894531
2010-10-22,40.9900016784668
2010-10-25,41.4900016784668
2010-10-26,40.959999084472656
2010-10-27,40.939998626708984
2010-10-28,40.459999084472656
2010-10-29,41.16999816894531
2010-11-01,40.38999938964844
2010-11-02,41.29999923706055
2010-11-03,41.20000076293945
2010-11-04,41.040000915527344
2010-11-05,41.29999923706055
2010-11-08,40.59000015258789
2010-11-09,40.84000015258789
2010-11-10,41.52000045776367
2010-11-11,41.16999816894531
2010-11-12,40.720001220703125
2010-11-15,40.959999084472656
2010-11-16,39.63999938964844
2010-11-17,39.869998931884766
2010-11-18,40.400001525878906
2010-11-19,40.88999938964844
2010-11-22,41.130001068115234
2010-11-23,41.209999084472656
2010-11-24,41.939998626708984
2010-11-26,41.599998474121094
2010-11-29,41.27000045776367
2010-11-30,41.36000061035156
2010-12-01,41.75
2010-12-02,41.88999938964844
2010-12-03,42.400001525878906
2010-12-06,42.86000061035156
2010-12-07,43.25
