Date,MTCH
2010-01-04,5.476004600524902
2010-01-05,5.596151351928711
2010-01-06,5.55076265335083
2010-01-07,5.5774617195129395
2010-01-08,5.612171173095703
2010-01-11,5.657559394836426
2010-01-12,5.6014909744262695
2010-01-13,5.807075023651123
2010-01-14,5.7803754806518555
2010-01-15,5.694937705993652
2010-01-19,5.700278282165527
2010-01-20,5.769696235656738
2010-01-21,5.5801310539245605
2010-01-22,5.470664978027344
2010-01-25,5.4199371337890625
2010-01-26,5.409257888793945
2010-01-27,5.462656021118164
2010-01-28,5.414597034454346
2010-01-29,5.3611979484558105
2010-02-01,5.417266368865967
2010-02-02,5.433286190032959
2010-02-03,5.6175103187561035
2010-02-04,5.5454230308532715
2010-02-05,5.652219772338867
2010-02-08,5.649550437927246
2010-02-09,5.700278282165527
2010-02-10,5.71362829208374
2010-02-11,5.751006603240967
2010-02-12,5.751006603240967
2010-02-16,5.767025470733643
2010-02-17,5.825764179229736
2010-02-18,5.844453811645508
2010-02-19,5.919211387634277
2010-02-22,5.84178352355957
2010-02-23,5.887172698974609
2010-02-24,5.900522232055664
2010-02-25,6.001978874206543
2010-02-26,5.977949142456055
2010-03-01,6.159503936767578
2010-03-02,6.1541643142700195
2010-03-03,6.124795436859131
2010-03-04,6.196883201599121
2010-03-05,6.327708721160889
2010-03-08,6.402467250823975
2010-03-09,6.399796485900879
2010-03-10,6.386447906494141
2010-03-11,6.381107807159424
2010-03-12,6.343728542327881
2010-03-15,6.314359664916992
2010-03-16,6.378437519073486
2010-03-17,6.431835651397705
2010-03-18,6.479895114898682
2010-03-19,6.378437519073486
2010-03-22,6.359748840332031
2010-03-23,6.373097896575928
2010-03-24,6.327708721160889
2010-03-25,6.2182416915893555
2010-03-26,6.172853946685791
2010-03-29,6.106106281280518
2010-03-30,6.0820770263671875
2010-03-31,6.0820770263671875
2010-04-01,6.012658596038818
2010-04-05,6.052708148956299
2010-04-06,6.114116191864014
2010-04-07,6.162174224853516
2010-04-08,6.2022223472595215
2010-04-09,6.130135536193848
2010-04-12,6.114116191864014
2010-04-13,6.2636308670043945
2010-04-14,6.343728542327881
2010-04-15,6.407806873321533
2010-04-16,6.317028999328613
2010-04-19,6.311689376831055
2010-04-20,6.346398830413818
2010-04-21,6.279651165008545
2010-04-22,6.301009654998779
2010-04-23,6.284990310668945
2010-04-26,6.258291244506836
2010-04-27,6.1862030029296875
2010-04-28,6.034018039703369
2010-04-29,6.079407215118408
2010-04-30,5.993969917297363
2010-05-03,6.100766181945801
2010-05-04,5.9112019538879395
2010-05-05,5.812414646148682
2010-05-06,5.649550437927246
2010-05-07,5.502703666687012
2010-05-10,5.732316970825195
2010-05-11,5.793724536895752
2010-05-12,5.951250076293945
2010-05-13,6.047368049621582
2010-05-14,6.03134822845459
2010-05-17,6.167514324188232
2010-05-18,6.012658596038818
2010-05-19,5.953920841217041
2010-05-20,5.734986782073975
2010-05-21,5.734986782073975
2010-05-24,5.9165425300598145
2010-05-25,6.036688804626465
2010-05-26,6.026008605957031
2010-05-27,6.266302108764648
2010-05-28,6.2636308670043945
2010-06-01,6.151494979858398
2010-06-02,6.191542625427246
2010-06-03,6.2689714431762695
2010-06-04,6.132805347442627
2010-06-07,6.015328884124756
2010-06-08,5.999309539794922
2010-06-09,5.943241119384766
2010-06-10,6.074066638946533
2010-06-11,6.204892635345459
2010-06-14,6.220911979675293
2010-06-15,6.271641254425049
2010-06-16,6.271641254425049
2010-06-17,6.32236909866333
2010-06-18,6.317028999328613
2010-06-21,6.276980876922607
2010-06-22,6.215572834014893
2010-06-23,6.140815258026123
2010-06-24,6.0446977615356445
2010-06-25,6.140815258026123
2010-06-28,6.14615535736084
2010-06-29,5.924551010131836
2010-06-30,5.865813732147217
2010-07-01,5.844453811645508
2010-07-02,5.761685848236084
2010-07-06,5.793724536895752
2010-07-07,5.956589698791504
2010-07-08,5.977949142456055
2010-07-09,5.98061990737915
2010-07-12,5.999309539794922
2010-07-13,6.0820770263671875
2010-07-14,6.164844036102295
2010-07-15,6.164844036102295
2010-07-16,6.007318496704102
2010-07-19,6.036688804626465
2010-07-20,6.12746524810791
2010-07-21,6.108775615692139
2010-07-22,6.359748840332031
2010-07-23,6.405136585235596
2010-07-26,6.458535194396973
2010-07-27,6.335719108581543
2010-07-28,6.616060733795166
2010-07-29,6.682807922363281
2010-07-30,6.674798965454102
2010-08-02,6.685478210449219
2010-08-03,6.7281975746154785
2010-08-04,6.741546630859375
2010-08-05,6.722857475280762
2010-08-06,6.688148021697998
2010-08-09,6.704167366027832
2010-08-10,6.80295467376709
2010-08-11,6.653439044952393
2010-08-12,6.39445686340332
2010-08-13,6.287660598754883
2010-08-16,6.351738452911377
2010-08-17,6.391787052154541
2010-08-18,6.39445686340332
2010-08-19,6.375768184661865
2010-08-20,6.341058731079102
2010-08-23,6.3330488204956055
2010-08-24,6.397127628326416
2010-08-25,6.511934280395508
2010-08-26,6.543972969055176
2010-08-27,6.60004186630249
2010-08-30,6.546642303466797
2010-08-31,6.616060733795166
2010-09-01,6.733537197113037
2010-09-02,6.851013660430908
2010-09-03,6.9017415046691895
2010-09-07,6.8323235511779785
2010-09-08,6.92310094833374
2010-09-09,6.995189189910889
2010-09-10,6.957809925079346
2010-09-13,6.965820789337158
2010-09-14,7.003199100494385
2010-09-15,7.029898166656494
2010-09-16,7.024558067321777
2010-09-17,7.037907123565674
2010-09-20,7.059266567230225
2010-09-21,7.008539199829102
2010-09-22,6.995189189910889
2010-09-23,7.043247222900391
2010-09-24,7.1553850173950195
2010-09-27,7.128685474395752
2010-09-28,7.214122295379639
2010-09-29,7.11266565322876
2010-09-30,7.01387882232666
2010-10-01,7.005868434906006
2010-10-04,7.003199100494385
2010-10-05,7.1714043617248535
2010-10-06,7.0112080574035645
2010-10-07,6.987179756164551
2010-10-08,7.008539199829102
2010-10-11,7.109995365142822
2010-10-12,6.965820789337158
2010-10-13,6.9097514152526855
2010-10-14,6.8323235511779785
2010-10-15,6.752227306365967
2010-10-18,6.784265518188477
2010-10-19,6.794945240020752
2010-10-20,6.8002848625183105
2010-10-21,6.893732070922852
2010-10-22,6.9684906005859375
2010-10-25,6.997859001159668
2010-10-26,7.067276954650879
2010-10-27,7.366307735443115
2010-10-28,7.4063568115234375
2010-10-29,7.449075698852539
2010-11-01,7.411696910858154
2010-11-02,7.473105430603027
2010-11-03,7.433055877685547
2010-11-04,7.478445053100586
2010-11-05,7.630629539489746
2010-11-08,7.654658794403076
2010-11-09,7.555872440338135
2010-11-10,7.510483264923096
2010-11-11,7.497133731842041
2010-11-12,7.398346900939941
2010-11-15,7.433055877685547
2010-11-16,7.291550159454346
2010-11-17,7.20878267288208
2010-11-18,7.344948768615723
2010-11-19,7.326259136199951
2010-11-22,7.4597554206848145
2010-11-23,7.4544148445129395
2010-11-24,7.5158233642578125
2010-11-26,7.497133731842041
2010-11-29,7.579901695251465
2010-11-30,7.5158233642578125
2010-12-01,7.668008327484131
2010-12-02,7.836214065551758
2010-12-03,8.071166038513184
2010-12-06,8.148594856262207
2010-12-07,8.135244369506836
2010-12-08,8.057817459106445
2010-12-09,8.020438194274902
2010-12-10,8.001749038696289
2010-12-13,7.940340518951416
2010-12-14,7.940340518951416
2010-12-15,7.870922565460205
2010-12-16,7.846893310546875
2010-12-17,7.964369297027588
2010-12-20,7.940340518951416
2010-12-21,8.060486793518066
2010-12-22,8.001749038696289
2010-12-23,7.932330131530762
2010-12-27,7.964369297027588
2010-12-28,7.972378730773926
2010-12-29,8.015096664428711
2010-12-30,7.846893310546875
2010-12-31,7.6626691818237305
2011-01-03,8.020438194274902
2011-01-04,7.857572078704834
2011-01-05,7.924320220947266
2011-01-06,7.913641452789307
2011-01-07,7.881602764129639
2011-01-10,7.924320220947266
2011-01-11,7.943010330200195
2011-01-12,7.932330131530762
2011-01-13,7.983058929443359
2011-01-14,7.844223976135254
2011-01-18,7.716067314147949
2011-01-19,7.561212539672852
2011-01-20,7.579901695251465
2011-01-21,7.534512996673584
2011-01-24,7.609271049499512
2011-01-25,7.606600761413574
2011-01-26,7.5932512283325195
2011-01-27,7.617280006408691
2011-01-28,7.521162986755371
2011-01-31,7.553202152252197
2011-02-01,7.62261962890625
2011-02-02,7.676018714904785
2011-02-03,7.88427209854126
2011-02-04,8.121895790100098
2011-02-07,8.218010902404785
2011-02-08,8.335488319396973
2011-02-09,8.335488319396973
2011-02-10,8.335488319396973
2011-02-11,8.436944961547852
2011-02-14,8.444955825805664
2011-02-15,8.351508140563965
2011-02-16,8.466315269470215
2011-02-17,8.503693580627441
2011-02-18,8.525052070617676
2011-02-22,8.319469451904297
2011-02-23,8.308789253234863
2011-02-24,8.348837852478027
2011-02-25,8.372867584228516
2011-02-28,8.295439720153809
2011-03-01,8.151263236999512
2011-03-02,8.322137832641602
2011-03-03,8.471654891967773
2011-03-04,8.410245895385742
2011-03-07,8.239372253417969
2011-03-08,8.175293922424316
2011-03-09,8.169953346252441
2011-03-10,8.036458015441895
2011-03-11,8.047137260437012
2011-03-14,7.999077796936035
2011-03-15,7.916311264038086
2011-03-16,7.726746559143066
2011-03-17,7.6920390129089355
2011-03-18,7.785484313964844
2011-03-21,7.876262664794922
2011-03-22,7.83354377746582
2011-03-23,7.924320220947266
2011-03-24,8.009757995605469
2011-03-25,8.119224548339844
2011-03-28,8.065826416015625
2011-03-29,8.204662322998047
2011-03-30,8.25005054473877
2011-03-31,8.252720832824707
2011-04-01,8.2687406539917
2011-04-04,8.2687406539917
2011-04-05,8.279420852661133
2011-04-06,8.370197296142578
2011-04-07,8.266071319580078
2011-04-08,8.2687406539917
2011-04-11,8.201992988586426
2011-04-12,8.135244369506836
2011-04-13,8.13791561126709
2011-04-14,8.151263236999512
2011-04-15,8.340829849243164
2011-04-18,8.476994514465332
2011-04-19,8.450295448303223
2011-04-20,8.514373779296875
2011-04-21,8.565101623535156
2011-04-25,8.511702537536621
2011-04-26,9.008309364318848
2011-04-27,9.211220741271973
2011-04-28,9.344717979431152
2011-04-29,9.64107894897461
2011-05-02,9.731857299804688
2011-05-03,9.568991661071777
2011-05-04,9.398116111755371
2011-05-05,9.427486419677734
2011-05-06,9.462194442749023
2011-05-09,9.411465644836426
2011-05-10,9.585010528564453
2011-05-11,9.480884552001953
2011-05-12,9.496903419494629
2011-05-13,9.24326229095459
2011-05-16,9.125785827636719
2011-05-17,9.131124496459961
2011-05-18,9.216562271118164
2011-05-19,9.358067512512207
2011-05-20,9.601031303405762
2011-05-23,9.411465644836426
2011-05-24,9.291318893432617
2011-05-25,9.31000804901123
2011-05-26,9.371417045593262
2011-05-27,9.40345573425293
2011-05-31,9.819963455200195
2011-06-01,9.854673385620117
2011-06-02,9.801274299621582
2011-06-03,9.649088859558105
2011-06-06,9.531612396240234
2011-06-07,9.467534065246582
2011-06-08,9.51025390625
2011-06-09,9.42481517791748
2011-06-10,9.299330711364746
2011-06-13,9.414134979248047
2011-06-14,9.464864730834961
2011-06-15,9.414134979248047
2011-06-16,9.296659469604492
2011-06-17,9.651759147644043
2011-06-20,9.691807746887207
2011-06-21,9.897391319274902
2011-06-22,10.00685977935791
2011-06-23,9.787923812866211
2011-06-24,9.742535591125488
2011-06-27,9.758557319641113
2011-06-28,9.878702163696289
2011-06-29,10.089625358581543
2011-06-30,10.191082954406738
2011-07-01,10.156373023986816
2011-07-05,10.431375503540039
2011-07-06,10.303218841552734
2011-07-07,10.300549507141113
2011-07-08,10.292539596557617
2011-07-11,10.084285736083984
2011-07-12,10.057585716247559
2011-07-13,10.076275825500488
2011-07-14,9.902731895446777
2011-07-15,9.846662521362305
2011-07-18,9.846662521362305
2011-07-19,10.02287769317627
2011-07-20,9.92676067352295
2011-07-21,9.980159759521484
2011-07-22,10.175063133239746
2011-07-25,10.169723510742188
2011-07-26,10.089625358581543
2011-07-27,11.224342346191406
2011-07-28,11.2937593460083
2011-07-29,11.050797462463379
2011-08-01,11.077495574951172
2011-08-02,10.754436492919922
2011-08-03,10.80516529083252
2011-08-04,10.273849487304688
2011-08-05,10.236472129821777
2011-08-08,9.651759147644043
2011-08-09,9.876032829284668
2011-08-10,9.598360061645508
2011-08-11,9.998847961425781
2011-08-12,10.100306510925293
2011-08-15,10.24448013305664
2011-08-16,9.819963455200195
2011-08-17,9.702486991882324
2011-08-18,9.371417045593262
2011-08-19,9.168503761291504
2011-08-22,9.261951446533203
2011-08-23,9.779915809631348
2011-08-24,9.80661392211914
2011-08-25,9.92142105102539
2011-08-26,10.148364067077637
2011-08-29,10.458074569702148
2011-08-30,10.490113258361816
2011-08-31,10.554192543029785
2011-09-01,10.543512344360352
2011-09-02,10.303218841552734
2011-09-06,10.377976417541504
2011-09-07,10.59424114227295
2011-09-08,10.554192543029785
2011-09-09,10.471424102783203
2011-09-12,10.556861877441406
2011-09-13,10.599579811096191
2011-09-14,10.618270874023438
2011-09-15,11.048127174377441
2011-09-16,11.07482624053955
2011-09-19,11.261720657348633
2011-09-20,11.256380081176758
2011-09-21,11.013418197631836
2011-09-22,10.741086959838867
2011-09-23,10.765116691589355
2011-09-26,10.810503959655762
