Date,BSY
2020-09-23,32.870540618896484
2020-09-24,31.408098220825195
2020-09-25,34.14650344848633
2020-09-28,31.525875091552734
2020-09-29,29.464723587036133
2020-09-30,30.819196701049805
2020-10-01,29.935840606689453
2020-10-02,29.61194610595703
2020-10-05,29.3665771484375
2020-10-06,29.631580352783203
2020-10-07,29.513795852661133
2020-10-08,29.80824851989746
2020-10-09,29.8278751373291
2020-10-12,31.584768295288086
2020-10-13,33.655738830566406
2020-10-14,36.48246765136719
2020-10-15,38.46510314941406
2020-10-16,39.250308990478516
2020-10-19,37.12044906616211
2020-10-20,37.522865295410156
2020-10-21,37.01247787475586
2020-10-22,34.84336471557617
2020-10-23,35.79542541503906
2020-10-26,35.746341705322266
2020-10-27,34.89243698120117
2020-10-28,33.56740188598633
2020-10-29,34.18575668334961
2020-10-30,34.4114990234375
2020-11-02,35.11817169189453
2020-11-03,35.29484176635742
2020-11-04,34.755027770996094
2020-11-05,36.011356353759766
2020-11-06,36.246910095214844
2020-11-09,37.14008331298828
2020-11-10,36.42357635498047
2020-11-11,33.36129379272461
2020-11-12,31.65347671508789
2020-11-13,32.48774337768555
2020-11-16,33.861854553222656
2020-11-17,34.71575927734375
2020-11-18,33.537960052490234
2020-11-19,34.47039031982422
2020-11-20,34.89243698120117
2020-11-23,34.490013122558594
2020-11-24,34.92188262939453
2020-11-25,35.01020812988281
2020-11-27,34.84336471557617
2020-11-30,34.61761474609375
2020-12-01,34.45075607299805
2020-12-02,33.84222412109375
2020-12-03,32.742942810058594
2020-12-04,33.558326721191406
2020-12-07,33.342201232910156
2020-12-08,33.71549606323242
2020-12-09,34.90419387817383
2020-12-10,35.621334075927734
2020-12-11,35.83746337890625
2020-12-14,35.611515045166016
2020-12-15,33.990577697753906
2020-12-16,35.03190612792969
2020-12-17,36.083065032958984
2020-12-18,36.75108337402344
2020-12-21,36.810028076171875
2020-12-22,38.175537109375
2020-12-23,38.78462600708008
2020-12-24,37.8022346496582
2020-12-28,37.428924560546875
2020-12-29,37.871002197265625
2020-12-30,39.13827896118164
2020-12-31,39.796478271484375
2021-01-04,39.96348571777344
2021-01-05,42.046138763427734
2021-01-06,43.225006103515625
2021-01-07,45.52379608154297
2021-01-08,47.26261901855469
2021-01-11,48.28429412841797
2021-01-12,52.351383209228516
2021-01-13,51.0840950012207
2021-01-14,51.73247528076172
2021-01-15,50.66167068481445
2021-01-19,49.610511779785156
2021-01-20,46.781246185302734
2021-01-21,43.45095443725586
2021-01-22,45.04241943359375
2021-01-25,42.31138229370117
2021-01-26,41.44688034057617
2021-01-27,38.66673278808594
2021-01-28,40.729740142822266
2021-01-29,38.597965240478516
2021-02-01,41.89878463745117
2021-02-02,44.10915756225586
2021-02-03,44.78699493408203
2021-02-04,45.46484375
2021-02-05,45.85779571533203
2021-02-08,45.52379608154297
2021-02-09,45.97568893432617
2021-02-10,48.03870391845703
2021-02-11,46.85000991821289
2021-02-12,47.439449310302734
2021-02-16,47.68503189086914
2021-02-17,46.466888427734375
2021-02-18,45.76939010620117
2021-02-19,46.221290588378906
2021-02-22,45.22907257080078
2021-02-23,47.18402099609375
2021-02-24,48.86391067504883
2021-02-25,45.906925201416016
2021-02-26,43.57866668701172
2021-03-01,43.7161979675293
2021-03-02,45.16031265258789
2021-03-03,45.35679244995117
2021-03-04,45.21925354003906
2021-03-05,46.33917236328125
2021-03-08,42.193504333496094
2021-03-09,42.63589096069336
2021-03-10,44.002342224121094
2021-03-11,44.04167938232422
2021-03-12,46.037322998046875
2021-03-15,45.211544036865234
2021-03-16,43.412513732910156
2021-03-17,43.11759948730469
2021-03-18,41.908416748046875
2021-03-19,41.30875015258789
2021-03-22,43.16674041748047
2021-03-23,42.2623176574707
2021-03-24,41.85926055908203
2021-03-25,43.65827941894531
2021-03-26,43.776241302490234
2021-03-29,43.83523941040039
2021-03-30,44.55287551879883
2021-03-31,46.1356315612793
2021-04-01,47.1285285949707
2021-04-05,47.089210510253906
2021-04-06,47.295650482177734
2021-04-07,47.34480667114258
2021-04-08,48.150917053222656
2021-04-09,48.16075134277344
2021-04-12,49.025856018066406
2021-04-13,49.133995056152344
2021-04-14,49.025856018066406
2021-04-15,48.94722366333008
2021-04-16,49.79266357421875
2021-04-19,49.08484649658203
2021-04-20,48.868568420410156
2021-04-21,50.077754974365234
2021-04-22,49.54688262939453
2021-04-23,49.92045974731445
2021-04-26,50.74623489379883
2021-04-27,50.982173919677734
2021-04-28,50.79538345336914
2021-04-29,50.06792068481445
2021-04-30,50.33335494995117
2021-05-03,50.85438537597656
2021-05-04,49.812313079833984
2021-05-05,49.43874740600586
2021-05-06,47.53158950805664
2021-05-07,47.649559020996094
2021-05-10,44.847801208496094
2021-05-11,45.09356689453125
2021-05-12,48.485164642333984
2021-05-13,47.295650482177734
2021-05-14,49.11433792114258
2021-05-17,49.25196838378906
2021-05-18,50.785560607910156
2021-05-19,51.11980438232422
2021-05-20,51.32624816894531
2021-05-21,52.26018142700195
2021-05-24,54.039527893066406
2021-05-25,55.5927848815918
2021-05-26,55.08158874511719
2021-05-27,56.54637145996094
2021-05-28,56.38908004760742
2021-06-01,57.549102783203125
2021-06-02,58.39453887939453
2021-06-03,59.328468322753906
2021-06-04,60.65561294555664
2021-06-07,61.33426284790039
2021-06-08,61.44245910644531
2021-06-09,61.67851257324219
2021-06-10,62.64238739013672
2021-06-11,62.73091506958008
2021-06-14,62.38666534423828
2021-06-15,63.291534423828125
2021-06-16,64.11772155761719
2021-06-17,64.07837677001953
2021-06-18,62.8587646484375
2021-06-21,65.34716033935547
2021-06-22,64.89471435546875
2021-06-23,60.63594436645508
2021-06-24,60.82281494140625
2021-06-25,59.84910583496094
2021-06-28,60.89166259765625
2021-06-29,63.330875396728516
2021-06-30,63.714454650878906
2021-07-01,62.455509185791016
2021-07-02,63.76363754272461
2021-07-06,64.75702667236328
2021-07-07,64.68817138671875
2021-07-08,62.76041793823242
2021-07-09,63.14399719238281
2021-07-12,62.88827896118164
2021-07-13,62.475189208984375
2021-07-14,60.50807571411133
2021-07-15,58.7672004699707
2021-07-16,57.93117904663086
2021-07-19,57.862327575683594
2021-07-20,59.74092102050781
2021-07-21,59.5933723449707
2021-07-22,60.03597640991211
2021-07-23,59.937625885009766
2021-07-26,60.1245002746582
2021-07-27,59.23930358886719
2021-07-28,59.03274917602539
2021-07-29,59.8687744140625
2021-07-30,59.809757232666016
2021-08-02,59.976959228515625
2021-08-03,60.31138229370117
2021-08-04,60.439231872558594
2021-08-05,61.81620407104492
2021-08-06,61.83587646484375
2021-08-09,63.83249282836914
2021-08-10,63.350547790527344
2021-08-11,61.56048583984375
2021-08-12,62.34732437133789
2021-08-13,63.094825744628906
2021-08-16,61.963741302490234
2021-08-17,61.570316314697266
2021-08-18,61.88505554199219
2021-08-19,62.740745544433594
2021-08-20,63.232521057128906
2021-08-23,62.59321975708008
2021-08-24,63.0456428527832
2021-08-25,63.67510986328125
2021-08-26,62.209617614746094
2021-08-27,63.98983383178711
2021-08-30,63.606266021728516
2021-08-31,63.45866394042969
2021-09-01,65.14131164550781
