Date,CTRI
2025-03-03,16.100000381469727
2025-03-04,16.399999618530273
2025-03-05,16.639999389648438
2025-03-06,16.450000762939453
2025-03-07,16.479999542236328
2025-03-10,16.850000381469727
2025-03-11,16.100000381469727
2025-03-12,15.5
2025-03-13,15.649999618530273
2025-03-14,15.739999771118164
2025-03-17,16.360000610351562
2025-03-18,16.420000076293945
2025-03-19,16.780000686645508
2025-03-20,16.889999389648438
2025-03-21,15.829999923706055
2025-03-24,17.139999389648438
2025-03-25,17.56999969482422
2025-03-26,16.56999969482422
2025-03-27,16.489999771118164
2025-03-28,16.559999465942383
2025-03-31,16.389999389648438
2025-04-01,17.1299991607666
2025-04-02,17.739999771118164
2025-04-03,16.25
2025-04-04,15.770000457763672
2025-04-07,15.789999961853027
2025-04-08,15.180000305175781
2025-04-09,17.739999771118164
2025-04-10,16.739999771118164
2025-04-11,17.489999771118164
2025-04-14,17.139999389648438
2025-04-15,17.239999771118164
2025-04-16,17.399999618530273
2025-04-17,17.18000030517578
2025-04-21,16.610000610351562
2025-04-22,16.719999313354492
2025-04-23,17.020000457763672
2025-04-24,18.100000381469727
2025-04-25,18.540000915527344
2025-04-28,18.260000228881836
2025-04-29,18.450000762939453
2025-04-30,17.959999084472656
2025-05-01,18.780000686645508
2025-05-02,18.579999923706055
2025-05-05,18.40999984741211
2025-05-06,19.31999969482422
2025-05-07,21.049999237060547
2025-05-08,20.90999984741211
2025-05-09,21.34000015258789
2025-05-12,19.530000686645508
2025-05-13,20.1299991607666
2025-05-14,20.5
2025-05-15,19.969999313354492
2025-05-16,19.540000915527344
2025-05-19,18.959999084472656
2025-05-20,19.600000381469727
2025-05-21,18.389999389648438
2025-05-22,18.59000015258789
2025-05-23,18.639999389648438
2025-05-27,19.81999969482422
2025-05-28,19.770000457763672
2025-05-29,20.6299991607666
2025-05-30,20.8799991607666
2025-06-02,20.200000762939453
2025-06-03,21.399999618530273
2025-06-04,21.93000030517578
2025-06-05,22.639999389648438
2025-06-06,22.81999969482422
2025-06-09,22.639999389648438
2025-06-10,22.81999969482422
2025-06-11,23.100000381469727
2025-06-12,22.520000457763672
2025-06-13,21.979999542236328
2025-06-16,22.270000457763672
2025-06-17,20.850000381469727
2025-06-18,20.75
2025-06-20,20.43000030517578
2025-06-23,21.40999984741211
2025-06-24,22.010000228881836
2025-06-25,21.979999542236328
2025-06-26,22.459999084472656
2025-06-27,22.139999389648438
2025-06-30,22.440000534057617
2025-07-01,22.1299991607666
2025-07-02,22.0
2025-07-03,22.290000915527344
2025-07-07,21.6299991607666
2025-07-08,21.350000381469727
2025-07-09,21.700000762939453
2025-07-10,21.610000610351562
2025-07-11,20.940000534057617
2025-07-14,20.84000015258789
2025-07-15,20.520000457763672
2025-07-16,20.75
2025-07-17,20.8799991607666
2025-07-18,20.760000228881836
2025-07-21,20.540000915527344
2025-07-22,20.68000030517578
2025-07-23,20.809999465942383
2025-07-24,20.959999084472656
2025-07-25,21.40999984741211
2025-07-28,21.75
2025-07-29,21.65999984741211
2025-07-30,21.360000610351562
2025-07-31,21.799999237060547
2025-08-01,21.040000915527344
2025-08-04,21.049999237060547
2025-08-05,21.850000381469727
2025-08-06,21.360000610351562
2025-08-07,21.200000762939453
2025-08-08,19.979999542236328
2025-08-11,20.209999084472656
2025-08-12,20.700000762939453
2025-08-13,20.610000610351562
2025-08-14,20.5
2025-08-15,20.3799991607666
2025-08-18,20.81999969482422
2025-08-19,20.479999542236328
2025-08-20,19.920000076293945
2025-08-21,20.280000686645508
2025-08-22,20.25
2025-08-25,19.90999984741211
2025-08-26,20.389999389648438
2025-08-27,20.399999618530273
2025-08-28,21.15999984741211
2025-08-29,21.239999771118164
2025-09-02,20.68000030517578
2025-09-03,20.549999237060547
2025-09-04,21.40999984741211
2025-09-05,21.59000015258789
2025-09-08,21.68000030517578
2025-09-09,21.450000762939453
2025-09-10,22.770000457763672
2025-09-11,23.18000030517578
2025-09-12,23.020000457763672
2025-09-15,23.100000381469727
2025-09-16,22.6299991607666
2025-09-17,22.850000381469727
2025-09-18,21.799999237060547
2025-09-19,21.360000610351562
