Date,PPC
2010-01-04,5.7117438316345215
2010-01-05,5.698936939239502
2010-01-06,5.666921138763428
2010-01-07,5.577274322509766
2010-01-08,5.513241767883301
2010-01-11,5.314739227294922
2010-01-12,5.231496334075928
2010-01-13,5.423595428466797
2010-01-14,5.468419075012207
2010-01-15,5.628500938415527
2010-01-19,5.615694522857666
2010-01-20,5.455612659454346
2010-01-21,5.506838321685791
2010-01-22,5.532451629638672
2010-01-25,5.468419075012207
2010-01-26,5.474822044372559
2010-01-27,5.481225490570068
2010-01-28,5.615694522857666
2010-01-29,5.679727554321289
2010-02-01,5.628500938415527
2010-02-02,5.698936939239502
2010-02-03,5.705340385437012
2010-02-04,5.69253396987915
2010-02-05,5.87822961807251
2010-02-08,5.987085819244385
2010-02-09,6.012699127197266
2010-02-10,5.762970447540283
2010-02-11,5.788583755493164
2010-02-12,5.788583755493164
2010-02-16,5.782179832458496
2010-02-17,5.756566524505615
2010-02-18,5.769373893737793
2010-02-19,5.859019756317139
2010-02-22,5.827003479003906
2010-02-23,5.801390171051025
2010-02-24,5.891036033630371
2010-02-25,5.782179832458496
2010-02-26,5.7757768630981445
2010-03-01,5.801390171051025
2010-03-02,6.006295680999756
2010-03-03,6.339267253875732
2010-03-04,6.3968963623046875
2010-03-05,6.339267253875732
2010-03-08,6.243217945098877
2010-03-09,6.243217945098877
2010-03-10,6.384090900421143
2010-03-11,6.345670700073242
2010-03-12,6.518559455871582
2010-03-15,6.3968963623046875
2010-03-16,6.403299808502197
2010-03-17,6.499349594116211
2010-03-18,6.685046195983887
2010-03-19,6.793901443481445
2010-03-22,6.889951229095459
2010-03-23,6.998806953430176
2010-03-24,7.107664108276367
2010-03-25,7.210115909576416
2010-03-26,6.793901443481445
2010-03-29,6.889951229095459
2010-03-30,6.761885166168213
2010-03-31,6.813112258911133
2010-04-01,6.806708812713623
2010-04-05,6.973194599151611
2010-04-06,7.03722620010376
2010-04-07,7.024420261383057
2010-04-08,7.062840461730957
2010-04-09,7.178099632263184
2010-04-12,7.203713417053223
2010-04-13,7.248536109924316
2010-04-14,7.491860866546631
2010-04-15,7.664750576019287
2010-04-16,7.792816638946533
2010-04-19,7.651944160461426
2010-04-20,7.6583476066589355
2010-04-21,7.6711530685424805
2010-04-22,7.6583476066589355
2010-04-23,8.234643936157227
2010-04-26,8.119384765625
2010-04-27,7.920882701873779
2010-04-28,7.6391377449035645
2010-04-29,7.709573268890381
2010-04-30,7.466248035430908
2010-05-03,7.261342525482178
2010-05-04,7.0948567390441895
2010-05-05,7.146083354949951
2010-05-06,5.545258045196533
2010-05-07,5.679727554321289
2010-05-10,5.987085819244385
2010-05-11,5.743760585784912
2010-05-12,5.942262172698975
2010-05-13,6.006295680999756
2010-05-14,5.794987201690674
2010-05-17,5.852616786956787
2010-05-18,5.9358601570129395
2010-05-19,5.762970447540283
2010-05-20,5.391578674316406
2010-05-21,5.122640132904053
2010-05-24,5.007380962371826
2010-05-25,4.828088283538818
2010-05-26,4.968961238861084
2010-05-27,5.122640132904053
2010-05-28,5.109833240509033
2010-06-01,4.962557792663574
2010-06-02,4.981767177581787
2010-06-03,5.129044055938721
2010-06-04,4.802475452423096
2010-06-07,4.527133464813232
2010-06-08,4.251791477203369
2010-06-09,4.552746772766113
2010-06-10,4.565553188323975
2010-06-11,5.058608055114746
2010-06-14,4.8729119300842285
2010-06-15,4.860105514526367
2010-06-16,5.039397239685059
2010-06-17,4.834491729736328
2010-06-18,4.949751377105713
2010-06-21,4.668006420135498
2010-06-22,4.520730018615723
2010-06-23,4.392664432525635
2010-06-24,4.629586219787598
2010-06-25,4.603972911834717
2010-06-28,4.4759063720703125
2010-06-29,4.245388031005859
2010-06-30,4.206968307495117
2010-07-01,4.072499752044678
2010-07-02,4.078902244567871
2010-07-06,3.9380297660827637
2010-07-07,4.040482521057129
2010-07-08,4.232581615447998
2010-07-09,4.527133464813232
2010-07-12,4.482310771942139
2010-07-13,4.48871374130249
2010-07-14,4.48871374130249
2010-07-15,4.514326572418213
2010-07-16,4.27100133895874
2010-07-19,4.213371753692627
2010-07-20,4.290210723876953
2010-07-21,4.2197747230529785
2010-07-22,4.45029354095459
2010-07-23,4.4759063720703125
2010-07-26,4.552746772766113
2010-07-27,4.821685314178467
2010-07-28,4.520730018615723
2010-07-29,4.4566969871521
2010-07-30,4.386260509490967
