Date,WLY
2010-01-04,28.133872985839844
2010-01-05,27.972402572631836
2010-01-06,28.207866668701172
2010-01-07,28.241497039794922
2010-01-08,28.3962345123291
2010-01-11,28.429861068725586
2010-01-12,28.154037475585938
2010-01-13,27.999319076538086
2010-01-14,28.26167869567871
2010-01-15,28.167499542236328
2010-01-19,28.450050354003906
2010-01-20,28.066593170166016
2010-01-21,28.30879020690918
2010-01-22,28.154037475585938
2010-01-25,28.046409606933594
2010-01-26,28.241497039794922
2010-01-27,28.598047256469727
2010-01-28,28.3962345123291
2010-01-29,28.086774826049805
2010-02-01,28.315502166748047
2010-02-02,28.03295135498047
2010-02-03,27.938766479492188
2010-02-04,27.35348892211914
2010-02-05,26.94985580444336
2010-02-08,26.72783851623535
2010-02-09,27.003665924072266
2010-02-10,26.97003173828125
2010-02-11,27.35348892211914
2010-02-12,27.39385414123535
2010-02-16,27.58221435546875
2010-02-17,27.716768264770508
2010-02-18,28.03295135498047
2010-02-19,28.26167869567871
2010-02-22,28.30879020690918
2010-02-23,28.167499542236328
2010-02-24,28.47023582458496
2010-02-25,28.524057388305664
2010-02-26,28.241497039794922
2010-03-01,28.719139099121094
2010-03-02,28.57114601135254
2010-03-03,28.920970916748047
2010-03-04,29.055517196655273
2010-03-05,29.129518508911133
2010-03-08,29.089147567749023
2010-03-09,29.37841796875
2010-03-10,29.35152816772461
2010-03-11,29.297706604003906
2010-03-12,29.32462501525879
2010-03-15,29.566791534423828
2010-03-16,29.445703506469727
2010-03-17,29.196792602539062
2010-03-18,29.31788444519043
2010-03-19,29.122793197631836
2010-03-22,28.786418914794922
2010-03-23,28.638416290283203
2010-03-24,28.503870010375977
2010-03-25,28.4567813873291
2010-03-26,28.85369110107422
2010-03-29,28.941152572631836
2010-03-30,29.22462272644043
2010-03-31,29.211124420166016
2010-04-01,29.23812484741211
2010-04-05,29.52834701538086
2010-04-06,29.46084976196289
2010-04-07,29.346115112304688
2010-04-08,29.346115112304688
2010-04-09,29.2718563079834
2010-04-12,29.028892517089844
2010-04-13,28.981653213500977
2010-04-14,28.954654693603516
2010-04-15,29.29886245727539
2010-04-16,28.995141983032227
2010-04-19,28.880407333374023
2010-04-20,29.373090744018555
2010-04-21,28.860145568847656
2010-04-22,28.880407333374023
2010-04-23,29.211124420166016
2010-04-26,29.346115112304688
2010-04-27,29.319107055664062
2010-04-28,29.211124420166016
2010-04-29,29.00188636779785
2010-04-30,28.529438018798828
2010-05-03,28.91414451599121
2010-05-04,28.333698272705078
2010-05-05,28.137977600097656
2010-05-06,27.928756713867188
2010-05-07,27.152570724487305
2010-05-10,28.232473373413086
2010-05-11,28.090734481811523
2010-05-12,28.11098861694336
2010-05-13,28.124475479125977
2010-05-14,27.915245056152344
2010-05-17,27.982742309570312
2010-05-18,27.476545333862305
2010-05-19,27.172821044921875
2010-05-20,26.511377334594727
2010-05-21,26.94334602355957
2010-05-24,26.65987777709961
2010-05-25,26.241409301757812
2010-05-26,26.6463680267334
2010-05-27,26.896106719970703
2010-05-28,26.72736358642578
2010-06-01,26.032182693481445
2010-06-02,26.3426513671875
2010-06-03,26.3629093170166
2010-06-04,25.55971908569336
2010-06-07,25.647478103637695
2010-06-08,25.100767135620117
2010-06-09,24.884794235229492
2010-06-10,25.141273498535156
2010-06-11,25.694719314575195
2010-06-14,25.978187561035156
2010-06-15,26.430397033691406
2010-06-16,26.416894912719727
2010-06-17,26.754369735717773
2010-06-18,26.94334602355957
2010-06-21,27.010839462280273
2010-06-22,26.842105865478516
2010-06-23,27.07832908630371
2010-06-24,27.010839462280273
2010-06-25,26.788103103637695
2010-06-28,27.004093170166016
2010-06-29,26.585628509521484
2010-06-30,26.099674224853516
2010-07-01,25.93024444580078
2010-07-02,26.147123336791992
2010-07-06,26.14034080505371
2010-07-07,26.038681030273438
2010-07-08,26.940078735351562
2010-07-09,27.129840850830078
2010-07-12,27.32639503479004
2010-07-13,27.475481033325195
2010-07-14,27.705913543701172
2010-07-15,27.563583374023438
2010-07-16,26.64864158630371
2010-07-19,26.621532440185547
2010-07-20,26.49276351928711
2010-07-21,26.086124420166016
2010-07-22,26.777427673339844
2010-07-23,26.987518310546875
2010-07-26,27.455142974853516
2010-07-27,27.455142974853516
2010-07-28,27.2653865814209
2010-07-29,26.81808090209961
2010-07-30,26.68931007385254
2010-08-02,27.529699325561523
2010-08-03,27.421268463134766
2010-08-04,27.407711029052734
2010-08-05,27.150182723999023
2010-08-06,26.76385498046875
2010-08-09,26.90618133544922
2010-08-10,26.52664566040039
2010-08-11,25.67270278930664
2010-08-12,25.26605796813965
2010-08-13,25.02885627746582
2010-08-16,25.076303482055664
2010-08-17,25.360946655273438
2010-08-18,25.584583282470703
2010-08-19,24.764537811279297
2010-08-20,24.642545700073242
2010-08-23,24.70353889465332
2010-08-24,24.2426815032959
2010-08-25,24.18168067932129
2010-08-26,24.547664642333984
2010-08-27,24.94753074645996
2010-08-30,24.57476234436035
2010-08-31,24.120691299438477
2010-09-01,24.75775146484375
2010-09-02,26.0657901763916
2010-09-03,26.357221603393555
2010-09-07,26.187774658203125
2010-09-08,25.79469871520996
2010-09-09,26.10645294189453
2010-09-10,26.431772232055664
2010-09-13,27.116289138793945
2010-09-14,27.055286407470703
2010-09-15,26.90618133544922
2010-09-16,26.75031089782715
2010-09-17,27.278942108154297
2010-09-20,27.78724479675293
2010-09-21,27.590707778930664
2010-09-22,27.67202377319336
2010-09-23,27.123064041137695
2010-09-24,27.760128021240234
2010-09-27,27.29249382019043
2010-09-28,27.943126678466797
2010-09-29,27.82745933532715
2010-09-30,27.800243377685547
2010-10-01,28.0723934173584
2010-10-04,28.439802169799805
2010-10-05,28.81401252746582
2010-10-06,28.691543579101562
2010-10-07,28.81401252746582
2010-10-08,28.943275451660156
2010-10-11,29.433155059814453
2010-10-12,29.46037483215332
2010-10-13,29.766536712646484
2010-10-14,29.576034545898438
2010-10-15,29.45356559753418
2010-10-18,29.351520538330078
2010-10-19,28.93647003173828
2010-10-20,29.50118637084961
2010-10-21,29.53520965576172
2010-10-22,29.514801025390625
2010-10-25,29.555622100830078
2010-10-26,29.161001205444336
2010-10-27,28.854827880859375
2010-10-28,28.916067123413086
2010-10-29,29.3651180267334
2010-11-01,29.08616065979004
2010-11-02,29.589645385742188
2010-11-03,29.473976135253906
2010-11-04,29.671283721923828
2010-11-05,29.67809295654297
2010-11-08,29.467178344726562
2010-11-09,29.426347732543945
2010-11-10,29.46037483215332
2010-11-11,29.092954635620117
2010-11-12,28.691543579101562
2010-11-15,29.14738655090332
2010-11-16,28.3853702545166
2010-11-17,28.310529708862305
2010-11-18,28.562259674072266
2010-11-19,28.535051345825195
2010-11-22,28.47380828857422
2010-11-23,28.03837013244629
2010-11-24,28.439802169799805
2010-11-26,28.603086471557617
2010-11-29,28.494234085083008
2010-11-30,28.23567771911621
2010-12-01,28.76638412475586
2010-12-02,29.08616065979004
2010-12-03,29.317493438720703
2010-12-06,29.487585067749023
2010-12-07,30.13394546508789
2010-12-08,30.793901443481445
2010-12-09,30.80071258544922
2010-12-10,31.154508590698242
2010-12-13,31.385852813720703
2010-12-14,31.351816177368164
2010-12-15,30.875564575195312
2010-12-16,31.297395706176758
2010-12-17,31.08646583557129
2010-12-20,31.025236129760742
2010-12-21,30.583003997802734
2010-12-22,31.229347229003906
2010-12-23,31.270183563232422
2010-12-27,31.297395706176758
2010-12-28,30.949186325073242
2010-12-29,31.358844757080078
2010-12-30,31.270090103149414
2010-12-31,30.887737274169922
2011-01-03,31.249610900878906
2011-01-04,31.174482345581055
2011-01-05,31.631938934326172
2011-01-06,31.154008865356445
2011-01-07,30.921878814697266
2011-01-10,31.39297866821289
2011-01-11,31.468074798583984
2011-01-12,31.39297866821289
2011-01-13,31.67290496826172
2011-01-14,31.946016311645508
2011-01-18,31.93234634399414
2011-01-19,31.7138671875
2011-01-20,31.317867279052734
2011-01-21,31.02428436279297
2011-01-24,31.59096908569336
2011-01-25,31.6182804107666
2011-01-26,31.788972854614258
2011-01-27,31.85041618347168
2011-01-28,31.468074798583984
2011-01-31,31.372499465942383
2011-02-01,32.00743865966797
2011-02-02,32.09621810913086
2011-02-03,32.06890869140625
2011-02-04,32.11669921875
2011-02-07,32.328338623046875
2011-02-08,32.43758773803711
2011-02-09,32.533172607421875
2011-02-10,32.06890869140625
2011-02-11,32.75848388671875
2011-02-14,32.97696304321289
2011-02-15,32.64925765991211
2011-02-16,32.70384979248047
2011-02-17,32.94282913208008
2011-02-18,33.2978515625
2011-02-22,32.642417907714844
2011-02-23,32.0211181640625
2011-02-24,32.00743865966797
2011-02-25,32.51951599121094
2011-02-28,32.642417907714844
2011-03-01,31.9118709564209
2011-03-02,31.89138412475586
2011-03-03,32.22592544555664
2011-03-04,32.28055953979492
2011-03-07,32.30786895751953
2011-03-08,33.05889129638672
2011-03-09,33.147647857666016
2011-03-10,33.26373291015625
2011-03-11,34.13763427734375
2011-03-14,33.59827423095703
2011-03-15,33.12717056274414
2011-03-16,33.16813659667969
2011-03-17,33.35246658325195
2011-03-18,33.960113525390625
2011-03-21,34.51998519897461
2011-03-22,34.117164611816406
2011-03-23,33.93965148925781
2011-03-24,33.89185333251953
2011-03-25,34.4039192199707
2011-03-28,34.43122863769531
2011-03-29,34.23322677612305
