Date,SPB
2010-01-04,36.11631393432617
2010-01-05,35.76569366455078
2010-01-06,35.5653076171875
2010-01-07,35.76569366455078
2010-01-08,35.76569366455078
2010-01-11,35.36494064331055
2010-01-12,35.36494064331055
2010-01-13,35.5653076171875
2010-01-14,35.615394592285156
2010-01-15,35.815773010253906
2010-01-19,36.2666015625
2010-01-20,36.06623458862305
2010-01-21,35.5653076171875
2010-01-22,35.46513748168945
2010-01-25,35.5653076171875
2010-01-26,35.314842224121094
2010-01-27,35.665504455566406
2010-01-28,35.314842224121094
2010-01-29,35.76569366455078
2010-02-01,35.665504455566406
2010-02-02,35.314842224121094
2010-02-03,35.51522445678711
2010-02-04,35.314842224121094
2010-02-05,35.71559524536133
2010-02-08,35.41503143310547
2010-02-09,35.815773010253906
2010-02-10,35.5653076171875
2010-02-11,35.86586380004883
2010-02-12,35.71559524536133
2010-02-16,36.2666015625
2010-02-17,36.31669235229492
2010-02-18,36.4168701171875
2010-02-19,36.21651077270508
2010-02-22,36.166412353515625
2010-02-23,36.166412353515625
2010-02-24,36.36678695678711
2010-02-25,36.56715393066406
2010-02-26,36.81761169433594
2010-03-01,36.81761169433594
2010-03-02,37.21834182739258
2010-03-03,36.06623458862305
2010-03-04,35.96604919433594
2010-03-05,36.01614761352539
2010-03-08,35.96604919433594
2010-03-09,35.5653076171875
2010-03-10,35.665504455566406
2010-03-11,35.1144905090332
2010-03-12,34.613563537597656
2010-03-15,34.262916564941406
2010-03-16,34.463287353515625
2010-03-17,34.613563537597656
2010-03-18,34.06256103515625
2010-03-19,34.31301498413086
2010-03-22,35.01430130004883
2010-03-23,34.71376037597656
2010-03-24,34.212825775146484
2010-03-25,34.06256103515625
2010-03-26,34.06256103515625
2010-03-29,33.86219024658203
2010-03-30,33.81208801269531
2010-03-31,33.91227340698242
2010-04-01,34.06256103515625
2010-04-05,34.06256103515625
2010-04-06,33.76200485229492
2010-04-07,33.91227340698242
2010-04-08,33.66181182861328
2010-04-09,33.86219024658203
2010-04-12,33.56163024902344
2010-04-13,33.66181182861328
2010-04-14,33.81208801269531
2010-04-15,33.86219024658203
2010-04-16,33.71190643310547
2010-04-19,33.66181182861328
2010-04-20,33.91227340698242
2010-04-21,33.76200485229492
2010-04-22,33.51153564453125
2010-04-23,33.71190643310547
2010-04-26,33.611732482910156
2010-04-27,33.46145248413086
2010-04-28,33.56163024902344
2010-04-29,33.76200485229492
2010-04-30,33.51153564453125
2010-05-03,33.261077880859375
2010-05-04,32.910438537597656
2010-05-05,32.55979537963867
2010-05-06,31.50786590576172
2010-05-07,31.708232879638672
2010-05-10,32.45960998535156
2010-05-11,34.06256103515625
2010-05-12,34.212825775146484
2010-05-13,34.06256103515625
2010-05-14,33.76200485229492
2010-05-17,33.71190643310547
2010-05-18,33.66181182861328
2010-05-19,33.41136169433594
2010-05-20,33.06072235107422
2010-05-21,32.76015853881836
2010-05-24,32.05887222290039
2010-05-25,31.958690643310547
2010-05-26,32.00878143310547
2010-05-27,32.960533142089844
2010-05-28,32.55979537963867
2010-06-01,32.55979537963867
2010-06-02,32.910438537597656
2010-06-03,32.910438537597656
2010-06-04,31.908594131469727
2010-06-07,31.65813636779785
2010-06-08,31.50786590576172
2010-06-09,31.65813636779785
2010-06-10,32.00878143310547
2010-06-11,31.608047485351562
2010-06-14,31.958690643310547
2010-06-15,32.81025314331055
2010-06-16,33.06072235107422
2010-06-17,33.110801696777344
2010-06-18,33.41136169433594
2010-06-21,33.06072235107422
2010-06-22,32.65997314453125
2010-06-23,32.609886169433594
2010-06-24,32.45960998535156
2010-06-25,32.76015853881836
2010-06-28,32.509708404541016
2010-06-29,31.958690643310547
2010-06-30,31.457773208618164
2010-07-01,31.357587814331055
2010-07-02,31.357587814331055
2010-07-06,31.3074893951416
2010-07-07,32.05887222290039
2010-07-08,32.45960998535156
2010-07-09,32.05887222290039
2010-07-12,31.25739860534668
2010-07-13,32.40952682495117
2010-07-14,32.45960998535156
2010-07-15,31.958690643310547
2010-07-16,31.357587814331055
2010-07-19,31.75831413269043
2010-07-20,31.858503341674805
2010-07-21,31.357587814331055
2010-07-22,32.45960998535156
2010-07-23,32.509708404541016
2010-07-26,32.55979537963867
2010-07-27,32.40952682495117
2010-07-28,32.25924301147461
2010-07-29,32.35942077636719
2010-07-30,32.05887222290039
2010-08-02,32.159053802490234
2010-08-03,31.708232879638672
2010-08-04,31.55794906616211
2010-08-05,30.906755447387695
2010-08-06,30.255565643310547
2010-08-09,31.407682418823242
2010-08-10,31.457773208618164
2010-08-11,30.906755447387695
2010-08-12,30.706382751464844
2010-08-13,30.05518913269043
2010-08-16,30.455928802490234
2010-08-17,30.355743408203125
2010-08-18,29.854825973510742
2010-08-19,27.901233673095703
2010-08-20,26.4986572265625
2010-08-23,25.59700584411621
2010-08-24,27.250038146972656
2010-08-25,28.502342224121094
2010-08-26,27.901233673095703
2010-08-27,29.35390853881836
2010-08-30,28.702709197998047
2010-08-31,29.20363426208496
2010-09-01,30.105283737182617
2010-09-02,29.854825973510742
2010-09-03,30.20547866821289
2010-09-07,28.95317268371582
2010-09-08,29.40399742126465
2010-09-09,29.955015182495117
2010-09-10,29.804729461669922
2010-09-13,30.005102157592773
2010-09-14,29.554279327392578
2010-09-15,28.95317268371582
2010-09-16,28.402162551879883
2010-09-17,27.450410842895508
2010-09-20,28.101606369018555
2010-09-21,28.0515193939209
2010-09-22,27.550596237182617
2010-09-23,26.598852157592773
2010-09-24,27.400320053100586
2010-09-27,27.30013084411621
2010-09-28,27.30013084411621
2010-09-29,27.400320053100586
2010-09-30,27.801050186157227
2010-10-01,28.452255249023438
2010-10-04,27.350217819213867
2010-10-05,27.95132827758789
2010-10-06,27.901233673095703
2010-10-07,27.600683212280273
2010-10-08,28.101606369018555
2010-10-11,27.85114860534668
2010-10-12,27.750965118408203
2010-10-13,28.001420974731445
2010-10-14,27.801050186157227
2010-10-15,27.700878143310547
2010-10-18,27.801050186157227
2010-10-19,27.550596237182617
2010-10-20,27.350217819213867
2010-10-21,26.999591827392578
2010-10-22,26.999591827392578
2010-10-25,27.049673080444336
2010-10-26,26.29829216003418
2010-10-27,25.897560119628906
2010-10-28,25.546920776367188
2010-10-29,25.847471237182617
2010-11-01,25.146175384521484
2010-11-02,25.196273803710938
2010-11-03,24.895723342895508
2010-11-04,25.096086502075195
2010-11-05,24.9458065032959
2010-11-08,24.194433212280273
2010-11-09,23.443050384521484
2010-11-10,23.0924072265625
2010-11-11,22.94213104248047
2010-11-12,22.791858673095703
2010-11-15,22.190744400024414
2010-11-16,21.689834594726562
2010-11-17,21.689834594726562
2010-11-18,21.739919662475586
2010-11-19,22.591487884521484
2010-11-22,22.491304397583008
2010-11-23,22.29093360900879
2010-11-24,23.994064331054688
2010-11-26,23.943971633911133
2010-11-29,23.74360466003418
2010-11-30,23.39295768737793
2010-12-01,24.14434242248535
2010-12-02,24.895723342895508
2010-12-03,23.793691635131836
2010-12-06,23.74360466003418
2010-12-07,23.793691635131836
2010-12-08,23.54323387145996
2010-12-09,24.044158935546875
2010-12-10,25.29645538330078
2010-12-13,26.198110580444336
2010-12-14,27.350217819213867
2010-12-15,28.2017879486084
