Date,SMTC
2010-01-04,17.290000915527344
2010-01-05,16.690000534057617
2010-01-06,16.530000686645508
2010-01-07,16.329999923706055
2010-01-08,16.3799991607666
2010-01-11,16.350000381469727
2010-01-12,15.890000343322754
2010-01-13,16.329999923706055
2010-01-14,16.34000015258789
2010-01-15,15.880000114440918
2010-01-19,15.949999809265137
2010-01-20,15.770000457763672
2010-01-21,15.8100004196167
2010-01-22,15.399999618530273
2010-01-25,15.4399995803833
2010-01-26,15.420000076293945
2010-01-27,15.609999656677246
2010-01-28,15.300000190734863
2010-01-29,14.979999542236328
2010-02-01,15.5600004196167
2010-02-02,15.449999809265137
2010-02-03,15.300000190734863
2010-02-04,14.699999809265137
2010-02-05,15.029999732971191
2010-02-08,14.970000267028809
2010-02-09,15.0
2010-02-10,15.220000267028809
2010-02-11,15.520000457763672
2010-02-12,15.739999771118164
2010-02-16,15.829999923706055
2010-02-17,15.869999885559082
2010-02-18,16.299999237060547
2010-02-19,16.270000457763672
2010-02-22,16.190000534057617
2010-02-23,16.020000457763672
2010-02-24,16.299999237060547
2010-02-25,15.9399995803833
2010-02-26,15.869999885559082
2010-03-01,16.399999618530273
2010-03-02,16.68000030517578
2010-03-03,16.559999465942383
2010-03-04,16.649999618530273
2010-03-05,16.850000381469727
2010-03-08,17.170000076293945
2010-03-09,17.190000534057617
2010-03-10,17.350000381469727
2010-03-11,17.899999618530273
2010-03-12,17.860000610351562
2010-03-15,17.600000381469727
2010-03-16,17.93000030517578
2010-03-17,18.049999237060547
2010-03-18,17.969999313354492
2010-03-19,17.729999542236328
2010-03-22,18.049999237060547
2010-03-23,18.200000762939453
2010-03-24,17.600000381469727
2010-03-25,17.329999923706055
2010-03-26,17.06999969482422
2010-03-29,17.219999313354492
2010-03-30,17.3799991607666
2010-03-31,17.43000030517578
2010-04-01,17.559999465942383
2010-04-05,17.959999084472656
2010-04-06,18.040000915527344
2010-04-07,18.1200008392334
2010-04-08,17.860000610351562
2010-04-09,18.239999771118164
2010-04-12,18.06999969482422
2010-04-13,18.329999923706055
2010-04-14,19.43000030517578
2010-04-15,19.190000534057617
2010-04-16,18.850000381469727
2010-04-19,18.65999984741211
2010-04-20,19.1299991607666
2010-04-21,18.780000686645508
2010-04-22,19.239999771118164
2010-04-23,19.030000686645508
2010-04-26,19.170000076293945
2010-04-27,18.6299991607666
2010-04-28,18.760000228881836
2010-04-29,19.049999237060547
2010-04-30,18.170000076293945
2010-05-03,18.540000915527344
2010-05-04,17.889999389648438
2010-05-05,17.6200008392334
2010-05-06,17.219999313354492
2010-05-07,17.079999923706055
2010-05-10,17.950000762939453
2010-05-11,17.93000030517578
2010-05-12,18.309999465942383
2010-05-13,17.770000457763672
2010-05-14,17.25
2010-05-17,17.670000076293945
2010-05-18,17.549999237060547
2010-05-19,17.920000076293945
2010-05-20,17.299999237060547
2010-05-21,17.579999923706055
2010-05-24,17.520000457763672
2010-05-25,17.8700008392334
2010-05-26,17.940000534057617
2010-05-27,17.469999313354492
2010-05-28,17.610000610351562
2010-06-01,17.209999084472656
2010-06-02,17.56999969482422
2010-06-03,17.8799991607666
2010-06-04,17.5
2010-06-07,16.81999969482422
2010-06-08,16.770000457763672
2010-06-09,17.010000228881836
2010-06-10,17.479999542236328
2010-06-11,17.479999542236328
2010-06-14,17.350000381469727
2010-06-15,18.200000762939453
2010-06-16,17.979999542236328
2010-06-17,17.959999084472656
2010-06-18,17.989999771118164
2010-06-21,17.739999771118164
2010-06-22,17.469999313354492
2010-06-23,17.549999237060547
2010-06-24,17.139999389648438
2010-06-25,17.350000381469727
2010-06-28,17.43000030517578
2010-06-29,16.719999313354492
2010-06-30,16.3700008392334
2010-07-01,16.43000030517578
2010-07-02,16.280000686645508
2010-07-06,16.100000381469727
2010-07-07,16.959999084472656
2010-07-08,16.93000030517578
2010-07-09,17.09000015258789
2010-07-12,17.09000015258789
2010-07-13,17.670000076293945
2010-07-14,17.670000076293945
2010-07-15,17.510000228881836
2010-07-16,16.920000076293945
2010-07-19,17.3700008392334
2010-07-20,17.299999237060547
2010-07-21,16.829999923706055
2010-07-22,17.3700008392334
2010-07-23,17.860000610351562
2010-07-26,18.399999618530273
2010-07-27,18.40999984741211
2010-07-28,17.90999984741211
2010-07-29,17.56999969482422
2010-07-30,17.3799991607666
2010-08-02,17.65999984741211
2010-08-03,17.6200008392334
2010-08-04,17.68000030517578
2010-08-05,17.520000457763672
2010-08-06,17.639999389648438
2010-08-09,17.770000457763672
2010-08-10,17.3700008392334
2010-08-11,16.700000762939453
2010-08-12,16.40999984741211
2010-08-13,16.239999771118164
2010-08-16,16.40999984741211
2010-08-17,16.690000534057617
2010-08-18,16.850000381469727
2010-08-19,16.469999313354492
2010-08-20,16.389999389648438
2010-08-23,16.459999084472656
2010-08-24,16.850000381469727
2010-08-25,16.90999984741211
2010-08-26,16.8799991607666
2010-08-27,17.329999923706055
2010-08-30,16.940000534057617
2010-08-31,16.600000381469727
2010-09-01,17.0
2010-09-02,17.290000915527344
2010-09-03,17.65999984741211
2010-09-07,17.09000015258789
2010-09-08,17.100000381469727
2010-09-09,16.940000534057617
2010-09-10,16.809999465942383
2010-09-13,17.739999771118164
2010-09-14,17.979999542236328
2010-09-15,18.350000381469727
2010-09-16,18.309999465942383
2010-09-17,18.530000686645508
2010-09-20,19.170000076293945
2010-09-21,19.209999084472656
2010-09-22,19.010000228881836
2010-09-23,18.809999465942383
2010-09-24,19.670000076293945
2010-09-27,19.350000381469727
2010-09-28,19.959999084472656
2010-09-29,20.280000686645508
2010-09-30,20.190000534057617
2010-10-01,20.219999313354492
2010-10-04,20.15999984741211
2010-10-05,20.950000762939453
2010-10-06,20.3799991607666
2010-10-07,20.389999389648438
2010-10-08,20.739999771118164
2010-10-11,20.549999237060547
2010-10-12,20.709999084472656
2010-10-13,20.68000030517578
2010-10-14,20.6299991607666
2010-10-15,20.809999465942383
2010-10-18,20.770000457763672
2010-10-19,20.389999389648438
2010-10-20,20.6299991607666
2010-10-21,20.229999542236328
2010-10-22,20.719999313354492
