Date,SPNS
2010-01-04,1.1867505311965942
2010-01-05,1.1867505311965942
2010-01-06,1.1867505311965942
2010-01-07,1.1306203603744507
2010-01-08,1.0905276536941528
2010-01-11,1.0905276536941528
2010-01-12,1.1867505311965942
2010-01-13,1.1226017475128174
2010-01-14,1.1707133054733276
2010-01-15,1.1707133054733276
2010-01-19,1.1787320375442505
2010-01-20,1.1626945734024048
2010-01-21,1.1867505311965942
2010-01-22,1.1065645217895508
2010-01-25,1.1707133054733276
2010-01-26,1.1466574668884277
2010-01-27,1.1546763181686401
2010-01-28,1.1546763181686401
2010-01-29,1.1546763181686401
2010-02-01,1.1546763181686401
2010-02-02,1.1226017475128174
2010-02-03,1.1226017475128174
2010-02-04,1.1065645217895508
2010-02-05,1.1065645217895508
2010-02-08,1.1466574668884277
2010-02-09,1.114583134651184
2010-02-10,1.1707133054733276
2010-02-11,1.1306203603744507
2010-02-12,1.1306203603744507
2010-02-16,1.2027876377105713
2010-02-17,1.194769024848938
2010-02-18,1.2027876377105713
2010-02-19,1.2027876377105713
2010-02-22,1.2589178085327148
2010-02-23,1.1867505311965942
2010-02-24,1.2188245058059692
2010-02-25,1.2188245058059692
2010-02-26,1.2108063697814941
2010-03-01,1.2027876377105713
2010-03-02,1.1867505311965942
2010-03-03,1.2268433570861816
2010-03-04,1.2589178085327148
2010-03-05,1.3150478601455688
2010-03-08,1.2829735279083252
2010-03-09,1.2829735279083252
2010-03-10,1.4593825340270996
2010-03-11,1.4674010276794434
2010-03-12,1.6839029788970947
2010-03-15,1.6758842468261719
2010-03-16,1.579661250114441
2010-03-17,1.6598471403121948
2010-03-18,1.7239956855773926
2010-03-19,1.651828408241272
2010-03-22,1.7239956855773926
2010-03-23,1.7239956855773926
2010-03-24,1.7239956855773926
2010-03-25,1.7239956855773926
2010-03-26,1.7239956855773926
2010-03-29,1.6357910633087158
2010-03-30,1.6357910633087158
2010-03-31,1.7079585790634155
2010-04-01,1.6357910633087158
2010-04-05,1.6839029788970947
2010-04-06,1.7079585790634155
2010-04-07,1.6839029788970947
2010-04-08,1.6438099145889282
2010-04-09,1.6839029788970947
2010-04-12,1.6839029788970947
2010-04-13,1.7159770727157593
2010-04-14,1.7159770727157593
2010-04-15,1.7159770727157593
2010-04-16,1.7159770727157593
2010-04-19,1.651828408241272
2010-04-20,1.7159770727157593
2010-04-21,1.7239956855773926
2010-04-22,1.7560700178146362
2010-04-23,1.7560700178146362
2010-04-26,1.7239956855773926
2010-04-27,1.7320142984390259
2010-04-28,1.6919214725494385
2010-04-29,1.7560700178146362
2010-04-30,1.7560700178146362
2010-05-03,1.7480518817901611
2010-05-04,1.764088749885559
2010-05-05,1.7079585790634155
2010-05-06,1.555605411529541
2010-05-07,1.6438099145889282
2010-05-10,1.6678657531738281
2010-05-11,1.6678657531738281
2010-05-12,1.7961632013320923
2010-05-13,1.9244602918624878
2010-05-14,1.9404975175857544
2010-05-17,1.9966275691986084
2010-05-18,1.9084233045578003
2010-05-19,1.9324793815612793
2010-05-20,1.780125617980957
2010-05-21,1.8041813373565674
2010-05-24,1.9645533561706543
2010-05-25,1.9966275691986084
2010-05-26,1.9244602918624878
2010-05-27,2.012664794921875
2010-05-28,2.012664794921875
2010-06-01,2.0768134593963623
2010-06-02,2.0768134593963623
2010-06-03,2.1008687019348145
2010-06-04,2.124924898147583
2010-06-07,2.124924898147583
2010-06-08,2.205111026763916
2010-06-09,2.205111026763916
2010-06-10,2.1810553073883057
2010-06-11,2.2452034950256348
2010-06-14,2.3975565433502197
2010-06-15,2.4456684589385986
2010-06-16,2.4536867141723633
2010-06-17,2.389538049697876
2010-06-18,2.3815195560455322
2010-06-21,2.4055752754211426
2010-06-22,2.4055752754211426
2010-06-23,2.389538049697876
2010-06-24,2.4055752754211426
2010-06-25,2.4055752754211426
2010-06-28,2.349445343017578
2010-06-29,2.349445343017578
2010-06-30,2.0287013053894043
2010-07-01,1.6598471403121948
2010-07-02,1.7320142984390259
2010-07-06,1.7721073627471924
2010-07-07,1.7320142984390259
2010-07-08,1.7480518817901611
2010-07-09,1.7400327920913696
2010-07-12,1.7480518817901611
2010-07-13,1.9645533561706543
2010-07-14,2.205111026763916
2010-07-15,2.3334081172943115
2010-07-16,2.357464075088501
2010-07-19,2.3654823303222656
2010-07-20,2.3815195560455322
2010-07-21,2.389538049697876
2010-07-22,2.3815195560455322
2010-07-23,2.4055752754211426
2010-07-26,2.4216127395629883
