Date,PUBM
2020-12-09,29.450000762939453
2020-12-10,27.350000381469727
2020-12-11,25.049999237060547
2020-12-14,24.889999389648438
2020-12-15,23.25
2020-12-16,26.860000610351562
2020-12-17,27.6200008392334
2020-12-18,25.43000030517578
2020-12-21,24.5
2020-12-22,30.489999771118164
2020-12-23,31.5
2020-12-24,30.440000534057617
2020-12-28,28.209999084472656
2020-12-29,26.309999465942383
2020-12-30,28.0
2020-12-31,27.959999084472656
2021-01-04,27.790000915527344
2021-01-05,26.75
2021-01-06,26.709999084472656
2021-01-07,26.93000030517578
2021-01-08,26.309999465942383
2021-01-11,25.700000762939453
2021-01-12,26.84000015258789
2021-01-13,28.709999084472656
2021-01-14,29.989999771118164
2021-01-15,27.8799991607666
2021-01-19,33.63999938964844
2021-01-20,34.5
2021-01-21,37.75
2021-01-22,37.72999954223633
2021-01-25,37.86000061035156
2021-01-26,37.65999984741211
2021-01-27,37.0
2021-01-28,36.25
2021-01-29,39.75
2021-02-01,45.880001068115234
2021-02-02,45.720001220703125
2021-02-03,46.290000915527344
2021-02-04,50.220001220703125
2021-02-05,55.470001220703125
2021-02-08,50.130001068115234
2021-02-09,49.29999923706055
2021-02-10,49.0
2021-02-11,46.15999984741211
2021-02-12,49.790000915527344
2021-02-16,50.0099983215332
2021-02-17,49.16999816894531
2021-02-18,46.2599983215332
2021-02-19,46.709999084472656
2021-02-22,47.25
2021-02-23,46.15999984741211
2021-02-24,60.27000045776367
2021-02-25,65.43000030517578
2021-02-26,64.80999755859375
2021-03-01,69.91999816894531
2021-03-02,67.80999755859375
2021-03-03,57.86000061035156
2021-03-04,50.279998779296875
2021-03-05,48.540000915527344
2021-03-08,44.529998779296875
2021-03-09,50.20000076293945
2021-03-10,52.68000030517578
2021-03-11,56.810001373291016
2021-03-12,57.31999969482422
2021-03-15,54.79999923706055
2021-03-16,52.58000183105469
2021-03-17,51.040000915527344
2021-03-18,47.09000015258789
2021-03-19,46.77000045776367
2021-03-22,50.75
2021-03-23,47.31999969482422
2021-03-24,48.439998626708984
2021-03-25,46.2599983215332
2021-03-26,50.4900016784668
2021-03-29,46.0
2021-03-30,49.38999938964844
2021-03-31,49.31999969482422
2021-04-01,58.0
2021-04-05,58.119998931884766
2021-04-06,55.040000915527344
2021-04-07,56.310001373291016
2021-04-08,56.529998779296875
2021-04-09,57.119998931884766
2021-04-12,54.0099983215332
2021-04-13,55.25
2021-04-14,53.099998474121094
2021-04-15,54.06999969482422
2021-04-16,55.0099983215332
2021-04-19,52.09000015258789
2021-04-20,47.5099983215332
2021-04-21,46.619998931884766
2021-04-22,49.83000183105469
2021-04-23,53.83000183105469
2021-04-26,55.75
2021-04-27,52.689998626708984
2021-04-28,53.849998474121094
2021-04-29,53.939998626708984
2021-04-30,51.470001220703125
2021-05-03,51.130001068115234
2021-05-04,49.81999969482422
2021-05-05,44.599998474121094
2021-05-06,38.83000183105469
2021-05-07,44.619998931884766
2021-05-10,36.9900016784668
2021-05-11,36.439998626708984
2021-05-12,37.90999984741211
2021-05-13,34.31999969482422
2021-05-14,33.83000183105469
2021-05-17,31.90999984741211
2021-05-18,33.02000045776367
2021-05-19,33.150001525878906
2021-05-20,34.290000915527344
2021-05-21,34.599998474121094
2021-05-24,34.099998474121094
2021-05-25,32.630001068115234
2021-05-26,34.0
2021-05-27,31.299999237060547
2021-05-28,29.56999969482422
2021-06-01,29.18000030517578
2021-06-02,29.530000686645508
2021-06-03,28.420000076293945
2021-06-04,27.350000381469727
2021-06-07,28.790000915527344
2021-06-08,30.350000381469727
2021-06-09,32.130001068115234
2021-06-10,33.84000015258789
2021-06-11,32.650001525878906
2021-06-14,35.2400016784668
2021-06-15,33.68000030517578
2021-06-16,34.29999923706055
2021-06-17,34.5099983215332
2021-06-18,33.709999084472656
2021-06-21,33.13999938964844
2021-06-22,35.869998931884766
2021-06-23,35.83000183105469
2021-06-24,40.47999954223633
2021-06-25,42.459999084472656
2021-06-28,41.79999923706055
2021-06-29,41.65999984741211
2021-06-30,39.06999969482422
2021-07-01,36.779998779296875
2021-07-02,35.70000076293945
2021-07-06,35.58000183105469
2021-07-07,33.560001373291016
2021-07-08,34.90999984741211
2021-07-09,35.40999984741211
2021-07-12,34.77000045776367
2021-07-13,32.75
2021-07-14,30.5
2021-07-15,30.450000762939453
2021-07-16,31.700000762939453
2021-07-19,32.29999923706055
2021-07-20,32.36000061035156
2021-07-21,33.25
2021-07-22,32.25
2021-07-23,32.439998626708984
2021-07-26,32.529998779296875
2021-07-27,31.68000030517578
2021-07-28,32.869998931884766
2021-07-29,31.43000030517578
2021-07-30,29.709999084472656
2021-08-02,30.06999969482422
2021-08-03,29.149999618530273
2021-08-04,28.059999465942383
2021-08-05,29.950000762939453
2021-08-06,31.969999313354492
2021-08-09,31.40999984741211
2021-08-10,33.77000045776367
2021-08-11,34.61000061035156
2021-08-12,31.149999618530273
2021-08-13,29.65999984741211
2021-08-16,28.459999084472656
2021-08-17,28.290000915527344
2021-08-18,26.399999618530273
2021-08-19,25.440000534057617
2021-08-20,26.59000015258789
2021-08-23,27.479999542236328
2021-08-24,27.8799991607666
2021-08-25,27.530000686645508
2021-08-26,27.049999237060547
2021-08-27,26.90999984741211
2021-08-30,27.469999313354492
2021-08-31,29.149999618530273
2021-09-01,29.520000457763672
2021-09-02,29.059999465942383
2021-09-03,28.75
2021-09-07,29.3799991607666
2021-09-08,28.309999465942383
2021-09-09,28.989999771118164
2021-09-10,28.420000076293945
2021-09-13,28.6200008392334
2021-09-14,28.059999465942383
2021-09-15,28.56999969482422
2021-09-16,28.68000030517578
2021-09-17,27.81999969482422
2021-09-20,25.719999313354492
2021-09-21,27.200000762939453
