Date,APA
2010-01-04,78.9004135131836
2010-01-05,79.8320083618164
2010-01-06,81.08399963378906
2010-01-07,79.85433959960938
2010-01-08,79.43699645996094
2010-01-11,79.67547607421875
2010-01-12,78.46814727783203
2010-01-13,79.60839080810547
2010-01-14,80.0406494140625
2010-01-15,80.23440551757812
2010-01-19,80.78590393066406
2010-01-20,79.45006561279297
2010-01-21,78.40526580810547
2010-01-22,76.14398193359375
2010-01-25,77.61412811279297
2010-01-26,76.39024353027344
2010-01-27,75.67378997802734
2010-01-28,75.8902587890625
2010-01-29,73.71106719970703
2010-02-01,76.42011260986328
2010-02-02,78.08434295654297
2010-02-03,77.10665893554688
2010-02-04,73.79315948486328
2010-02-05,73.43494415283203
2010-02-08,72.53195190429688
2010-02-09,73.51704406738281
2010-02-10,73.54691314697266
2010-02-11,74.49466705322266
2010-02-12,74.3155746459961
2010-02-16,77.37535095214844
2010-02-17,77.29327392578125
2010-02-18,77.30819702148438
2010-02-19,78.36793518066406
2010-02-22,77.62910461425781
2010-02-23,76.4648666381836
2010-02-24,76.32310485839844
2010-02-25,76.97234344482422
2010-02-26,77.34552001953125
2010-03-01,78.38285064697266
2010-03-02,79.24108123779297
2010-03-03,79.11419677734375
2010-03-04,78.21122741699219
2010-03-05,80.1590347290039
2010-03-08,79.1216812133789
2010-03-09,79.26348114013672
2010-03-10,79.54705047607422
2010-03-11,79.80825805664062
2010-03-12,79.74108123779297
2010-03-15,77.85296630859375
2010-03-16,78.09925842285156
2010-03-17,79.24108123779297
2010-03-18,77.2037353515625
2010-03-19,75.8827896118164
2010-03-22,75.82305908203125
2010-03-23,77.06190490722656
2010-03-24,76.36039733886719
2010-03-25,73.93495178222656
2010-03-26,73.3677749633789
2010-03-29,74.479736328125
2010-03-30,74.42003631591797
2010-03-31,75.74845123291016
2010-04-01,77.51718139648438
2010-04-05,79.26348114013672
2010-04-06,79.50975799560547
2010-04-07,78.71121978759766
2010-04-08,79.32317352294922
2010-04-09,79.67396545410156
2010-04-12,79.93513488769531
2010-04-13,79.69632720947266
2010-04-14,80.64411926269531
2010-04-15,79.60675811767578
2010-04-16,78.68882751464844
2010-04-19,78.49478912353516
2010-04-20,80.57244873046875
2010-04-21,80.75928497314453
2010-04-22,80.89380645751953
2010-04-23,82.11199188232422
2010-04-26,81.82801055908203
2010-04-27,79.11510467529297
2010-04-28,79.6532211303711
2010-04-29,76.91785430908203
2010-04-30,76.05094146728516
2010-05-03,78.13607788085938
2010-05-04,75.42316436767578
2010-05-05,74.21247100830078
2010-05-06,71.71627044677734
2010-05-07,69.90020751953125
2010-05-10,73.44267272949219
2010-05-11,72.23941040039062
2010-05-12,73.5697250366211
2010-05-13,72.0899658203125
2010-05-14,70.4607162475586
2010-05-17,71.14080810546875
2010-05-18,70.2813491821289
2010-05-19,69.69839477539062
2010-05-20,65.74491119384766
2010-05-21,66.94815063476562
2010-05-24,65.28155517578125
2010-05-25,65.79724884033203
2010-05-26,65.62532043457031
2010-05-27,68.63717651367188
2010-05-28,66.91825103759766
2010-06-01,63.83916473388672
2010-06-02,66.54457092285156
2010-06-03,66.96308135986328
2010-06-04,65.44596862792969
2010-06-07,64.29505157470703
2010-06-08,66.43244171142578
2010-06-09,66.39508056640625
2010-06-10,69.69839477539062
2010-06-11,69.98241424560547
2010-06-14,71.2529067993164
2010-06-15,73.39037322998047
2010-06-16,72.95687866210938
2010-06-17,72.6355209350586
2010-06-18,72.91950988769531
2010-06-21,71.40986633300781
2010-06-22,69.75072479248047
2010-06-23,68.91366577148438
2010-06-24,67.01541900634766
2010-06-25,67.2022476196289
2010-06-28,65.55057525634766
2010-06-29,63.15904235839844
2010-06-30,62.91990661621094
2010-07-01,62.55366897583008
2010-07-02,61.918426513671875
2010-07-06,61.94831848144531
2010-07-07,65.05731964111328
2010-07-08,65.31887817382812
2010-07-09,65.67764282226562
2010-07-12,63.57758331298828
2010-07-13,64.75840759277344
2010-07-14,64.89290618896484
2010-07-15,64.36973571777344
2010-07-16,61.84369659423828
2010-07-19,63.96617126464844
2010-07-20,66.0924072265625
2010-07-21,65.47102355957031
2010-07-22,66.8410873413086
2010-07-23,69.46888732910156
2010-07-26,71.49781036376953
2010-07-27,71.06356048583984
2010-07-28,70.65179443359375
2010-07-29,71.42292785644531
2010-07-30,71.55768585205078
2010-08-02,73.72134399414062
2010-08-03,73.38444519042969
2010-08-04,73.18978118896484
2010-08-05,73.0325698852539
2010-08-06,71.83470153808594
2010-08-09,72.03682708740234
2010-08-10,71.46786499023438
2010-08-11,69.12449645996094
2010-08-12,68.76516723632812
2010-08-13,68.32344055175781
2010-08-16,68.42825317382812
2010-08-17,69.62613677978516
2010-08-18,69.49886322021484
2010-08-19,68.6902847290039
2010-08-20,67.77693176269531
2010-08-23,66.97581481933594
2010-08-24,65.49347686767578
2010-08-25,64.87958526611328
2010-08-26,65.35122680664062
2010-08-27,67.35765075683594
2010-08-30,67.043212890625
2010-08-31,67.26781463623047
2010-09-01,69.22184753417969
2010-09-02,68.35340881347656
2010-09-03,69.3416519165039
2010-09-07,67.64962005615234
2010-09-08,68.84003448486328
2010-09-09,69.40900421142578
2010-09-10,70.17264556884766
2010-09-13,70.82401275634766
2010-09-14,70.89887237548828
2010-09-15,70.54698944091797
2010-09-16,70.59939575195312
2010-09-17,70.73413848876953
2010-09-20,71.89459228515625
2010-09-21,71.9245376586914
2010-09-22,71.4378890991211
2010-09-23,71.11597442626953
2010-09-24,73.46678924560547
2010-09-27,73.04005432128906
2010-09-28,72.69563293457031
2010-09-29,73.39192199707031
2010-09-30,73.18978118896484
2010-10-01,73.5791015625
2010-10-04,72.62828826904297
2010-10-05,74.04327392578125
2010-10-06,74.68710327148438
2010-10-07,74.6047592163086
2010-10-08,76.01226043701172
2010-10-11,76.37164306640625
2010-10-12,76.0422134399414
2010-10-13,77.32991790771484
2010-10-14,77.28500366210938
2010-10-15,77.96625518798828
2010-10-18,79.62084197998047
2010-10-19,76.57376098632812
2010-10-20,77.52596282958984
2010-10-21,77.20357513427734
2010-10-22,75.95145416259766
2010-10-25,75.77899932861328
2010-10-26,75.254150390625
2010-10-27,75.35913848876953
