Date,SAIC
2013-09-16,25.201763153076172
2013-09-17,24.712644577026367
2013-09-18,24.528223037719727
2013-09-19,23.662240982055664
2013-09-20,23.88675308227539
2013-09-23,24.055137634277344
2013-09-24,24.199464797973633
2013-09-25,24.856975555419922
2013-09-26,27.262483596801758
2013-09-27,28.264781951904297
2013-09-30,27.062021255493164
2013-10-01,27.102121353149414
2013-10-02,26.580923080444336
2013-10-03,27.013916015625
2013-10-04,26.26820945739746
2013-10-07,26.332351684570312
2013-10-08,26.051713943481445
2013-10-09,26.348390579223633
2013-10-10,26.914505004882812
2013-10-11,26.85788917541504
2013-10-14,27.140947341918945
2013-10-15,27.108606338500977
2013-10-16,27.019641876220703
2013-10-17,27.076248168945312
2013-10-18,27.140947341918945
2013-10-21,27.399749755859375
2013-10-22,27.698972702026367
2013-10-23,28.030548095703125
2013-10-24,28.24081802368164
2013-10-25,28.451099395751953
2013-10-28,29.195117950439453
2013-10-29,29.195117950439453
2013-10-30,29.373037338256836
2013-10-31,28.50769805908203
2013-11-01,28.661357879638672
2013-11-04,28.750322341918945
2013-11-05,28.798852920532227
2013-11-06,28.620929718017578
2013-11-07,29.227466583251953
2013-11-08,29.275985717773438
2013-11-11,29.494352340698242
2013-11-12,29.656091690063477
2013-11-13,31.039018630981445
2013-11-14,31.249284744262695
2013-11-15,31.322072982788086
2013-11-18,30.925804138183594
2013-11-19,30.998580932617188
2013-11-20,31.233110427856445
2013-11-21,31.564695358276367
2013-11-22,31.265457153320312
2013-11-25,31.119890213012695
2013-11-26,29.575218200683594
2013-11-27,30.24647331237793
2013-11-29,29.801671981811523
2013-12-02,29.769332885742188
2013-12-03,28.111421585083008
2013-12-04,27.407821655273438
2013-12-05,27.893068313598633
2013-12-06,27.844545364379883
2013-12-09,26.85788917541504
2013-12-10,27.852632522583008
2013-12-11,28.831186294555664
2013-12-12,28.127593994140625
2013-12-13,27.262256622314453
2013-12-16,25.903593063354492
2013-12-17,25.968292236328125
2013-12-18,25.02207374572754
2013-12-19,25.127214431762695
2013-12-20,25.45070457458496
2013-12-23,25.563926696777344
2013-12-24,25.45070457458496
2013-12-26,25.960201263427734
2013-12-27,26.041078567504883
2013-12-30,26.227088928222656
2013-12-31,26.74466896057129
2014-01-02,26.39691734313965
2014-01-03,27.262256622314453
2014-01-06,27.22182846069336
2014-01-07,27.94159698486328
2014-01-08,28.33786392211914
2014-01-09,28.823101043701172
2014-01-10,29.178951263427734
2014-01-13,29.472366333007812
2014-01-14,29.969541549682617
2014-01-15,30.197755813598633
2014-01-16,30.238523483276367
2014-01-17,30.067352294921875
2014-01-21,30.646039962768555
2014-01-22,30.98021697998047
2014-01-23,31.183963775634766
2014-01-24,30.65418243408203
2014-01-27,29.839149475097656
2014-01-28,29.985849380493164
2014-01-29,29.92064666748047
2014-01-30,30.36076545715332
2014-01-31,30.16515350341797
2014-02-03,29.3175048828125
2014-02-04,29.75762939453125
2014-02-05,29.30935287475586
2014-02-06,29.30120277404785
2014-02-07,29.765775680541992
2014-02-10,30.075498580932617
2014-02-11,30.311866760253906
2014-02-12,29.94509506225586
2014-02-13,30.336336135864258
2014-02-14,30.13256072998047
2014-02-18,30.214052200317383
2014-02-19,29.798381805419922
2014-02-20,30.58898162841797
2014-02-21,30.417827606201172
2014-02-24,29.814680099487305
2014-02-25,30.026592254638672
2014-02-26,30.262975692749023
2014-02-27,30.099960327148438
2014-02-28,30.40152359008789
2014-03-03,30.906864166259766
2014-03-04,31.379596710205078
2014-03-05,30.60529136657715
2014-03-06,30.62158966064453
2014-03-07,30.79275131225586
2014-03-10,30.833507537841797
2014-03-11,30.10810089111328
2014-03-12,28.87737464904785
2014-03-13,28.241622924804688
2014-03-14,28.567665100097656
2014-03-17,29.619083404541016
2014-03-18,30.148860931396484
2014-03-19,29.75762939453125
2014-03-20,30.197755813598633
2014-03-21,30.40967559814453
2014-03-24,30.491186141967773
2014-03-25,29.89619255065918
2014-03-26,30.002164840698242
2014-03-27,29.684276580810547
2014-03-28,29.814680099487305
2014-03-31,30.474882125854492
2014-04-01,29.594614028930664
2014-04-02,29.62721824645996
2014-04-03,29.032228469848633
2014-04-04,28.502452850341797
2014-04-07,28.87737464904785
2014-04-08,29.30935287475586
2014-04-09,31.81157112121582
2014-04-10,31.599651336669922
2014-04-11,31.016756057739258
2014-04-14,31.542186737060547
2014-04-15,31.837736129760742
2014-04-16,31.73101806640625
2014-04-17,32.0429801940918
2014-04-21,32.08403778076172
2014-04-22,32.5848388671875
2014-04-23,32.6176643371582
2014-04-24,32.21538543701172
2014-04-25,32.3631591796875
2014-04-28,32.05940246582031
2014-04-29,31.616069793701172
2014-04-30,32.01837921142578
2014-05-01,31.837736129760742
2014-05-02,31.41082763671875
2014-05-05,30.992116928100586
2014-05-06,31.164527893066406
2014-05-07,31.13169288635254
2014-05-08,30.08084487915039
2014-05-09,30.819734573364258
2014-05-12,30.786874771118164
2014-05-13,30.83614158630371
2014-05-14,30.795095443725586
2014-05-15,30.803306579589844
2014-05-16,30.45028305053711
2014-05-19,30.50774574279785
2014-05-20,30.228626251220703
2014-05-21,30.770462036132812
2014-05-22,31.06602668762207
2014-05-23,31.361562728881836
2014-05-27,31.821331024169922
2014-05-28,32.092247009277344
2014-05-29,31.813106536865234
2014-05-30,31.796680450439453
2014-06-02,31.624284744262695
2014-06-03,31.22199821472168
2014-06-04,32.27286911010742
2014-06-05,32.207183837890625
2014-06-06,33.011741638183594
2014-06-09,32.609458923339844
2014-06-10,35.26945877075195
2014-06-11,36.56660842895508
2014-06-12,35.69636535644531
2014-06-13,36.55839538574219
2014-06-16,35.12165832519531
2014-06-17,35.07240295410156
2014-06-18,34.83433151245117
2014-06-19,34.90823745727539
2014-06-20,35.90160369873047
2014-06-23,36.55018997192383
2014-06-24,36.76364517211914
2014-06-25,37.469688415527344
2014-06-26,37.36297607421875
2014-06-27,36.82111358642578
2014-06-30,36.254634857177734
2014-07-01,36.95246887207031
2014-07-02,36.8046875
2014-07-03,37.33013153076172
2014-07-07,36.69796371459961
2014-07-08,36.69796371459961
2014-07-09,36.11507034301758
2014-07-10,35.46648406982422
2014-07-11,35.135963439941406
2014-07-14,35.350791931152344
2014-07-15,35.615234375
2014-07-16,35.44995880126953
2014-07-17,34.64015579223633
2014-07-18,35.91271209716797
2014-07-21,35.83007049560547
2014-07-22,35.747432708740234
2014-07-23,35.84660339355469
2014-07-24,35.838348388671875
2014-07-25,35.50779724121094
2014-07-28,35.788753509521484
2014-07-29,34.87152099609375
2014-07-30,35.135963439941406
2014-07-31,34.51619338989258
2014-08-01,34.49966812133789
2014-08-04,34.40876770019531
2014-08-05,34.18566131591797
2014-08-06,34.375728607177734
2014-08-07,34.41703796386719
2014-08-08,34.400516510009766
2014-08-11,34.52445602416992
2014-08-12,34.30134582519531
2014-08-13,34.8880615234375
2014-08-14,35.15249252319336
2014-08-15,35.06983184814453
2014-08-18,35.53260040283203
2014-08-19,35.929229736328125
2014-08-20,35.565650939941406
2014-08-21,35.83007049560547
2014-08-22,36.13581848144531
2014-08-25,36.251522064208984
2014-08-26,36.739044189453125
2014-08-27,37.16047668457031
2014-08-28,36.68120193481445
2014-08-29,38.11075973510742
2014-09-02,37.81329345703125
2014-09-03,37.81329345703125
2014-09-04,37.78024673461914
2014-09-05,37.92071533203125
2014-09-08,38.27603530883789
2014-09-09,38.08598327636719
