Date,IDA
2010-01-04,20.11670684814453
2010-01-05,19.90410614013672
2010-01-06,20.160490036010742
2010-01-07,20.154232025146484
2010-01-08,20.198001861572266
2010-01-11,20.30431365966797
2010-01-12,20.323074340820312
2010-01-13,20.56069564819336
2010-01-14,20.523176193237305
2010-01-15,20.341827392578125
2010-01-19,20.77330780029297
2010-01-20,20.49190902709961
2010-01-21,20.13547134399414
2010-01-22,19.722755432128906
2010-01-25,19.772783279418945
2010-01-26,19.835315704345703
2010-01-27,19.785287857055664
2010-01-28,19.697744369506836
2010-01-29,19.603944778442383
2010-02-01,19.578929901123047
2010-02-02,19.478878021240234
2010-02-03,19.352598190307617
2010-02-04,19.22000503540039
2010-02-05,19.264205932617188
2010-02-08,19.598844528198242
2010-02-09,19.819841384887695
2010-02-10,19.85772705078125
2010-02-11,19.939807891845703
2010-02-12,20.047142028808594
2010-02-16,20.508073806762695
2010-02-17,20.47018814086914
2010-02-18,20.564899444580078
2010-02-19,20.849035263061523
2010-02-22,20.64698600769043
2010-02-23,21.22156524658203
2010-02-24,21.42992401123047
2010-02-25,21.398357391357422
2010-02-26,20.855350494384766
2010-03-01,21.133161544799805
2010-03-02,21.442550659179688
2010-03-03,21.366779327392578
2010-03-04,21.34784507751465
2010-03-05,21.67617416381836
2010-03-08,21.669857025146484
2010-03-09,21.701425552368164
2010-03-10,21.78351402282715
2010-03-11,22.06131935119629
2010-03-12,22.16866683959961
2010-03-15,22.16866683959961
2010-03-16,22.40860366821289
2010-03-17,22.22549057006836
2010-03-18,22.067646026611328
2010-03-19,22.11184310913086
2010-03-22,22.06131935119629
2010-03-23,22.263381958007812
2010-03-24,21.909786224365234
2010-03-25,21.71405601501465
2010-03-26,21.68879508972168
2010-03-29,21.89716339111328
2010-03-30,21.922428131103516
2010-03-31,21.85928726196289
2010-04-01,22.174978256225586
2010-04-05,22.32652473449707
2010-04-06,22.67378807067871
2010-04-07,22.45280647277832
2010-04-08,22.1181583404541
2010-04-09,22.137100219726562
2010-04-12,22.10553550720215
2010-04-13,22.092906951904297
2010-04-14,22.50332260131836
2010-04-15,22.383358001708984
2010-04-16,22.269695281982422
2010-04-19,22.219188690185547
2010-04-20,22.45280647277832
2010-04-21,22.547504425048828
2010-04-22,22.717998504638672
2010-04-23,23.046314239501953
2010-04-26,22.86322021484375
2010-04-27,22.509626388549805
2010-04-28,22.77482032775879
2010-04-29,23.103147506713867
2010-04-30,22.78113555908203
2010-05-03,23.43692970275879
2010-05-04,22.73655891418457
2010-05-05,22.51371955871582
2010-05-06,21.558671951293945
2010-05-07,21.22759246826172
2010-05-10,21.95343017578125
2010-05-11,22.061660766601562
2010-05-12,22.430950164794922
2010-05-13,22.303604125976562
2010-05-14,22.029823303222656
2010-05-17,22.125335693359375
2010-05-18,21.80698585510254
2010-05-19,21.692378997802734
2010-05-20,20.724592208862305
2010-05-21,20.597251892089844
2010-05-24,20.62908363342285
2010-05-25,20.298006057739258
2010-05-26,20.412614822387695
2010-05-27,20.883766174316406
2010-05-28,21.042938232421875
2010-06-01,20.71186065673828
2010-06-02,21.03021240234375
2010-06-03,21.26578712463379
2010-06-04,20.304372787475586
2010-06-07,20.27890396118164
2010-06-08,20.469913482666016
2010-06-09,20.20250129699707
2010-06-10,20.845571517944336
2010-06-11,20.91560173034668
2010-06-14,21.17028045654297
2010-06-15,21.762405395507812
2010-06-16,21.947063446044922
2010-06-17,22.18899917602539
2010-06-18,22.271772384643555
2010-06-21,22.06804084777832
2010-06-22,21.507736206054688
2010-06-23,21.335819244384766
2010-06-24,21.291255950927734
2010-06-25,21.374027252197266
2010-06-28,21.826087951660156
2010-06-29,21.39949607849121
2010-06-30,21.183013916015625
2010-07-01,20.871034622192383
2010-07-02,20.896501541137695
2010-07-06,21.023841857910156
2010-07-07,21.679649353027344
2010-07-08,22.017101287841797
2010-07-09,22.182640075683594
2010-07-12,22.07438850402832
2010-07-13,22.469154357910156
2010-07-14,22.462785720825195
2010-07-15,22.698362350463867
2010-07-16,22.11259651184082
2010-07-19,22.246294021606445
2010-07-20,22.48825454711914
2010-07-21,21.940696716308594
2010-07-22,22.571027755737305
2010-07-23,22.889373779296875
2010-07-26,23.18861961364746
2010-07-27,23.481494903564453
2010-07-28,23.08038902282715
2010-07-29,22.774765014648438
2010-07-30,22.424583435058594
2010-08-02,22.768396377563477
2010-08-03,22.76839828491211
2010-08-04,23.108705520629883
2010-08-05,23.17933464050293
2010-08-06,23.147239685058594
2010-08-09,23.506799697875977
2010-08-10,23.44900894165039
2010-08-11,22.858293533325195
2010-08-12,22.76839828491211
2010-08-13,22.7491397857666
2010-08-16,22.736295700073242
2010-08-17,22.99955177307129
2010-08-18,22.967443466186523
2010-08-19,22.652822494506836
2010-08-20,22.562931060791016
2010-08-23,22.595043182373047
2010-08-24,22.460195541381836
2010-08-25,22.58219337463379
2010-08-26,22.453781127929688
2010-08-27,22.89682388305664
2010-08-30,22.44735336303711
2010-08-31,22.511564254760742
2010-09-01,23.147239685058594
2010-09-02,23.14082145690918
2010-09-03,23.172916412353516
2010-09-07,22.967443466186523
2010-09-08,22.77482032775879
2010-09-09,22.8775577545166
2010-09-10,22.89682388305664
2010-09-13,23.01239776611328
2010-09-14,22.92249870300293
2010-09-15,22.80050277709961
2010-09-16,22.48587989807129
2010-09-17,22.37672233581543
2010-09-20,22.473037719726562
2010-09-21,22.267568588256836
2010-09-22,22.331775665283203
2010-09-23,22.02358055114746
2010-09-24,22.286828994750977
2010-09-27,22.49872398376465
2010-09-28,22.787656784057617
2010-09-29,22.94818878173828
2010-09-30,23.063758850097656
2010-10-01,23.53890609741211
2010-10-04,23.35269546508789
2010-10-05,23.667333602905273
2010-10-06,23.365537643432617
