Date,WAFD
2010-01-04,13.26630973815918
2010-01-05,13.631807327270508
2010-01-06,13.584427833557129
2010-01-07,14.010843276977539
2010-01-08,14.207135200500488
2010-01-11,13.374601364135742
2010-01-12,13.482902526855469
2010-01-13,13.746871948242188
2010-01-14,13.909314155578613
2010-01-15,13.875469207763672
2010-01-19,13.78071117401123
2010-01-20,13.225698471069336
2010-01-21,12.995566368103027
2010-01-22,12.96171760559082
2010-01-25,12.934648513793945
2010-01-26,12.812817573547363
2010-01-27,12.96171760559082
2010-01-28,12.77220344543457
2010-01-29,12.62329387664795
2010-02-01,12.88726806640625
2010-02-02,12.88726806640625
2010-02-03,12.724822044372559
2010-02-04,12.609757423400879
2010-02-05,12.690984725952148
2010-02-08,12.853423118591309
2010-02-09,13.009099006652832
2010-02-10,12.778968811035156
2010-02-11,12.954954147338867
2010-02-12,13.036172866821289
2010-02-16,13.11063003540039
2010-02-17,13.083552360534668
2010-02-18,13.232464790344238
2010-02-19,13.225698471069336
2010-02-22,13.354290962219238
2010-02-23,13.185080528259277
2010-02-24,13.435522079467773
2010-02-25,13.246003150939941
2010-02-26,13.191853523254395
2010-03-01,13.218924522399902
2010-03-02,13.171544075012207
2010-03-03,13.070012092590332
2010-03-04,13.09709358215332
2010-03-05,13.124166488647461
2010-03-08,13.076788902282715
2010-03-09,13.117396354675293
2010-03-10,13.45582389831543
2010-03-11,13.543818473815918
2010-03-12,13.557353019714355
2010-03-15,13.564117431640625
2010-03-16,13.638570785522461
2010-03-17,13.773946762084961
2010-03-18,13.706265449523926
2010-03-19,13.570883750915527
2010-03-22,13.5370454788208
2010-03-23,13.658882141113281
2010-03-24,13.814560890197754
2010-03-25,13.889007568359375
2010-03-26,13.699492454528809
2010-03-29,13.719797134399414
2010-03-30,13.869071960449219
2010-03-31,13.787649154663086
2010-04-01,13.930142402648926
2010-04-05,13.760509490966797
2010-04-06,13.7537260055542
2010-04-07,13.7130126953125
2010-04-08,13.814788818359375
2010-04-09,13.943709373474121
2010-04-12,13.896217346191406
2010-04-13,13.923349380493164
2010-04-14,13.91656494140625
2010-04-15,14.025136947631836
2010-04-16,13.862283706665039
2010-04-19,13.84872055053711
2010-04-20,13.991205215454102
2010-04-21,14.208335876464844
2010-04-22,14.391534805297852
2010-04-23,14.629019737243652
2010-04-26,14.099777221679688
2010-04-27,13.875863075256348
2010-04-28,13.855504989624023
2010-04-29,14.126913070678711
2010-04-30,13.957280158996582
2010-05-03,13.400891304016113
2010-05-04,13.18376350402832
2010-05-05,12.932703018188477
2010-05-06,12.417023658752441
2010-05-07,12.104899406433105
2010-05-10,12.885208129882812
2010-05-11,12.858067512512207
2010-05-12,12.898777961730957
2010-05-13,12.783430099487305
2010-05-14,12.70879077911377
2010-05-17,12.925920486450195
2010-05-18,12.783430099487305
2010-05-19,12.70879077911377
2010-05-20,11.989553451538086
2010-05-21,12.091331481933594
2010-05-24,11.840280532836914
2010-05-25,11.738497734069824
2010-05-26,11.487446784973145
2010-05-27,11.99634075164795
2010-05-28,11.724928855895996
2010-06-01,11.548514366149902
2010-06-02,11.826705932617188
2010-06-03,11.711360931396484
2010-06-04,11.154969215393066
2010-06-07,11.216034889221191
2010-06-08,11.297460556030273
2010-06-09,11.25674819946289
2010-06-10,11.623153686523438
2010-06-11,11.514586448669434
2010-06-14,11.589221000671387
2010-06-15,11.792783737182617
2010-06-16,11.772427558898926
2010-06-17,11.724928855895996
2010-06-18,12.016695022583008
2010-06-21,11.63672161102295
2010-06-22,11.562081336975098
2010-06-23,11.575654983520508
2010-06-24,11.453518867492676
2010-06-25,11.609578132629395
2010-06-28,11.589221000671387
2010-06-29,11.195677757263184
2010-06-30,10.978548049926758
2010-07-01,11.00568962097168
2010-07-02,10.822489738464355
2010-07-06,10.686781883239746
2010-07-07,10.938636779785156
2010-07-08,11.040739059448242
2010-07-09,11.149648666381836
2010-07-12,11.047550201416016
2010-07-13,11.374274253845215
2010-07-14,11.347051620483398
2010-07-15,11.210912704467773
2010-07-16,10.76165771484375
2010-07-19,11.047550201416016
2010-07-20,11.67378044128418
2010-07-21,11.598902702331543
2010-07-22,11.932439804077148
2010-07-23,11.857564926147461
2010-07-26,11.939250946044922
2010-07-27,11.966474533081055
2010-07-28,11.76226806640625
2010-07-29,11.843953132629395
2010-07-30,11.843953132629395
2010-08-02,11.830338478088379
2010-08-03,11.687397003173828
2010-08-04,11.769079208374023
2010-08-05,11.489995002746582
2010-08-06,10.836539268493652
2010-08-09,11.07477855682373
2010-08-10,10.99990177154541
2010-08-11,10.448545455932617
2010-08-12,10.380474090576172
2010-08-13,10.37366771697998
2010-08-16,10.38728141784668
2010-08-17,10.414509773254395
2010-08-18,10.27837085723877
2010-08-19,10.210305213928223
2010-08-20,10.19668960571289
2010-08-23,10.053747177124023
2010-08-24,9.78827953338623
2010-08-25,9.754243850708008
2010-08-26,9.652143478393555
2010-08-27,9.82231330871582
2010-08-30,9.563651084899902
2010-08-31,9.720210075378418
2010-09-01,10.012907028198242
2010-09-02,9.876766204833984
2010-09-03,10.183077812194824
2010-09-07,10.053747177124023
2010-09-08,10.149041175842285
2010-09-09,10.189884185791016
2010-09-10,10.217111587524414
2010-09-13,10.40770149230957
2010-09-14,10.257946968078613
2010-09-15,10.251143455505371
2010-09-16,10.08096981048584
2010-09-17,9.93122386932373
2010-09-20,10.3192138671875
2010-09-21,10.237529754638672
2010-09-22,10.040131568908691
2010-09-23,10.08096981048584
2010-09-24,10.298792839050293
2010-09-27,10.135425567626953
2010-09-28,10.257946968078613
2010-09-29,10.31240463256836
2010-09-30,10.400897979736328
2010-10-01,10.3192138671875
2010-10-04,10.115004539489746
2010-10-05,10.360054016113281
2010-10-06,10.39419937133789
2010-10-07,10.360057830810547
2010-10-08,10.428348541259766
2010-10-11,10.414689064025879
2010-10-12,10.476152420043945
2010-10-13,10.435179710388184
2010-10-14,10.387374877929688
2010-10-15,10.339569091796875
