Date,WHD
2018-02-08,18.939441680908203
2018-02-09,19.079734802246094
2018-02-12,19.547367095947266
2018-02-13,20.04306983947754
2018-02-14,20.5761775970459
2018-02-15,21.894926071166992
2018-02-16,22.979856491088867
2018-02-20,23.23238182067871
2018-02-21,23.08273696899414
2018-02-22,23.55972671508789
2018-02-23,23.569080352783203
2018-02-26,23.58778190612793
2018-02-27,23.606489181518555
2018-02-28,23.01726531982422
2018-03-01,22.95179557800293
2018-03-02,23.064035415649414
2018-03-05,23.316556930541992
2018-03-06,23.952547073364258
2018-03-07,23.830957412719727
2018-03-08,24.34536361694336
2018-03-09,24.625946044921875
2018-03-12,25.112295150756836
2018-03-13,24.953296661376953
2018-03-14,25.542518615722656
2018-03-15,24.569828033447266
2018-03-16,24.71947479248047
2018-03-19,25.4022274017334
2018-03-20,25.4302921295166
2018-03-21,25.5986385345459
2018-03-22,25.346113204956055
2018-03-23,24.897174835205078
2018-03-26,25.439640045166016
2018-03-27,24.682065963745117
2018-03-28,24.841062545776367
2018-03-29,25.187116622924805
2018-04-02,24.635305404663086
2018-04-03,24.373422622680664
2018-04-04,24.934589385986328
2018-04-05,25.39287757873535
2018-04-06,24.36406898498535
2018-04-09,24.934589385986328
2018-04-10,25.589282989501953
2018-04-11,26.00081443786621
2018-04-12,25.383525848388672
2018-04-13,25.177764892578125
2018-04-16,25.61734390258789
2018-04-17,26.09433937072754
2018-04-18,26.851917266845703
2018-04-19,26.30010414123535
2018-04-20,27.30084991455078
2018-04-23,27.871376037597656
2018-04-24,26.664857864379883
2018-04-25,26.047574996948242
2018-04-26,26.561981201171875
2018-04-27,27.085735321044922
2018-04-30,26.851917266845703
2018-05-01,26.786447525024414
2018-05-02,26.786447525024414
2018-05-03,26.580684661865234
2018-05-04,27.226030349731445
2018-05-07,27.338260650634766
2018-05-08,27.431787490844727
2018-05-09,27.871376037597656
2018-05-10,29.087242126464844
2018-05-11,29.919639587402344
2018-05-14,30.854921340942383
2018-05-15,32.089481353759766
2018-05-16,32.229774475097656
2018-05-17,32.996707916259766
2018-05-18,33.56722640991211
2018-05-21,33.6327018737793
2018-05-22,33.829105377197266
2018-05-23,32.95930862426758
2018-05-24,32.575843811035156
2018-05-25,31.359966278076172
2018-05-29,30.76139259338379
2018-05-30,31.09809112548828
2018-05-31,31.537677764892578
2018-06-01,29.844816207885742
2018-06-04,28.666362762451172
2018-06-05,28.46060562133789
2018-06-06,30.3779239654541
2018-06-07,31.116804122924805
2018-06-08,30.86427116394043
2018-06-11,30.41533851623535
2018-06-12,30.546274185180664
2018-06-13,30.312456130981445
2018-06-14,30.00381851196289
2018-06-15,29.414588928222656
2018-06-18,29.57358169555664
2018-06-19,28.975004196166992
2018-06-20,29.517467498779297
2018-06-21,30.256338119506836
2018-06-22,31.80890655517578
2018-06-25,30.723981857299805
2018-06-26,31.82760238647461
2018-06-27,32.08012771606445
2018-06-28,31.771499633789062
2018-06-29,31.603139877319336
2018-07-02,30.995214462280273
2018-07-03,31.31321907043457
2018-07-05,31.41609001159668
2018-07-06,31.874370574951172
2018-07-09,33.2960090637207
2018-07-10,31.509611129760742
2018-07-11,31.472204208374023
2018-07-12,31.397384643554688
2018-07-13,31.490903854370117
2018-07-16,31.116804122924805
2018-07-17,31.603139877319336
2018-07-18,31.82760238647461
2018-07-19,32.51972198486328
2018-07-20,32.575843811035156
2018-07-23,32.14560317993164
2018-07-24,31.41609001159668
2018-07-25,30.162809371948242
2018-07-26,30.621097564697266
2018-07-27,29.99445915222168
2018-07-30,30.069284439086914
2018-07-31,30.602401733398438
2018-08-01,30.86427116394043
2018-08-02,32.089481353759766
2018-08-03,31.31321907043457
2018-08-06,32.39813232421875
2018-08-07,31.874370574951172
2018-08-08,32.32331848144531
2018-08-09,31.949203491210938
2018-08-10,31.986608505249023
2018-08-13,31.584440231323242
2018-08-14,31.621850967407227
2018-08-15,29.676462173461914
2018-08-16,30.3031063079834
2018-08-17,30.68656349182129
2018-08-20,30.87362289428711
2018-08-21,30.929746627807617
2018-08-22,31.285152435302734
2018-08-23,31.229032516479492
2018-08-24,31.303852081298828
2018-08-27,31.565732955932617
2018-08-28,31.509611129760742
2018-08-29,31.930490493774414
2018-08-30,32.66936111450195
2018-08-31,31.967906951904297
2018-09-04,33.20246887207031
2018-09-05,31.95854949951172
2018-09-06,31.15421485900879
2018-09-07,31.59378433227539
2018-09-10,32.8283576965332
2018-09-11,33.09960174560547
2018-09-12,32.46360397338867
2018-09-13,32.454254150390625
2018-09-14,33.24923324584961
2018-09-17,32.435550689697266
2018-09-18,33.595279693603516
2018-09-19,34.67087173461914
2018-09-20,33.93199157714844
2018-09-21,34.32481384277344
2018-09-24,34.88597869873047
2018-09-25,34.21257400512695
2018-09-26,34.109703063964844
2018-09-27,34.78310012817383
2018-09-28,35.80255126953125
2018-10-01,36.008323669433594
2018-10-02,35.709014892578125
2018-10-03,36.260841369628906
2018-10-04,37.1867790222168
2018-10-05,37.5515251159668
2018-10-08,37.83211898803711
2018-10-09,37.878883361816406
2018-10-10,36.24213790893555
2018-10-11,34.74569320678711
2018-10-12,34.76438522338867
2018-10-15,35.05434036254883
2018-10-16,36.39177703857422
2018-10-17,35.59678649902344
2018-10-18,34.352867126464844
2018-10-19,34.37157440185547
2018-10-22,33.997467041015625
2018-10-23,32.248477935791016
2018-10-24,30.78009796142578
2018-10-25,30.86427116394043
2018-10-26,31.425434112548828
2018-10-29,30.340518951416016
2018-10-30,31.3319091796875
2018-10-31,31.29450035095215
2018-11-01,32.8003044128418
2018-11-02,33.997467041015625
2018-11-05,34.62410354614258
2018-11-06,34.89533996582031
2018-11-07,35.45650100708008
2018-11-08,34.54927062988281
2018-11-09,33.819759368896484
2018-11-12,32.66000747680664
2018-11-13,30.9390926361084
2018-11-14,30.321800231933594
2018-11-15,30.237632751464844
2018-11-16,29.283649444580078
2018-11-19,29.274288177490234
2018-11-20,27.403728485107422
2018-11-21,27.833961486816406
2018-11-23,26.786447525024414
2018-11-26,27.00156021118164
2018-11-27,27.11379623413086
2018-11-28,27.104442596435547
2018-11-29,27.13249969482422
2018-11-30,27.010908126831055
2018-12-03,29.152708053588867
2018-12-04,28.16131019592285
2018-12-06,27.908781051635742
2018-12-07,27.469205856323242
2018-12-10,26.356216430664062
2018-12-11,26.580684661865234
2018-12-12,27.151206970214844
2018-12-13,26.74903678894043
2018-12-14,25.991455078125
2018-12-17,26.187864303588867
2018-12-18,25.757644653320312
2018-12-19,25.028121948242188
2018-12-20,24.588537216186523
2018-12-21,24.251834869384766
2018-12-24,23.597139358520508
2018-12-26,25.187116622924805
2018-12-27,25.346113204956055
2018-12-28,25.50511360168457
2018-12-31,25.636051177978516
2019-01-02,26.683563232421875
2019-01-03,26.54326820373535
2019-01-04,27.618850708007812
2019-01-07,27.77784538269043
2019-01-08,27.010908126831055
2019-01-09,27.525320053100586
2019-01-10,28.638303756713867
2019-01-11,27.983604431152344
2019-01-14,27.740432739257812
