Date,VRTS
2010-01-04,12.678384780883789
2010-01-05,12.457427978515625
2010-01-06,12.190752983093262
2010-01-07,12.320281982421875
2010-01-08,12.274563789367676
2010-01-11,12.411711692810059
2010-01-12,12.404091835021973
2010-01-13,12.4802827835083
2010-01-14,12.457427978515625
2010-01-15,12.419326782226562
2010-01-19,13.31078052520752
2010-01-20,13.4860200881958
2010-01-21,13.143156051635742
2010-01-22,12.472667694091797
2010-01-25,12.686003684997559
2010-01-26,12.625044822692871
2010-01-27,12.906961441040039
2010-01-28,12.465051651000977
2010-01-29,12.472667694091797
2010-02-01,12.419326782226562
2010-02-02,12.57933521270752
2010-02-03,12.510759353637695
2010-02-04,12.282186508178711
2010-02-05,12.906961441040039
2010-02-08,12.594573974609375
2010-02-09,12.906961441040039
2010-02-10,12.84600830078125
2010-02-11,13.181252479553223
2010-02-12,13.31078052520752
2010-02-16,13.82126522064209
2010-02-17,14.461281776428223
2010-02-18,14.02698802947998
2010-02-19,14.575568199157715
2010-02-22,15.847976684570312
2010-02-23,15.284160614013672
2010-02-24,15.17749309539795
2010-02-25,15.200348854064941
2010-02-26,15.543211936950684
2010-03-01,15.916556358337402
2010-03-02,15.741312026977539
2010-03-03,15.825119018554688
2010-03-04,15.687980651855469
2010-03-05,15.619403839111328
2010-03-08,15.238443374633789
2010-03-09,15.17749309539795
2010-03-10,15.329874992370605
2010-03-11,15.451781272888184
2010-03-12,14.964149475097656
2010-03-15,15.017480850219727
2010-03-16,15.42129898071289
2010-03-17,15.627025604248047
2010-03-18,15.063199996948242
2010-03-19,15.063199996948242
2010-03-22,15.642263412475586
2010-03-23,15.71083927154541
2010-03-24,15.802267074584961
2010-03-25,16.06894302368164
2010-03-26,15.55082893371582
2010-03-29,15.558452606201172
2010-03-30,15.855603218078613
2010-03-31,15.878456115722656
2010-04-01,15.687980651855469
2010-04-05,15.703211784362793
2010-04-06,15.84035873413086
2010-04-07,15.916556358337402
2010-04-08,16.15275001525879
2010-04-09,16.434663772583008
2010-04-12,16.457515716552734
2010-04-13,16.457515716552734
2010-04-14,16.830860137939453
2010-04-15,17.04419708251953
2010-04-16,16.830860137939453
2010-04-19,17.01371955871582
2010-04-20,17.265155792236328
2010-04-21,17.234683990478516
2010-04-22,17.470874786376953
2010-04-23,17.935646057128906
2010-04-26,18.08803367614746
2010-04-27,17.60041046142578
2010-04-28,17.851839065551758
2010-04-29,18.583282470703125
2010-04-30,18.46137237548828
2010-05-03,18.682327270507812
2010-05-04,18.499473571777344
2010-05-05,18.293745040893555
2010-05-06,16.815624237060547
2010-05-07,17.14324378967285
2010-05-10,18.286128997802734
2010-05-11,18.552810668945312
2010-05-12,18.88043212890625
2010-05-13,18.994718551635742
2010-05-14,18.38517951965332
2010-05-17,17.97374153137207
2010-05-18,17.707067489624023
2010-05-19,17.760408401489258
2010-05-20,17.089916229248047
2010-05-21,17.227060317993164
2010-05-24,16.922285079956055
2010-05-25,16.023218154907227
2010-05-26,16.297515869140625
2010-05-27,17.5013484954834
2010-05-28,17.36420249938965
2010-06-01,17.387060165405273
2010-06-02,17.722307205200195
2010-06-03,17.806129455566406
2010-06-04,16.609901428222656
2010-06-07,16.571809768676758
2010-06-08,16.28989028930664
2010-06-09,16.41180419921875
2010-06-10,16.815624237060547
2010-06-11,17.211820602416992
2010-06-14,16.922285079956055
2010-06-15,17.249916076660156
2010-06-16,17.128005981445312
2010-06-17,17.470874786376953
2010-06-18,17.03657341003418
2010-06-21,16.762285232543945
2010-06-22,16.31275177001953
2010-06-23,16.007984161376953
2010-06-24,15.46701717376709
2010-06-25,14.895573616027832
2010-06-28,14.72033405303955
2010-06-29,14.293660163879395
2010-06-30,14.263178825378418
2010-07-01,13.927935600280762
2010-07-02,13.836501121520996
2010-07-06,13.798406600952148
2010-07-07,14.331753730773926
2010-07-08,14.37746810913086
2010-07-09,14.895573616027832
2010-07-12,15.6803560256958
2010-07-13,17.120389938354492
2010-07-14,16.442283630371094
2010-07-15,16.739429473876953
2010-07-16,16.076557159423828
2010-07-19,16.366086959838867
