Date,STAA
2010-01-04,3.140000104904175
2010-01-05,3.1600000858306885
2010-01-06,3.109999895095825
2010-01-07,3.119999885559082
2010-01-08,3.0899999141693115
2010-01-11,3.200000047683716
2010-01-12,3.2100000381469727
2010-01-13,3.1700000762939453
2010-01-14,3.4100000858306885
2010-01-15,3.450000047683716
2010-01-19,3.5799999237060547
2010-01-20,3.5999999046325684
2010-01-21,3.5999999046325684
2010-01-22,3.490000009536743
2010-01-25,3.390000104904175
2010-01-26,3.3299999237060547
2010-01-27,3.380000114440918
2010-01-28,3.4100000858306885
2010-01-29,3.430000066757202
2010-02-01,3.4200000762939453
2010-02-02,3.7899999618530273
2010-02-03,3.8399999141693115
2010-02-04,3.75
2010-02-05,3.8499999046325684
2010-02-08,3.7699999809265137
2010-02-09,3.799999952316284
2010-02-10,3.7899999618530273
2010-02-11,3.7899999618530273
2010-02-12,3.859999895095825
2010-02-16,3.8399999141693115
2010-02-17,3.869999885559082
2010-02-18,3.7699999809265137
2010-02-19,3.6600000858306885
2010-02-22,3.690000057220459
2010-02-23,3.609999895095825
2010-02-24,3.7799999713897705
2010-02-25,3.6700000762939453
2010-02-26,3.759999990463257
2010-03-01,3.5799999237060547
2010-03-02,3.559999942779541
2010-03-03,3.430000066757202
2010-03-04,3.450000047683716
2010-03-05,3.5
2010-03-08,3.630000114440918
2010-03-09,3.630000114440918
2010-03-10,3.559999942779541
2010-03-11,3.700000047683716
2010-03-12,3.630000114440918
2010-03-15,3.680000066757202
2010-03-16,3.7100000381469727
2010-03-17,3.680000066757202
2010-03-18,3.680000066757202
2010-03-19,3.700000047683716
2010-03-22,3.5999999046325684
2010-03-23,3.5999999046325684
2010-03-24,3.5399999618530273
2010-03-25,3.5399999618530273
2010-03-26,3.4000000953674316
2010-03-29,3.569999933242798
2010-03-30,3.5399999618530273
2010-03-31,3.819999933242798
2010-04-01,3.630000114440918
2010-04-05,3.7100000381469727
2010-04-06,3.740000009536743
2010-04-07,3.740000009536743
2010-04-08,3.7899999618530273
2010-04-09,4.0
2010-04-12,4.400000095367432
2010-04-13,4.400000095367432
2010-04-14,4.590000152587891
2010-04-15,4.840000152587891
2010-04-16,4.699999809265137
2010-04-19,4.739999771118164
2010-04-20,4.840000152587891
2010-04-21,4.880000114440918
2010-04-22,5.090000152587891
2010-04-23,5.079999923706055
2010-04-26,5.059999942779541
2010-04-27,5.110000133514404
2010-04-28,5.090000152587891
2010-04-29,5.059999942779541
2010-04-30,5.090000152587891
2010-05-03,5.25
2010-05-04,5.190000057220459
2010-05-05,4.940000057220459
2010-05-06,4.730000019073486
2010-05-07,4.590000152587891
2010-05-10,4.900000095367432
2010-05-11,5.0
2010-05-12,5.0
2010-05-13,4.900000095367432
2010-05-14,4.889999866485596
2010-05-17,4.949999809265137
2010-05-18,4.849999904632568
2010-05-19,4.730000019073486
2010-05-20,4.739999771118164
2010-05-21,4.820000171661377
2010-05-24,4.869999885559082
2010-05-25,4.840000152587891
2010-05-26,4.889999866485596
2010-05-27,5.010000228881836
2010-05-28,5.199999809265137
2010-06-01,5.159999847412109
2010-06-02,5.269999980926514
2010-06-03,5.139999866485596
2010-06-04,5.0
2010-06-07,4.949999809265137
2010-06-08,4.949999809265137
2010-06-09,4.949999809265137
2010-06-10,5.099999904632568
2010-06-11,5.099999904632568
2010-06-14,5.050000190734863
2010-06-15,5.179999828338623
2010-06-16,4.989999771118164
2010-06-17,5.159999847412109
2010-06-18,5.389999866485596
2010-06-21,4.940000057220459
2010-06-22,5.440000057220459
2010-06-23,5.730000019073486
2010-06-24,5.559999942779541
2010-06-25,5.96999979019165
2010-06-28,5.849999904632568
2010-06-29,5.590000152587891
2010-06-30,5.71999979019165
2010-07-01,5.760000228881836
2010-07-02,5.760000228881836
2010-07-06,5.599999904632568
2010-07-07,5.929999828338623
2010-07-08,6.079999923706055
2010-07-09,6.449999809265137
2010-07-12,6.360000133514404
2010-07-13,6.25
2010-07-14,6.139999866485596
2010-07-15,5.96999979019165
2010-07-16,5.599999904632568
2010-07-19,5.5
2010-07-20,5.590000152587891
2010-07-21,5.369999885559082
2010-07-22,5.579999923706055
