Date,LMT
2010-01-04,47.1369743347168
2010-01-05,47.62767791748047
2010-01-06,46.92842483520508
2010-01-07,45.640384674072266
2010-01-08,46.376380920410156
2010-01-11,46.59720230102539
2010-01-12,46.5910758972168
2010-01-13,47.155372619628906
2010-01-14,47.130828857421875
2010-01-15,47.0817756652832
2010-01-19,48.03247833251953
2010-01-20,47.909812927246094
2010-01-21,47.21670150756836
2010-01-22,46.35799789428711
2010-01-25,47.0817756652832
2010-01-26,47.094051361083984
2010-01-27,47.308712005615234
2010-01-28,46.707611083984375
2010-01-29,45.70782470703125
2010-02-01,45.934776306152344
2010-02-02,46.95295333862305
2010-02-03,47.03883361816406
2010-02-04,46.615604400634766
2010-02-05,46.443870544433594
2010-02-08,45.71397399902344
2010-02-09,46.27825164794922
2010-02-10,46.06971740722656
2010-02-11,46.83028030395508
2010-02-12,46.35799789428711
2010-02-16,46.63400650024414
2010-02-17,46.842552185058594
2010-02-18,47.431373596191406
2010-02-19,47.35776901245117
2010-02-22,47.19218444824219
2010-02-23,47.167625427246094
2010-02-24,47.57244110107422
2010-02-25,47.609561920166016
2010-02-26,48.08572006225586
2010-03-01,48.76592254638672
2010-03-02,48.98237991333008
2010-03-03,48.75975799560547
2010-03-04,49.019466400146484
2010-03-05,50.256256103515625
2010-03-08,50.144935607910156
2010-03-09,50.843711853027344
2010-03-10,51.066341400146484
2010-03-11,51.344627380371094
2010-03-12,51.381717681884766
2010-03-15,52.01866912841797
2010-03-16,52.3278694152832
2010-03-17,52.47624588012695
2010-03-18,53.144107818603516
2010-03-19,53.73777389526367
2010-03-22,53.00186538696289
2010-03-23,52.426780700683594
2010-03-24,51.870235443115234
2010-03-25,51.653804779052734
2010-03-26,52.092857360839844
2010-03-29,52.45152282714844
2010-03-30,52.000099182128906
2010-03-31,51.46210861206055
2010-04-01,51.870235443115234
2010-04-05,51.845497131347656
2010-04-06,51.029232025146484
2010-04-07,50.825164794921875
2010-04-08,50.825164794921875
2010-04-09,51.19619369506836
2010-04-12,51.2765998840332
2010-04-13,51.07870101928711
2010-04-14,51.084896087646484
2010-04-15,51.46210861206055
2010-04-16,51.31986999511719
2010-04-19,52.068115234375
2010-04-20,52.544273376464844
2010-04-21,53.3358154296875
2010-04-22,53.59553527832031
2010-04-23,53.75012969970703
2010-04-26,53.23688507080078
2010-04-27,52.253639221191406
2010-04-28,52.53811264038086
2010-04-29,53.4100227355957
2010-04-30,52.494815826416016
2010-05-03,53.64501190185547
2010-05-04,52.81018829345703
2010-05-05,52.46392059326172
2010-05-06,51.23331069946289
2010-05-07,50.256256103515625
2010-05-10,51.709468841552734
2010-05-11,51.38788986206055
2010-05-12,51.579586029052734
2010-05-13,50.924102783203125
2010-05-14,49.95942306518555
2010-05-17,50.280982971191406
2010-05-18,50.08928680419922
2010-05-19,49.78009796142578
2010-05-20,47.955848693847656
2010-05-21,50.18824768066406
2010-05-24,49.347225189208984
2010-05-25,49.718257904052734
2010-05-26,49.30392837524414
2010-05-27,50.21398162841797
2010-05-28,49.81505584716797
2010-06-01,49.34756851196289
2010-06-02,49.74024963378906
2010-06-03,49.68415832519531
2010-06-04,48.23806381225586
2010-06-07,47.571136474609375
2010-06-08,47.9949951171875
2010-06-09,48.2069206237793
2010-06-10,48.9112548828125
2010-06-11,49.085784912109375
2010-06-14,49.65921401977539
2010-06-15,50.38850021362305
2010-06-16,50.61287307739258
2010-06-17,50.4570426940918
2010-06-18,50.29500198364258
2010-06-21,49.90856170654297
2010-06-22,49.777652740478516
2010-06-23,49.67170715332031
2010-06-24,48.69310760498047
2010-06-25,48.64948654174805
2010-06-28,48.356502532958984
2010-06-29,46.84185791015625
2010-06-30,46.436710357666016
2010-07-01,46.411781311035156
2010-07-02,46.3993034362793
2010-07-06,46.33075714111328
2010-07-07,47.00391387939453
2010-07-08,47.465171813964844
2010-07-09,46.8979606628418
2010-07-12,46.586299896240234
2010-07-13,47.07871627807617
2010-07-14,47.060020446777344
2010-07-15,47.340476989746094
2010-07-16,46.08141326904297
2010-07-19,46.15622329711914
2010-07-20,46.062721252441406
2010-07-21,45.91312789916992
2010-07-22,46.28086853027344
2010-07-23,46.0938835144043
2010-07-26,46.67356491088867
2010-07-27,46.66733169555664
2010-07-28,46.8979606628418
2010-07-29,46.71719741821289
2010-07-30,46.84185791015625
2010-08-02,47.309356689453125
2010-08-03,47.016380310058594
2010-08-04,46.760833740234375
2010-08-05,46.767066955566406
2010-08-06,46.7919921875
2010-08-09,47.12233352661133
2010-08-10,46.77952194213867
2010-08-11,45.5765495300293
2010-08-12,45.1776237487793
2010-08-13,45.327213287353516
2010-08-16,44.84103775024414
2010-08-17,45.14021301269531
2010-08-18,45.91312789916992
2010-08-19,45.551605224609375
2010-08-20,45.62638854980469
2010-08-23,45.1776237487793
2010-08-24,44.410953521728516
2010-08-25,44.6727294921875
2010-08-26,44.591705322265625
2010-08-27,45.04672622680664
2010-08-30,44.153839111328125
2010-08-31,43.71367645263672
2010-09-01,43.971473693847656
2010-09-02,44.216705322265625
2010-09-03,44.468231201171875
2010-09-07,43.7577018737793
2010-09-08,43.298675537109375
2010-09-09,43.61936569213867
2010-09-10,44.25443649291992
2010-09-13,43.66965866088867
2010-09-14,43.05973434448242
2010-09-15,43.05973434448242
2010-09-16,43.078590393066406
2010-09-17,43.85829544067383
2010-09-20,44.461944580078125
2010-09-21,45.05300521850586
2010-09-22,45.1473388671875
2010-09-23,45.06557083129883
2010-09-24,45.98361587524414
2010-09-27,45.51202392578125
2010-09-28,45.56861114501953
2010-09-29,45.20392608642578
2010-09-30,44.82035827636719
2010-10-01,43.770267486572266
2010-10-04,43.60678482055664
2010-10-05,44.39276885986328
2010-10-06,44.581417083740234
2010-10-07,44.411651611328125
2010-10-08,44.0783805847168
2010-10-11,44.31732940673828
2010-10-12,44.3613395690918
2010-10-13,44.719749450683594
2010-10-14,44.1412467956543
2010-10-15,44.02809143066406
2010-10-18,44.04066848754883
2010-10-19,43.68223571777344
2010-10-20,43.908607482910156
2010-10-21,45.17245864868164
2010-10-22,45.1347541809082
2010-10-25,44.902095794677734
2010-10-26,45.1473388671875
2010-10-27,44.57512283325195
2010-10-28,44.65686798095703
2010-10-29,44.8266487121582
2010-11-01,44.9398307800293
2010-11-02,45.04671096801758
2010-11-03,44.60026931762695
2010-11-04,45.24794006347656
2010-11-05,46.0716438293457
2010-11-08,46.084224700927734
2010-11-09,45.618934631347656
2010-11-10,45.2227897644043
2010-11-11,44.08466720581055
2010-11-12,43.6948127746582
2010-11-15,43.61936569213867
2010-11-16,43.18547439575195
2010-11-17,43.103755950927734
2010-11-18,43.48102951049805
2010-11-19,43.6571044921875
2010-11-22,43.16034698486328
2010-11-23,42.95913314819336
2010-11-24,43.4873161315918
2010-11-26,43.26094055175781
2010-11-29,43.356319427490234
2010-11-30,43.254581451416016
2010-12-01,44.119197845458984
2010-12-02,44.373470306396484
2010-12-03,43.979312896728516
2010-12-06,43.72502517700195
2010-12-07,44.15095138549805
2010-12-08,43.6932487487793
2010-12-09,43.426239013671875
2010-12-10,43.76316452026367
2010-12-13,43.62330627441406
2010-12-14,44.51334762573242
2010-12-15,44.322608947753906
2010-12-16,44.73582458496094
2010-12-17,44.545101165771484
2010-12-20,44.27810287475586
2010-12-21,44.373470306396484
2010-12-22,44.08738708496094
2010-12-23,44.02381896972656
2010-12-27,44.06196594238281
2010-12-28,44.23360824584961
2010-12-29,43.947540283203125
2010-12-30,43.66781234741211
2010-12-31,44.44339370727539
2011-01-03,44.41797637939453
2011-01-04,44.69768142700195
2011-01-05,45.72119903564453
2011-01-06,46.52218246459961
2011-01-07,46.808265686035156
2011-01-10,46.782840728759766
2011-01-11,46.82099914550781
2011-01-12,47.19607162475586
2011-01-13,46.94179153442383
2011-01-14,47.361358642578125
2011-01-18,48.658241271972656
2011-01-19,49.3702392578125
2011-01-20,50.425540924072266
2011-01-21,50.36197280883789
2011-01-24,49.6054573059082
2011-01-25,50.2666130065918
2011-01-26,49.834320068359375
2011-01-27,50.285675048828125
2011-01-28,49.71355056762695
2011-01-31,50.60355758666992
2011-02-01,51.23290252685547
2011-02-02,51.538063049316406
2011-02-03,51.3155632019043
2011-02-04,51.3091926574707
2011-02-07,51.82413101196289
2011-02-08,51.747840881347656
2011-02-09,52.300926208496094
2011-02-10,52.05935287475586
2011-02-11,51.93220901489258
2011-02-14,51.44270706176758
2011-02-15,51.79871368408203
2011-02-16,51.671573638916016
2011-02-17,52.06570053100586
2011-02-18,52.00849914550781
2011-02-22,50.972259521484375
2011-02-23,50.94683074951172
2011-02-24,50.997684478759766
2011-02-25,51.408409118652344
2011-02-28,50.79877853393555
2011-03-01,50.7730827331543
2011-03-02,50.99128723144531
2011-03-03,51.838340759277344
2011-03-04,51.241546630859375
2011-03-07,50.888607025146484
2011-03-08,51.511077880859375
2011-03-09,51.64583206176758
2011-03-10,50.72176742553711
2011-03-11,51.63941955566406
2011-03-14,51.63941955566406
2011-03-15,51.1324577331543
2011-03-16,50.31747055053711
2011-03-17,51.600921630859375
2011-03-18,51.677921295166016
2011-03-21,52.127132415771484
2011-03-22,52.172061920166016
2011-03-23,52.09503936767578
2011-03-24,51.85118103027344
2011-03-25,51.575252532958984
2011-03-28,51.504638671875
2011-03-29,51.562400817871094
2011-03-30,51.18379592895508
2011-03-31,51.594482421875
2011-04-01,51.96670913696289
2011-04-04,51.973106384277344
2011-04-05,52.05012130737305
2011-04-06,52.29396438598633
2011-04-07,52.48648452758789
2011-04-08,51.658668518066406
2011-04-11,51.66508102416992
2011-04-12,51.575252532958984
2011-04-13,50.25331115722656
2011-04-14,49.88109588623047
2011-04-15,50.176300048828125
2011-04-18,49.34845733642578
2011-04-19,49.4190559387207
2011-04-20,49.97735595703125
2011-04-21,49.91318893432617
2011-04-25,49.694984436035156
2011-04-26,50.72176742553711
2011-04-27,50.79877853393555
2011-04-28,50.73457717895508
2011-04-29,50.856502532958984
2011-05-02,50.52925109863281
2011-05-03,51.267215728759766
2011-05-04,50.63833999633789
2011-05-05,51.21586608886719
2011-05-06,51.30570602416992
2011-05-09,51.29288864135742
2011-05-10,50.984840393066406
2011-05-11,50.93994140625
2011-05-12,51.382728576660156
2011-05-13,51.0746955871582
