Date,VLO
2010-01-04,9.818323135375977
2010-01-05,10.070777893066406
2010-01-06,10.323232650756836
2010-01-07,10.400066375732422
2010-01-08,10.257377624511719
2010-01-11,10.158587455749512
2010-01-12,9.99394702911377
2010-01-13,9.91162395477295
2010-01-14,10.026869773864746
2010-01-15,10.301281929016113
2010-01-19,10.356161117553711
2010-01-20,10.493366241455078
2010-01-21,10.372625350952148
2010-01-22,9.977478981018066
2010-01-25,10.070777893066406
2010-01-26,10.438485145568848
2010-01-27,10.257377624511719
2010-01-28,10.114683151245117
2010-01-29,10.1091947555542
2010-02-01,10.5153169631958
2010-02-02,10.570202827453613
2010-02-03,10.394577980041504
2010-02-04,9.939064025878906
2010-02-05,9.966503143310547
2010-02-08,9.796369552612305
2010-02-09,9.933573722839355
2010-02-10,9.878693580627441
2010-02-11,9.878693580627441
2010-02-12,9.741107940673828
2010-02-16,9.889700889587402
2010-02-17,9.807149887084961
2010-02-18,9.735601425170898
2010-02-19,9.845673561096191
2010-02-22,9.785134315490723
2010-02-23,9.620031356811523
2010-02-24,9.686074256896973
2010-02-25,9.603522300720215
2010-02-26,9.642045974731445
2010-03-01,9.708085060119629
2010-03-02,10.016276359558105
2010-03-03,10.247424125671387
2010-03-04,10.357495307922363
2010-03-05,10.770252227783203
2010-03-08,10.79776668548584
2010-03-09,10.748238563537598
2010-03-10,11.293082237243652
2010-03-11,11.232542037963867
2010-03-12,11.249051094055176
2010-03-15,11.205024719238281
2010-03-16,11.31509017944336
2010-03-17,11.370131492614746
2010-03-18,11.309592247009277
2010-03-19,11.177505493164062
2010-03-22,11.166499137878418
2010-03-23,11.172004699707031
2010-03-24,11.386636734008789
2010-03-25,10.935356140136719
2010-03-26,10.852805137634277
2010-03-29,10.946364402770996
2010-03-30,10.918848037719727
2010-03-31,10.841794967651367
2010-04-01,11.017908096313477
2010-04-05,11.353621482849121
2010-04-06,11.41415786743164
2010-04-07,11.067441940307617
2010-04-08,11.017908096313477
2010-04-09,11.012404441833496
2010-04-12,10.786766052246094
2010-04-13,10.825289726257324
2010-04-14,11.205024719238281
2010-04-15,10.935356140136719
2010-04-16,10.539105415344238
2010-04-19,10.462058067321777
2010-04-20,10.77575397491455
2010-04-21,10.583133697509766
2010-04-22,10.704208374023438
2010-04-23,10.940860748291016
2010-04-26,11.072940826416016
2010-04-27,10.95186710357666
2010-04-28,11.243550300598145
2010-04-29,11.645298957824707
2010-04-30,11.441673278808594
2010-05-03,11.760870933532715
2010-05-04,11.265563011169434
2010-05-05,11.205024719238281
2010-05-06,10.649175643920898
2010-05-07,10.192388534545898
2010-05-10,10.858304023742676
2010-05-11,10.770252227783203
2010-05-12,11.31509017944336
2010-05-13,11.353621482849121
2010-05-14,11.078444480895996
2010-05-17,10.736382484436035
2010-05-18,10.504658699035645
2010-05-19,10.383285522460938
2010-05-20,9.864673614501953
2010-05-21,10.0081148147583
2010-05-24,9.770880699157715
2010-05-25,9.588814735412598
2010-05-26,9.704671859741211
2010-05-27,10.372254371643066
2010-05-28,10.306045532226562
2010-06-01,9.68812084197998
2010-06-02,9.837080955505371
2010-06-03,10.041216850280762
2010-06-04,9.52812385559082
2010-06-07,9.439851760864258
2010-06-08,9.301919937133789
2010-06-09,9.026062965393066
2010-06-10,9.52812385559082
2010-06-11,9.51709270477295
2010-06-14,9.671568870544434
2010-06-15,10.041216850280762
2010-06-16,10.019149780273438
2010-06-17,9.89777660369873
2010-06-18,9.925358772277832
2010-06-21,10.0081148147583
2010-06-22,9.820534706115723
2010-06-23,10.019149780273438
2010-06-24,9.969494819641113
2010-06-25,10.355701446533203
2010-06-28,10.206733703613281
2010-06-29,9.754326820373535
2010-06-30,9.919839859008789
2010-07-01,9.52260971069336
2010-07-02,9.329506874084473
2010-07-06,9.296402931213379
2010-07-07,9.715707778930664
2010-07-08,9.875703811645508
2010-07-09,9.87018871307373
2010-07-12,9.81501579284668
2010-07-13,9.980530738830566
2010-07-14,9.726739883422852
2010-07-15,9.864673614501953
2010-07-16,9.577778816223145
2010-07-19,9.461917877197266
2010-07-20,9.533641815185547
2010-07-21,9.395709991455078
2010-07-22,9.461917877197266
2010-07-23,9.428814888000488
2010-07-26,9.68812084197998
2010-07-27,9.594330787658691
2010-07-28,9.395709991455078
2010-07-29,9.323990821838379
2010-07-30,9.373644828796387
2010-08-02,9.439851760864258
2010-08-03,9.754326820373535
2010-08-04,9.919839859008789
2010-08-05,10.101909637451172
2010-08-06,9.963983535766602
2010-08-09,10.057769775390625
2010-08-10,9.925358772277832
2010-08-11,9.456400871276855
2010-08-12,9.34054183959961
2010-08-13,9.296402931213379
2010-08-16,9.351737976074219
2010-08-17,9.263200759887695
2010-08-18,9.429207801818848
2010-08-19,9.26873779296875
2010-08-20,9.152532577514648
2010-08-23,9.058459281921387
2010-08-24,8.95885944366455
2010-08-25,8.892452239990234
2010-08-26,8.660042762756348
2010-08-27,8.909052848815918
2010-08-30,8.864786148071289
2010-08-31,8.726449012756348
2010-09-01,8.96439266204834
2010-09-02,9.207866668701172
2010-09-03,9.373873710632324
2010-09-07,9.36280345916748
2010-09-08,9.335137367248535
2010-09-09,9.313008308410645
2010-09-10,9.384936332702637
2010-09-13,9.606285095214844
2010-09-14,9.639486312866211
2010-09-15,9.59521484375
2010-09-16,9.523283004760742
2010-09-17,9.401542663574219
2010-09-20,9.539880752563477
2010-09-21,9.490080833435059
2010-09-22,9.279804229736328
2010-09-23,9.207866668701172
2010-09-24,9.307472229003906
2010-09-27,9.340673446655273
2010-09-28,9.44581413269043
2010-09-29,9.55648422241211
2010-09-30,9.689287185668945
2010-10-01,9.766758918762207
2010-10-04,9.545416831970215
2010-10-05,9.72802448272705
2010-10-06,9.650548934936523
2010-10-07,9.777825355529785
2010-10-08,9.89956283569336
2010-10-11,10.010234832763672
2010-10-12,9.94383430480957
2010-10-13,10.104303359985352
2010-10-14,10.048973083496094
2010-10-15,10.01577377319336
2010-10-18,10.209444046020508
2010-10-19,9.98256778717041
2010-10-20,10.043436050415039
2010-10-21,9.788887977600098
2010-10-22,9.766758918762207
2010-10-25,9.83315658569336
2010-10-26,9.960433959960938
2010-10-27,10.071104049682617
2010-10-28,10.082171440124512
2010-10-29,9.932765007019043
2010-11-01,9.86082935333252
2010-11-02,9.960433959960938
2010-11-03,10.0378999710083
2010-11-04,10.475055694580078
2010-11-05,10.591259002685547
2010-11-08,10.624464988708496
2010-11-09,10.591259002685547
2010-11-10,10.812603950500488
2010-11-11,11.045015335083008
2010-11-12,11.050546646118164
2010-11-15,10.828648567199707
2010-11-16,10.407041549682617
2010-11-17,10.595654487609863
2010-11-18,10.961786270141602
2010-11-19,10.8563871383667
2010-11-22,10.922953605651855
2010-11-23,10.73989200592041
2010-11-24,11.006166458129883
2010-11-26,10.850836753845215
2010-11-29,10.8563871383667
2010-11-30,10.806459426879883
2010-12-01,11.183683395385742
2010-12-02,11.499890327453613
2010-12-03,11.694050788879395
2010-12-06,11.638580322265625
2010-12-07,11.782814025878906
2010-12-08,11.699600219726562
2010-12-09,11.644125938415527
2010-12-10,11.993619918823242
2010-12-13,11.849377632141113
2010-12-14,11.871576309204102
2010-12-15,11.677411079406738
2010-12-16,11.821640968322754
2010-12-17,11.694050788879395
2010-12-20,12.304280281066895
2010-12-21,12.648213386535645
2010-12-22,12.603837966918945
2010-12-23,12.770262718200684
2010-12-27,12.764707565307617
2010-12-28,12.709233283996582
2010-12-29,12.953326225280762
2010-12-30,12.836833953857422
2010-12-31,12.825737953186035
2011-01-03,13.175222396850586
2011-01-04,12.864564895629883
2011-01-05,13.180774688720703
2011-01-06,13.191869735717773
2011-01-07,13.219605445861816
2011-01-10,13.164132118225098
2011-01-11,13.402674674987793
2011-01-12,13.624571800231934
2011-01-13,13.890847206115723
2011-01-14,13.863113403320312
2011-01-18,14.184861183166504
2011-01-19,13.746614456176758
2011-01-20,13.358292579650879
2011-01-21,13.386028289794922
2011-01-24,13.541356086730957
2011-01-25,13.49142837524414
2011-01-26,14.035087585449219
2011-01-27,14.07391357421875
2011-01-28,13.951874732971191
2011-01-31,14.068367958068848
2011-02-01,14.45668888092041
2011-02-02,14.661944389343262
2011-02-03,14.484431266784668
2011-02-04,14.717428207397461
2011-02-07,15.144577980041504
2011-02-08,15.532896995544434
2011-02-09,15.172314643859863
2011-02-10,15.57727336883545
2011-02-11,15.516255378723145
2011-02-14,16.160911560058594
2011-02-15,15.810799598693848
2011-02-16,16.216487884521484
2011-02-17,16.833362579345703
2011-02-18,16.349864959716797
2011-02-22,15.655184745788574
2011-02-23,15.421778678894043
2011-02-24,14.89382553100586
2011-02-25,15.871929168701172
