Date,AGNC
2010-10-26,3.7474124431610107
2010-10-27,3.81339430809021
2010-10-28,3.865910768508911
2010-10-29,3.8564813137054443
2010-11-01,3.8241660594940186
2010-11-02,3.87264084815979
2010-11-03,3.891493082046509
2010-11-04,3.946699857711792
2010-11-05,3.9628615379333496
2010-11-08,3.9547808170318604
2010-11-09,3.9291954040527344
2010-11-10,3.9386212825775146
2010-11-11,3.95343279838562
2010-11-12,3.8201279640197754
2010-11-15,3.8686017990112305
2010-11-16,3.829550266265869
2010-11-17,3.8335888385772705
2010-11-18,3.832242727279663
2010-11-19,3.8524441719055176
2010-11-22,3.887453556060791
2010-11-23,3.8955342769622803
2010-11-24,3.9440090656280518
2010-11-26,3.9453542232513428
2010-11-29,3.9615118503570557
2010-11-30,3.946699857711792
2010-12-01,3.9628615379333496
2010-12-02,3.9628615379333496
2010-12-03,3.9682469367980957
2010-12-06,3.9722847938537598
2010-12-07,4.000563144683838
2010-12-08,3.9736320972442627
2010-12-09,3.8564813137054443
2010-12-10,3.946699857711792
2010-12-13,3.9978690147399902
2010-12-14,3.970937967300415
2010-12-15,3.9372754096984863
2010-12-16,3.9197707176208496
2010-12-17,3.9480488300323486
2010-12-20,4.018068790435791
2010-12-21,4.0328803062438965
2010-12-22,4.01133394241333
2010-12-23,4.020761013031006
2010-12-27,4.022106170654297
2010-12-28,3.9817118644714355
2010-12-29,4.063691139221191
2010-12-30,4.082069396972656
2010-12-31,4.062277317047119
2011-01-03,4.055210590362549
2011-01-04,4.014222145080566
2011-01-05,4.055210590362549
2011-01-06,4.131537914276123
2011-01-07,4.165460586547852
2011-01-10,4.1824212074279785
2011-01-11,4.176769256591797
2011-01-12,4.195143699645996
2011-01-13,4.048142910003662
2011-01-14,4.099028587341309
2011-01-18,4.089134216308594
2011-01-19,4.059452056884766
2011-01-20,4.046728610992432
2011-01-21,4.02128791809082
2011-01-24,4.035423278808594
2011-01-25,4.0340094566345215
2011-01-26,4.050970554351807
2011-01-27,4.069344520568848
2011-01-28,4.055210590362549
2011-01-31,4.055210590362549
2011-02-01,4.082069396972656
2011-02-02,4.096198558807373
2011-02-03,4.084894180297852
2011-02-04,4.080652236938477
2011-02-07,4.108921527862549
2011-02-08,4.13577938079834
2011-02-09,4.148499011993408
2011-02-10,4.127295017242432
2011-02-11,4.176769256591797
2011-02-14,4.183836460113525
2011-02-15,4.0919599533081055
2011-02-16,4.121645927429199
2011-02-17,4.149911880493164
2011-02-18,4.1371941566467285
2011-02-22,4.113162994384766
2011-02-23,4.110335350036621
2011-02-24,4.1371941566467285
2011-02-25,4.155566692352295
2011-02-28,4.162633419036865
2011-03-01,4.161221981048584
2011-03-02,4.179594993591309
2011-03-03,4.1866607666015625
2011-03-04,4.189488887786865
2011-03-07,4.1866607666015625
2011-03-08,4.210690021514893
2011-03-09,4.24744176864624
2011-03-10,4.2488555908203125
2011-03-11,4.243198394775391
2011-03-14,4.268645286560059
2011-03-15,4.253093242645264
2011-03-16,4.277124881744385
2011-03-17,4.289844989776611
2011-03-18,4.335075378417969
2011-03-21,4.3098955154418945
2011-03-22,4.1899285316467285
2011-03-23,4.252133846282959
2011-03-24,4.255096435546875
2011-03-25,4.298049449920654
2011-03-28,4.303974151611328
2011-03-29,4.265468120574951
2011-03-30,4.250653266906738
2011-03-31,4.315822601318359
2011-04-01,4.298049449920654
2011-04-04,4.255096435546875
2011-04-05,4.263982772827148
2011-04-06,4.2402873039245605
2011-04-07,4.221033573150635
2011-04-08,4.192893981933594
2011-04-11,4.173637390136719
2011-04-12,4.12180233001709
2011-04-13,4.154383182525635
2011-04-14,4.250653266906738
2011-04-15,4.225475311279297
2011-04-18,4.216588497161865
2011-04-19,4.198817729949951
2011-04-20,4.235844135284424
2011-04-21,4.262503623962402
2011-04-25,4.2699079513549805
2011-04-26,4.2699079513549805
2011-04-27,4.262503623962402
2011-04-28,4.286200523376465
2011-04-29,4.3113789558410645
2011-05-02,4.324704647064209
2011-05-03,4.3232269287109375
2011-05-04,4.330628871917725
2011-05-05,4.363215923309326
2011-05-06,4.363215923309326
2011-05-09,4.380987167358398
2011-05-10,4.4180145263671875
2011-05-11,4.3958001136779785
2011-05-12,4.412088871002197
2011-05-13,4.386911869049072
2011-05-16,4.369138717651367
2011-05-17,4.372104167938232
2011-05-18,4.406169414520264
2011-05-19,4.432823181152344
2011-05-20,4.43874979019165
2011-05-23,4.443193435668945
2011-05-24,4.460965633392334
2011-05-25,4.456519603729248
2011-05-26,4.472814559936523
2011-05-27,4.484659671783447
2011-05-31,4.497992515563965
2011-06-01,4.4772539138793945
2011-06-02,4.496510982513428
2011-06-03,4.493548393249512
2011-06-06,4.48910665512085
2011-06-07,4.52465295791626
2011-06-08,4.546866416931152
2011-06-09,4.503917217254639
2011-06-10,4.458003520965576
2011-06-13,4.478739261627197
2011-06-14,4.500953197479248
2011-06-15,4.497992515563965
2011-06-16,4.486143589019775
2011-06-17,4.465409278869629
2011-06-20,4.413569927215576
2011-06-21,4.429111957550049
2011-06-22,4.483506202697754
2011-06-23,4.450869083404541
2011-06-24,4.4648566246032715
2011-06-27,4.477288722991943
2011-06-28,4.472623825073242
2011-06-29,4.5068182945251465
2011-06-30,4.523911476135254
2011-07-01,4.6000590324401855
2011-07-05,4.656006813049316
2011-07-06,4.70418643951416
2011-07-07,4.671546459197998
2011-07-08,4.693304538726807
2011-07-11,4.646684646606445
2011-07-12,4.615602493286133
2011-07-13,4.6000590324401855
2011-07-14,4.525465965270996
2011-07-15,4.548776626586914
2011-07-18,4.5083699226379395
2011-07-19,4.56587028503418
2011-07-20,4.614047050476074
2011-07-21,4.59229040145874
2011-07-22,4.612494468688965
2011-07-25,4.4897236824035645
2011-07-26,4.5037078857421875
2011-07-27,4.412017345428467
2011-07-28,4.402689456939697
2011-07-29,4.3389763832092285
2011-08-01,4.511479377746582
2011-08-02,4.427558422088623
2011-08-03,4.523911476135254
2011-08-04,4.376272201538086
2011-08-05,4.4058003425598145
2011-08-08,4.154040336608887
2011-08-09,4.628033638000488
2011-08-10,4.415125846862793
2011-08-11,4.467964172363281
2011-08-12,4.523911476135254
2011-08-15,4.617154598236084
2011-08-16,4.621817588806152
2011-08-17,4.656006813049316
2011-08-18,4.548776626586914
2011-08-19,4.4462080001831055
2011-08-22,4.450869083404541
2011-08-23,4.497491359710693
2011-08-24,4.447761535644531
2011-08-25,4.314108848571777
2011-08-26,4.3607378005981445
2011-08-29,4.444651126861572
2011-08-30,4.4664130210876465
2011-08-31,4.430664539337158
2011-09-01,4.301680564880371
2011-09-02,4.237958908081055
2011-09-06,4.297016143798828
2011-09-07,4.332759380340576
2011-09-08,4.320326805114746
2011-09-09,4.412017345428467
2011-09-12,4.5037078857421875
2011-09-13,4.523911476135254
2011-09-14,4.601614952087402
2011-09-15,4.638912677764893
2011-09-16,4.590737819671631
2011-09-19,4.582966327667236
2011-09-20,4.516139507293701
2011-09-21,4.427973747253418
2011-09-22,4.472055435180664
2011-09-23,4.496547698974609
2011-09-26,4.50144624710083
2011-09-27,4.475322246551514
2011-09-28,4.468791961669922
2011-09-29,4.463890075683594
2011-09-30,4.424708366394043
2011-10-03,4.227146625518799
2011-10-04,4.30062198638916
2011-10-05,4.295722484588623
2011-10-06,4.414910793304443
2011-10-07,4.35776424407959
2011-10-10,4.432873725891113
2011-10-11,4.418177127838135
2011-10-12,4.413276672363281
2011-10-13,4.462259769439697
2011-10-14,4.51450777053833
2011-10-17,4.480221748352051
2011-10-18,4.53736686706543
2011-10-19,4.521039009094238
2011-10-20,4.519407749176025
2011-10-21,4.5226731300354
2011-10-24,4.663088798522949
2011-10-25,4.659821033477783
2011-10-26,4.677781105041504
2011-10-27,4.496547698974609
2011-10-28,4.524306297302246
2011-10-31,4.491649150848389
2011-11-01,4.458993434906006
2011-11-02,4.511241912841797
2011-11-03,4.5226731300354
2011-11-04,4.553691864013672
2011-11-07,4.5928778648376465
2011-11-08,4.650023460388184
2011-11-09,4.547163009643555
2011-11-10,4.556957244873047
2011-11-11,4.589613914489746
2011-11-14,4.570021629333496
2011-11-15,4.5814528465271
2011-11-16,4.591247081756592
2011-11-17,4.563488483428955
2011-11-18,4.5814528465271
2011-11-21,4.552060604095459
2011-11-22,4.594513416290283
2011-11-23,4.535733699798584
2011-11-25,4.532467365264893
2011-11-28,4.597777366638184
2011-11-29,4.6010422706604
2011-11-30,4.6843109130859375
2011-12-01,4.658187389373779
2011-12-02,4.633697986602783
2011-12-05,4.687577724456787
2011-12-06,4.707169055938721
2011-12-07,4.715334892272949
2011-12-08,4.6843109130859375
2011-12-09,4.718600749969482
2011-12-12,4.692473888397217
2011-12-13,4.731659412384033
2011-12-14,4.728395462036133
2011-12-15,4.712067604064941
2011-12-16,4.747989177703857
2011-12-19,4.728395462036133
2011-12-20,4.812460422515869
2011-12-21,4.865652084350586
2011-12-22,4.848491668701172
2011-12-23,4.805601119995117
2011-12-27,4.867367744445801
2011-12-28,4.8399128913879395
2011-12-29,4.851926803588867
2011-12-30,4.8176140785217285
2012-01-03,4.833052158355713
2012-01-04,4.860503196716309
2012-01-05,4.8399128913879395
2012-01-06,4.867367744445801
2012-01-09,4.843345642089844
2012-01-10,4.834766387939453
2012-01-11,4.83133602142334
2012-01-12,4.843345642089844
2012-01-13,4.863933086395264
2012-01-17,4.862219333648682
2012-01-18,4.879374980926514
2012-01-19,4.917120456695557
2012-01-20,4.975455284118652
2012-01-23,4.985744476318359
2012-01-24,5.008049964904785
2012-01-25,5.032066345214844
2012-01-26,5.008049964904785
2012-01-27,4.990894794464111
2012-01-30,4.9891791343688965
2012-01-31,5.032066345214844
2012-02-01,5.040649890899658
2012-02-02,5.040649890899658
2012-02-03,5.095547199249268
2012-02-06,5.057803630828857
2012-02-07,5.102412223815918
2012-02-08,5.093832969665527
2012-02-09,5.1247172355651855
2012-02-10,5.181333541870117
2012-02-13,5.219079494476318
2012-02-14,5.248244762420654
2012-02-15,5.268834590911865
2012-02-16,5.157314300537109
2012-02-17,5.210503578186035
2012-02-21,5.267119407653809
2012-02-22,5.244812965393066
2012-02-23,5.265401363372803
2012-02-24,5.260255336761475
2012-02-27,5.251675128936768
2012-02-28,5.282557010650635
2012-02-29,5.268834590911865
2012-03-01,5.2962846755981445
2012-03-02,5.347754955291748
2012-03-05,5.412099838256836
2012-03-06,5.335243225097656
2012-03-07,5.410311698913574
2012-03-08,5.24587345123291
2012-03-09,5.272687911987305
2012-03-12,5.328092575073242
2012-03-13,5.337029457092285
2012-03-14,5.256599426269531
2012-03-15,5.2637481689453125
2012-03-16,5.244089603424072
2012-03-19,5.222640037536621
2012-03-20,5.251238822937012
2012-03-21,5.285195827484131
2012-03-22,5.2387213706970215
2012-03-23,5.235151290893555
2012-03-26,5.269111156463623
2012-03-27,5.240509986877441
2012-03-28,5.224424839019775
2012-03-29,5.2387213706970215
2012-03-30,5.279834747314453
2012-04-02,5.345965385437012
2012-04-03,5.372776031494141
2012-04-04,5.36562967300415
2012-04-05,5.3745622634887695
2012-04-09,5.376349925994873
2012-04-10,5.3102192878723145
2012-04-11,5.3423895835876465
2012-04-12,5.370987415313721
2012-04-13,5.381715297698975
2012-04-16,5.378139019012451
2012-04-17,5.419247150421143
2012-04-18,5.454996109008789
2012-04-19,5.487167835235596
2012-04-20,5.472866058349609
2012-04-23,5.490745544433594
2012-04-24,5.4961066246032715
2012-04-25,5.499677658081055
2012-04-26,5.522914409637451
2012-04-27,5.542579650878906
2012-04-30,5.583683490753174
2012-05-01,5.564022541046143
2012-05-02,5.565814018249512
2012-05-03,5.65696382522583
2012-05-04,5.65875244140625
2012-05-07,5.649816989898682
2012-05-08,5.633728504180908
2012-05-09,5.67305326461792
2012-05-10,5.726674556732178
2012-05-11,5.778508186340332
2012-05-14,5.7481207847595215
2012-05-15,5.733819961547852
2012-05-16,5.680203437805176
2012-05-17,5.5372114181518555
2012-05-18,5.546149253845215
2012-05-21,5.70700740814209
2012-05-22,5.728456020355225
2012-05-23,5.76777982711792
2012-05-24,5.742757797241211
2012-05-25,5.758845806121826
2012-05-29,5.816039562225342
2012-05-30,5.807104110717773
2012-05-31,5.839278697967529
2012-06-01,5.773143768310547
2012-06-04,5.758845806121826
2012-06-05,5.819618225097656
2012-06-06,5.887535572052002
2012-06-07,5.828551292419434
2012-06-08,5.849999904632568
2012-06-11,5.8803863525390625
2012-06-12,5.946517467498779
2012-06-13,5.973326683044434
2012-06-14,6.001922130584717
2012-06-15,6.005496501922607
2012-06-18,6.00728702545166
2012-06-19,6.031421661376953
2012-06-20,5.970159530639648
2012-06-21,6.003574848175049
2012-06-22,6.038843631744385
2012-06-25,6.001720905303955
2012-06-26,6.036989212036133
2012-06-27,6.116812229156494
2012-06-28,6.170648097991943
2012-06-29,6.2393364906311035
2012-07-02,6.230055332183838
2012-07-03,6.300597667694092
2012-07-05,6.3154497146606445
2012-07-06,6.360001087188721
2012-07-09,6.441680431365967
2012-07-10,6.419404983520508
2012-07-11,6.361856937408447
2012-07-12,6.387847423553467
2012-07-13,6.436114311218262
2012-07-16,6.5122222900390625
2012-07-17,6.551207065582275
2012-07-18,6.296885013580322
2012-07-19,6.3395843505859375
2012-07-20,6.372995376586914
2012-07-23,6.4231181144714355
2012-07-24,6.495516300201416
2012-07-25,6.486231327056885
2012-07-26,6.493658542633057
2012-07-27,6.5679192543029785
2012-07-30,6.525218486785889
2012-07-31,6.523365497589111
2012-08-01,6.491800308227539
2012-08-02,6.504803657531738
2012-08-03,6.465814113616943
2012-08-06,6.3247294425964355
2012-08-07,6.118671894073486
2012-08-08,6.230055332183838
2012-08-09,6.306166648864746
2012-08-10,6.291312217712402
2012-08-13,6.3470072746276855
2012-08-14,6.410123825073242
2012-08-15,6.3191609382629395
2012-08-16,6.218919277191162
2012-08-17,6.270893096923828
2012-08-20,6.321013927459717
2012-08-21,6.326590061187744
2012-08-22,6.306166648864746
2012-08-23,6.289453506469727
2012-08-24,6.343292713165283
2012-08-27,6.374851226806641
2012-08-28,6.385990142822266
2012-08-29,6.439828872680664
2012-08-30,6.432401180267334
2012-08-31,6.467676639556885
2012-09-04,6.463957786560059
2012-09-05,6.458390712738037
2012-09-06,6.478810787200928
2012-09-07,6.5010905265808105
2012-09-10,6.579056262969971
2012-09-11,6.61989688873291
2012-09-12,6.671879291534424
2012-09-13,6.712713718414307
2012-09-14,6.7739787101745605
2012-09-17,6.80924654006958
2012-09-18,6.75726842880249
2012-09-19,6.697675704956055
2012-09-20,6.738043785095215
2012-09-21,6.761109828948975
2012-09-24,6.714977264404297
2012-09-25,6.659224033355713
2012-09-26,6.643850326538086
2012-09-27,6.6053996086120605
2012-09-28,6.65153694152832
2012-10-01,6.661147594451904
2012-10-02,6.728433132171631
2012-10-03,6.753424644470215
2012-10-04,6.711132526397705
2012-10-05,6.709211826324463
2012-10-08,6.65153694152832
2012-10-09,6.476599216461182
2012-10-10,6.357407569885254
2012-10-11,6.3824005126953125
2012-10-12,6.265131950378418
2012-10-15,6.151710033416748
2012-10-16,6.151710033416748
2012-10-17,6.25167179107666
2012-10-18,6.343946933746338
2012-10-19,6.351640224456787
2012-10-22,6.27474308013916
2012-10-23,6.215152263641357
2012-10-24,6.238220691680908
2012-10-25,6.209383487701416
2012-10-26,6.151710033416748
2012-10-31,6.343946933746338
2012-11-01,6.318957328796387
2012-11-02,6.238220691680908
2012-11-05,6.215152263641357
2012-11-06,6.0940351486206055
2012-11-07,5.907566070556641
2012-11-08,5.949857711791992
2012-11-09,5.924867153167725
2012-11-12,5.849893569946289
2012-11-13,5.686485290527344
2012-11-14,5.515391826629639
2012-11-15,5.736464977264404
2012-11-16,5.957544803619385
2012-11-19,5.984458923339844
2012-11-20,5.999839782714844
2012-11-21,6.0402092933654785
2012-11-23,6.086346626281738
2012-11-26,6.0459771156311035
2012-11-27,6.024830341339111
2012-11-28,6.028674602508545
2012-11-29,6.047900199890137
2012-11-30,6.065205097198486
2012-12-03,6.076735973358154
2012-12-04,6.04982328414917
2012-12-05,5.957544803619385
2012-12-06,5.963315486907959
2012-12-07,5.980614185333252
2012-12-10,6.061358451843262
2012-12-11,6.04213285446167
2012-12-12,5.928709983825684
2012-12-13,5.8633503913879395
2012-12-14,5.805675506591797
2012-12-17,5.947935104370117
2012-12-18,5.984458923339844
2012-12-19,6.07481575012207
2012-12-20,6.088274002075195
2012-12-21,5.988305568695068
2012-12-24,5.992311954498291
2012-12-26,5.9081926345825195
2012-12-27,5.826080799102783
2012-12-28,5.808054447174072
2012-12-31,5.788023948669434
2013-01-02,6.052394390106201
2013-01-03,6.110471725463867
2013-01-04,6.218623638153076
2013-01-07,6.152530193328857
2013-01-08,6.160541534423828
2013-01-09,6.186581611633301
2013-01-10,6.200597763061523
2013-01-11,6.214617729187012
2013-01-14,6.218623638153076
2013-01-15,6.214617729187012
2013-01-16,6.2326459884643555
2013-01-17,6.258677959442139
2013-01-18,6.304742336273193
2013-01-22,6.372838020324707
2013-01-23,6.380848407745361
2013-01-24,6.334785461425781
2013-01-25,6.2747039794921875
2013-01-28,6.316763401031494
2013-01-29,6.354809761047363
2013-01-30,6.352812767028809
2013-01-31,6.332780838012695
2013-02-01,6.332780838012695
2013-02-04,6.326775550842285
2013-02-05,6.304742336273193
2013-02-06,6.298737049102783
2013-02-07,6.248667240142822
2013-02-08,6.434924125671387
2013-02-11,6.466968536376953
2013-02-12,6.472977638244629
2013-02-13,6.52104377746582
2013-02-14,6.519039630889893
2013-02-15,6.5110297203063965
2013-02-19,6.53706693649292
2013-02-20,6.5010151863098145
2013-02-21,6.368832588195801
2013-02-22,6.44494104385376
2013-02-25,6.44494104385376
2013-02-26,6.571114540100098
2013-02-27,6.565105438232422
2013-02-28,6.350809097290039
2013-03-01,6.356815814971924
2013-03-04,6.390862941741943
2013-03-05,6.464963912963867
2013-03-06,6.464963912963867
2013-03-07,6.450948238372803
2013-03-08,6.503018379211426
2013-03-11,6.5590972900390625
2013-03-12,6.621184825897217
2013-03-13,6.6071648597717285
2013-03-14,6.649222373962402
2013-03-15,6.633200645446777
2013-03-18,6.656093597412109
2013-03-19,6.585330963134766
2013-03-20,6.587411880493164
2013-03-21,6.647769927978516
2013-03-22,6.735188961029053
2013-03-25,6.622793197631836
2013-03-26,6.70396614074707
2013-03-27,6.766402244567871
2013-03-28,6.822601795196533
2013-04-01,6.833009719848633
2013-04-02,6.801790237426758
2013-04-03,6.71021032333374
2013-04-04,6.7955451011657715
2013-04-05,6.824682712554932
2013-04-08,6.828845500946045
2013-04-09,6.87671422958374
2013-04-10,6.847575664520264
2013-04-11,6.808029651641846
2013-04-12,6.7955451011657715
2013-04-15,6.654013633728027
2013-04-16,6.731021404266357
2013-04-17,6.641524314880371
2013-04-18,6.64569091796875
2013-04-19,6.618628978729248
2013-04-22,6.697724342346191
2013-04-23,6.7955451011657715
2013-04-24,6.810110092163086
2013-04-25,6.822601795196533
2013-04-26,6.824682712554932
2013-04-29,6.903771877288818
2013-04-30,6.932912349700928
2013-05-01,6.872549533843994
2013-05-02,6.889201641082764
2013-05-03,6.381360054016113
2013-05-06,6.43963623046875
2013-05-07,6.429229736328125
2013-05-08,6.429229736328125
2013-05-09,6.429229736328125
2013-05-10,6.252318382263184
2013-05-13,6.046265125274658
2013-05-14,6.017126560211182
2013-05-15,6.085812568664551
2013-05-16,6.1440863609313965
2013-05-17,6.171143054962158
2013-05-20,6.031693935394287
2013-05-21,5.942200660705566
2013-05-22,5.888082027435303
2013-05-23,5.838132381439209
2013-05-24,5.76945161819458
2013-05-28,5.496791839599609
2013-05-29,5.4947099685668945
2013-05-30,5.548826217651367
2013-05-31,5.369833946228027
2013-06-03,5.292822360992432
2013-06-04,5.380239009857178
2013-06-05,5.274089813232422
2013-06-06,5.453085422515869
2013-06-07,5.319883346557617
2013-06-10,5.1658616065979
2013-06-11,5.134643077850342
2013-06-12,5.09718132019043
2013-06-13,5.367751121520996
2013-06-14,5.311553001403809
2013-06-17,5.27200984954834
2013-06-18,5.274089813232422
2013-06-19,5.086772441864014
2013-06-20,4.8703131675720215
2013-06-21,4.88071870803833
2013-06-24,4.707969665527344
2013-06-25,4.830766201019287
2013-06-26,4.885264873504639
2013-06-27,4.965925216674805
2013-06-28,5.016064167022705
2013-07-01,4.970285415649414
2013-07-02,4.898346424102783
2013-07-03,4.780628681182861
2013-07-05,4.52557373046875
2013-07-08,4.601872444152832
2013-07-09,4.61495304107666
2013-07-10,4.521214485168457
2013-07-11,4.939764499664307
2013-07-12,4.774087905883789
2013-07-15,4.896164894104004
2013-07-16,4.832947731018066
2013-07-17,4.893986701965332
2013-07-18,4.791530132293701
2013-07-19,4.806787967681885
2013-07-22,4.826406478881836
2013-07-23,4.811146259307861
2013-07-24,4.654192924499512
2013-07-25,4.689071178436279
2013-07-26,4.717410087585449
2013-07-29,4.763188362121582
2013-07-30,5.033501625061035
2013-07-31,4.9136061668396
2013-08-01,4.822048664093018
2013-08-02,4.924505710601807
2013-08-05,4.907066822052002
2013-08-06,4.907066822052002
2013-08-07,4.9506659507751465
2013-08-08,5.059660911560059
2013-08-09,5.0378618240356445
2013-08-12,5.085819721221924
2013-08-13,4.9506659507751465
2013-08-14,4.939764499664307
2013-08-15,4.872189044952393
2013-08-16,4.756648063659668
2013-08-19,4.453638553619385
2013-08-20,4.6847147941589355
2013-08-21,4.678172588348389
2013-08-22,4.704331398010254
