Date,PG
2010-01-04,38.6856689453125
2010-01-05,38.6983528137207
2010-01-06,38.51477813720703
2010-01-07,38.305912017822266
2010-01-08,38.25527572631836
2010-01-11,38.103370666503906
2010-01-12,38.54008865356445
2010-01-13,38.9388542175293
2010-01-14,38.97682571411133
2010-01-15,38.49579620361328
2010-01-19,39.0654411315918
2010-01-20,38.53633499145508
2010-01-21,38.1474494934082
2010-01-22,38.44708251953125
2010-01-25,38.65106201171875
2010-01-26,38.68932342529297
2010-01-27,38.76582336425781
2010-01-28,39.3204460144043
2010-01-29,39.2375602722168
2010-02-01,39.51806640625
2010-02-02,40.09817123413086
2010-02-03,39.938812255859375
2010-02-04,39.141937255859375
2010-02-05,39.078189849853516
2010-02-08,38.89332962036133
2010-02-09,39.371437072753906
2010-02-10,39.31406784057617
2010-02-11,39.498939514160156
2010-02-12,39.371437072753906
2010-02-16,40.05356216430664
2010-02-17,40.06629180908203
2010-02-18,40.41054153442383
2010-02-19,40.448814392089844
2010-02-22,40.42967987060547
2010-02-23,40.29579544067383
2010-02-24,40.72929000854492
2010-02-25,40.60816955566406
2010-02-26,40.340431213378906
2010-03-01,40.487056732177734
2010-03-02,40.61454391479492
2010-03-03,40.512550354003906
2010-03-04,40.589046478271484
2010-03-05,40.60179901123047
2010-03-08,40.28305435180664
2010-03-09,40.35317611694336
2010-03-10,40.16831970214844
2010-03-11,40.27030944824219
2010-03-12,40.36591720581055
2010-03-15,40.60816955566406
2010-03-16,40.499794006347656
2010-03-17,40.80579376220703
2010-03-18,40.62730407714844
2010-03-19,40.69741439819336
2010-03-22,40.722923278808594
2010-03-23,41.13728713989258
2010-03-24,40.55079650878906
2010-03-25,40.55717468261719
2010-03-26,40.60179901123047
2010-03-29,40.62730407714844
2010-03-30,40.58266830444336
2010-03-31,40.33404541015625
2010-04-01,40.39142990112305
2010-04-05,40.64641571044922
2010-04-06,40.2320556640625
2010-04-07,39.843170166015625
2010-04-08,39.88142395019531
2010-04-09,39.98980712890625
2010-04-12,39.97068786621094
2010-04-13,40.16192626953125
2010-04-14,40.28305435180664
2010-04-15,40.16192626953125
2010-04-16,40.06629180908203
2010-04-19,40.302181243896484
2010-04-20,40.28305435180664
2010-04-21,40.56354522705078
2010-04-22,40.538047790527344
2010-04-23,40.50616455078125
2010-04-26,40.761173248291016
2010-04-27,40.2320556640625
2010-04-28,40.58021926879883
2010-04-29,39.95710372924805
2010-04-30,39.93141555786133
2010-05-03,40.26545715332031
2010-05-04,39.6423225402832
2010-05-05,39.93141555786133
2010-05-06,39.025634765625
2010-05-07,38.74296951293945
2010-05-10,40.09843826293945
2010-05-11,40.06631088256836
2010-05-12,40.483863830566406
2010-05-13,40.310428619384766
2010-05-14,40.17552185058594
2010-05-17,40.715145111083984
2010-05-18,40.605934143066406
2010-05-19,40.61234664916992
2010-05-20,39.57807922363281
2010-05-21,39.73225784301758
2010-05-24,39.44318389892578
2010-05-25,39.21834945678711
2010-05-26,38.826473236083984
2010-05-27,39.15410614013672
2010-05-28,39.24403762817383
2010-06-01,39.28902816772461
2010-06-02,39.6616096496582
2010-06-03,39.700157165527344
2010-06-04,39.05775451660156
2010-06-07,38.9421272277832
2010-06-08,39.91856384277344
2010-06-09,39.488162994384766
2010-06-10,39.770809173583984
2010-06-11,39.192657470703125
2010-06-14,39.34682846069336
2010-06-15,39.770809173583984
2010-06-16,39.308292388916016
2010-06-17,39.67445373535156
2010-06-18,39.37894821166992
2010-06-21,39.250457763671875
2010-06-22,39.00636672973633
2010-06-23,39.43033218383789
2010-06-24,39.10271453857422
2010-06-25,38.40892028808594
2010-06-28,38.9421272277832
2010-06-29,38.749393463134766
2010-06-30,38.53099060058594
2010-07-01,38.24833679199219
2010-07-02,38.145538330078125
2010-07-06,38.119834899902344
2010-07-07,39.07060241699219
2010-07-08,39.796504974365234
2010-07-09,39.668033599853516
2010-07-12,39.886444091796875
2010-07-13,40.079158782958984
2010-07-14,40.25260925292969
2010-07-15,40.29758071899414
2010-07-16,39.82220458984375
2010-07-19,39.73868942260742
2010-07-20,39.87359619140625
2010-07-21,39.564125061035156
2010-07-22,39.73244857788086
2010-07-23,40.08206558227539
2010-07-26,40.476993560791016
2010-07-27,40.839561462402344
2010-07-28,40.593536376953125
2010-07-29,39.92667770385742
2010-07-30,39.596500396728516
2010-08-02,40.17918014526367
2010-08-03,38.806636810302734
2010-08-04,38.554134368896484
2010-08-05,38.75484848022461
2010-08-06,38.85844039916992
2010-08-09,39.091495513916016
2010-08-10,39.350467681884766
2010-08-11,39.02028274536133
2010-08-12,38.83900833129883
2010-08-13,38.72895050048828
2010-08-16,38.696563720703125
2010-08-17,39.03323745727539
2010-08-18,39.33104705810547
2010-08-19,38.96847915649414
2010-08-20,38.83253860473633
2010-08-23,38.86491394042969
2010-08-24,38.62534713745117
2010-08-25,38.6318359375
2010-08-26,38.547672271728516
2010-08-27,38.715999603271484
2010-08-30,38.437625885009766
2010-08-31,38.6318359375
2010-09-01,38.715999603271484
2010-09-02,38.890804290771484
2010-09-03,39.03323745727539
2010-09-07,38.936126708984375
2010-09-08,39.08503341674805
2010-09-09,39.03323745727539
2010-09-10,39.10445785522461
2010-09-13,39.15625
2010-09-14,39.259830474853516
2010-09-15,39.564125061035156
2010-09-16,39.564125061035156
2010-09-17,39.47349548339844
2010-09-20,39.77130889892578
2010-09-21,39.829566955566406
2010-09-22,40.004371643066406
2010-09-23,39.63533020019531
2010-09-24,39.90725326538086
2010-09-27,39.5188102722168
2010-09-28,39.246883392333984
2010-09-29,39.00733947753906
2010-09-30,38.8260612487793
2010-10-01,38.949073791503906
2010-10-04,38.8195915222168
2010-10-05,39.376373291015625
2010-10-06,39.40874099731445
2010-10-07,39.363433837890625
2010-10-08,40.04969024658203
2010-10-11,40.23097229003906
2010-10-12,40.15327835083008
2010-10-13,40.5482063293457
2010-10-14,40.65827178955078
2010-10-15,40.63238525390625
2010-10-18,41.01436233520508
2010-10-19,40.904300689697266
2010-10-20,41.342716217041016
2010-10-21,41.43404006958008
2010-10-22,41.36226272583008
2010-10-25,41.45362091064453
2010-10-26,41.00996398925781
2010-10-27,41.15352249145508
2010-10-28,41.22527313232422
2010-10-29,41.47319030761719
2010-11-01,41.505794525146484
2010-11-02,41.76676940917969
2010-11-03,41.955963134765625
2010-11-04,42.406131744384766
2010-11-05,42.406131744384766
2010-11-08,42.243019104003906
2010-11-09,42.28216552734375
2010-11-10,42.125587463378906
2010-11-11,41.988582611083984
