Date,ODP
2010-01-04,56.536869049072266
2010-01-05,59.25414276123047
2010-01-06,57.93933868408203
2010-01-07,61.18252944946289
2010-01-08,61.88376998901367
2010-01-11,60.218326568603516
2010-01-12,57.23810577392578
2010-01-13,58.991188049316406
2010-01-14,58.64057540893555
2010-01-15,58.28995132446289
2010-01-19,58.55290603637695
2010-01-20,55.57267761230469
2010-01-21,53.90724563598633
2010-01-22,52.504783630371094
2010-01-25,52.504783630371094
2010-01-26,51.189971923828125
2010-01-27,51.189971923828125
2010-01-28,49.61219024658203
2010-01-29,49.787506103515625
2010-02-01,51.803550720214844
2010-02-02,53.381324768066406
2010-02-03,53.556636810302734
2010-02-04,48.297386169433594
2010-02-05,48.034427642822266
2010-02-08,47.15788269042969
2010-02-09,49.43689727783203
2010-02-10,49.086273193359375
2010-02-11,51.01466369628906
2010-02-12,54.08255386352539
2010-02-16,56.7121696472168
2010-02-17,56.88748550415039
2010-02-18,57.23810577392578
2010-02-19,57.58871841430664
2010-02-22,58.28995132446289
2010-02-23,60.30600357055664
2010-02-24,59.780059814453125
2010-02-25,60.6566047668457
2010-02-26,63.2862434387207
2010-03-01,66.44178009033203
2010-03-02,64.51339721679688
2010-03-03,63.636837005615234
2010-03-04,65.30225372314453
2010-03-05,64.95166015625
2010-03-08,67.58128356933594
2010-03-09,69.77262115478516
2010-03-10,70.38622283935547
2010-03-11,70.47386169433594
2010-03-12,69.77262115478516
2010-03-15,69.68499755859375
2010-03-16,71.35041046142578
2010-03-17,71.61334991455078
2010-03-18,71.43805694580078
2010-03-19,68.01956939697266
2010-03-22,70.99978637695312
2010-03-23,71.70101928710938
2010-03-24,70.21090698242188
2010-03-25,70.38622283935547
2010-03-26,71.9639663696289
2010-03-29,71.52571868896484
2010-03-30,71.17507934570312
2010-03-31,69.94794464111328
2010-04-01,71.08744049072266
2010-04-05,72.2269515991211
2010-04-06,72.92817687988281
2010-04-07,70.99978637695312
2010-04-08,70.99978637695312
2010-04-09,70.82449340820312
2010-04-12,70.21090698242188
2010-04-13,69.86028289794922
2010-04-14,72.48990631103516
2010-04-15,72.3145980834961
2010-04-16,70.21090698242188
2010-04-19,69.59732055664062
2010-04-20,69.5096664428711
2010-04-21,71.08744049072266
2010-04-22,71.9639663696289
2010-04-23,74.06768035888672
2010-04-26,78.45039367675781
2010-04-27,61.88376998901367
2010-04-28,60.218326568603516
2010-04-29,61.708457946777344
2010-04-30,60.130672454833984
2010-05-03,61.357852935791016
2010-05-04,57.41339874267578
2010-05-05,56.62452697753906
2010-05-06,51.189971923828125
2010-05-07,54.17020797729492
2010-05-10,58.55290603637695
2010-05-11,59.60476303100586
2010-05-12,61.533145904541016
2010-05-13,57.50105667114258
2010-05-14,56.361568450927734
2010-05-17,55.92329025268555
2010-05-18,55.74797058105469
2010-05-19,54.25786590576172
2010-05-20,50.6640510559082
2010-05-21,52.06651306152344
2010-05-24,51.102317810058594
2010-05-25,52.2418212890625
2010-05-26,50.05046463012695
2010-05-27,52.504783630371094
2010-05-28,50.839359283447266
2010-06-01,47.59614944458008
2010-06-02,49.699851989746094
2010-06-03,50.05046463012695
2010-06-04,46.63196563720703
2010-06-07,44.70357131958008
2010-06-08,44.96653747558594
2010-06-09,45.3171501159668
2010-06-10,46.80726623535156
2010-06-11,47.33319091796875
2010-06-14,48.2097282409668
2010-06-15,49.52454376220703
2010-06-16,49.2615852355957
2010-06-17,47.245540618896484
2010-06-18,45.4047966003418
2010-06-21,44.26529312133789
2010-06-22,42.3369140625
2010-06-23,42.775177001953125
2010-06-24,40.75913619995117
2010-06-25,40.145545959472656
2010-06-28,37.34062957763672
2010-06-29,34.53569793701172
2010-06-30,35.41224670410156
2010-07-01,36.37643051147461
2010-07-02,35.85050964355469
2010-07-06,34.09741973876953
2010-07-07,35.85050964355469
2010-07-08,36.37643051147461
2010-07-09,37.25297164916992
2010-07-12,36.8147087097168
2010-07-13,38.3048210144043
2010-07-14,37.69124221801758
2010-07-15,37.69124221801758
2010-07-16,35.58753967285156
2010-07-19,36.20112609863281
2010-07-20,36.9023551940918
2010-07-21,35.58753967285156
2010-07-22,37.25297164916992
2010-07-23,38.48013687133789
2010-07-26,41.460365295410156
2010-07-27,38.56779479980469
2010-07-28,38.1295166015625
2010-07-29,37.60358810424805
2010-07-30,37.86655044555664
2010-08-02,41.81098556518555
2010-08-03,40.9344482421875
2010-08-04,41.635677337646484
2010-08-05,42.775177001953125
2010-08-06,39.79493713378906
2010-08-09,39.181365966796875
2010-08-10,38.56779479980469
2010-08-11,35.41224670410156
2010-08-12,36.990013122558594
2010-08-13,36.11347579956055
2010-08-16,35.06162643432617
2010-08-17,35.67520523071289
2010-08-18,36.288780212402344
2010-08-19,35.76285934448242
2010-08-20,35.14927291870117
2010-08-23,34.71100997924805
2010-08-24,32.870269775390625
2010-08-25,32.5196533203125
2010-08-26,31.1171932220459
2010-08-27,31.380151748657227
2010-08-30,30.415950775146484
2010-08-31,29.890029907226562
2010-09-01,32.69496536254883
2010-09-02,34.36039733886719
2010-09-03,35.23693084716797
2010-09-07,34.53569793701172
2010-09-08,35.06162643432617
2010-09-09,34.09741973876953
2010-09-10,34.36039733886719
2010-09-13,35.32459259033203
2010-09-14,35.32459259033203
2010-09-15,35.76285934448242
2010-09-16,35.41224670410156
2010-09-17,35.23693084716797
2010-09-20,38.830745697021484
2010-09-21,38.3048210144043
2010-09-22,37.60358810424805
2010-09-23,38.48013687133789
2010-09-24,40.320865631103516
2010-09-27,39.79493713378906
2010-09-28,40.9344482421875
2010-09-29,40.320865631103516
2010-09-30,40.320865631103516
2010-10-01,40.320865631103516
2010-10-04,39.26902389526367
2010-10-05,39.970245361328125
2010-10-06,39.44432830810547
2010-10-07,39.26902389526367
2010-10-08,40.320865631103516
2010-10-11,42.3369140625
2010-10-12,44.002342224121094
2010-10-13,44.70357131958008
2010-10-14,43.30110168457031
2010-10-15,42.599876403808594
2010-10-18,42.95049285888672
2010-10-19,41.1097526550293
2010-10-20,41.1097526550293
2010-10-21,40.75913619995117
