Date,BWXT
2010-08-02,14.228559494018555
2010-08-03,13.749150276184082
2010-08-04,14.449819564819336
2010-08-05,15.168933868408203
2010-08-06,14.818598747253418
2010-08-09,14.60347843170166
2010-08-10,14.419095039367676
2010-08-11,14.105635643005371
2010-08-12,13.761443138122559
2010-08-13,13.540177345275879
2010-08-16,13.607789039611816
2010-08-17,13.89665699005127
2010-08-18,14.160947799682617
2010-08-19,14.449819564819336
2010-08-20,14.419095039367676
2010-08-23,14.431385040283203
2010-08-24,14.228559494018555
2010-08-25,14.142511367797852
2010-08-26,13.90280818939209
2010-08-27,14.388358116149902
2010-08-30,14.290021896362305
2010-08-31,13.767586708068848
2010-09-01,14.025727272033691
2010-09-02,13.951976776123047
2010-09-03,13.816761016845703
2010-09-07,13.706127166748047
2010-09-08,13.546323776245117
2010-09-09,13.669245719909668
2010-09-10,13.521737098693848
2010-09-13,13.53403377532959
2010-09-14,13.484861373901367
2010-09-15,13.564760208129883
2010-09-16,13.521737098693848
2010-09-17,13.58320140838623
2010-09-20,13.816761016845703
2010-09-21,13.466423034667969
2010-09-22,13.306622505187988
2010-09-23,13.663103103637695
2010-09-24,13.521737098693848
2010-09-27,13.466423034667969
2010-09-28,13.226719856262207
2010-09-29,13.239013671875
2010-09-30,13.079209327697754
2010-10-01,13.337350845336914
2010-10-04,13.226719856262207
2010-10-05,13.060771942138672
2010-10-06,13.441841125488281
2010-10-07,13.767586708068848
2010-10-08,14.124070167541504
2010-10-11,13.908952713012695
2010-10-12,13.829049110412598
2010-10-13,14.105635643005371
2010-10-14,13.58320140838623
2010-10-15,13.429543495178223
2010-10-18,13.626224517822266
2010-10-19,13.613934516906738
2010-10-20,14.203967094421387
2010-10-21,14.216263771057129
2010-10-22,14.167094230651855
2010-10-25,14.296162605285645
2010-10-26,14.308456420898438
2010-10-27,14.117921829223633
2010-10-28,14.130220413208008
2010-10-29,14.025727272033691
2010-11-01,14.197826385498047
2010-11-02,14.314606666564941
2010-11-03,14.351482391357422
2010-11-04,14.406798362731934
2010-11-05,14.19168472290039
2010-11-08,14.357627868652344
2010-11-09,14.179387092590332
2010-11-10,14.259288787841797
2010-11-11,14.333045959472656
2010-11-12,14.406798362731934
2010-11-15,14.652647018432617
2010-11-16,14.39450740814209
2010-11-17,14.910789489746094
2010-11-18,15.377902030944824
2010-11-19,15.691367149353027
2010-11-22,15.789706230163574
2010-11-23,15.550004959106445
2010-11-24,15.550004959106445
2010-11-26,15.482392311096191
2010-11-29,15.20580768585205
2010-11-30,14.929231643676758
2010-12-01,15.322589874267578
2010-12-02,15.150497436523438
2010-12-03,15.254980087280273
2010-12-06,15.181222915649414
2010-12-07,15.224249839782715
2010-12-08,15.09517765045166
2010-12-09,14.984540939331055
2010-12-10,15.033712387084961
2010-12-13,15.279563903808594
2010-12-14,15.365612983703613
2010-12-15,15.808145523071289
2010-12-16,15.783565521240234
2010-12-17,15.961798667907715
2010-12-20,15.765122413635254
2010-12-21,15.451661109924316
2010-12-22,15.531563758850098
2010-12-23,15.52541446685791
2010-12-27,15.402486801147461
2010-12-28,15.506978034973145
2010-12-29,15.593016624450684
2010-12-30,15.832732200622559
2010-12-31,15.728238105773926
2011-01-03,16.017108917236328
2011-01-04,15.832732200622559
2011-01-05,16.0847225189209
2011-01-06,16.176923751831055
2011-01-07,16.527254104614258
2011-01-10,16.373600006103516
2011-01-11,16.80998420715332
2011-01-12,16.748519897460938
2011-01-13,17.40616798400879
2011-01-14,17.54752540588379
2011-01-18,17.590553283691406
2011-01-19,17.270957946777344
2011-01-20,17.227924346923828
2011-01-21,17.9101619720459
2011-01-24,18.076107025146484
