Date,ASB
2010-01-04,7.599696636199951
2010-01-05,7.580008029937744
2010-01-06,7.599696636199951
2010-01-07,7.927836894989014
2010-01-08,8.098468780517578
2010-01-11,7.5340681076049805
2010-01-12,7.881897449493408
2010-01-13,7.888462066650391
2010-01-14,8.137845993041992
2010-01-15,8.091902732849121
2010-01-19,8.013154983520508
2010-01-20,8.118155479431152
2010-01-21,8.69568157196045
2010-01-22,8.374107360839844
2010-01-25,8.380668640136719
2010-01-26,8.465985298156738
2010-01-27,8.636614799499512
2010-01-28,8.4331693649292
2010-01-29,8.347856521606445
2010-02-01,8.360980987548828
2010-02-02,8.367545127868652
2010-02-03,8.170660018920898
2010-02-04,8.072138786315918
2010-02-05,8.24290657043457
2010-02-08,8.13124942779541
2010-02-09,8.137816429138184
2010-02-10,8.374272346496582
2010-02-11,8.407109260559082
2010-02-12,8.24290657043457
2010-02-16,8.420246124267578
2010-02-17,8.249476432800293
2010-02-18,8.328290939331055
2010-02-19,8.420246124267578
2010-02-22,8.643559455871582
2010-02-23,8.505631446838379
2010-02-24,8.80776309967041
2010-02-25,8.742081642150879
2010-02-26,8.479354858398438
2010-03-01,8.545039176940918
2010-03-02,8.49249267578125
2010-03-03,8.505631446838379
2010-03-04,8.479354858398438
2010-03-05,8.663263320922852
2010-03-08,8.69610595703125
2010-03-09,8.643559455871582
2010-03-10,8.728944778442383
2010-03-11,8.768349647521973
2010-03-12,8.735515594482422
2010-03-15,8.643559455871582
2010-03-16,8.728944778442383
2010-03-17,9.103322982788086
2010-03-18,8.97852897644043
2010-03-19,9.057345390319824
2010-03-22,9.254389762878418
2010-03-23,9.366042137145996
2010-03-24,9.306934356689453
2010-03-25,9.549952507019043
2010-03-26,9.149300575256348
2010-03-29,9.129593849182129
2010-03-30,9.103322982788086
2010-03-31,9.03764533996582
2010-04-01,9.096755027770996
2010-04-05,9.195276260375977
2010-04-06,9.569656372070312
2010-04-07,9.425162315368652
2010-04-08,9.451431274414062
2010-04-09,9.556519508361816
2010-04-12,9.720719337463379
2010-04-13,9.556519508361816
2010-04-14,10.009716033935547
2010-04-15,10.02285099029541
2010-04-16,9.655040740966797
2010-04-19,9.595930099487305
2010-04-20,9.845515251159668
2010-04-21,10.265867233276367
2010-04-22,10.574566841125488
2010-04-23,9.838943481445312
2010-04-26,9.536818504333496
2010-04-27,9.398887634277344
2010-04-28,9.398887634277344
2010-04-29,9.57622241973877
2010-04-30,9.530248641967773
2010-05-03,9.595930099487305
2010-05-04,9.392319679260254
2010-05-05,9.096549987792969
2010-05-06,8.800779342651367
2010-05-07,8.583881378173828
2010-05-10,9.201712608337402
2010-05-11,9.379173278808594
2010-05-12,9.556632995605469
2010-05-13,9.247719764709473
2010-05-14,9.03082275390625
2010-05-17,9.425182342529297
2010-05-18,9.201712608337402
2010-05-19,9.293725967407227
2010-05-20,8.925660133361816
2010-05-21,8.892800331115723
2010-05-24,8.675899505615234
2010-05-25,8.748201370239258
2010-05-26,8.787637710571289
2010-05-27,9.004530906677246
2010-05-28,8.827070236206055
2010-06-01,8.5707368850708
2010-06-02,8.951950073242188
2010-06-03,8.866506576538086
2010-06-04,8.36041259765625
2010-06-07,8.28811264038086
2010-06-08,8.43928337097168
2010-06-09,8.281539916992188
2010-06-10,8.781059265136719
2010-06-11,8.721908569335938
2010-06-14,8.643033027648926
2010-06-15,8.932232856750488
2010-06-16,8.978240966796875
2010-06-17,8.813922882080078
2010-06-18,8.879648208618164
2010-06-21,8.820499420166016
2010-06-22,8.603599548339844
2010-06-23,8.459003448486328
2010-06-24,8.327548027038574
2010-06-25,8.603599548339844
2010-06-28,8.662753105163574
2010-06-29,8.209242820739746
2010-06-30,8.058070182800293
2010-07-01,7.880609035491943
2010-07-02,7.906899452209473
2010-07-06,7.8608903884887695
2010-07-07,8.28811264038086
2010-07-08,8.518155097961426
2010-07-09,8.656180381774902
2010-07-12,8.63646411895752
2010-07-13,9.05053997039795
2010-07-14,9.024250984191895
2010-07-15,8.965097427368164
2010-07-16,8.70876407623291
2010-07-19,8.537875175476074
2010-07-20,8.2749662399292
2010-07-21,7.946335315704346
2010-07-22,8.261823654174805
2010-07-23,8.873079299926758
2010-07-26,9.03082275390625
2010-07-27,9.135984420776367
2010-07-28,9.083403587341309
2010-07-29,9.07683277130127
2010-07-30,8.932232856750488
2010-08-02,9.070257186889648
2010-08-03,8.899369239807129
2010-08-04,8.912511825561523
2010-08-05,8.91909122467041
2010-08-06,8.88620662689209
2010-08-09,9.011178970336914
2010-08-10,8.866471290588379
2010-08-11,8.629683494567871
2010-08-12,8.425777435302734
2010-08-13,8.300806999206543
2010-08-16,8.287654876708984
2010-08-17,8.379737854003906
2010-08-18,8.399470329284668
2010-08-19,8.235032081604004
2010-08-20,8.2021484375
2010-08-23,8.123213768005371
2010-08-24,8.195566177368164
2010-08-25,8.116639137268066
2010-08-26,8.254761695861816
2010-08-27,8.313960075378418
2010-08-30,7.998242378234863
2010-08-31,7.925888538360596
2010-09-01,8.241609573364258
2010-09-02,8.241609573364258
2010-09-03,8.531022071838379
2010-09-07,8.248188018798828
2010-09-08,8.248188018798828
2010-09-09,8.142946243286133
2010-09-10,8.313960075378418
2010-09-13,8.827009201049805
2010-09-14,8.590217590332031
2010-09-15,8.728344917297363
2010-09-16,8.642836570739746
2010-09-17,8.695457458496094
2010-09-20,8.905937194824219
2010-09-21,8.63625717163086
2010-09-22,8.412625312805176
2010-09-23,8.379737854003906
2010-09-24,8.590217590332031
2010-09-27,8.445511817932129
2010-09-28,8.550753593444824
2010-09-29,8.531022071838379
2010-09-30,8.675724029541016
2010-10-01,8.688879013061523
2010-10-04,8.57706069946289
2010-10-05,8.859895706176758
2010-10-06,8.879629135131836
2010-10-07,8.88620662689209
2010-10-08,8.945402145385742
2010-10-11,8.754654884338379
2010-10-12,8.780961990356445
2010-10-13,8.853315353393555
2010-10-14,8.66257095336914
2010-10-15,8.544173240661621
2010-10-18,8.741499900817871
2010-10-19,8.68230152130127
2010-10-20,8.81385326385498
2010-10-21,8.827009201049805
2010-10-22,8.754654884338379
2010-10-25,8.583639144897461
2010-10-26,8.59679126739502
2010-10-27,8.590217590332031
2010-10-28,8.471822738647461
2010-10-29,8.320540428161621
2010-11-01,8.267923355102539
2010-11-02,8.287654876708984
2010-11-03,8.419204711914062
2010-11-04,8.735167503356934
2010-11-05,8.899736404418945
2010-11-08,8.820744514465332
2010-11-09,8.728586196899414
2010-11-10,8.873401641845703
2010-11-11,8.939230918884277
2010-11-12,8.84707260131836
2010-11-15,8.860237121582031
2010-11-16,8.728586196899414
2010-11-17,8.537687301635742
2010-11-18,8.643009185791016
2010-11-19,8.59693431854248
2010-11-22,8.583768844604492
2010-11-23,8.50477409362793
2010-11-24,8.62326431274414
2010-11-26,8.406037330627441
2010-11-29,8.50477409362793
2010-11-30,8.42578125
2010-12-01,8.695670127868652
2010-12-02,9.064302444458008
2010-12-03,9.136707305908203
2010-12-06,9.097216606140137
2010-12-07,9.031389236450195
2010-12-08,9.25519847869873
2010-12-09,9.610660552978516
2010-12-10,9.781808853149414
2010-12-13,9.847639083862305
2010-12-14,9.906877517700195
2010-12-15,9.505339622497559
2010-12-16,9.604080200195312
2010-12-17,9.577744483947754
2010-12-20,9.669904708862305
2010-12-21,9.814722061157227
2010-12-22,10.10435962677002
2010-12-23,9.972705841064453
2010-12-27,10.130688667297363
2010-12-28,10.196513175964355
2010-12-29,10.11093807220459
2010-12-30,10.071446418762207
2010-12-31,9.972705841064453
2011-01-03,10.11093807220459
2011-01-04,9.8739652633667
2011-01-05,9.8739652633667
2011-01-06,9.76205825805664
2011-01-07,9.479009628295898
2011-01-10,9.557999610900879
2011-01-11,9.551417350769043
2011-01-12,9.709402084350586
2011-01-13,9.656739234924316
2011-01-14,9.900296211242676
2011-01-18,10.018786430358887
2011-01-19,9.821304321289062
2011-01-20,9.722565650939941
2011-01-21,9.610660552978516
2011-01-24,9.353937149047852
2011-01-25,9.386852264404297
2011-01-26,9.228867530822754
2011-01-27,9.31444263458252
2011-01-28,9.10379695892334
2011-01-31,9.202535629272461
2011-02-01,9.347355842590332
2011-02-02,9.25519847869873
2011-02-03,9.340832710266113
2011-02-04,9.386941909790039
2011-02-07,9.538455963134766
2011-02-08,9.59115219116211
2011-02-09,9.610915184020996
2011-02-10,9.564805030822754
2011-02-11,9.782179832458496
2011-02-14,9.755833625793457
2011-02-15,9.749245643615723
2011-02-16,9.801945686340332
2011-02-17,9.801945686340332
2011-02-18,9.82829761505127
2011-02-22,9.624085426330566
2011-02-23,9.479166030883789
2011-02-24,9.274957656860352
2011-02-25,9.46599006652832
2011-02-28,9.531864166259766
2011-03-01,9.479166030883789
2011-03-02,9.459403991699219
2011-03-03,9.617499351501465
2011-03-04,9.393532752990723
2011-03-07,9.321072578430176
2011-03-08,9.643852233886719
2011-03-09,9.722900390625
2011-03-10,9.617499351501465
2011-03-11,9.696550369262695
2011-03-14,9.68337345123291
2011-03-15,9.46599006652832
2011-03-16,9.261785507202148
2011-03-17,9.373770713806152
2011-03-18,9.571389198303223
2011-03-21,9.867816925048828
2011-03-22,9.722900390625
2011-03-23,9.637260437011719
2011-03-24,9.59115219116211
2011-03-25,9.709726333618164
2011-03-28,9.59115219116211
2011-03-29,9.63067626953125
2011-03-30,9.63067626953125
2011-03-31,9.782179832458496
2011-04-01,9.894171714782715
2011-04-04,9.801945686340332
2011-04-05,9.637260437011719
2011-04-06,9.775595664978027
2011-04-07,9.68337345123291
2011-04-08,9.67020034790039
2011-04-11,9.643852233886719
2011-04-12,9.650437355041504
2011-04-13,9.49892807006836
2011-04-14,9.769009590148926
2011-04-15,9.755833625793457
2011-04-18,9.604327201843262
2011-04-19,9.512105941772461
2011-04-20,9.624085426330566
2011-04-21,9.657025337219238
2011-04-25,9.46599006652832
2011-04-26,9.479166030883789
2011-04-27,9.67020034790039
2011-04-28,9.703137397766113
2011-04-29,9.617499351501465
