Date,L
2011-03-03,39.90915298461914
2011-03-04,39.66801071166992
2011-03-07,39.30630111694336
2011-03-08,39.82569122314453
2011-03-09,39.65873718261719
2011-03-10,38.77763748168945
2011-03-11,38.92604446411133
2011-03-14,38.74053955078125
2011-03-15,38.5272216796875
2011-03-16,38.38810348510742
2011-03-17,38.814735412597656
2011-03-18,39.083702087402344
2011-03-21,39.82569122314453
2011-03-22,39.8813362121582
2011-03-23,39.83496856689453
2011-03-24,39.8813362121582
2011-03-25,39.91842269897461
2011-03-28,39.575260162353516
2011-03-29,39.8813362121582
2011-03-30,39.90915298461914
2011-03-31,39.964820861816406
2011-04-01,40.354347229003906
2011-04-04,40.502750396728516
2011-04-05,40.25232696533203
2011-04-06,40.502750396728516
2011-04-07,40.19667434692383
2011-04-08,39.8813362121582
2011-04-11,39.89988708496094
2011-04-12,39.4268798828125
2011-04-13,39.30630111694336
2011-04-14,39.14863204956055
2011-04-15,39.39906311035156
2011-04-18,39.055870056152344
2011-04-19,39.065155029296875
2011-04-20,39.72365188598633
2011-04-21,40.141021728515625
2011-04-25,40.00191116333008
2011-04-26,40.08537673950195
2011-04-27,40.15030288696289
2011-04-28,40.86445617675781
2011-04-29,41.0499382019043
2011-05-02,39.90915298461914
2011-05-03,39.39906311035156
2011-05-04,39.19499588012695
2011-05-05,38.5643310546875
2011-05-06,38.69416046142578
2011-05-09,38.77763748168945
2011-05-10,39.11151885986328
2011-05-11,38.545780181884766
2011-05-12,38.88893508911133
2011-05-13,38.629234313964844
2011-05-16,38.50868606567383
2011-05-17,38.60143280029297
2011-05-18,38.89822769165039
2011-05-19,39.028072357177734
2011-05-20,38.71272659301758
2011-05-23,38.55503845214844
2011-05-24,38.55503845214844
2011-05-25,38.66633605957031
2011-05-26,38.944576263427734
2011-05-27,38.86377716064453
2011-05-31,39.03096008300781
2011-06-01,38.31575012207031
2011-06-02,38.56654739379883
2011-06-03,38.371490478515625
2011-06-06,38.027801513671875
2011-06-07,37.972068786621094
2011-06-08,37.91633987426758
2011-06-09,38.241432189941406
2011-06-10,37.804866790771484
2011-06-13,37.81414794921875
2011-06-14,38.11140060424805
2011-06-15,37.433319091796875
2011-06-16,37.37760543823242
2011-06-17,37.67482376098633
2011-06-20,37.93490219116211
2011-06-21,38.455081939697266
2011-06-22,38.464378356933594
2011-06-23,38.40863037109375
2011-06-24,37.888465881347656
2011-06-27,38.27857971191406
2011-06-28,38.7615966796875
2011-06-29,39.14242935180664
2011-06-30,39.09599685668945
2011-07-01,39.12385940551758
2011-07-05,38.95667266845703
2011-07-06,39.151729583740234
2011-07-07,39.59758377075195
2011-07-08,39.34679412841797
2011-07-11,38.32503128051758
2011-07-12,38.380767822265625
2011-07-13,38.34361267089844
2011-07-14,37.907047271728516
2011-07-15,37.8698844909668
2011-07-18,37.256839752197266
2011-07-19,37.721248626708984
2011-07-20,37.591224670410156
2011-07-21,38.13927459716797
2011-07-22,37.99065017700195
2011-07-25,37.730560302734375
2011-07-26,37.535491943359375
2011-07-27,37.266109466552734
2011-07-28,37.182533264160156
2011-07-29,37.033912658691406
2011-08-01,36.32796859741211
2011-08-02,35.51056671142578
2011-08-03,35.603450775146484
2011-08-04,34.84178924560547
2011-08-05,34.90681838989258
2011-08-08,32.84471130371094
2011-08-09,33.86646270751953
2011-08-10,32.08305740356445
2011-08-11,33.91291427612305
2011-08-12,33.680702209472656
2011-08-15,34.45166015625
2011-08-16,34.219451904296875
2011-08-17,34.303035736083984
2011-08-18,33.030494689941406
2011-08-19,32.74254608154297
2011-08-22,32.640357971191406
2011-08-23,33.18840026855469
2011-08-24,33.56923294067383
2011-08-25,33.030494689941406
2011-08-26,33.327735900878906
2011-08-29,34.51667785644531
2011-08-30,34.49155044555664
2011-08-31,35.0032958984375
2011-09-01,34.31477737426758
2011-09-02,33.56110382080078
2011-09-06,33.08659362792969
2011-09-07,34.361297607421875
2011-09-08,33.91468811035156
2011-09-09,33.45875549316406
2011-09-12,33.81232452392578
2011-09-13,33.933284759521484
2011-09-14,34.258934020996094
2011-09-15,34.8358268737793
2011-09-16,34.95679473876953
2011-09-19,34.43571090698242
2011-09-20,34.39851379394531
2011-09-21,32.82606506347656
2011-09-22,31.87701416015625
2011-09-23,32.00728988647461
2011-09-26,32.97492980957031
2011-09-27,33.040061950683594
2011-09-28,32.211978912353516
2011-09-29,32.779541015625
2011-09-30,32.1468391418457
2011-10-03,31.16986656188965
2011-10-04,31.7374324798584
2011-10-05,32.556243896484375
2011-10-06,32.94702911376953
2011-10-07,32.25851058959961
2011-10-10,33.57971954345703
2011-10-11,33.50529098510742
2011-10-12,33.57041931152344
2011-10-13,33.46806335449219
2011-10-14,34.01703643798828
2011-10-17,33.058692932128906
2011-10-18,34.27754211425781
2011-10-19,33.90538024902344
2011-10-20,34.910255432128906
2011-10-21,35.9709587097168
2011-10-24,36.63157653808594
2011-10-25,36.054710388183594
2011-10-26,36.73393249511719
2011-10-27,38.53899383544922
2011-10-28,38.40873718261719
2011-10-31,36.93863296508789
2011-11-01,35.505741119384766
2011-11-02,36.18496322631836
2011-11-03,36.622276306152344
2011-11-04,36.54783630371094
2011-11-07,36.71532440185547
2011-11-08,37.0875129699707
2011-11-09,35.66392517089844
2011-11-10,35.998878479003906
2011-11-11,36.752532958984375
2011-11-14,36.22218322753906
2011-11-15,36.51993179321289
2011-11-16,35.75696563720703
2011-11-17,35.105648040771484
2011-11-18,35.524356842041016
2011-11-21,34.603214263916016
2011-11-22,34.34267807006836
2011-11-23,33.32850646972656
2011-11-25,33.415191650390625
2011-11-28,34.188819885253906
2011-11-29,34.20746994018555
2011-11-30,35.81997299194336
2011-12-01,35.72675323486328
2011-12-02,35.65219497680664
2011-12-05,36.30465316772461
2011-12-06,36.48175811767578
2011-12-07,36.491065979003906
2011-12-08,35.260711669921875
2011-12-09,35.95977783203125
2011-12-12,35.195465087890625
2011-12-13,34.850589752197266
2011-12-14,34.75738525390625
2011-12-15,34.6641731262207
2011-12-16,34.44980239868164
2011-12-19,34.049015045166016
2011-12-20,34.91584396362305
2011-12-21,35.17683410644531
2011-12-22,35.3445930480957
2011-12-23,35.62422180175781
2011-12-27,35.512359619140625
2011-12-28,34.999732971191406
2011-12-29,35.3445930480957
2011-12-30,35.09294128417969
2012-01-03,35.85722351074219
2012-01-04,35.41918182373047
2012-01-05,35.465763092041016
2012-01-06,35.15818786621094
2012-01-09,35.27002716064453
2012-01-10,35.8665657043457
2012-01-11,35.73609161376953
2012-01-12,35.90384292602539
2012-01-13,35.633548736572266
2012-01-17,35.4471435546875
2012-01-18,35.77335739135742
2012-01-19,35.91316604614258
2012-01-20,35.941123962402344
2012-01-23,36.29533004760742
2012-01-24,35.82927703857422
2012-01-25,35.586936950683594
2012-01-26,35.3725700378418
2012-01-27,35.07429504394531
2012-01-30,34.78535842895508
2012-01-31,34.776031494140625
2012-02-01,35.27934646606445
2012-02-02,35.41918182373047
2012-02-03,35.987735748291016
2012-02-06,35.77335739135742
2012-02-07,35.754703521728516
2012-02-08,35.87588882446289
2012-02-09,35.6055908203125
2012-02-10,35.512359619140625
2012-02-13,35.810638427734375
2012-02-14,35.558990478515625
2012-02-15,35.037010192871094
2012-02-16,35.48442459106445
2012-02-17,35.69879150390625
2012-02-21,36.09958267211914
2012-02-22,36.080936431884766
2012-02-23,36.50971603393555
2012-02-24,36.48175811767578
2012-02-27,36.6029167175293
2012-02-28,36.73641586303711
2012-02-29,36.540367126464844
2012-03-01,36.624393463134766
2012-03-02,36.28827667236328
2012-03-05,36.26962661743164
2012-03-06,35.62544631958008
2012-03-07,35.67213439941406
2012-03-08,35.774837493896484
2012-03-09,36.082923889160156
2012-03-12,36.00822830200195
2012-03-13,36.68974685668945
2012-03-14,36.4283447265625
2012-03-15,36.932472229003906
2012-03-16,36.8577766418457
2012-03-19,37.04450988769531
2012-03-20,37.06315994262695
2012-03-21,36.72708511352539
2012-03-22,36.22294235229492
2012-03-23,36.587039947509766
2012-03-26,37.212547302246094
2012-03-27,37.053836822509766
2012-03-28,36.997825622558594
2012-03-29,36.84845733642578
2012-03-30,37.22187805175781
2012-04-02,37.688663482666016
2012-04-03,37.39924621582031
2012-04-04,37.072509765625
2012-04-05,36.94179153442383
2012-04-09,36.40966796875
2012-04-10,35.840171813964844
2012-04-11,36.21360397338867
2012-04-12,36.811092376708984
2012-04-13,36.32564163208008
2012-04-16,36.643043518066406
2012-04-17,37.26854705810547
2012-04-18,37.0164909362793
2012-04-19,36.923126220703125
2012-04-20,37.193870544433594
2012-04-23,36.98849105834961
2012-04-24,37.56730270385742
2012-04-25,37.94072341918945
2012-04-26,38.32350158691406
2012-04-27,38.2861328125
2012-04-30,38.39817428588867
2012-05-01,38.734275817871094
2012-05-02,38.52888107299805
2012-05-03,38.40752410888672
2012-05-04,38.062103271484375
2012-05-07,38.01542282104492
2012-05-08,38.19280242919922
2012-05-09,38.052764892578125
2012-05-10,38.2768440246582
2012-05-11,37.94072341918945
2012-05-14,37.4459228515625
2012-05-15,37.072509765625
2012-05-16,36.51234436035156
2012-05-17,36.15757751464844
2012-05-18,35.774837493896484
2012-05-21,36.372314453125
2012-05-22,36.59638214111328
2012-05-23,36.615047454833984
2012-05-24,36.75507736206055
2012-05-25,36.615047454833984
2012-05-29,37.02583694458008
2012-05-30,36.25251388549805
2012-05-31,36.36473846435547
2012-06-01,35.869136810302734
2012-06-04,35.81304931640625
2012-06-05,36.00006103515625
2012-06-06,36.963165283203125
2012-06-07,36.9912223815918
2012-06-08,37.28110122680664
2012-06-11,36.95382308959961
2012-06-12,37.09407424926758
2012-06-13,36.68266296386719
2012-06-14,37.13148880004883
2012-06-15,37.832786560058594
2012-06-18,38.066551208496094
2012-06-19,38.21614456176758
2012-06-20,38.253562927246094
2012-06-21,37.25304412841797
2012-06-22,37.468109130859375
2012-06-25,36.76681900024414
2012-06-26,36.7855110168457
2012-06-27,37.26239013671875
2012-06-28,37.533573150634766
2012-06-29,38.253562927246094
2012-07-02,38.34706115722656
2012-07-03,38.655635833740234
2012-07-05,37.954349517822266
2012-07-06,37.87017059326172
2012-07-09,37.589691162109375
2012-07-10,37.35590744018555
2012-07-11,37.72992706298828
2012-07-12,37.48682403564453
2012-07-13,38.24420928955078
2012-07-16,38.04787063598633
2012-07-17,38.075904846191406
2012-07-18,38.35641860961914
2012-07-19,38.328369140625
2012-07-20,37.91694259643555
2012-07-23,37.842140197753906
2012-07-24,37.683170318603516
2012-07-25,37.683170318603516
2012-07-26,38.328369140625
2012-07-27,38.99225997924805
2012-07-30,36.972537994384766
2012-07-31,37.01927947998047
2012-08-01,36.888362884521484
2012-08-02,36.89772415161133
2012-08-03,37.72992706298828
2012-08-06,37.795379638671875
2012-08-07,37.94498825073242
2012-08-08,37.832786560058594
2012-08-09,37.842140197753906
2012-08-10,37.87954330444336
2012-08-13,37.832786560058594
2012-08-14,37.860843658447266
2012-08-15,37.814090728759766
2012-08-16,37.88888931274414
2012-08-17,37.85150146484375
2012-08-20,37.973052978515625
2012-08-21,37.860843658447266
2012-08-22,37.814090728759766
2012-08-23,37.187583923339844
2012-08-24,37.61771774291992
2012-08-27,37.795379638671875
2012-08-28,37.60837936401367
2012-08-29,37.80785369873047
2012-08-30,37.69546890258789
2012-08-31,38.07009506225586
2012-09-04,38.20119094848633
2012-09-05,38.33232116699219
2012-09-06,38.33232116699219
2012-09-07,38.56645202636719
2012-09-10,38.59452438354492
2012-09-11,38.847412109375
2012-09-12,38.753746032714844
2012-09-13,39.634098052978516
2012-09-14,39.9806022644043
2012-09-17,39.60599899291992
2012-09-18,39.38123321533203
2012-09-19,39.072174072265625
2012-09-20,38.809940338134766
2012-09-21,38.80057907104492
2012-09-24,38.87550354003906
2012-09-25,38.622642517089844
2012-09-26,38.36041259765625
2012-09-27,38.66009521484375
2012-09-28,38.64137268066406
2012-10-01,38.912960052490234
2012-10-02,38.89423370361328
2012-10-03,38.669456481933594
2012-10-04,39.29694366455078
2012-10-05,39.29694366455078
2012-10-08,39.40931701660156
2012-10-09,39.1470947265625
2012-10-10,38.912960052490234
2012-10-11,38.96915054321289
2012-10-12,38.847412109375
2012-10-15,39.0440673828125
2012-10-16,39.42805862426758
2012-10-17,39.9806022644043
2012-10-18,40.43014907836914
2012-10-19,39.812042236328125
2012-10-22,39.755855560302734
2012-10-23,39.156463623046875
2012-10-24,39.35314178466797
2012-10-25,39.709022521972656
2012-10-26,39.69965362548828
2012-10-31,39.59661865234375
2012-11-01,40.19601821899414
2012-11-02,39.4842529296875
2012-11-05,39.49361038208008
2012-11-06,39.64345169067383
2012-11-07,38.585182189941406
2012-11-08,38.0419807434082
2012-11-09,38.519615173339844
2012-11-12,38.38850784301758
2012-11-13,38.03261184692383
2012-11-14,37.38641357421875
2012-11-15,37.302120208740234
2012-11-16,38.135643005371094
2012-11-19,38.2480354309082
2012-11-20,38.14500045776367
2012-11-21,38.2480354309082
2012-11-23,38.678829193115234
2012-11-26,38.482173919677734
2012-11-27,38.15437698364258
2012-11-28,38.316650390625
2012-11-29,38.4292106628418
2012-11-30,38.34478759765625
2012-12-03,38.194705963134766
2012-12-04,38.410430908203125
2012-12-05,38.51362991333008
2012-12-06,38.719974517822266
2012-12-07,38.719974517822266
2012-12-10,38.49486541748047
2012-12-11,38.92633819580078
2012-12-12,38.87004470825195
2012-12-13,38.44795608520508
2012-12-14,38.129058837890625
2012-12-17,38.4854736328125
2012-12-18,39.05764389038086
2012-12-19,38.61680603027344
2012-12-20,38.682464599609375
2012-12-21,38.3635368347168
2012-12-24,38.21346664428711
2012-12-26,38.016483306884766
2012-12-27,37.97898483276367
2012-12-28,37.68818664550781
2012-12-31,38.222835540771484
2013-01-02,38.9544792175293
2013-01-03,39.12331008911133
2013-01-04,39.45161056518555
2013-01-07,39.49850845336914
2013-01-08,39.45161056518555
2013-01-09,39.49850845336914
2013-01-10,40.10818862915039
2013-01-11,40.005035400390625
2013-01-14,39.901832580566406
2013-01-15,39.864315032958984
2013-01-16,39.83618927001953
2013-01-17,40.08005905151367
2013-01-18,40.16447448730469
2013-01-22,40.69912338256836
2013-01-23,40.68037033081055
2013-01-24,40.55841827392578
2013-01-25,40.77416229248047
2013-01-28,40.63346481323242
2013-01-29,40.96174621582031
2013-01-30,40.67099380493164
2013-01-31,40.68037033081055
2013-02-01,41.34632873535156
2013-02-04,40.99928665161133
2013-02-05,41.09307861328125
2013-02-06,41.196250915527344
2013-02-07,41.02740478515625
2013-02-08,41.13059616088867
2013-02-11,40.811668395996094
2013-02-12,40.9429931640625
2013-02-13,41.34632873535156
2013-02-14,41.34632873535156
2013-02-15,41.18687438964844
2013-02-19,41.196250915527344
2013-02-20,40.652225494384766
2013-02-21,40.717872619628906
2013-02-22,40.97114562988281
2013-02-25,39.770530700683594
2013-02-26,40.03316116333008
2013-02-27,40.389583587646484
2013-02-28,40.43648910522461
2013-03-01,40.502140045166016
2013-03-04,40.192596435546875
2013-03-05,40.408355712890625
2013-03-06,40.50509262084961
2013-03-07,40.59904479980469
2013-03-08,40.93720245361328
2013-03-11,41.55717849731445
2013-03-12,41.29414749145508
2013-03-13,41.30356216430664
2013-03-14,41.932926177978516
2013-03-15,41.89534378051758
2013-03-18,41.482032775878906
2013-03-19,41.14385986328125
2013-03-20,41.34114074707031
2013-03-21,41.19083023071289
2013-03-22,41.31294631958008
2013-03-25,41.14385986328125
2013-03-26,41.32234191894531
2013-03-27,41.06871795654297
2013-03-28,41.397483825683594
2013-04-01,41.30356216430664
2013-04-02,41.60416030883789
2013-04-03,41.26597213745117
2013-04-04,41.54777908325195
2013-04-05,41.14385986328125
2013-04-08,41.30356216430664
2013-04-09,41.23780822753906
2013-04-10,41.34114074707031
2013-04-11,41.33173370361328
2013-04-12,41.32234191894531
2013-04-15,40.03542709350586
2013-04-16,40.758731842041016
2013-04-17,40.50509262084961
2013-04-18,40.392372131347656
2013-04-19,40.56146240234375
2013-04-22,40.38297653198242
2013-04-23,40.993568420410156
2013-04-24,41.810813903808594
2013-04-25,42.28046798706055
2013-04-26,41.745059967041016
2013-04-29,41.82960510253906
2013-04-30,41.96109390258789
2013-05-01,42.017459869384766
2013-05-02,42.20533752441406
2013-05-03,42.665618896484375
2013-05-06,42.853492736816406
2013-05-07,42.872283935546875
2013-05-08,43.00379180908203
2013-05-09,42.6374397277832
2013-05-10,42.69380187988281
2013-05-13,42.70319747924805
2013-05-14,43.210453033447266
2013-05-15,43.473472595214844
2013-05-16,43.248023986816406
2013-05-17,43.62376022338867
2013-05-20,43.87738800048828
2013-05-21,43.83042907714844
2013-05-22,43.57679748535156
2013-05-23,43.26681900024414
2013-05-24,43.163490295410156
2013-05-28,43.39832305908203
2013-05-29,43.37954330444336
2013-05-30,43.448211669921875
2013-05-31,43.10017013549805
2013-06-03,43.10017013549805
2013-06-04,42.56399917602539
2013-06-05,42.056053161621094
2013-06-06,42.43231201171875
2013-06-07,43.024932861328125
2013-06-10,42.65806579589844
2013-06-11,42.121910095214844
2013-06-12,41.792667388916016
2013-06-13,42.31944274902344
2013-06-14,41.93376159667969
2013-06-17,42.20655822753906
2013-06-18,42.488746643066406
2013-06-19,41.99962615966797
2013-06-20,40.99312210083008
2013-06-21,40.99312210083008
2013-06-24,40.654510498046875
2013-06-25,41.247100830078125
2013-06-26,41.359989166259766
2013-06-27,41.86793899536133
2013-06-28,41.76445007324219
2013-07-01,42.02784729003906
2013-07-02,41.85850143432617
2013-07-03,41.63275909423828
2013-07-05,42.20655822753906
2013-07-08,42.31944274902344
2013-07-09,42.58281326293945
2013-07-10,42.328834533691406
2013-07-11,42.75212097167969
2013-07-12,42.968482971191406
2013-07-15,43.090763092041016
2013-07-16,42.94966125488281
2013-07-17,43.260066986083984
2013-07-18,43.589298248291016
2013-07-19,43.74919509887695
2013-07-22,43.98438262939453
2013-07-23,43.673946380615234
2013-07-24,43.419979095458984
2013-07-25,43.382354736328125
2013-07-26,43.31651306152344
2013-07-29,43.3259162902832
2013-07-30,43.03431701660156
2013-07-31,42.8462028503418
2013-08-01,43.8056526184082
2013-08-02,43.542274475097656
2013-08-05,43.382354736328125
2013-08-06,43.19423294067383
2013-08-07,42.94025802612305
2013-08-08,43.29771041870117
2013-08-09,43.43880081176758
2013-08-12,43.664554595947266
2013-08-13,44.398250579833984
2013-08-14,44.70866775512695
2013-08-15,44.1818962097168
2013-08-16,43.655155181884766
2013-08-19,42.95907211303711
2013-08-20,43.05313491821289
2013-08-21,42.85559844970703
2013-08-22,43.20362854003906
2013-08-23,43.22246551513672
2013-08-26,43.14719772338867
2013-08-27,42.394691467285156
2013-08-28,42.39750289916992
2013-08-29,42.01130676269531
2013-08-30,41.87944412231445
2013-09-03,41.94537353515625
2013-09-04,42.359825134277344
2013-09-05,42.20911407470703
2013-09-06,42.09608459472656
2013-09-09,42.84022521972656
2013-09-10,43.07571792602539
2013-09-11,43.43367004394531
2013-09-12,43.348899841308594
2013-09-13,43.546688079833984
2013-09-16,44.27200698852539
2013-09-17,44.554595947265625
