Date,ABT
2010-01-04,18.496671676635742
2010-01-05,18.34722900390625
2010-01-06,18.44912338256836
2010-01-07,18.601961135864258
2010-01-08,18.697057723999023
2010-01-11,18.792163848876953
2010-01-12,18.737804412841797
2010-01-13,18.915714263916016
2010-01-14,18.936241149902344
2010-01-15,18.984127044677734
2010-01-19,19.227041244506836
2010-01-20,19.24073028564453
2010-01-21,19.008081436157227
2010-01-22,18.64886474609375
2010-01-25,18.713865280151367
2010-01-26,18.638587951660156
2010-01-27,18.44016456604004
2010-01-28,18.457279205322266
2010-01-29,18.111730575561523
2010-02-01,18.248586654663086
2010-02-02,18.624916076660156
2010-02-03,18.696762084960938
2010-02-04,18.41280746459961
2010-02-05,18.46412467956543
2010-02-08,18.252004623413086
2010-02-09,18.252004623413086
2010-02-10,18.22121238708496
2010-02-11,18.31700897216797
2010-02-12,18.45042610168457
2010-02-16,18.676237106323242
2010-02-17,18.730968475341797
2010-02-18,18.806243896484375
2010-02-19,18.60438346862793
2010-02-22,18.611236572265625
2010-02-23,18.46412467956543
2010-02-24,18.587282180786133
2010-02-25,18.51543426513672
2010-02-26,18.57017707824707
2010-03-01,18.573604583740234
2010-03-02,18.672809600830078
2010-03-03,18.501754760742188
2010-03-04,18.501754760742188
2010-03-05,18.583864212036133
2010-03-08,18.618072509765625
2010-03-09,18.748079299926758
2010-03-10,18.826759338378906
2010-03-11,19.00124168395996
2010-03-12,18.65228271484375
2010-03-15,18.748079299926758
2010-03-16,18.70703125
2010-03-17,18.64543914794922
2010-03-18,18.395689010620117
2010-03-19,18.28963279724121
2010-03-22,18.42990493774414
2010-03-23,18.5906925201416
2010-03-24,18.42990493774414
2010-03-25,18.310165405273438
2010-03-26,18.09804344177246
2010-03-29,18.173316955566406
2010-03-30,17.964628219604492
2010-03-31,18.02278709411621
2010-04-01,18.11858558654785
2010-04-05,18.108322143554688
2010-04-06,18.07752799987793
2010-04-07,17.961212158203125
2010-04-08,17.88593101501465
2010-04-09,18.039897918701172
2010-04-12,18.019363403320312
2010-04-13,18.03660774230957
2010-04-14,18.046968460083008
2010-04-15,18.06422233581543
2010-04-16,18.029712677001953
2010-04-19,18.253969192504883
2010-04-20,18.305715560913086
2010-04-21,17.864116668701172
2010-04-22,17.636415481567383
2010-04-23,17.664012908935547
2010-04-26,17.377660751342773
2010-04-27,17.170665740966797
2010-04-28,17.343170166015625
2010-04-29,17.508758544921875
2010-04-30,17.650218963623047
2010-05-03,17.5501651763916
2010-05-04,17.31556510925293
2010-05-05,17.301767349243164
2010-05-06,16.90500831604004
2010-05-07,16.80841064453125
2010-05-10,17.143062591552734
2010-05-11,17.043018341064453
2010-05-12,16.956764221191406
2010-05-13,16.770469665527344
2010-05-14,16.732511520385742
2010-05-17,16.708364486694336
2010-05-18,16.57726287841797
2010-05-19,16.5393123626709
2010-05-20,16.03561782836914
2010-05-21,16.194313049316406
2010-05-24,16.40821075439453
2010-05-25,16.294363021850586
2010-05-26,16.273664474487305
2010-05-27,16.515159606933594
2010-05-28,16.40821075439453
2010-06-01,16.194313049316406
2010-06-02,16.380613327026367
2010-06-03,16.466867446899414
2010-06-04,16.0528564453125
2010-06-07,15.94936466217041
2010-06-08,15.976963996887207
2010-06-09,15.82171630859375
2010-06-10,16.28400993347168
2010-06-11,16.28400993347168
2010-06-14,16.3288631439209
2010-06-15,16.618669509887695
2010-06-16,16.83257293701172
2010-06-17,16.777366638183594
2010-06-18,16.82565689086914
2010-06-21,16.663515090942383
2010-06-22,16.556562423706055
2010-06-23,16.40821075439453
2010-06-24,16.37371826171875
2010-06-25,16.280563354492188
2010-06-28,16.27710723876953
2010-06-29,16.094257354736328
2010-06-30,16.139118194580078
2010-07-01,16.028709411621094
2010-07-02,16.028709411621094
2010-07-06,16.10805892944336
2010-07-07,16.459970474243164
2010-07-08,16.594512939453125
2010-07-09,16.57036018371582
2010-07-12,16.497915267944336
2010-07-13,16.598888397216797
2010-07-14,16.661571502685547
2010-07-15,16.720767974853516
2010-07-16,16.389965057373047
2010-07-19,16.50835418701172
2010-07-20,16.529253005981445
2010-07-21,16.950580596923828
2010-07-22,17.065486907958984
2010-07-23,17.03763198852539
2010-07-26,17.14557647705078
2010-07-27,17.156021118164062
2010-07-28,17.138614654541016
2010-07-29,17.05504608154297
2010-07-30,17.08986473083496
2010-08-02,17.351015090942383
2010-08-03,17.410207748413086
2010-08-04,17.47288703918457
2010-08-05,17.403242111206055
2010-08-06,17.608686447143555
2010-08-09,17.71662712097168
2010-08-10,17.922073364257812
2010-08-11,17.546003341674805
2010-08-12,17.546003341674805
2010-08-13,17.43109893798828
2010-08-16,17.528602600097656
2010-08-17,17.650470733642578
2010-08-18,17.490291595458984
2010-08-19,17.17342758178711
2010-08-20,17.180395126342773
2010-08-23,17.333608627319336
2010-08-24,17.229135513305664
2010-08-25,17.347530364990234
2010-08-26,17.236106872558594
2010-08-27,17.3544979095459
2010-08-30,17.23261833190918
2010-08-31,17.180395126342773
2010-09-01,17.504228591918945
2010-09-02,17.622615814208984
2010-09-03,17.66788101196289
2010-09-07,17.580827713012695
2010-09-08,17.5669002532959
2010-09-09,17.78974723815918
2010-09-10,17.94645118713379
2010-09-13,17.91510009765625
2010-09-14,17.901168823242188
2010-09-15,17.988235473632812
2010-09-16,17.97081184387207
2010-09-17,17.981260299682617
2010-09-20,18.197147369384766
2010-09-21,18.15884780883789
2010-09-22,18.10313606262207
2010-09-23,17.96733283996582
2010-09-24,18.08572769165039
2010-09-27,18.141435623168945
2010-09-28,18.23893928527832
2010-09-29,18.277238845825195
2010-09-30,18.190183639526367
2010-10-01,18.308574676513672
2010-10-04,18.284202575683594
2010-10-05,18.48267364501953
2010-10-06,18.44786262512207
2010-10-07,18.308574676513672
2010-10-08,18.38865852355957
2010-10-11,18.38865852355957
2010-10-12,18.63240623474121
2010-10-13,18.671030044555664
2010-10-14,18.681550979614258
2010-10-15,18.667516708374023
2010-10-18,18.84306526184082
2010-10-19,18.562185287475586
2010-10-20,18.404190063476562
2010-10-21,18.55165672302246
2010-10-22,18.453350067138672
2010-10-25,18.4357967376709
2010-10-26,18.498991012573242
2010-10-27,18.130348205566406
2010-10-28,18.16896629333496
2010-10-29,18.017993927001953
2010-11-01,17.765207290649414
2010-11-02,17.863513946533203
2010-11-03,17.91969108581543
2010-11-04,17.863513946533203
2010-11-05,17.877553939819336
2010-11-08,17.71254539489746
2010-11-09,17.572113037109375
2010-11-10,17.614242553710938
2010-11-11,17.477313995361328
2010-11-12,17.056001663208008
