Date,SD
2016-10-04,14.486753463745117
2016-10-05,15.67541217803955
2016-10-06,15.987435340881348
2016-10-07,15.801708221435547
2016-10-10,16.024580001831055
2016-10-11,15.764561653137207
2016-10-12,16.306884765625
2016-10-13,16.23259735107422
2016-10-14,16.79720687866211
2016-10-17,16.396034240722656
2016-10-18,17.82985496520996
2016-10-19,18.067583084106445
2016-10-20,18.2607421875
2016-10-21,18.550474166870117
2016-10-24,19.278528213500977
2016-10-25,19.687131881713867
2016-10-26,18.08987045288086
2016-10-27,17.29495620727539
2016-10-28,17.673843383789062
2016-10-31,17.10923194885254
2016-11-01,17.317245483398438
2016-11-02,16.908645629882812
2016-11-03,17.280099868774414
2016-11-04,17.153806686401367
2016-11-07,17.10923194885254
2016-11-08,17.153806686401367
2016-11-09,18.18644905090332
2016-11-10,18.335031509399414
2016-11-11,18.498470306396484
2016-11-14,17.807565689086914
2016-11-15,18.238452911376953
2016-11-16,18.357318878173828
2016-11-17,18.16416358947754
2016-11-18,18.13444709777832
2016-11-21,17.94129180908203
2016-11-22,17.7852783203125
2016-11-23,17.703556060791016
2016-11-25,17.770421981811523
2016-11-28,17.18351936340332
2016-11-29,16.254880905151367
2016-11-30,17.012649536132812
2016-12-01,17.82985496520996
2016-12-02,17.302387237548828
2016-12-05,17.792707443237305
2016-12-06,17.502971649169922
2016-12-07,17.198379516601562
2016-12-08,17.205810546875
2016-12-09,17.235523223876953
2016-12-12,17.75555992126465
2016-12-13,17.443540573120117
2016-12-14,17.636695861816406
2016-12-15,17.64412498474121
2016-12-16,17.42125129699707
2016-12-19,17.7852783203125
2016-12-20,17.740705490112305
2016-12-21,17.777849197387695
2016-12-22,17.82985496520996
2016-12-23,17.681272506713867
2016-12-27,17.60698127746582
2016-12-28,17.703556060791016
2016-12-29,17.584692001342773
2016-12-30,17.49554443359375
2017-01-03,17.32467269897461
2017-01-04,17.22809600830078
2017-01-05,17.057226181030273
2017-01-06,16.7303466796875
2017-01-09,15.541688919067383
2017-01-10,16.19544792175293
2017-01-11,16.440610885620117
2017-01-12,16.678342819213867
2017-01-13,16.388607025146484
2017-01-17,15.987435340881348
2017-01-18,16.158302307128906
2017-01-19,16.381174087524414
2017-01-20,16.009719848632812
2017-01-23,16.05430030822754
2017-01-24,16.240026473999023
2017-01-25,16.14344596862793
2017-01-26,16.165733337402344
2017-01-27,15.809136390686035
2017-01-30,15.459966659545898
2017-01-31,15.237095832824707
2017-02-01,15.94285774230957
2017-02-02,15.764561653137207
2017-02-03,15.608551979064941
2017-02-06,15.348529815673828
2017-02-07,14.724486351013184
2017-02-08,14.821064949035645
2017-02-09,14.82849407196045
2017-02-10,14.999364852905273
2017-02-13,15.407962799072266
2017-02-14,15.103370666503906
2017-02-15,14.999364852905273
2017-02-16,14.791348457336426
2017-02-17,14.709630012512207
2017-02-21,15.036508560180664
2017-02-22,14.865641593933105
2017-02-23,14.613052368164062
2017-02-24,14.011293411254883
2017-02-27,14.14501953125
2017-02-28,13.929572105407715
2017-03-01,14.234166145324707
2017-03-02,14.204450607299805
2017-03-03,14.115301132202148
2017-03-06,13.944432258605957
2017-03-07,13.780990600585938
2017-03-08,13.223807334899902
2017-03-09,13.283239364624023
2017-03-10,13.134658813476562
2017-03-13,13.030651092529297
2017-03-14,12.874639511108398
2017-03-15,13.164373397827148
2017-03-16,13.142087936401367
2017-03-17,13.149518013000488
2017-03-20,13.208951950073242
2017-03-21,12.867209434509277
2017-03-22,12.644338607788086
2017-03-23,12.896927833557129
2017-03-24,12.815206527709961
2017-03-27,13.023221969604492
2017-03-28,13.208951950073242
2017-03-29,13.595263481140137
2017-03-30,13.595263481140137
2017-03-31,13.736416816711426
2017-04-03,13.439252853393555
2017-04-04,13.342672348022461
2017-04-05,13.498685836791992
2017-04-06,13.788418769836426
2017-04-07,13.669554710388184
2017-04-10,14.107872009277344
2017-04-11,14.14501953125
2017-04-12,13.937003135681152
2017-04-13,13.944432258605957
2017-04-17,14.115301132202148
2017-04-18,13.892426490783691
2017-04-19,13.840424537658691
2017-04-20,13.892426490783691
2017-04-21,13.654696464538574
2017-04-24,13.75870418548584
2017-04-25,13.966717720031738
2017-04-26,14.204450607299805
2017-04-27,13.959287643432617
2017-04-28,13.684412956237793
2017-05-01,13.99643325805664
2017-05-02,14.003862380981445
2017-05-03,13.929572105407715
2017-05-04,13.000933647155762
2017-05-05,13.446682929992676
2017-05-08,13.610122680664062
2017-05-09,13.5358304977417
2017-05-10,13.439252853393555
2017-05-11,14.79878044128418
2017-05-12,14.81363582611084
2017-05-15,14.783919334411621
2017-05-16,14.939929962158203
2017-05-17,14.62048053741455
2017-05-18,14.895354270935059
2017-05-19,15.133090019226074
2017-05-22,15.08851432800293
2017-05-23,14.939929962158203
2017-05-24,14.939929962158203
2017-05-25,14.5907621383667
2017-05-26,14.835921287536621
2017-05-30,14.999364852905273
2017-05-31,14.702200889587402
2017-06-01,14.969645500183105
2017-06-02,14.419892311096191
2017-06-05,14.256453514099121
2017-06-06,14.419892311096191
2017-06-07,13.721556663513184
2017-06-08,13.728984832763672
2017-06-09,14.234166145324707
2017-06-12,13.907282829284668
2017-06-13,14.412461280822754
2017-06-14,14.12272834777832
2017-06-15,13.26838207244873
2017-06-16,13.186661720275879
2017-06-19,12.666624069213867
2017-06-20,12.59233283996582
2017-06-21,11.485398292541504
2017-06-22,11.559687614440918
2017-06-23,11.715700149536133
2017-06-26,11.968289375305176
2017-06-27,12.10201358795166
2017-06-28,12.451180458068848
2017-06-29,12.785489082336426
2017-06-30,12.785489082336426
2017-07-03,13.023221969604492
2017-07-05,12.904356956481934
2017-07-06,13.075225830078125
2017-07-07,12.926643371582031
2017-07-10,13.335244178771973
2017-07-11,13.92214298248291
2017-07-12,14.12272834777832
2017-07-13,13.99643325805664
2017-07-14,14.063295364379883
2017-07-17,14.130159378051758
2017-07-18,14.115301132202148
2017-07-19,14.375321388244629
2017-07-20,14.360461235046387
2017-07-21,14.241594314575195
2017-07-24,14.442181587219238
2017-07-25,14.821064949035645
2017-07-26,14.553618431091309
2017-07-27,14.627908706665039
2017-07-28,14.538759231567383
2017-07-31,14.345602989196777
2017-08-01,14.271309852600098
2017-08-02,13.959287643432617
2017-08-03,13.50611400604248
2017-08-04,13.602691650390625
2017-08-07,13.416964530944824
2017-08-08,13.721556663513184
2017-08-09,13.736416816711426
2017-08-10,13.513543128967285
2017-08-11,13.327815055847168
2017-08-14,13.17180347442627
2017-08-15,13.104940414428711
2017-08-16,13.030651092529297
2017-08-17,12.88206958770752
2017-08-18,13.067795753479004
2017-08-21,13.238666534423828
2017-08-22,13.149518013000488
2017-08-23,13.112370491027832
2017-08-24,13.17180347442627
2017-08-25,13.194092750549316
2017-08-28,12.599761962890625
2017-08-29,12.62947940826416
2017-08-30,12.688913345336914
2017-08-31,12.792919158935547
2017-09-01,13.023221969604492
2017-09-05,13.528401374816895
2017-09-06,13.669554710388184
2017-09-07,13.639839172363281
2017-09-08,13.409536361694336
2017-09-11,13.721556663513184
2017-09-12,13.944432258605957
2017-09-13,13.840424537658691
2017-09-14,14.338172912597656
2017-09-15,14.078156471252441
2017-09-18,14.174734115600586
2017-09-19,14.174734115600586
2017-09-20,14.263882637023926
2017-09-21,14.390178680419922
2017-09-22,14.56104564666748
2017-09-25,14.679916381835938
2017-09-26,14.754201889038086
2017-09-27,14.95478630065918
2017-09-28,14.895354270935059
2017-09-29,14.92507266998291
2017-10-02,15.110799789428711
2017-10-03,15.043936729431152
2017-10-04,14.821064949035645
2017-10-05,14.947361946105957
2017-10-06,14.761632919311523
2017-10-09,14.5907621383667
2017-10-10,14.263882637023926
2017-10-11,14.471896171569824
2017-10-12,14.085582733154297
2017-10-13,14.189591407775879
2017-10-16,14.271309852600098
2017-10-17,14.130159378051758
2017-10-18,14.137588500976562
2017-10-19,14.189591407775879
2017-10-20,14.063295364379883
2017-10-23,13.691842079162598
2017-10-24,13.662123680114746
2017-10-25,13.305526733398438
2017-10-26,12.993504524230957
2017-10-27,13.283239364624023
2017-10-30,13.5358304977417
2017-10-31,13.944432258605957
2017-11-01,14.271309852600098
2017-11-02,13.92214298248291
2017-11-03,13.951860427856445
2017-11-06,14.471896171569824
2017-11-07,14.665056228637695
2017-11-08,14.516471862792969
2017-11-09,14.315886497497559
2017-11-10,14.442181587219238
2017-11-13,14.405036926269531
2017-11-14,13.691842079162598
2017-11-15,11.886569023132324
2017-11-16,12.072295188903809
2017-11-17,12.310027122497559
2017-11-20,12.109441757202148
2017-11-21,12.347174644470215
2017-11-22,13.000933647155762
2017-11-24,14.041010856628418
2017-11-27,13.647265434265137
2017-11-28,13.565546035766602
2017-11-29,13.454110145568848
2017-11-30,13.825566291809082
2017-12-01,14.026150703430176
2017-12-04,13.736416816711426
2017-12-05,13.602691650390625
2017-12-06,13.015791893005371
2017-12-07,13.223807334899902
2017-12-08,13.617548942565918
2017-12-11,13.825566291809082
2017-12-12,13.624980926513672
2017-12-13,13.498685836791992
2017-12-14,13.35753059387207
2017-12-15,13.624980926513672
2017-12-18,14.07072639465332
2017-12-19,13.714127540588379
2017-12-20,13.58040714263916
2017-12-21,13.595263481140137
2017-12-22,13.461540222167969
2017-12-26,14.011293411254883
2017-12-27,13.989005088806152
2017-12-28,14.219307899475098
2017-12-29,15.653124809265137
2018-01-02,15.682841300964355
2018-01-03,16.091442108154297
2018-01-04,15.972579002380371
2018-01-05,15.45253849029541
2018-01-08,15.645695686340332
2018-01-09,15.667984962463379
2018-01-10,15.52682876586914
2018-01-11,15.809136390686035
2018-01-12,15.719987869262695
2018-01-16,15.029080390930176
2018-01-17,14.880498886108398
2018-01-18,14.575905799865723
2018-01-19,14.226737976074219
2018-01-22,14.345602989196777
2018-01-23,14.330745697021484
2018-01-24,14.835921287536621
2018-01-25,14.568476676940918
2018-01-26,14.613052368164062
2018-01-29,14.523900032043457
2018-01-30,13.483823776245117
2018-01-31,13.290669441223145
2018-02-01,13.26838207244873
2018-02-02,12.926643371582031
2018-02-05,12.258024215698242
2018-02-06,12.532901763916016
2018-02-07,12.406606674194336
2018-02-08,11.960859298706055
2018-02-09,11.960859298706055
2018-02-12,11.760272979736328
2018-02-13,11.633979797363281
2018-02-14,11.708271026611328
2018-02-15,11.403676986694336
2018-02-16,11.477968215942383
2018-02-20,11.537400245666504
2018-02-21,11.619122505187988
2018-02-22,11.411107063293457
2018-02-23,11.656266212463379
2018-02-26,11.64883804321289
2018-02-27,11.03964900970459
2018-02-28,10.445321083068848
2018-03-01,10.452750205993652
2018-03-02,10.853923797607422
2018-03-05,11.3219575881958
2018-03-06,11.099082946777344
2018-03-07,10.757344245910645
2018-03-08,10.73505687713623
2018-03-09,10.995075225830078
2018-03-12,11.225377082824707
2018-03-13,10.905926704406738
2018-03-14,10.73505687713623
2018-03-15,10.437891960144043
2018-03-16,10.772201538085938
2018-03-19,10.467609405517578
2018-03-20,10.593905448913574
2018-03-21,11.047080039978027
2018-03-22,10.779632568359375
2018-03-23,10.690483093261719
2018-03-26,10.794489860534668
2018-03-27,10.356173515319824
2018-03-28,10.475038528442383
2018-03-29,10.779632568359375
2018-04-02,10.296740531921387
2018-04-03,9.98471736907959
2018-04-04,9.910425186157227
2018-04-05,10.809347152709961
2018-04-06,10.163017272949219
2018-04-09,10.415606498718262
2018-04-10,10.5270414352417
2018-04-11,10.68305492401123
2018-04-12,10.653338432312012
2018-04-13,10.88364028930664
2018-04-16,10.846494674682617
2018-04-17,10.638479232788086
2018-04-18,11.009933471679688
2018-04-19,11.017364501953125
2018-04-20,10.868781089782715
2018-04-23,11.032221794128418
2018-04-24,11.099082946777344
2018-04-25,11.03964900970459
2018-04-26,11.03964900970459
2018-04-27,10.653338432312012
2018-04-30,10.801918983459473
2018-05-01,10.794489860534668
2018-05-02,10.98764705657959
2018-05-03,10.6607666015625
2018-05-04,10.88364028930664
2018-05-07,10.794489860534668
2018-05-08,10.504755020141602
2018-05-09,10.831634521484375
2018-05-10,10.742485046386719
2018-05-11,10.504755020141602
2018-05-14,10.675623893737793
2018-05-15,10.891068458557129
2018-05-16,10.98764705657959
2018-05-17,11.232807159423828
2018-05-18,11.106512069702148
2018-05-21,11.217948913574219
2018-05-22,10.467609405517578
2018-05-23,10.5270414352417
2018-05-24,10.385890007019043
2018-05-25,10.482467651367188
2018-05-29,10.437891960144043
2018-05-30,10.89849853515625
2018-05-31,10.801918983459473
2018-06-01,10.91335678100586
2018-06-04,10.727627754211426
2018-06-05,11.017364501953125
2018-06-06,11.13622760772705
2018-06-07,11.470537185668945
2018-06-08,11.188232421875
2018-06-11,11.269952774047852
2018-06-12,11.411107063293457
2018-06-13,11.425965309143066
2018-06-14,11.411107063293457
2018-06-15,11.596831321716309
2018-06-18,11.76770305633545
2018-06-19,12.644338607788086
2018-06-20,12.926643371582031
2018-06-21,12.49575424194336
2018-06-22,12.822635650634766
2018-06-25,12.83006477355957
2018-06-26,13.17180347442627
2018-06-27,12.896927833557129
2018-06-28,12.889498710632324
2018-06-29,13.17923355102539
2018-07-02,13.045509338378906
2018-07-03,13.11980152130127
2018-07-05,12.948930740356445
2018-07-06,13.216379165649414
2018-07-09,13.37238883972168
2018-07-10,13.364958763122559
2018-07-11,12.852352142333984
2018-07-12,12.718629837036133
2018-07-13,13.008363723754883
2018-07-16,12.815206527709961
2018-07-17,12.718629837036133
2018-07-18,12.93407154083252
2018-07-19,12.978646278381348
2018-07-20,12.77806282043457
2018-07-23,12.711199760437012
2018-07-24,12.60719108581543
2018-07-25,12.651766777038574
2018-07-26,12.480896949768066
2018-07-27,12.258024215698242
2018-07-30,12.220878601074219
2018-07-31,12.124299049377441
2018-08-01,12.08715534210205
2018-08-02,12.064866065979004
2018-08-03,12.042579650878906
2018-08-06,12.139158248901367
2018-08-07,12.235734939575195
2018-08-08,12.302597045898438
2018-08-09,12.072295188903809
2018-08-10,12.265453338623047
