Date,BAM
2022-12-01,29.058927536010742
2022-12-02,29.97609519958496
2022-12-05,29.912532806396484
2022-12-06,29.058927536010742
2022-12-07,29.97609519958496
2022-12-08,29.058927536010742
2022-12-09,29.058927536010742
2022-12-12,29.422164916992188
2022-12-13,27.93289566040039
2022-12-14,26.788700103759766
2022-12-15,25.862445831298828
2022-12-16,24.618362426757812
2022-12-19,25.435644149780273
2022-12-20,26.661569595336914
2022-12-21,25.608182907104492
2022-12-22,25.471967697143555
2022-12-23,25.46288299560547
2022-12-27,26.280170440673828
2022-12-28,25.553693771362305
2022-12-29,26.58892059326172
2022-12-30,26.034984588623047
2023-01-03,25.844282150268555
2023-01-04,26.94307518005371
2023-01-05,26.80686378479004
2023-01-06,27.042964935302734
2023-01-09,28.141756057739258
2023-01-10,27.433441162109375
2023-01-11,27.69679069519043
2023-01-12,28.123594284057617
2023-01-13,28.959035873413086
2023-01-17,28.93179702758789
2023-01-18,28.613962173461914
2023-01-19,28.51407241821289
2023-01-20,29.058927536010742
2023-01-23,29.422164916992188
2023-01-24,29.24054527282715
2023-01-25,28.70477294921875
2023-01-26,29.104331970214844
2023-01-27,29.512971878051758
2023-01-30,28.68661117553711
2023-01-31,29.649187088012695
2023-02-01,29.52205467224121
2023-02-02,30.30301856994629
2023-02-03,30.602685928344727
2023-02-06,30.44830322265625
2023-02-07,30.838790893554688
2023-02-08,31.519853591918945
2023-02-09,31.719636917114258
2023-02-10,31.492618560791016
2023-02-13,31.90125846862793
2023-02-14,32.26449203491211
2023-02-15,32.3643798828125
2023-02-16,32.12827682495117
2023-02-17,31.874013900756836
2023-02-21,31.29283332824707
2023-02-22,31.311002731323242
2023-02-23,30.929597854614258
2023-02-24,30.8297061920166
2023-02-27,30.71053123474121
2023-02-28,30.820539474487305
2023-03-01,30.985551834106445
2023-03-02,30.99471664428711
2023-03-03,31.42558479309082
2023-03-06,31.58142852783203
2023-03-07,30.857208251953125
2023-03-08,30.573020935058594
2023-03-09,30.0871524810791
2023-03-10,29.005409240722656
2023-03-13,28.400365829467773
2023-03-14,29.023746490478516
2023-03-15,28.26285743713379
2023-03-16,28.629547119140625
2023-03-17,28.162017822265625
2023-03-20,28.647886276245117
2023-03-21,29.042078018188477
2023-03-22,28.464540481567383
2023-03-23,28.638717651367188
2023-03-24,28.437034606933594
2023-03-27,28.48287010192871
2023-03-28,28.49203872680664
2023-03-29,28.77622413635254
2023-03-30,29.362937927246094
2023-03-31,29.995479583740234
2023-04-03,29.317100524902344
2023-04-04,29.133752822875977
2023-04-05,28.96874237060547
2023-04-06,28.98707389831543
2023-04-10,28.92290496826172
2023-04-11,29.188756942749023
2023-04-12,29.44544219970703
2023-04-13,30.728866577148438
2023-04-14,30.70136833190918
2023-04-17,30.389673233032227
2023-04-18,30.197158813476562
2023-04-19,30.21549415588379
2023-04-20,30.022981643676758
2023-04-21,29.922143936157227
2023-04-24,29.977148056030273
2023-04-25,29.793798446655273
2023-04-26,29.564617156982422
2023-04-27,30.45384979248047
2023-04-28,30.756364822387695
2023-05-01,30.664695739746094
2023-05-02,29.61045265197754
2023-05-03,29.674623489379883
2023-05-04,28.583711624145508
2023-05-05,29.65629005432129
2023-05-08,30.206327438354492
2023-05-09,30.518016815185547
2023-05-10,29.6196231842041
2023-05-11,29.711292266845703
2023-05-12,28.92290496826172
2023-05-15,29.042078018188477
2023-05-16,28.629547119140625
2023-05-17,28.977909088134766
2023-05-18,28.59288215637207
2023-05-19,28.6020450592041
2023-05-22,28.96874237060547
2023-05-23,28.996238708496094
2023-05-24,28.116182327270508
2023-05-25,28.171184539794922
2023-05-26,28.48287010192871
2023-05-30,28.538450241088867
2023-05-31,28.26982879638672
2023-06-01,28.52918815612793
2023-06-02,29.34430503845215
2023-06-05,29.34430503845215
2023-06-06,29.80744171142578
2023-06-07,29.427671432495117
2023-06-08,29.223892211914062
2023-06-09,29.492509841918945
2023-06-12,30.29836654663086
2023-06-13,30.576242446899414
2023-06-14,31.057903289794922
2023-06-15,31.36357879638672
2023-06-16,30.807815551757812
2023-06-20,30.29836654663086
2023-06-21,30.04827117919922
2023-06-22,29.594398498535156
2023-06-23,29.316518783569336
2023-06-26,29.14978790283203
2023-06-27,30.214998245239258
2023-06-28,29.687026977539062
2023-06-29,29.853757858276367
2023-06-30,30.224266052246094
2023-07-03,30.29836654663086
2023-07-05,29.98343276977539
2023-07-06,28.788541793823242
2023-07-07,29.575876235961914
2023-07-10,29.270206451416016
2023-07-11,29.205366134643555
2023-07-12,29.455459594726562
2023-07-13,30.622560501098633
2023-07-14,30.594772338867188
2023-07-17,30.43730926513672
2023-07-18,30.96527862548828
2023-07-19,31.20611572265625
2023-07-20,30.983808517456055
2023-07-21,31.317262649536133
2023-07-24,31.243160247802734
2023-07-25,31.650726318359375
2023-07-26,31.622936248779297
2023-07-27,31.08570098876953
2023-07-28,31.345054626464844
2023-07-31,31.23390007019043
2023-08-01,30.88191795349121
2023-08-02,29.900068283081055
2023-08-03,29.946386337280273
2023-08-04,30.47435760498047
2023-08-07,30.594772338867188
2023-08-08,30.557727813720703
2023-08-09,31.030120849609375
2023-08-10,32.308380126953125
2023-08-11,32.539947509765625
2023-08-14,32.71593475341797
2023-08-15,31.78965950012207
2023-08-16,31.335790634155273
2023-08-17,30.918968200683594
2023-08-18,31.104230880737305
2023-08-21,30.8541316986084
2023-08-22,30.09459114074707
2023-08-23,30.780029296875
2023-08-24,30.65035057067871
2023-08-25,30.780029296875
2023-08-28,31.08570098876953
2023-08-29,31.956392288208008
2023-08-30,32.33037185668945
2023-08-31,32.30232238769531
2023-09-01,32.62020492553711
2023-09-05,32.152732849121094
2023-09-06,32.01249313354492
2023-09-07,32.18077850341797
2023-09-08,32.704345703125
2023-09-11,33.452301025390625
2023-09-12,32.76979446411133
2023-09-13,32.66694641113281
2023-09-14,33.48969650268555
2023-09-15,33.704734802246094
2023-09-18,33.527099609375
2023-09-19,33.2746696472168
2023-09-20,33.115726470947266
2023-09-21,31.862899780273438
2023-09-22,31.881595611572266
2023-09-25,31.81614875793457
2023-09-26,31.479572296142578
2023-09-27,31.301931381225586
2023-09-28,31.57307243347168
2023-09-29,31.171045303344727
2023-10-02,30.011707305908203
2023-10-03,29.282453536987305
2023-10-04,29.179609298706055
2023-10-05,29.170259475708008
2023-10-06,29.899518966674805
2023-10-09,30.123905181884766
2023-10-10,30.834457397460938
2023-10-11,31.339332580566406
2023-10-12,30.703571319580078
2023-10-13,30.29219627380371
2023-10-16,30.666170120239258
2023-10-17,30.5820255279541
2023-10-18,29.478792190551758
2023-10-19,28.74018669128418
2023-10-20,28.431652069091797
2023-10-23,28.441003799438477
2023-10-24,28.702787399291992
2023-10-25,27.861337661743164
2023-10-26,27.72109603881836
2023-10-27,27.06663703918457
2023-10-30,27.197526931762695
2023-10-31,26.80484962463379
2023-11-01,27.515409469604492
2023-11-02,29.039369583129883
2023-11-03,29.60033416748047
2023-11-06,29.160911560058594
2023-11-07,28.75888442993164
2023-11-08,28.749536514282227
2023-11-09,28.880428314208984
