Date,NWL
2010-01-04,9.199552536010742
2010-01-05,9.14508056640625
2010-01-06,9.30849838256836
2010-01-07,9.574798583984375
2010-01-08,9.544535636901855
2010-01-11,9.441646575927734
2010-01-12,9.320599555969238
2010-01-13,9.387174606323242
2010-01-14,9.350857734680176
2010-01-15,9.024036407470703
2010-01-19,9.199552536010742
2010-01-20,9.157187461853027
2010-01-21,8.939302444458008
2010-01-22,8.757737159729004
2010-01-25,8.80009651184082
2010-01-26,8.733524322509766
2010-01-27,8.630636215209961
2010-01-28,8.594317436218262
2010-01-29,8.213024139404297
2010-02-01,8.255386352539062
2010-02-02,8.618526458740234
2010-02-03,8.551955223083496
2010-02-04,8.2069730758667
2010-02-05,8.085920333862305
2010-02-08,8.219073295593262
2010-02-09,8.376436233520508
2010-02-10,8.255386352539062
2010-02-11,8.334067344665527
2010-02-12,8.340121269226074
2010-02-16,8.32801628112793
2010-02-17,8.321961402893066
2010-02-18,8.370379447937012
2010-02-19,8.334067344665527
2010-02-22,8.376436233520508
2010-02-23,8.297757148742676
2010-02-24,8.291679382324219
2010-02-25,8.309903144836426
2010-02-26,8.352422714233398
2010-03-01,8.394944190979004
2010-03-02,8.425318717956543
2010-03-03,8.492138862609863
2010-03-04,8.613627433776855
2010-03-05,8.814087867736816
2010-03-08,8.893056869506836
2010-03-09,9.117812156677246
2010-03-10,9.306120872497559
2010-03-11,9.300045013427734
2010-03-12,9.33041763305664
2010-03-15,9.348639488220215
2010-03-16,9.421536445617676
2010-03-17,9.579473495483398
2010-03-18,9.549100875854492
2010-03-19,9.318266868591309
2010-03-22,9.415459632873535
2010-03-23,9.47620677947998
2010-03-24,9.379013061523438
2010-03-25,9.287894248962402
2010-03-26,9.269672393798828
2010-03-29,9.300045013427734
2010-03-30,9.336493492126465
2010-03-31,9.233222961425781
2010-04-01,9.48835563659668
2010-04-05,9.634140968322754
2010-04-06,9.725258827209473
2010-04-07,9.737408638000488
2010-04-08,9.816380500793457
2010-04-09,9.895345687866211
2010-04-12,10.150476455688477
2010-04-13,10.138324737548828
2010-04-14,10.199069023132324
2010-04-15,10.253739356994629
2010-04-16,10.12010383605957
2010-04-19,10.174772262573242
2010-04-20,10.320560455322266
2010-04-21,10.50279426574707
2010-04-22,10.733623504638672
2010-04-23,10.757922172546387
2010-04-26,10.521018981933594
2010-04-27,10.326632499694824
2010-04-28,10.369152069091797
2010-04-29,10.296263694763184
2010-04-30,10.369152069091797
2010-05-03,10.757922172546387
2010-05-04,10.381302833557129
2010-05-05,10.08365535736084
2010-05-06,9.737408638000488
2010-05-07,9.530877113342285
2010-05-10,10.101879119873047
2010-05-11,10.168696403503418
2010-05-12,10.393453598022461
2010-05-13,10.156551361083984
2010-05-14,10.016836166381836
2010-05-17,10.199069023132324
2010-05-18,9.962164878845215
2010-05-19,9.883195877075195
2010-05-20,9.536951065063477
2010-05-21,9.579473495483398
2010-05-24,9.640216827392578
2010-05-25,9.76170539855957
2010-05-26,9.889667510986328
2010-05-27,10.304023742675781
2010-05-28,10.151688575744629
2010-06-01,10.151688575744629
2010-06-02,10.383238792419434
2010-06-03,10.383238792419434
2010-06-04,9.974977493286133
2010-06-07,9.706866264343262
2010-06-08,9.822643280029297
2010-06-09,9.920134544372559
2010-06-10,10.054191589355469
2010-06-11,10.127313613891602
2010-06-14,10.133405685424805
2010-06-15,10.334491729736328
2010-06-16,10.291839599609375
2010-06-17,10.249181747436523
2010-06-18,10.352773666381836
2010-06-21,10.042000770568848
2010-06-22,9.731241226196289
2010-06-23,9.822643280029297
2010-06-24,9.572808265686035
2010-06-25,9.66420841217041
2010-06-28,9.591090202331543
2010-06-29,9.091425895690918
2010-06-30,8.92081069946289
2010-07-01,8.859878540039062
2010-07-02,8.701446533203125
2010-07-06,8.701446533203125
2010-07-07,9.04267692565918
2010-07-08,9.262040138244629
2010-07-09,9.377819061279297
2010-07-12,9.255950927734375
2010-07-13,9.463127136230469
2010-07-14,9.438755989074707
2010-07-15,9.45703411102295
2010-07-16,9.109707832336426
2010-07-19,9.188923835754395
2010-07-20,9.304699897766113
2010-07-21,9.249856948852539
2010-07-22,9.475310325622559
2010-07-23,9.609373092651367
2010-07-26,9.749520301818848
2010-07-27,9.66420841217041
2010-07-28,9.56062126159668
2010-07-29,9.4935941696167
2010-07-30,9.44484806060791
2010-08-02,9.761704444885254
2010-08-03,9.974977493286133
2010-08-04,10.042000770568848
2010-08-05,10.029820442199707
2010-08-06,9.974977493286133
2010-08-09,10.109034538269043
2010-08-10,10.200435638427734
2010-08-11,9.853109359741211
2010-08-12,9.749520301818848
2010-08-13,9.761704444885254
2010-08-16,9.779988288879395
2010-08-17,9.676401138305664
2010-08-18,9.749520301818848
2010-08-19,9.475310325622559
2010-08-20,9.347352027893066
2010-08-23,9.286416053771973
2010-08-24,9.341257095336914
2010-08-25,9.335165977478027
2010-08-26,9.23767375946045
2010-08-27,9.414963722229004
2010-08-30,9.188763618469238
2010-08-31,9.176535606384277
2010-09-01,9.45776081085205
2010-09-02,9.616711616516113
2010-09-03,9.842916488647461
2010-09-07,9.842916488647461
2010-09-08,9.879602432250977
2010-09-09,10.22807788848877
2010-09-10,10.289212226867676
2010-09-13,10.4603910446167
2010-09-14,10.33812141418457
2010-09-15,10.325897216796875
2010-09-16,10.26475715637207
2010-09-17,10.234188079833984
2010-09-20,10.851666450500488
2010-09-21,10.698823928833008
2010-09-22,10.558207511901855
2010-09-23,10.55209732055664
2010-09-24,10.925021171569824
2010-09-27,10.863892555236816
2010-09-28,11.047300338745117
2010-09-29,10.955592155456543
2010-09-30,10.888341903686523
2010-10-01,10.998390197753906
2010-10-04,10.925021171569824
2010-10-05,11.236822128295898
2010-10-06,11.169571876525879
2010-10-07,11.108433723449707
2010-10-08,11.175684928894043
2010-10-11,11.077866554260254
2010-10-12,10.888341903686523
2010-10-13,11.090092658996582
2010-10-14,11.090092658996582
2010-10-15,11.071755409240723
2010-10-18,11.14511489868164
2010-10-19,10.796640396118164
2010-10-20,10.89445686340332
2010-10-21,10.980049133300781
2010-10-22,11.047300338745117
2010-10-25,11.083978652954102
2010-10-26,10.980049133300781
2010-10-27,10.937255859375
2010-10-28,10.882226943969727
2010-10-29,10.790529251098633
2010-11-01,10.870006561279297
2010-11-02,10.89445686340332
2010-11-03,10.925021171569824
2010-11-04,10.943366050720215
2010-11-05,10.680480003356934
2010-11-08,10.72939395904541
2010-11-09,10.619345664978027
2010-11-10,10.576549530029297
2010-11-11,10.619345664978027
2010-11-12,10.564321517944336
2010-11-15,10.6071195602417
2010-11-16,10.558207511901855
2010-11-17,10.53986644744873
2010-11-18,10.454279899597168
2010-11-19,10.472617149353027
2010-11-22,10.399256706237793
2010-11-23,10.234188079833984
2010-11-24,10.50318717956543
2010-11-26,10.509318351745605
2010-11-29,10.509318351745605
2010-11-30,10.282458305358887
2010-12-01,10.650341987609863
2010-12-02,10.791364669799805
2010-12-03,10.846549034118652
2010-12-06,10.77910327911377
2010-12-07,10.74231243133545
2010-12-08,10.74231243133545
2010-12-09,10.772970199584961
2010-12-10,10.77910327911377
2010-12-13,10.736186027526855
2010-12-14,10.748443603515625
2010-12-15,10.895602226257324
2010-12-16,10.913992881774902
2010-12-17,11.03662109375
2010-12-20,11.183778762817383
2010-12-21,11.251228332519531
2010-12-22,11.232829093933105
2010-12-23,11.153120040893555
2010-12-27,11.134727478027344
2010-12-28,11.05501651763916
2010-12-29,11.0488862991333
2010-12-30,11.0488862991333
2010-12-31,11.146987915039062
2011-01-03,11.196039199829102
2011-01-04,11.097933769226074
2011-01-05,11.196039199829102
2011-01-06,11.220569610595703
2011-01-07,11.079547882080078
2011-01-10,11.085677146911621
2011-01-11,10.956915855407715
2011-01-12,11.165385246276855
2011-01-13,10.9017333984375
2011-01-14,10.889470100402832
2011-01-18,10.975312232971191
2011-01-19,10.81589412689209
2011-01-20,10.895602226257324
2011-01-21,10.85268497467041
2011-01-24,10.950787544250488
2011-01-25,11.018230438232422
2011-01-26,11.189910888671875
2011-01-27,11.85824203491211
2011-01-28,11.85824203491211
2011-01-31,11.80305290222168
2011-02-01,11.93795108795166
2011-02-02,11.87663745880127
2011-02-03,11.913424491882324
2011-02-04,12.023791313171387
2011-02-07,12.066710472106934
2011-02-08,12.115762710571289
2011-02-09,12.066710472106934
2011-02-10,12.177074432373047
2011-02-11,12.275177001953125
2011-02-14,12.219992637634277
2011-02-15,12.195466995239258
2011-02-16,12.226125717163086
2011-02-17,12.324231147766113
2011-02-18,12.39167308807373
2011-02-22,12.128019332885742
2011-02-23,11.993133544921875
2011-02-24,11.821011543273926
2011-02-25,11.937808990478516
2011-02-28,11.888630867004395
2011-03-01,11.716511726379395
2011-03-02,11.68577766418457
2011-03-03,11.839456558227539
2011-03-04,11.771832466125488
2011-03-07,11.70421314239502
2011-03-08,11.980836868286133
2011-03-09,12.036165237426758
2011-03-10,11.771832466125488
2011-03-11,12.01157283782959
2011-03-14,11.993132591247559
2011-03-15,11.70421314239502
2011-03-16,11.458331108093262
2011-03-17,11.556686401367188
2011-03-18,11.599717140197754
2011-03-21,11.77797794342041
2011-03-22,11.710362434387207
2011-03-23,11.747243881225586
2011-03-24,11.80871868133545
2011-03-25,11.999283790588379
2011-03-28,11.833303451538086
2011-03-29,11.839456558227539
2011-03-30,11.900925636291504
2011-03-31,11.759539604187012
2011-04-01,11.833303451538086
2011-04-04,11.784128189086914
2011-04-05,11.814866065979004
2011-04-06,11.821011543273926
2011-04-07,11.691924095153809
2011-04-08,11.562828063964844
2011-04-11,11.575124740600586
2011-04-12,11.556686401367188
2011-04-13,11.6365966796875
2011-04-14,11.710362434387207
2011-04-15,11.759539604187012
2011-04-18,11.612008094787598
2011-04-19,11.75339412689209
2011-04-20,11.851743698120117
2011-04-21,11.845601081848145
2011-04-25,11.710362434387207
2011-04-26,11.827154159545898
2011-04-27,12.1099271774292
2011-04-28,12.12836742401123
2011-04-29,11.716511726379395
2011-05-02,11.470621109008789
2011-05-03,11.347681045532227
2011-05-04,11.464472770690918
2011-05-05,11.53824234008789
