Date,ENTG
2010-01-04,5.180227279663086
2010-01-05,5.065113067626953
2010-01-06,4.978774547576904
2010-01-07,5.017147541046143
2010-01-08,5.017147541046143
2010-01-11,4.930810451507568
2010-01-12,4.662205696105957
2010-01-13,4.767727375030518
2010-01-14,4.8156938552856445
2010-01-15,4.662205696105957
2010-01-19,4.738949298858643
2010-01-20,4.566275596618652
2010-01-21,4.527902126312256
2010-01-22,3.9906938076019287
2010-01-25,3.9427294731140137
2010-01-26,3.9427294731140137
2010-01-27,3.9906938076019287
2010-01-28,3.6837174892425537
2010-01-29,3.4918580055236816
2010-02-01,3.7508695125579834
2010-02-02,3.9810993671417236
2010-02-03,3.9427294731140137
2010-02-04,3.9523229598999023
2010-02-05,4.086624622344971
2010-02-08,4.1441826820373535
2010-02-09,4.374415874481201
2010-02-10,4.55668306350708
2010-02-11,4.623834133148193
2010-02-12,4.662205696105957
2010-02-16,4.767727375030518
2010-02-17,4.834879398345947
2010-02-18,4.825286388397217
2010-02-19,4.969181060791016
2010-02-22,4.969181060791016
2010-02-23,4.4991230964660645
2010-02-24,4.403194904327393
2010-02-25,4.326449394226074
2010-02-26,4.288077354431152
2010-03-01,4.566275596618652
2010-03-02,4.585460662841797
2010-03-03,4.547089099884033
2010-03-04,4.65261173248291
2010-03-05,4.940402984619141
2010-03-08,4.825286388397217
2010-03-09,4.796507358551025
2010-03-10,4.825286388397217
2010-03-11,5.026740550994873
2010-03-12,5.074703693389893
2010-03-15,4.796507358551025
2010-03-16,4.873250484466553
2010-03-17,4.949995994567871
2010-03-18,4.85406494140625
2010-03-19,4.4703450202941895
2010-03-22,4.671799182891846
2010-03-23,4.786914825439453
2010-03-24,4.8156938552856445
2010-03-25,4.873250484466553
2010-03-26,4.786914825439453
2010-03-29,4.786914825439453
2010-03-30,4.825286388397217
2010-03-31,4.825286388397217
2010-04-01,4.738949298858643
2010-04-05,4.911623954772949
2010-04-06,4.825286388397217
2010-04-07,4.834879398345947
2010-04-08,4.777320861816406
2010-04-09,4.796507358551025
2010-04-12,4.786914825439453
2010-04-13,4.738949298858643
2010-04-14,5.698251247406006
2010-04-15,5.640691757202148
2010-04-16,5.487204074859619
2010-04-19,5.458425998687744
2010-04-20,5.477611064910889
2010-04-21,5.54476261138916
2010-04-22,5.5927276611328125
2010-04-23,5.938075542449951
2010-04-26,5.8709259033203125
2010-04-27,5.8709259033203125
2010-04-28,5.880518913269043
2010-04-29,6.110750198364258
2010-04-30,5.9284820556640625
2010-05-03,6.475284576416016
2010-05-04,6.110750198364258
2010-05-05,5.947668075561523
2010-05-06,5.410459995269775
2010-05-07,5.074703693389893
2010-05-10,5.49679708480835
2010-05-11,5.5063910484313965
2010-05-12,5.611912727355957
2010-05-13,5.5927276611328125
2010-05-14,5.391274929046631
2010-05-17,5.266565322875977
2010-05-18,5.0938897132873535
2010-05-19,4.988366603851318
2010-05-20,4.71976375579834
2010-05-21,4.882845401763916
2010-05-24,4.767727375030518
2010-05-25,4.710170269012451
2010-05-26,4.767727375030518
2010-05-27,5.209007263183594
2010-05-28,5.180227279663086
2010-06-01,4.834879398345947
2010-06-02,5.084299087524414
2010-06-03,4.997961521148682
2010-06-04,4.48953104019165
2010-06-07,4.2401123046875
2010-06-08,4.067437171936035
2010-06-09,3.9715077877044678
2010-06-10,4.153775691986084
2010-06-11,4.220926761627197
2010-06-14,4.336042881011963
2010-06-15,4.585460662841797
2010-06-16,4.4511590003967285
2010-06-17,4.4223809242248535
2010-06-18,4.479936599731445
2010-06-21,4.2592997550964355
2010-06-22,4.230519771575928
2010-06-23,4.134589195251465
2010-06-24,3.9906938076019287
2010-06-25,4.077031135559082
2010-06-28,4.086624622344971
2010-06-29,3.913949966430664
2010-06-30,3.80842661857605
2010-07-01,3.6837174892425537
2010-07-02,3.722090005874634
2010-07-06,3.6165661811828613
2010-07-07,3.84679913520813
2010-07-08,3.9906938076019287
2010-07-09,4.230519771575928
2010-07-12,4.172962665557861
2010-07-13,4.508717060089111
2010-07-14,4.575868606567383
2010-07-15,4.4703450202941895
2010-07-16,4.230519771575928
2010-07-19,4.201741695404053
2010-07-20,4.297669887542725
2010-07-21,4.26889181137085
2010-07-22,4.518310546875
2010-07-23,4.690984725952148
2010-07-26,4.892437934875488
2010-07-27,4.65261173248291
2010-07-28,4.4703450202941895
2010-07-29,4.374415874481201
2010-07-30,4.4223809242248535
2010-08-02,4.690984725952148
2010-08-03,4.623834133148193
2010-08-04,4.662205696105957
2010-08-05,4.662205696105957
2010-08-06,4.537496089935303
2010-08-09,4.690984725952148
2010-08-10,4.48953104019165
2010-08-11,3.923544406890869
2010-08-12,3.9427294731140137
2010-08-13,3.9906938076019287
2010-08-16,4.000287055969238
2010-08-17,4.230519771575928
2010-08-18,4.230519771575928
2010-08-19,4.105810642242432
2010-08-20,4.009880065917969
2010-08-23,4.086624622344971
2010-08-24,3.923544406890869
2010-08-25,3.8563923835754395
2010-08-26,3.6933107376098633
2010-08-27,3.7700557708740234
2010-08-30,3.741276264190674
2010-08-31,3.6837174892425537
2010-09-01,3.8372063636779785
2010-09-02,3.8563923835754395
2010-09-03,4.077031135559082
2010-09-07,3.913949966430664
2010-09-08,4.153775691986084
2010-09-09,4.115405082702637
2010-09-10,4.124996185302734
2010-09-13,4.41278600692749
2010-09-14,4.3936004638671875
2010-09-15,4.4511590003967285
2010-09-16,4.4415669441223145
2010-09-17,4.518310546875
2010-09-20,4.738949298858643
2010-09-21,4.748541831970215
2010-09-22,4.34563684463501
2010-09-23,4.1921467781066895
2010-09-24,4.403194904327393
2010-09-27,4.527902126312256
2010-09-28,4.595054626464844
2010-09-29,4.547089099884033
2010-09-30,4.479936599731445
2010-10-01,4.460752010345459
2010-10-04,4.3936004638671875
2010-10-05,4.585460662841797
2010-10-06,4.518310546875
2010-10-07,4.633426666259766
2010-10-08,4.518310546875
2010-10-11,4.595054626464844
2010-10-12,4.700577259063721
2010-10-13,4.671799182891846
2010-10-14,4.825286388397217
2010-10-15,4.959588527679443
2010-10-18,5.007552623748779
2010-10-19,4.825286388397217
2010-10-20,4.882845401763916
2010-10-21,4.834879398345947
2010-10-22,4.844472408294678
2010-10-25,4.873250484466553
2010-10-26,5.813366889953613
2010-10-27,5.842144966125488
2010-10-28,5.5927276611328125
2010-10-29,5.746215343475342
2010-11-01,5.679064750671387
2010-11-02,5.803773880004883
2010-11-03,5.774994373321533
2010-11-04,5.995635032653809
2010-11-05,6.1203413009643555
2010-11-08,6.312203884124756
2010-11-09,6.062785625457764
2010-11-10,6.062785625457764
2010-11-11,5.918888568878174
2010-11-12,5.842144966125488
2010-11-15,6.110750198364258
2010-11-16,5.765402793884277
2010-11-17,5.774994373321533
2010-11-18,6.072378158569336
2010-11-19,6.091563701629639
2010-11-22,6.187494277954102
2010-11-23,6.14912223815918
2010-11-24,6.302610397338867
2010-11-26,6.225866317749023
2010-11-29,6.177901744842529
2010-11-30,6.235459327697754
2010-12-01,6.609585285186768
2010-12-02,6.7918548583984375
2010-12-03,6.715108871459961
2010-12-06,6.465691566467285
2010-12-07,6.619180202484131
2010-12-08,6.743889808654785
2010-12-09,6.801446437835693
2010-12-10,6.859005451202393
2010-12-13,7.098830699920654
2010-12-14,6.830226421356201
2010-12-15,6.705516815185547
2010-12-16,6.9549360275268555
2010-12-17,7.031680107116699
2010-12-20,7.0700531005859375
2010-12-21,7.386621475219727
2010-12-22,7.165982723236084
2010-12-23,7.079647064208984
2010-12-27,7.242727279663086
2010-12-28,7.089239120483398
2010-12-29,7.194761276245117
2010-12-30,7.194761276245117
2010-12-31,7.165982723236084
2011-01-03,7.28109884262085
2011-01-04,7.146796703338623
2011-01-05,6.983716011047363
2011-01-06,6.906971454620361
2011-01-07,7.022088050842285
2011-01-10,7.0412750244140625
2011-01-11,7.213947772979736
2011-01-12,7.309877395629883
2011-01-13,7.185168266296387
2011-01-14,7.588076114654541
2011-01-18,7.338655948638916
2011-01-19,7.060460090637207
2011-01-20,6.974123001098633
2011-01-21,6.9549360275268555
2011-01-24,7.146796703338623
2011-01-25,6.868598937988281
2011-01-26,6.9357500076293945
2011-01-27,7.252318382263184
2011-01-28,6.974123001098633
2011-01-31,7.338655948638916
2011-02-01,8.182841300964355
2011-02-02,8.08691120147705
2011-02-03,7.981387615203857
2011-02-04,8.115689277648926
2011-02-07,8.317146301269531
2011-02-08,8.365110397338867
2011-02-09,8.307551383972168
2011-02-10,8.365110397338867
2011-02-11,8.547375679016113
2011-02-14,9.247668266296387
2011-02-15,8.892724990844727
2011-02-16,8.883133888244629
2011-02-17,8.96946907043457
2011-02-18,8.777606964111328
