Date,OI
2010-01-04,33.754173278808594
2010-01-05,33.69537353515625
2010-01-06,33.80318069458008
2010-01-07,33.8129768371582
2010-01-08,33.793373107910156
2010-01-11,31.990015029907227
2010-01-12,32.117435455322266
2010-01-13,32.14683151245117
2010-01-14,31.55878448486328
2010-01-15,31.15694808959961
2010-01-19,31.65679359436035
2010-01-20,31.3725643157959
2010-01-21,29.51040267944336
2010-01-22,28.912546157836914
2010-01-25,29.049760818481445
2010-01-26,29.0595645904541
2010-01-27,27.932462692260742
2010-01-28,27.109188079833984
2010-01-29,26.677947998046875
2010-02-01,26.90337371826172
2010-02-02,27.560029983520508
2010-02-03,26.452531814575195
2010-02-04,25.38423728942871
2010-02-05,26.305519104003906
2010-02-08,25.756671905517578
2010-02-09,26.060497283935547
2010-02-10,25.648862838745117
2010-02-11,26.158506393432617
2010-02-12,26.22711181640625
2010-02-16,26.962177276611328
2010-02-17,26.609346389770508
2010-02-18,27.256202697753906
2010-02-19,27.756046295166016
2010-02-22,27.726646423339844
2010-02-23,27.481626510620117
2010-02-24,28.089277267456055
2010-02-25,28.52051544189453
2010-02-26,29.049760818481445
2010-03-01,29.4711971282959
2010-03-02,29.21637725830078
2010-03-03,29.167373657226562
2010-03-04,29.549604415893555
2010-03-05,30.41208267211914
2010-03-08,30.11805534362793
2010-03-09,30.81391716003418
2010-03-10,32.14683151245117
2010-03-11,32.21543884277344
2010-03-12,32.803489685058594
2010-03-15,32.813289642333984
2010-03-16,33.45035171508789
2010-03-17,34.2932243347168
2010-03-18,32.989707946777344
2010-03-19,33.35234069824219
2010-03-22,33.46015167236328
2010-03-23,34.195213317871094
2010-03-24,34.30302429199219
2010-03-25,34.46963882446289
2010-03-26,34.35203170776367
2010-03-29,34.57744598388672
2010-03-30,34.5578498840332
2010-03-31,34.832271575927734
2010-04-01,35.81235885620117
2010-04-05,36.06718063354492
2010-04-06,36.78263854980469
2010-04-07,36.165191650390625
2010-04-08,36.84144592285156
2010-04-09,36.880653381347656
2010-04-12,36.34160614013672
2010-04-13,36.33180618286133
2010-04-14,36.5278205871582
2010-04-15,36.1259880065918
2010-04-16,35.2439079284668
2010-04-19,34.88127517700195
2010-04-20,35.1360969543457
2010-04-21,35.36151885986328
2010-04-22,35.851566314697266
2010-04-23,36.351402282714844
2010-04-26,36.14558792114258
2010-04-27,34.90087127685547
2010-04-28,35.48892593383789
2010-04-29,35.49873352050781
2010-04-30,34.73426055908203
2010-05-03,33.23472595214844
2010-05-04,32.87209701538086
2010-05-05,32.244842529296875
2010-05-06,30.647302627563477
2010-05-07,29.8436336517334
2010-05-10,32.13703536987305
2010-05-11,30.980533599853516
2010-05-12,30.86292266845703
2010-05-13,30.049449920654297
2010-05-14,29.09876823425293
2010-05-17,30.176860809326172
2010-05-18,29.96124267578125
2010-05-19,29.637815475463867
2010-05-20,27.67763900756836
2010-05-21,28.42250633239746
2010-05-24,28.52051544189453
2010-05-25,28.15788459777832
2010-05-26,28.13827896118164
2010-05-27,29.863231658935547
2010-05-28,29.72602081298828
2010-06-01,28.26569366455078
2010-06-02,29.784828186035156
2010-06-03,29.784828186035156
2010-06-04,28.412704467773438
2010-06-07,27.530628204345703
2010-06-08,27.96186637878418
2010-06-09,27.305206298828125
2010-06-10,28.66752815246582
2010-06-11,29.25558090209961
2010-06-14,29.147769927978516
2010-06-15,30.372875213623047
2010-06-16,29.8436336517334
2010-06-17,29.794628143310547
2010-06-18,29.618209838867188
2010-06-21,29.794628143310547
2010-06-22,28.57931900024414
2010-06-23,28.67732810974121
2010-06-24,27.256202697753906
2010-06-25,27.716842651367188
2010-06-28,27.599233627319336
2010-06-29,26.080102920532227
2010-06-30,25.92328643798828
2010-07-01,26.11930274963379
2010-07-02,26.481935501098633
2010-07-06,27.246400833129883
2010-07-07,28.010868072509766
2010-07-08,28.647924423217773
2010-07-09,28.863544464111328
2010-07-12,28.97135353088379
2010-07-13,29.902435302734375
2010-07-14,29.706417083740234
2010-07-15,29.500600814819336
2010-07-16,28.099077224731445
2010-07-19,28.393102645874023
2010-07-20,28.92234992980957
2010-07-21,28.442106246948242
2010-07-22,29.049760818481445
2010-07-23,29.931838989257812
2010-07-26,29.775022506713867
2010-07-27,29.186973571777344
2010-07-28,29.245779037475586
2010-07-29,26.21731185913086
2010-07-30,27.099388122558594
2010-08-02,27.422815322875977
2010-08-03,27.246400833129883
2010-08-04,27.12879180908203
2010-08-05,26.86417007446289
2010-08-06,26.80536460876465
2010-08-09,26.570140838623047
2010-08-10,26.207508087158203
2010-08-11,25.2274227142334
2010-08-12,25.237224578857422
2010-08-13,24.776586532592773
2010-08-16,24.600170135498047
2010-08-17,25.805675506591797
2010-08-18,26.27611541748047
2010-08-19,26.138904571533203
2010-08-20,26.295719146728516
2010-08-23,25.991891860961914
2010-08-24,25.266626358032227
2010-08-25,25.119611740112305
2010-08-26,24.864791870117188
2010-08-27,25.658660888671875
2010-08-30,24.982402801513672
2010-08-31,24.56096649169922
2010-09-01,25.972288131713867
2010-09-02,26.687753677368164
2010-09-03,27.844255447387695
2010-09-07,27.216999053955078
2010-09-08,27.491424560546875
2010-09-09,27.383615493774414
2010-09-10,27.863855361938477
2010-09-13,28.863544464111328
2010-09-14,28.892948150634766
2010-09-15,28.687129974365234
2010-09-16,28.373502731323242
2010-09-17,28.17748260498047
2010-09-20,28.804737091064453
2010-09-21,27.040584564208984
2010-09-22,26.707355499267578
2010-09-23,26.168306350708008
2010-09-24,26.942575454711914
2010-09-27,26.893571853637695
2010-09-28,27.344409942626953
2010-09-29,27.364011764526367
2010-09-30,27.501222610473633
2010-10-01,28.275493621826172
2010-10-04,27.550230026245117
2010-10-05,28.295095443725586
2010-10-06,28.66752815246582
2010-10-07,27.383615493774414
2010-10-08,26.266313552856445
2010-10-11,25.942886352539062
2010-10-12,25.639060974121094
2010-10-13,26.687753677368164
2010-10-14,26.932775497436523
2010-10-15,27.442420959472656
2010-10-18,28.736135482788086
2010-10-19,28.050073623657227
2010-10-20,28.304895401000977
2010-10-21,28.353900909423828
2010-10-22,28.383304595947266
2010-10-25,29.03015899658203
2010-10-26,27.344409942626953
2010-10-27,27.491424560546875
2010-10-28,26.952375411987305
2010-10-29,27.471820831298828
2010-11-01,26.746559143066406
