Date,VMI
2010-01-04,68.20741271972656
2010-01-05,68.0182113647461
2010-01-06,65.09417724609375
2010-01-07,66.27238464355469
2010-01-08,66.72818756103516
2010-01-11,66.10037231445312
2010-01-12,65.09417724609375
2010-01-13,64.78459167480469
2010-01-14,64.8791732788086
2010-01-15,63.245182037353516
2010-01-19,63.86436080932617
2010-01-20,62.63452911376953
2010-01-21,61.06072235107422
2010-01-22,60.96612548828125
2010-01-25,60.75114822387695
2010-01-26,61.49073791503906
2010-01-27,62.445335388183594
2010-01-28,61.78312683105469
2010-01-29,59.73630142211914
2010-02-01,60.802734375
2010-02-02,62.65175247192383
2010-02-03,61.95512390136719
2010-02-04,59.934104919433594
2010-02-05,59.79648971557617
2010-02-08,58.893516540527344
2010-02-09,59.5471076965332
2010-02-10,58.62689971923828
2010-02-11,59.848121643066406
2010-02-12,60.79411315917969
2010-02-16,61.06072235107422
2010-02-17,59.0741081237793
2010-02-18,60.87152099609375
2010-02-19,61.49073791503906
2010-02-22,61.49933624267578
2010-02-23,60.0975227355957
2010-02-24,60.46730041503906
2010-02-25,61.06072235107422
2010-02-26,61.232730865478516
2010-03-01,61.834739685058594
2010-03-02,62.67755889892578
2010-03-03,63.159156799316406
2010-03-04,70.14244842529297
2010-03-05,70.48643493652344
2010-03-08,69.48880767822266
2010-03-09,70.48643493652344
2010-03-10,71.02824401855469
2010-03-11,70.83042907714844
2010-03-12,71.28627014160156
2010-03-15,71.09706115722656
2010-03-16,70.98523712158203
2010-03-17,71.69043731689453
2010-03-18,71.65605163574219
2010-03-19,70.95085144042969
2010-03-22,71.68184661865234
2010-03-23,72.67086791992188
2010-03-24,70.77547454833984
2010-03-25,70.56871795654297
2010-03-26,70.64620971679688
2010-03-29,71.70591735839844
2010-03-30,71.50778198242188
2010-03-31,71.36129760742188
2010-04-01,72.65364074707031
2010-04-05,74.39395904541016
2010-04-06,71.61976623535156
2010-04-07,71.7490005493164
2010-04-08,71.86100769042969
2010-04-09,73.334228515625
2010-04-12,74.59210968017578
2010-04-13,73.86842346191406
2010-04-14,74.79888916015625
2010-04-15,74.47148132324219
2010-04-16,71.50778198242188
2010-04-19,71.06841278076172
2010-04-20,72.83454895019531
2010-04-21,73.14469909667969
2010-04-22,74.66101837158203
2010-04-23,75.58287048339844
2010-04-26,73.63578033447266
2010-04-27,71.34408569335938
2010-04-28,71.74039459228516
2010-04-29,73.85979461669922
2010-04-30,71.75763702392578
2010-05-03,73.05856323242188
2010-05-04,70.47393035888672
2010-05-05,69.02655792236328
2010-05-06,66.49359893798828
2010-05-07,64.68439483642578
2010-05-10,68.21669006347656
2010-05-11,68.7508773803711
2010-05-12,69.44009399414062
2010-05-13,69.29364776611328
2010-05-14,67.35515594482422
2010-05-17,68.5096206665039
2010-05-18,68.60438537597656
2010-05-19,69.25057983398438
2010-05-20,65.93362426757812
2010-05-21,66.73485565185547
2010-05-24,66.56256866455078
2010-05-25,67.01914978027344
2010-05-26,68.49239349365234
2010-05-27,70.08623504638672
2010-05-28,68.25116729736328
2010-06-01,65.62344360351562
2010-06-02,68.1305160522461
2010-06-03,68.62162017822266
2010-06-04,65.37359619140625
2010-06-07,64.87393188476562
2010-06-08,65.59761047363281
2010-06-09,65.19271850585938
2010-06-10,67.9926986694336
2010-06-11,67.76010131835938
2010-06-14,67.80317687988281
2010-06-15,70.5945816040039
2010-06-16,69.7157974243164
2010-06-17,69.59515380859375
2010-06-18,68.92318725585938
2010-06-21,69.20748138427734
2010-06-22,67.20005798339844
2010-06-23,67.15260314941406
2010-06-24,65.76258850097656
2010-06-25,66.75545501708984
2010-06-28,66.15974426269531
2010-06-29,63.06023406982422
2010-06-30,62.73218536376953
2010-07-01,63.5178337097168
2010-07-02,64.01860046386719
2010-07-06,64.3121337890625
2010-07-07,66.66050720214844
2010-07-08,67.69649505615234
2010-07-09,68.7153091430664
2010-07-12,67.51525115966797
2010-07-13,68.9829330444336
2010-07-14,68.62035369873047
2010-07-15,68.38719940185547
2010-07-16,62.61127471923828
2010-07-19,62.2573356628418
2010-07-20,62.48177719116211
2010-07-21,62.67173767089844
2010-07-22,63.802738189697266
2010-07-23,64.92516326904297
2010-07-26,64.94235229492188
2010-07-27,62.74078369140625
2010-07-28,61.84288024902344
2010-07-29,61.273094177246094
2010-07-30,61.342140197753906
2010-08-02,61.89471435546875
2010-08-03,61.03135681152344
2010-08-04,60.893192291259766
2010-08-05,61.2039794921875
2010-08-06,61.54936981201172
2010-08-09,60.7378044128418
2010-08-10,58.743404388427734
2010-08-11,57.9232292175293
2010-08-12,58.64845657348633
2010-08-13,57.94912338256836
2010-08-16,58.398067474365234
2010-08-17,59.900333404541016
2010-08-18,60.2629280090332
2010-08-19,59.89169692993164
2010-08-20,59.90892028808594
2010-08-23,59.218257904052734
2010-08-24,58.6139030456543
2010-08-25,58.665714263916016
2010-08-26,58.27719497680664
2010-08-27,59.46003341674805
2010-08-30,58.19086456298828
2010-08-31,57.87142562866211
2010-09-01,59.675865173339844
2010-09-02,60.366573333740234
2010-09-03,61.316246032714844
2010-09-07,59.87441635131836
2010-09-08,60.14207458496094
2010-09-09,59.978023529052734
2010-09-10,60.366573333740234
2010-09-13,60.875946044921875
2010-09-14,60.539215087890625
2010-09-15,60.85865020751953
2010-09-16,60.85865020751953
2010-09-17,61.59249496459961
2010-09-20,62.006919860839844
2010-09-21,62.0673828125
2010-09-22,61.16309356689453
2010-09-23,59.9256477355957
2010-09-24,61.483253479003906
2010-09-27,61.67365264892578
2010-09-28,62.365928649902344
2010-09-29,61.96784210205078
2010-09-30,62.651512145996094
2010-10-01,62.192867279052734
2010-10-04,61.457305908203125
2010-10-05,62.51303482055664
2010-10-06,62.95436096191406
2010-10-07,62.23611831665039
2010-10-08,65.49851989746094
2010-10-11,65.4638900756836
2010-10-12,65.5244369506836
2010-10-13,67.43688201904297
2010-10-14,66.91771697998047
2010-10-15,65.89656066894531
2010-10-18,66.5888442993164
2010-10-19,65.82733154296875
2010-10-20,69.47911834716797
2010-10-21,70.40502166748047
2010-10-22,70.0329360961914
2010-10-25,69.40123748779297
2010-10-26,68.87338256835938
2010-10-27,68.03399658203125
2010-10-28,68.98583984375
2010-10-29,68.2330093383789
2010-11-01,68.10321807861328
2010-11-02,68.71761322021484
2010-11-03,68.49259948730469
2010-11-04,70.11947631835938
2010-11-05,71.028076171875
2010-11-08,70.48291015625
2010-11-09,70.26658630371094
