Date,DEA
2015-02-06,24.590049743652344
2015-02-09,25.06598663330078
2015-02-10,25.224626541137695
2015-02-11,25.25635528564453
2015-02-12,25.30396270751953
2015-02-13,25.05011558532715
2015-02-17,25.161174774169922
2015-02-18,25.224626541137695
2015-02-19,25.192901611328125
2015-02-20,25.367408752441406
2015-02-23,25.906810760498047
2015-02-24,26.160640716552734
2015-02-25,26.1289119720459
2015-02-26,26.049589157104492
2015-02-27,25.541919708251953
2015-03-02,26.1289119720459
2015-03-03,26.176515579223633
2015-03-04,26.160640716552734
2015-03-05,25.732290267944336
2015-03-06,24.653507232666016
2015-03-09,24.81215476989746
2015-03-10,24.764554977416992
2015-03-11,24.780420303344727
2015-03-12,25.08185386657715
2015-03-13,24.526596069335938
2015-03-16,24.590049743652344
2015-03-17,24.685243606567383
2015-03-18,24.859752655029297
2015-03-19,25.08185386657715
2015-03-20,25.35154914855957
2015-03-23,25.605377197265625
2015-03-24,25.652973175048828
2015-03-25,25.526052474975586
2015-03-26,25.652973175048828
2015-03-27,25.668825149536133
2015-03-30,25.63711166381836
2015-03-31,25.46259117126465
2015-04-01,25.700576782226562
2015-04-02,25.748167037963867
2015-04-06,25.970258712768555
2015-04-07,25.652973175048828
2015-04-08,25.668825149536133
2015-04-09,25.478464126586914
2015-04-10,25.732290267944336
2015-04-13,25.82748794555664
2015-04-14,26.017858505249023
2015-04-15,26.065452575683594
2015-04-16,25.716440200805664
2015-04-17,25.367408752441406
2015-04-20,25.526052474975586
2015-04-21,25.63711166381836
2015-04-22,25.46259117126465
2015-04-23,25.62124252319336
2015-04-24,25.684707641601562
2015-04-27,25.732290267944336
2015-04-28,25.63711166381836
2015-04-29,25.589519500732422
2015-04-30,24.986661911010742
2015-05-01,25.01839256286621
2015-05-04,25.35154914855957
2015-05-05,25.161174774169922
2015-05-06,25.192901611328125
2015-05-07,25.335683822631836
2015-05-08,25.684707641601562
2015-05-11,25.46259117126465
2015-05-12,25.25635528564453
2015-05-13,24.4789981842041
2015-05-14,24.830524444580078
2015-05-15,25.006284713745117
2015-05-18,25.325862884521484
2015-05-19,25.45368003845215
2015-05-20,25.565536499023438
2015-05-21,25.565536499023438
2015-05-22,25.54955291748047
2015-05-26,25.517597198486328
2015-05-27,25.725318908691406
2015-05-28,25.134109497070312
2015-05-29,24.814550399780273
2015-06-01,25.581510543823242
2015-06-02,25.006284713745117
2015-06-03,25.245956420898438
2015-06-04,25.134109497070312
2015-06-05,24.878450393676758
2015-06-08,24.702701568603516
2015-06-09,24.702701568603516
2015-06-10,24.76660919189453
2015-06-11,25.0861759185791
2015-06-12,25.45368003845215
2015-06-15,25.27791976928711
2015-06-16,25.10215950012207
2015-06-17,25.214008331298828
2015-06-18,25.677391052246094
2015-06-19,25.35780906677246
2015-06-22,25.421724319458008
2015-06-23,25.293899536132812
2015-06-24,25.35780906677246
2015-06-25,25.261943817138672
2015-06-26,25.565536499023438
2015-06-29,25.293899536132812
2015-06-30,25.437705993652344
2015-07-01,25.405746459960938
2015-07-02,25.15009117126465
2015-07-06,25.05422019958496
2015-07-07,25.11814308166504
2015-07-08,25.0861759185791
2015-07-09,25.05422019958496
2015-07-10,25.15009117126465
2015-07-13,25.214008331298828
2015-07-14,25.19802474975586
2015-07-15,25.070199966430664
2015-07-16,25.0861759185791
2015-07-17,24.99030303955078
2015-07-20,25.0861759185791
2015-07-21,24.97433090209961
2015-07-22,25.070199966430664
2015-07-23,24.958343505859375
2015-07-24,24.942367553710938
2015-07-27,25.03824234008789
2015-07-28,24.942367553710938
2015-07-29,25.05422019958496
2015-07-30,24.99030303955078
2015-07-31,25.245956420898438
2015-08-03,25.134109497070312
2015-08-04,25.022268295288086
2015-08-05,24.97433090209961
2015-08-06,24.84649658203125
2015-08-07,24.89443588256836
2015-08-10,25.0861759185791
2015-08-11,25.10215950012207
2015-08-12,25.245956420898438
2015-08-13,25.35780906677246
2015-08-14,25.633085250854492
2015-08-17,25.74643898010254
2015-08-18,25.6007022857666
2015-08-19,25.64927864074707
2015-08-20,25.487354278564453
2015-08-21,25.32542610168457
2015-08-24,24.791072845458984
2015-08-25,24.758676528930664
2015-08-26,25.212078094482422
2015-08-27,25.50355339050293
2015-08-28,25.406394958496094
2015-08-31,25.390201568603516
2015-09-01,25.422578811645508
2015-09-02,25.55213165283203
2015-09-03,25.55213165283203
2015-09-04,25.244464874267578
2015-09-08,25.422578811645508
2015-09-09,25.438779830932617
2015-09-10,25.633085250854492
2015-09-11,25.81121253967285
2015-09-14,25.76263427734375
2015-09-15,25.82741355895996
2015-09-16,25.940757751464844
2015-09-17,26.005523681640625
2015-09-18,26.13506317138672
2015-09-21,26.232223510742188
2015-09-22,25.973134994506836
2015-09-23,25.940757751464844
2015-09-24,26.07029151916504
2015-09-25,25.87598419189453
2015-09-28,25.90836524963379
2015-09-29,25.924560546875
2015-09-30,25.82741355895996
2015-10-01,25.82741355895996
2015-10-02,25.82741355895996
2015-10-05,25.90836524963379
2015-10-06,25.924560546875
2015-10-07,26.232223510742188
2015-10-08,26.264602661132812
2015-10-09,26.507492065429688
2015-10-12,27.527631759643555
2015-10-13,27.56003189086914
2015-10-14,27.5924129486084
2015-10-15,28.142959594726562
2015-10-16,28.628742218017578
2015-10-19,28.628742218017578
2015-10-20,28.661130905151367
2015-10-21,28.450620651245117
2015-10-22,28.337276458740234
2015-10-23,28.15915298461914
2015-10-26,28.19154167175293
2015-10-27,28.09438133239746
2015-10-28,28.790668487548828
2015-10-29,28.70969581604004
2015-10-30,28.30488395690918
2015-11-02,28.337276458740234
2015-11-03,28.661130905151367
2015-11-04,28.661130905151367
2015-11-05,28.628742218017578
2015-11-06,26.912311553955078
2015-11-09,27.31713104248047
2015-11-10,27.754337310791016
2015-11-11,27.981035232543945
2015-11-12,27.398090362548828
2015-11-13,28.094764709472656
2015-11-16,28.79469108581543
2015-11-17,28.697031021118164
2015-11-18,28.79469108581543
2015-11-19,28.827247619628906
2015-11-20,28.827247619628906
2015-11-23,29.201635360717773
2015-11-24,29.299293518066406
2015-11-25,29.136524200439453
2015-11-27,29.738786697387695
2015-11-30,29.071409225463867
2015-12-01,29.071409225463867
2015-12-02,28.24126434326172
2015-12-03,27.850616455078125
2015-12-04,28.19243049621582
2015-12-07,27.899436950683594
2015-12-08,27.63900375366211
2015-12-09,27.834335327148438
2015-12-10,27.980825424194336
2015-12-11,28.420307159423828
