Date,MDU
2010-01-04,5.651599407196045
2010-01-05,5.637416362762451
2010-01-06,5.5736002922058105
2010-01-07,5.580687999725342
2010-01-08,5.585414409637451
2010-01-11,5.606689453125
2010-01-12,5.561779022216797
2010-01-13,5.623234272003174
2010-01-14,5.6350531578063965
2010-01-15,5.519232273101807
2010-01-19,5.495595455169678
2010-01-20,5.523961067199707
2010-01-21,5.575960159301758
2010-01-22,5.467231750488281
2010-01-25,5.467231750488281
2010-01-26,5.434139728546143
2010-01-27,5.4010467529296875
2010-01-28,5.294682025909424
2010-01-29,5.204859733581543
2010-02-01,4.928308010101318
2010-02-02,5.10558557510376
2010-02-03,5.01812744140625
2010-02-04,4.819579124450684
2010-02-05,4.7013936042785645
2010-02-08,4.637572765350342
2010-02-09,4.732122421264648
2010-02-10,4.708483695983887
2010-02-11,4.725029468536377
2010-02-12,4.680117607116699
2010-02-16,4.80775785446167
2010-02-17,4.803032875061035
2010-02-18,4.866851806640625
2010-02-19,4.902308464050293
2010-02-22,4.883396625518799
2010-02-23,4.8219428062438965
2010-02-24,4.845578670501709
2010-02-25,4.845578670501709
2010-02-26,4.831395149230957
2010-03-01,4.902308464050293
2010-03-02,4.940126419067383
2010-03-03,4.968491077423096
2010-03-04,4.975579738616943
2010-03-05,5.086677551269531
2010-03-08,5.112679481506348
2010-03-09,5.114582061767578
2010-03-10,5.097912788391113
2010-03-11,5.138392448425293
2010-03-12,5.150298118591309
2010-03-15,5.143154144287109
2010-03-16,5.231254577636719
2010-03-17,5.295544147491455
2010-03-18,5.202682971954346
2010-03-19,5.228873252868652
2010-03-22,5.226492881774902
2010-03-23,5.226492881774902
2010-03-24,5.188395977020264
2010-03-25,5.183632850646973
2010-03-26,5.159824848175049
2010-03-29,5.212207317352295
2010-03-30,5.214587688446045
2010-03-31,5.138392448425293
2010-04-01,5.216968059539795
2010-04-05,5.314591407775879
2010-04-06,5.3264970779418945
2010-04-07,5.240778923034668
2010-04-08,5.202682971954346
2010-04-09,5.2217302322387695
2010-04-12,5.238399028778076
2010-04-13,5.226492881774902
2010-04-14,5.252684593200684
2010-04-15,5.212207317352295
2010-04-16,5.20506477355957
2010-04-19,5.183632850646973
2010-04-20,5.255066871643066
2010-04-21,5.240778923034668
2010-04-22,5.314591407775879
2010-04-23,5.41459846496582
2010-04-26,5.4098381996154785
2010-04-27,5.3264970779418945
2010-04-28,5.338405132293701
2010-04-29,5.362215042114258
2010-04-30,5.047909736633301
2010-05-03,4.871709823608398
2010-05-04,4.731225967407227
2010-05-05,4.705033302307129
2010-05-06,4.455020427703857
2010-05-07,4.397873401641846
2010-05-10,4.524071216583252
2010-05-11,4.609789848327637
2010-05-12,4.614553451538086
2010-05-13,4.683602333068848
2010-05-14,4.628838539123535
2010-05-17,4.559786796569824
2010-05-18,4.5026421546936035
2010-05-19,4.431207656860352
2010-05-20,4.281199932098389
2010-05-21,4.281199932098389
2010-05-24,4.26215124130249
2010-05-25,4.181192874908447
2010-05-26,4.235960006713867
2010-05-27,4.3383469581604
2010-05-28,4.452638626098633
2010-06-01,4.233579635620117
2010-06-02,4.36929988861084
2010-06-03,4.514546871185303
2010-06-04,4.3050103187561035
2010-06-07,4.252626419067383
2010-06-08,4.288182258605957
2010-06-09,4.288182258605957
2010-06-10,4.473161220550537
2010-06-11,4.487576484680176
2010-06-14,4.489978790283203
2010-06-15,4.581267833709717
2010-06-16,4.576463222503662
2010-06-17,4.574059963226318
2010-06-18,4.595681667327881
2010-06-21,4.562049865722656
2010-06-22,4.473161220550537
2010-06-23,4.427517414093018
2010-06-24,4.429920196533203
2010-06-25,4.48517370223999
2010-06-28,4.501989841461182
2010-06-29,4.319411754608154
2010-06-30,4.331425189971924
2010-07-01,4.276169776916504
2010-07-02,4.266559600830078
2010-07-06,4.350642681121826
2010-07-07,4.501989841461182
2010-07-08,4.593280792236328
2010-07-09,4.631718158721924
2010-07-12,4.631718158721924
2010-07-13,4.73742151260376
2010-07-14,4.744626522064209
2010-07-15,4.732615947723389
2010-07-16,4.559647083282471
2010-07-19,4.600485324859619
2010-07-20,4.677361965179443
2010-07-21,4.574059963226318
2010-07-22,4.74222469329834
2010-07-23,4.744626522064209
2010-07-26,4.81669807434082
2010-07-27,4.903181552886963
2010-07-28,4.833514213562012
2010-07-29,4.780662536621094
2010-07-30,4.744626522064209
2010-08-02,4.838318347930908
2010-08-03,4.725407123565674
2010-08-04,4.744626522064209
2010-08-05,4.735017776489258
2010-08-06,4.732615947723389
2010-08-09,4.754237174987793
2010-08-10,4.723005771636963
2010-08-11,4.535622596740723
2010-08-12,4.554840564727783
2010-08-13,4.5668535232543945
2010-08-16,4.576463222503662
2010-08-17,4.629315376281738
2010-08-18,4.590877056121826
2010-08-19,4.465956211090088
2010-08-20,4.4227142333984375
2010-08-23,4.458747863769531
2010-08-24,4.393885612487793
2010-08-25,4.449138164520264
2010-08-26,4.437128067016602
2010-08-27,4.528417110443115
2010-08-30,4.501989841461182
2010-08-31,4.518807411193848
2010-09-01,4.723005771636963
2010-09-02,4.6869707107543945
2010-09-03,4.727811336517334
2010-09-07,4.722482204437256
2010-09-08,4.698263168334961
2010-09-09,4.7297468185424805
2010-09-10,4.74185848236084
2010-09-13,4.780606269836426
2010-09-14,4.76123046875
2010-09-15,4.739434242248535
2010-09-16,4.695843696594238
2010-09-17,4.690999507904053
2010-09-20,4.797558784484863
2010-09-21,4.724904537200928
2010-09-22,4.780606269836426
2010-09-23,4.75396728515625
2010-09-24,4.819353103637695
2010-09-27,4.77818489074707
2010-09-28,4.8048248291015625
2010-09-29,4.78787088394165
2010-09-30,4.831463813781738
2010-10-01,4.969504356384277
2010-10-04,4.91138219833374
2010-10-05,4.967082977294922
2010-10-06,4.95497465133667
2010-10-07,4.93317985534668
2010-10-08,4.959817409515381
2010-10-11,4.96466064453125
2010-10-12,4.957395553588867
