Date,DPZ
2010-01-04,6.955251693725586
2010-01-05,7.019355297088623
2010-01-06,7.21967887878418
2010-01-07,7.508145332336426
2010-01-08,7.508145332336426
2010-01-11,7.564238548278809
2010-01-12,7.948862075805664
2010-01-13,8.23732852935791
2010-01-14,9.062661170959473
2010-01-15,9.07868766784668
2010-01-19,9.15080451965332
2010-01-20,8.94246768951416
2010-01-21,8.838300704956055
2010-01-22,8.870351791381836
2010-01-25,8.990546226501465
2010-01-26,8.81425952911377
2010-01-27,8.950479507446289
2010-01-28,8.910418510437012
2010-01-29,9.054648399353027
2010-02-01,9.1027250289917
2010-02-02,8.910418510437012
2010-02-03,8.878365516662598
2010-02-04,8.573868751525879
2010-02-05,8.509766578674316
2010-02-08,8.533803939819336
2010-02-09,8.926440238952637
2010-02-10,8.94246768951416
2010-02-11,9.190873146057129
2010-02-12,9.238948822021484
2010-02-16,9.47933578491211
2010-02-17,9.847931861877441
2010-02-18,9.815876960754395
2010-02-19,9.83991813659668
2010-02-22,9.871971130371094
2010-02-23,9.727738380432129
2010-02-24,9.960115432739258
2010-02-25,9.960115432739258
2010-02-26,10.008193969726562
2010-03-01,10.208512306213379
2010-03-02,10.72935962677002
2010-03-03,11.266228675842285
2010-03-04,10.977762222290039
2010-03-05,11.130010604858398
2010-03-08,11.049880027770996
2010-03-09,11.37039566040039
2010-03-10,10.873591423034668
2010-03-11,11.00981330871582
2010-03-12,11.138020515441895
2010-03-15,11.033849716186523
2010-03-16,11.282255172729492
2010-03-17,11.37039566040039
2010-03-18,10.865577697753906
2010-03-19,10.697308540344238
2010-03-22,11.154047012329102
2010-03-23,11.138020515441895
2010-03-24,11.081929206848145
2010-03-25,11.194109916687012
2010-03-26,11.049880027770996
2010-03-29,11.041863441467285
2010-03-30,11.105966567993164
2010-03-31,10.92968463897705
2010-04-01,11.041863441467285
2010-04-05,11.218151092529297
2010-04-06,11.170071601867676
2010-04-07,11.226162910461426
2010-04-08,11.787073135375977
2010-04-09,11.586742401123047
2010-04-12,11.554695129394531
2010-04-13,12.147652626037598
2010-04-14,12.29990005493164
2010-04-15,12.083548545837402
2010-04-16,11.875210762023926
2010-04-19,11.907267570495605
2010-04-20,12.315925598144531
2010-04-21,12.436119079589844
2010-04-22,12.163678169250488
2010-04-23,12.1716890335083
2010-04-26,12.94895076751709
2010-04-27,12.580349922180176
2010-04-28,12.29990005493164
2010-04-29,12.64445686340332
2010-04-30,12.347980499267578
2010-05-03,12.868819236755371
2010-05-04,11.234175682067871
2010-05-05,11.442509651184082
2010-05-06,10.70531940460205
2010-05-07,10.072294235229492
2010-05-10,10.785447120666504
2010-05-11,11.130010604858398
2010-05-12,11.39443302154541
2010-05-13,11.162055969238281
2010-05-14,10.857563972473145
