Date,GE
2010-01-04,53.7296257019043
2010-01-05,54.0078239440918
2010-01-06,53.7296257019043
2010-01-07,56.511741638183594
2010-01-08,57.72891616821289
2010-01-11,58.28535079956055
2010-01-12,58.32011795043945
2010-01-13,58.52878952026367
2010-01-14,58.07667922973633
2010-01-15,57.17250442504883
2010-01-19,57.5202522277832
2010-01-20,57.38115692138672
2010-01-21,55.711875915527344
2010-01-22,56.024864196777344
2010-01-25,56.92905807495117
2010-01-26,56.85950469970703
2010-01-27,56.685630798339844
2010-01-28,56.1987419128418
2010-01-29,55.920555114746094
2010-02-01,56.511741638183594
2010-02-02,58.59831237792969
2010-02-03,58.007118225097656
2010-02-04,55.78144836425781
2010-02-05,54.91203689575195
2010-02-08,54.251277923583984
2010-02-09,54.251277923583984
2010-02-10,54.56428146362305
2010-02-11,54.842445373535156
2010-02-12,54.0773811340332
2010-02-16,55.78144836425781
2010-02-17,56.163970947265625
2010-02-18,56.47697067260742
2010-02-19,56.233543395996094
2010-02-22,56.511741638183594
2010-02-23,55.468441009521484
2010-02-24,56.05964279174805
2010-02-25,55.70972442626953
2010-02-26,56.19962692260742
2010-03-01,55.639713287353516
2010-03-02,55.639713287353516
2010-03-03,56.09463119506836
2010-03-04,56.374595642089844
2010-03-05,57.21440505981445
2010-03-08,56.934486389160156
2010-03-09,57.70432662963867
2010-03-10,57.774330139160156
2010-03-11,57.66934585571289
2010-03-12,59.62897872924805
2010-03-15,60.503822326660156
2010-03-16,63.23329544067383
2010-03-17,63.12834167480469
2010-03-18,63.65323257446289
2010-03-19,63.23329544067383
2010-03-22,63.23329544067383
2010-03-23,64.14317321777344
2010-03-24,64.56306457519531
2010-03-25,64.0381851196289
2010-03-26,64.1781234741211
2010-03-29,64.38809967041016
2010-03-30,64.0381851196289
2010-03-31,63.688228607177734
2010-04-01,64.14317321777344
2010-04-05,64.84300231933594
2010-04-06,65.08798217773438
2010-04-07,64.73807525634766
2010-04-08,64.94800567626953
2010-04-09,64.80802154541016
2010-04-12,65.47291564941406
2010-04-13,66.31275177001953
2010-04-14,67.71250915527344
2010-04-15,68.2374038696289
2010-04-16,66.38276672363281
2010-04-19,66.27774810791016
2010-04-20,66.48773193359375
2010-04-21,66.59271240234375
2010-04-22,66.31275177001953
2010-04-23,66.73269653320312
2010-04-26,67.53751373291016
2010-04-27,65.43791198730469
2010-04-28,66.31275177001953
2010-04-29,68.20240783691406
2010-04-30,65.99784851074219
2010-05-03,67.39756774902344
2010-05-04,65.01799011230469
2010-05-05,63.338321685791016
2010-05-06,60.57380294799805
2010-05-07,59.069087982177734
2010-05-10,63.12834167480469
2010-05-11,62.988380432128906
2010-05-12,64.52806854248047
2010-05-13,63.16333770751953
2010-05-14,61.72859191894531
2010-05-17,61.44864273071289
2010-05-18,60.29385757446289
2010-05-19,60.398868560791016
2010-05-20,56.89949417114258
2010-05-21,57.459373474121094
2010-05-24,56.024635314941406
2010-05-25,55.81470489501953
2010-05-26,56.024635314941406
2010-05-27,58.29924011230469
2010-05-28,57.21440505981445
2010-06-01,55.91966247558594
2010-06-02,57.21440505981445
2010-06-03,57.56439208984375
2010-06-04,54.974853515625
2010-06-07,53.9250373840332
2010-06-08,54.17001724243164
2010-06-09,53.6100959777832
2010-06-10,54.869876861572266
2010-06-11,54.44993209838867
2010-06-14,53.85505294799805
2010-06-15,55.25481414794922
2010-06-16,55.46476745605469
2010-06-17,56.0282096862793
2010-06-18,56.1690788269043
2010-06-21,56.69729995727539
2010-06-22,55.60563659667969
2010-06-23,54.19699478149414
2010-06-24,53.105308532714844
2010-06-25,52.50664138793945
2010-06-28,52.82358169555664
2010-06-29,50.99237060546875
2010-06-30,50.78108215332031
2010-07-01,49.724605560302734
2010-07-02,48.87942123413086
2010-07-06,49.19635772705078
2010-07-07,51.48539352416992
2010-07-08,52.22491455078125
2010-07-09,52.64751434326172
2010-07-12,52.57705307006836
2010-07-13,53.5631217956543
2010-07-14,53.52788543701172
2010-07-15,53.7039909362793
2010-07-16,51.23887252807617
2010-07-19,51.48539352416992
2010-07-20,52.612281799316406
2010-07-21,52.260135650634766
2010-07-22,53.5631217956543
2010-07-23,55.32389831542969
2010-07-26,56.83816909790039
2010-07-27,56.979042053222656
2010-07-28,56.521240234375
2010-07-29,56.87336349487305
2010-07-30,56.767738342285156
2010-08-02,57.789005279541016
2010-08-03,57.753780364990234
2010-08-04,58.03550338745117
2010-08-05,58.176334381103516
2010-08-06,57.92988204956055
2010-08-09,57.6833381652832
2010-08-10,57.22555923461914
2010-08-11,55.28868865966797
2010-08-12,54.5843620300293
2010-08-13,54.161766052246094
2010-08-16,54.44349670410156
2010-08-17,54.86609649658203
2010-08-18,55.28868865966797
2010-08-19,53.7039909362793
2010-08-20,52.92924499511719
2010-08-23,52.43620300292969
2010-08-24,51.30931854248047
2010-08-25,51.30931854248047
2010-08-26,51.06277084350586
2010-08-27,51.80235290527344
2010-08-30,51.13323974609375
2010-08-31,50.99237060546875
2010-09-01,52.85879898071289
2010-09-02,53.351810455322266
2010-09-03,54.19699478149414
2010-09-07,54.37308120727539
2010-09-08,55.28868865966797
2010-09-09,56.0282096862793
2010-09-10,56.27471160888672
2010-09-13,57.22555923461914
2010-09-14,56.908607482910156
2010-09-15,57.54248046875
2010-09-16,57.57795333862305
2010-09-17,57.790836334228516
2010-09-20,58.71317672729492
2010-09-21,58.60673904418945
2010-09-22,58.535823822021484
2010-09-23,57.25867462158203
2010-09-24,59.10343551635742
2010-09-27,58.28751754760742
2010-09-28,58.3229866027832
2010-09-29,58.039161682128906
2010-09-30,57.64893341064453
2010-10-01,58.039161682128906
2010-10-04,57.116764068603516
2010-10-05,58.5712890625
2010-10-06,59.95487594604492
2010-10-07,60.48701477050781
2010-10-08,60.735355377197266
2010-10-11,60.167728424072266
2010-10-12,60.98368453979492
2010-10-13,61.30298614501953
2010-10-14,60.87725830078125
2010-10-15,57.82630920410156
2010-10-18,57.64893341064453
2010-10-19,57.01034164428711
2010-10-20,56.939395904541016
2010-10-21,57.116764068603516
2010-10-22,56.974876403808594
2010-10-25,56.974876403808594
2010-10-26,57.32963180541992
2010-10-27,57.15224075317383
2010-10-28,57.04582214355469
2010-10-29,56.83295440673828
2010-11-01,56.58463668823242
2010-11-02,56.54915237426758
2010-11-03,56.974876403808594
2010-11-04,58.5712890625
2010-11-05,59.35176467895508
2010-11-08,59.280818939208984
2010-11-09,58.96155548095703
2010-11-10,58.71317672729492
2010-11-11,58.003639221191406
2010-11-12,57.64893341064453
2010-11-15,57.471527099609375
2010-11-16,56.26536178588867
2010-11-17,56.08796691894531
2010-11-18,56.9039192199707
2010-11-19,57.54249572753906
2010-11-22,56.86842346191406
2010-11-23,55.91055679321289
2010-11-24,56.54915237426758
2010-11-26,56.052490234375
2010-11-29,56.655574798583984
2010-11-30,56.158905029296875
2010-12-01,57.82630920410156
2010-12-02,59.174400329589844
2010-12-03,59.52915954589844
2010-12-06,59.24533462524414
2010-12-07,60.41606521606445
2010-12-08,60.45151901245117
2010-12-09,60.77080535888672
2010-12-10,62.86392593383789
2010-12-13,62.50916290283203
2010-12-14,62.757484436035156
2010-12-15,62.04794692993164
2010-12-16,63.041297912597656
2010-12-17,62.792964935302734
2010-12-20,62.792964935302734
2010-12-21,63.50249481201172
2010-12-22,64.57518005371094
2010-12-23,64.503662109375
2010-12-27,65.03999328613281
2010-12-28,65.50487518310547
2010-12-29,65.32606506347656
2010-12-30,65.03999328613281
2010-12-31,65.39756774902344
2011-01-03,65.36182403564453
2011-01-04,66.54173278808594
2011-01-05,66.64904022216797
2011-01-06,66.36297607421875
2011-01-07,65.89811706542969
2011-01-10,66.1842041015625
2011-01-11,66.61327362060547
2011-01-12,66.75627899169922
2011-01-13,66.50598907470703
2011-01-14,67.29263305664062
2011-01-18,66.50598907470703
2011-01-19,65.54058837890625
2011-01-20,65.89811706542969
2011-01-21,70.58218383789062
2011-01-24,71.65484619140625
2011-01-25,71.4403305053711
2011-01-26,71.22578430175781
2011-01-27,72.51299285888672
2011-01-28,72.2269515991211
2011-01-31,72.01242065429688
2011-02-01,74.37230682373047
2011-02-02,74.05048370361328
2011-02-03,74.19351959228516
2011-02-04,73.51417541503906
2011-02-07,74.6225814819336
2011-02-08,76.08856964111328
2011-02-09,76.19586944580078
2011-02-10,76.05284881591797
2011-02-11,76.26734161376953
2011-02-14,76.8752212524414
2011-02-15,76.73217010498047
2011-02-16,76.66065216064453
2011-02-17,76.94670104980469
2011-02-18,76.66065216064453
2011-02-22,74.44380950927734
2011-02-23,72.83479309082031
2011-02-24,74.09491729736328
2011-02-25,74.95897674560547
2011-02-28,75.31903839111328
2011-03-01,72.90677642822266
2011-03-02,73.15880584716797
2011-03-03,74.70695495605469
2011-03-04,73.33882904052734
2011-03-07,73.37483978271484
2011-03-08,74.27490997314453
2011-03-09,74.27490997314453
2011-03-10,72.36675262451172
2011-03-11,73.30280303955078
2011-03-14,71.71868133544922
2011-03-15,70.60257720947266
2011-03-16,68.2263412475586
2011-03-17,69.19843292236328
2011-03-18,69.30645751953125
2011-03-21,70.9986343383789
2011-03-22,70.1705322265625
2011-03-23,70.3145751953125
2011-03-24,71.21463775634766
2011-03-25,71.10662841796875
2011-03-28,71.10662841796875
2011-03-29,71.50270080566406
2011-03-30,72.40277862548828
2011-03-31,72.18669128417969
2011-04-01,73.23080444335938
2011-04-04,73.91487121582031
2011-04-05,73.19482421875
2011-04-06,73.98692321777344
2011-04-07,73.26683044433594
2011-04-08,72.69076538085938
2011-04-11,72.65476989746094
2011-04-12,72.04270935058594
2011-04-13,71.7906723022461
2011-04-14,72.00672912597656
2011-04-15,72.15071105957031
2011-04-18,71.93472290039062
2011-04-19,72.97879028320312
2011-04-20,73.44683837890625
2011-04-21,71.82669830322266
2011-04-25,71.6106948852539
2011-04-26,72.36675262451172
2011-04-27,74.34690856933594
2011-04-28,74.16693115234375
2011-04-29,73.62683868408203
2011-05-02,73.7348861694336
2011-05-03,74.31092834472656
2011-05-04,72.97879028320312
2011-05-05,71.64668273925781
2011-05-06,72.04270935058594
2011-05-09,72.25870513916016
2011-05-10,73.0868148803711
2011-05-11,72.33072662353516
2011-05-12,72.5107650756836
2011-05-13,71.6106948852539
2011-05-16,71.14263916015625
2011-05-17,70.53057098388672
2011-05-18,71.14263916015625
2011-05-19,71.86270904541016
2011-05-20,70.6385726928711
2011-05-23,69.81050872802734
2011-05-24,68.76641082763672
2011-05-25,69.19843292236328
2011-05-26,69.91851043701172
2011-05-27,69.99047088623047
2011-05-31,70.71060943603516
2011-06-01,68.87445068359375
2011-06-02,68.73038482666016
2011-06-03,67.75830841064453
2011-06-06,66.46218872070312
2011-06-07,66.53418731689453
2011-06-08,66.6422119140625
2011-06-09,66.89423370361328
2011-06-10,65.95814514160156
2011-06-13,66.21019744873047
2011-06-14,66.96623992919922
2011-06-15,66.21019744873047
2011-06-16,66.9361343383789
2011-06-17,67.11766052246094
2011-06-20,67.08135223388672
2011-06-21,68.27922821044922
2011-06-22,67.37175750732422
2011-06-23,66.71837615966797
2011-06-24,65.23007202148438
2011-06-27,66.35537719726562
2011-06-28,66.9361343383789
2011-06-29,67.37175750732422
2011-06-30,68.46072387695312
2011-07-01,69.6949234008789
2011-07-05,69.11415100097656
2011-07-06,69.15042877197266
2011-07-07,70.05791473388672
2011-07-08,68.9326400756836
2011-07-11,67.62584686279297
2011-07-12,66.71837615966797
2011-07-13,67.19025421142578
2011-07-14,67.26283264160156
2011-07-15,66.82728576660156
2011-07-18,66.39167022705078
2011-07-19,67.44432830810547
2011-07-20,68.20663452148438
2011-07-21,69.54971313476562
2011-07-22,69.11415100097656
2011-07-25,68.82372283935547
2011-07-26,67.37175750732422
2011-07-27,65.73827362060547
2011-07-28,65.73827362060547
2011-07-29,65.01228332519531
2011-08-01,65.23007202148438
2011-08-02,62.4713134765625
2011-08-03,63.41511535644531
2011-08-04,59.78518295288086
2011-08-05,59.93035888671875
2011-08-08,56.01004409790039
2011-08-09,57.93389129638672
2011-08-10,54.77584457397461
2011-08-11,56.91750717163086
2011-08-12,57.64350891113281
2011-08-15,59.494773864746094
2011-08-16,58.62358474731445
2011-08-17,58.913970947265625
2011-08-18,55.68333435058594
2011-08-19,54.77584457397461
2011-08-22,54.84843444824219
2011-08-23,56.40930938720703
2011-08-24,57.06270217895508
2011-08-25,56.08262634277344
2011-08-26,56.40930938720703
2011-08-29,58.22429275512695
2011-08-30,58.514686584472656
2011-08-31,59.204368591308594
2011-09-01,58.805118560791016
2011-09-02,57.20790481567383
2011-09-06,55.35663604736328
2011-09-07,57.35309600830078
2011-09-08,56.5908317565918
2011-09-09,54.77584457397461
2011-09-12,54.48545837402344
2011-09-13,55.93741989135742
2011-09-14,57.316795349121094
2011-09-15,58.929290771484375
2011-09-16,59.84550476074219
2011-09-19,59.29576110839844
2011-09-20,58.782711029052734
2011-09-21,56.36397933959961
2011-09-22,55.11796951293945
2011-09-23,55.74095916748047
2011-09-26,57.060279846191406
2011-09-27,57.75658416748047
2011-09-28,56.62050247192383
2011-09-29,58.12303924560547
2011-09-30,55.77760696411133
2011-10-03,53.835289001464844
2011-10-04,54.45830154418945
2011-10-05,55.960838317871094
2011-10-06,56.913658142089844
2011-10-07,56.803733825683594
2011-10-10,59.14917755126953
2011-10-11,59.14917755126953
2011-10-12,60.10200119018555
2011-10-13,59.44237518310547
2011-10-14,60.83497619628906
2011-10-17,59.479007720947266
2011-10-18,61.23810958862305
2011-10-19,60.54176712036133
2011-10-20,60.944942474365234
2011-10-21,59.77219772338867
2011-10-24,60.285247802734375
2011-10-25,59.44237518310547
2011-10-26,59.918785095214844
2011-10-27,63.65679931640625
2011-10-28,63.21706771850586
2011-10-31,61.23810958862305
2011-11-01,58.70940399169922
2011-11-02,59.55229568481445
2011-11-03,61.091495513916016
2011-11-04,60.065372467041016
2011-11-07,60.065372467041016
2011-11-08,60.39518737792969
2011-11-09,58.08640670776367
2011-11-10,58.85600662231445
2011-11-11,59.73552322387695
2011-11-14,59.00260925292969
2011-11-15,59.36909866333008
2011-11-16,58.45289611816406
2011-11-17,57.31681823730469
2011-11-18,57.353450775146484
2011-11-21,55.85090637207031
2011-11-22,54.93471908569336
2011-11-23,53.98188400268555
2011-11-25,53.87191390991211
2011-11-28,54.2384147644043
2011-11-29,54.67818832397461
2011-11-30,58.306304931640625
2011-12-01,58.306304931640625
2011-12-02,58.96596908569336
2011-12-05,59.84550476074219
2011-12-06,61.27476119995117
2011-12-07,61.34805679321289
2011-12-08,59.77219772338867
2011-12-09,61.7144775390625
2011-12-12,60.32192611694336
2011-12-13,60.175296783447266
2011-12-14,60.87160873413086
2011-12-15,61.53130340576172
2011-12-16,62.33750915527344
2011-12-19,61.78779220581055
2011-12-20,63.32700729370117
2011-12-21,64.82955932617188
2011-12-22,66.79073333740234
2011-12-23,67.45680236816406
2011-12-27,66.6427230834961
2011-12-28,65.97665405273438
2011-12-29,66.86470794677734
2011-12-30,66.27269744873047
2012-01-03,67.93782806396484
2012-01-04,68.67789459228516
2012-01-05,68.64090728759766
2012-01-06,69.01092529296875
2012-01-09,69.78794860839844
2012-01-10,69.2699203491211
2012-01-11,69.86198425292969
2012-01-12,70.04704284667969
2012-01-13,69.71397399902344
2012-01-17,69.34394836425781
2012-01-18,70.38004302978516
2012-01-19,70.86109161376953
2012-01-20,70.86109161376953
2012-01-23,70.0840072631836
2012-01-24,69.71397399902344
2012-01-25,70.78710174560547
2012-01-26,70.56507873535156
2012-01-27,70.41702270507812
2012-01-30,69.93599700927734
2012-01-31,69.2329330444336
2012-02-01,69.4549331665039
2012-02-02,69.38094329833984
2012-02-03,70.38004302978516
2012-02-06,70.49104309082031
2012-02-07,70.9720687866211
2012-02-08,71.19408416748047
2012-02-09,70.78710174560547
