Date,NYT
2010-01-04,11.614864349365234
2010-01-05,11.998167037963867
2010-01-06,12.265584945678711
2010-01-07,12.657794952392578
2010-01-08,12.577567100524902
2010-01-11,13.076750755310059
2010-01-12,12.354724884033203
2010-01-13,12.390378952026367
2010-01-14,12.434945106506348
2010-01-15,11.882283210754395
2010-01-19,12.2121000289917
2010-01-20,11.864450454711914
2010-01-21,11.329618453979492
2010-01-22,11.097854614257812
2010-01-25,11.151341438293457
2010-01-26,11.605950355529785
2010-01-27,11.793143272399902
2010-01-28,11.597037315368652
2010-01-29,11.516814231872559
2010-02-01,11.133515357971191
2010-02-02,11.311789512634277
2010-02-03,11.133515357971191
2010-02-04,10.723471641540527
2010-02-05,10.580850601196289
2010-02-08,10.349084854125977
2010-02-09,10.402570724487305
2010-02-10,9.466605186462402
2010-02-11,9.627055168151855
2010-02-12,9.484431266784668
2010-02-16,9.894474983215332
2010-02-17,9.939043045043945
2010-02-18,9.921216011047363
2010-02-19,9.823162078857422
2010-02-22,9.707283973693848
2010-02-23,9.582486152648926
2010-02-24,9.832073211669922
2010-02-25,9.751851081848145
2010-02-26,9.751851081848145
2010-03-01,10.473880767822266
2010-03-02,10.322342872619629
2010-03-03,10.215378761291504
2010-03-04,10.135150909423828
2010-03-05,10.491713523864746
2010-03-08,10.491713523864746
2010-03-09,10.429312705993652
2010-03-10,10.420400619506836
2010-03-11,10.268860816955566
2010-03-12,10.277772903442383
2010-03-15,9.930132865905762
2010-03-16,10.152979850769043
2010-03-17,10.17972183227539
2010-03-18,10.108407974243164
2010-03-19,9.849902153015137
2010-03-22,10.028186798095703
2010-03-23,10.001442909240723
2010-03-24,10.001442909240723
2010-03-25,9.903392791748047
2010-03-26,9.903392791748047
2010-03-29,9.974701881408691
2010-03-30,10.010356903076172
2010-03-31,9.921216011047363
2010-04-01,9.867734909057617
2010-04-05,10.063838958740234
2010-04-06,10.028186798095703
2010-04-07,10.054925918579102
2010-04-08,10.161892890930176
2010-04-09,10.473880767822266
2010-04-12,10.340169906616211
2010-04-13,10.509538650512695
2010-04-14,11.178084373474121
2010-04-15,11.329618453979492
2010-04-16,11.008716583251953
2010-04-19,10.794783592224121
2010-04-20,11.409845352172852
2010-04-21,11.356359481811523
2010-04-22,10.955230712890625
2010-04-23,10.349084854125977
2010-04-26,10.046014785766602
2010-04-27,9.315064430236816
2010-04-28,9.074393272399902
2010-04-29,9.181358337402344
2010-04-30,8.842628479003906
2010-05-03,9.065479278564453
2010-05-04,8.575210571289062
2010-05-05,8.610865592956543
2010-05-06,8.209738731384277
2010-05-07,7.969062805175781
2010-05-10,8.343446731567383
2010-05-11,8.370190620422363
2010-05-12,8.584126472473145
2010-05-13,8.396933555603027
2010-05-14,8.156256675720215
2010-05-17,8.25430965423584
2010-05-18,8.182999610900879
2010-05-19,8.120596885681152
2010-05-20,7.710557460784912
2010-05-21,8.013632774353027
2010-05-24,7.969062805175781
2010-05-25,7.977975845336914
2010-05-26,7.888836860656738
2010-05-27,8.289965629577637
2010-05-28,8.272135734558105
2010-06-01,7.799694538116455
2010-06-02,8.040374755859375
2010-06-03,7.960148334503174
2010-06-04,7.576850414276123
2010-06-07,7.452053546905518
2010-06-08,7.443140506744385
2010-06-09,7.452053546905518
2010-06-10,8.102773666381836
2010-06-11,8.182999610900879
2010-06-14,8.14734172821045
2010-06-15,8.700003623962402
2010-06-16,8.628695487976074
2010-06-17,8.815882682800293
2010-06-18,8.717829704284668
2010-06-21,9.02982234954834
2010-06-22,8.949596405029297
2010-06-23,8.575210571289062
2010-06-24,8.182999610900879
2010-06-25,8.379103660583496
2010-06-28,8.682178497314453
2010-06-29,8.022543907165527
2010-06-30,7.710557460784912
2010-07-01,7.701642036437988
2010-07-02,7.576850414276123
2010-07-06,7.639246463775635
2010-07-07,7.612505912780762
2010-07-08,7.969062805175781
2010-07-09,8.03145980834961
2010-07-12,8.370190620422363
2010-07-13,8.486074447631836
2010-07-14,8.548470497131348
2010-07-15,8.539554595947266
2010-07-16,7.844265460968018
2010-07-19,7.915577411651611
2010-07-20,8.325620651245117
2010-07-21,8.067118644714355
2010-07-22,8.165168762207031
2010-07-23,8.24539566040039
2010-07-26,8.682178497314453
2010-07-27,8.700003623962402
2010-07-28,8.013632774353027
2010-07-29,7.764042854309082
2010-07-30,7.790786266326904
2010-08-02,8.307795524597168
2010-08-03,7.933408260345459
2010-08-04,8.05820083618164
2010-08-05,8.004715919494629
2010-08-06,7.781867980957031
2010-08-09,7.764042854309082
2010-08-10,7.5322771072387695
2010-08-11,7.157894611358643
2010-08-12,6.9974446296691895
2010-08-13,6.872649192810059
2010-08-16,6.943961143493652
2010-08-17,7.220292568206787
2010-08-18,7.425310134887695
2010-08-19,7.086582183837891
2010-08-20,6.881563663482666
2010-08-23,6.738937854766846
2010-08-24,6.730027675628662
2010-08-25,6.872649192810059
2010-08-26,6.78350830078125
2010-08-27,6.694369316101074
2010-08-30,6.498263835906982
2010-08-31,6.400209426879883
2010-09-01,6.7211127281188965
2010-09-02,6.926133155822754
2010-09-03,7.220292568206787
2010-09-07,6.917219161987305
2010-09-08,7.469882965087891
2010-09-09,7.336172103881836
2010-09-10,7.3272624015808105
2010-09-13,7.496625900268555
2010-09-14,7.389658451080322
2010-09-15,7.3272624015808105
2010-09-16,7.166808605194092
2010-09-17,7.166808605194092
2010-09-20,7.5233659744262695
2010-09-21,7.104410171508789
2010-09-22,6.6408867835998535
2010-09-23,6.926133155822754
2010-09-24,6.943961143493652
2010-09-27,6.917219161987305
2010-09-28,6.970702171325684
2010-09-29,6.96178674697876
2010-09-30,6.899391174316406
2010-10-01,6.9974446296691895
2010-10-04,6.908305644989014
2010-10-05,7.006359577178955
2010-10-06,6.926133155822754
2010-10-07,6.810251235961914
2010-10-08,7.148981094360352
2010-10-11,7.657076358795166
2010-10-12,7.55010986328125
2010-10-13,7.639246463775635
2010-10-14,7.567933082580566
2010-10-15,7.38074254989624
2010-10-18,7.166808605194092
2010-10-19,6.943961143493652
2010-10-20,6.801338195800781
2010-10-21,6.845906734466553
2010-10-22,6.845906734466553
2010-10-25,6.908305644989014
2010-10-26,6.890476226806641
2010-10-27,6.801338195800781
2010-10-28,6.872649192810059
2010-10-29,6.83699369430542
2010-11-01,6.854820251464844
2010-11-02,6.774595260620117
2010-11-03,7.104410171508789
2010-11-04,7.692731857299805
2010-11-05,7.951236724853516
2010-11-08,7.559020519256592
2010-11-09,7.3985724449157715
2010-11-10,7.291604042053223
2010-11-11,7.514452934265137
2010-11-12,7.282689094543457
2010-11-15,7.059839725494385
2010-11-16,6.881563663482666
2010-11-17,6.979616641998291
2010-11-18,7.086582183837891
2010-11-19,7.291604042053223
2010-11-22,7.576850414276123
2010-11-23,7.933408260345459
2010-11-24,8.111685752868652
2010-11-26,8.03145980834961
2010-11-29,7.99580192565918
2010-11-30,8.013632774353027
2010-12-01,8.111685752868652
2010-12-02,8.084945678710938
2010-12-03,8.165168762207031
2010-12-06,8.361276626586914
2010-12-07,8.700003623962402
2010-12-08,8.637605667114258
2010-12-09,8.682178497314453
2010-12-10,8.566298484802246
2010-12-13,8.334535598754883
2010-12-14,8.281051635742188
2010-12-15,8.468245506286621
2010-12-16,8.539554595947266
2010-12-17,8.735661506652832
2010-12-20,8.806971549987793
2010-12-21,8.780230522155762
2010-12-22,8.913941383361816
2010-12-23,8.87828540802002
2010-12-27,8.726746559143066
2010-12-28,8.717829704284668
2010-12-29,8.7089204788208
2010-12-30,8.673260688781738
2010-12-31,8.735661506652832
2011-01-03,8.789142608642578
2011-01-04,8.940681457519531
2011-01-05,9.323979377746582
2011-01-06,9.190274238586426
2011-01-07,9.011996269226074
2011-01-10,9.038737297058105
2011-01-11,8.958510398864746
2011-01-12,9.243758201599121
2011-01-13,9.020907402038574
2011-01-14,9.1189603805542
2011-01-18,9.270499229431152
2011-01-19,8.985250473022461
2011-01-20,9.573573112487793
2011-01-21,9.225929260253906
2011-01-24,9.4755220413208
2011-01-25,9.35072135925293
2011-01-26,9.5022611618042
2011-01-27,9.635970115661621
2011-01-28,9.386380195617676
2011-01-31,9.011996269226074
2011-02-01,9.234843254089355
2011-02-02,9.573573112487793
2011-02-03,9.600314140319824
2011-02-04,9.45768928527832
