Date,FMBH
2010-01-04,11.460312843322754
2010-01-05,11.460312843322754
2010-01-06,11.460312843322754
2010-01-07,11.94357967376709
2010-01-08,11.94357967376709
2010-01-11,11.94357967376709
2010-01-12,11.94357967376709
2010-01-13,11.94357967376709
2010-01-14,11.94357967376709
2010-01-15,11.94357967376709
2010-01-19,11.94357967376709
2010-01-20,11.460312843322754
2010-01-21,11.460312843322754
2010-01-22,11.460312843322754
2010-01-25,11.460312843322754
2010-01-26,11.460312843322754
2010-01-27,11.460312843322754
2010-01-28,11.460312843322754
2010-01-29,11.460312843322754
2010-02-01,11.460312843322754
2010-02-02,11.460312843322754
2010-02-03,11.460312843322754
2010-02-04,11.460312843322754
2010-02-05,11.460312843322754
2010-02-08,11.460312843322754
2010-02-09,11.460312843322754
2010-02-10,11.90906047821045
2010-02-11,11.460312843322754
2010-02-12,11.563867568969727
2010-02-16,11.563867568969727
2010-02-17,11.563867568969727
2010-02-18,11.840020179748535
2010-02-19,11.840020179748535
2010-02-22,11.840020179748535
2010-02-23,11.840020179748535
2010-02-24,11.563867568969727
2010-02-25,11.563867568969727
2010-02-26,12.08165454864502
2010-03-01,12.08165454864502
2010-03-02,11.563867568969727
2010-03-03,11.563867568969727
2010-03-04,11.563867568969727
2010-03-05,11.563867568969727
2010-03-08,11.563867568969727
2010-03-09,11.563867568969727
2010-03-10,11.563867568969727
2010-03-11,11.563867568969727
2010-03-12,11.563867568969727
2010-03-15,11.563867568969727
2010-03-16,11.563867568969727
2010-03-17,11.563867568969727
2010-03-18,11.563867568969727
2010-03-19,11.563867568969727
2010-03-22,11.563867568969727
2010-03-23,11.563867568969727
2010-03-24,11.563867568969727
2010-03-25,11.563867568969727
2010-03-26,11.39127254486084
2010-03-29,11.39127254486084
2010-03-30,11.39127254486084
2010-03-31,11.39127254486084
2010-04-01,11.39127254486084
2010-04-05,11.39127254486084
2010-04-06,11.39127254486084
2010-04-07,11.39127254486084
2010-04-08,11.39127254486084
2010-04-09,11.39127254486084
2010-04-12,11.39127254486084
2010-04-13,11.39127254486084
2010-04-14,11.39127254486084
2010-04-15,11.39127254486084
2010-04-16,11.39127254486084
2010-04-19,11.39127254486084
2010-04-20,11.39127254486084
2010-04-21,11.39127254486084
2010-04-22,11.425790786743164
2010-04-23,11.425790786743164
2010-04-26,11.425790786743164
2010-04-27,11.425790786743164
2010-04-28,11.425790786743164
2010-04-29,11.425790786743164
2010-04-30,11.770981788635254
2010-05-03,12.426841735839844
2010-05-04,12.426841735839844
2010-05-05,12.012615203857422
2010-05-06,12.012615203857422
2010-05-07,12.012615203857422
2010-05-10,12.150693893432617
2010-05-11,12.150693893432617
2010-05-12,13.117222785949707
2010-05-13,13.117222785949707
