Date,MSFT
2010-01-04,23.17334747314453
2010-01-05,23.180835723876953
2010-01-06,23.03857421875
2010-01-07,22.79897117614746
2010-01-08,22.956209182739258
2010-01-11,22.664209365844727
2010-01-12,22.514461517333984
2010-01-13,22.724105834960938
2010-01-14,23.180835723876953
2010-01-15,23.105958938598633
2010-01-19,23.285659790039062
2010-01-20,22.90380096435547
2010-01-21,22.469532012939453
2010-01-22,21.683364868164062
2010-01-25,21.952909469604492
2010-01-26,22.08768653869629
2010-01-27,22.214963912963867
2010-01-28,21.833112716674805
2010-01-29,21.09934425354004
2010-02-01,21.271560668945312
2010-02-02,21.308998107910156
2010-02-03,21.4362850189209
2010-02-04,20.844783782958984
2010-02-05,20.97955894470215
2010-02-08,20.754934310913086
2010-02-09,20.972063064575195
2010-02-10,20.95709228515625
2010-02-11,21.05442237854004
2010-02-12,20.91216468811035
2010-02-16,21.325897216796875
2010-02-17,21.506431579589844
2010-02-18,21.792282104492188
2010-02-19,21.64182472229004
2010-02-22,21.611745834350586
2010-02-23,21.310848236083984
2010-02-24,21.536518096923828
2010-02-25,21.513952255249023
2010-02-26,21.566617965698242
2010-03-01,21.829891204833984
2010-03-02,21.408647537231445
2010-03-03,21.408647537231445
2010-03-04,21.536518096923828
2010-03-05,21.506431579589844
2010-03-08,21.536518096923828
2010-03-09,21.66440200805664
2010-03-10,21.792282104492188
2010-03-11,21.950252532958984
2010-03-12,22.01795196533203
2010-03-15,22.032997131347656
2010-03-16,22.09317398071289
2010-03-17,22.288755416870117
2010-03-18,22.273712158203125
2010-03-19,22.25867462158203
2010-03-22,22.266191482543945
2010-03-23,22.47681427001953
2010-03-24,22.303796768188477
2010-03-25,22.574602127075195
2010-03-26,22.31131935119629
2010-03-29,22.25867462158203
2010-03-30,22.394067764282227
2010-03-31,22.032997131347656
2010-04-01,21.935211181640625
2010-04-05,22.01795196533203
2010-04-06,22.055564880371094
2010-04-07,22.078140258789062
2010-04-08,22.506906509399414
2010-04-09,22.822843551635742
2010-04-12,22.807802200317383
2010-04-13,22.90558624267578
2010-04-14,23.183916091918945
2010-04-15,23.221538543701172
2010-04-16,23.07108497619629
2010-04-19,23.34941291809082
2010-04-20,23.590124130249023
2010-04-21,23.56756591796875
2010-04-22,23.612689971923828
2010-04-23,23.28923225402832
2010-04-26,23.40206527709961
2010-04-27,23.206491470336914
2010-04-28,23.251617431640625
2010-04-29,23.319324493408203
2010-04-30,22.973295211791992
2010-05-03,23.214006423950195
2010-05-04,22.664873123168945
2010-05-05,22.454248428344727
2010-05-06,21.799806594848633
2010-05-07,21.220582962036133
2010-05-10,21.76971435546875
2010-05-11,21.724578857421875
2010-05-12,22.145832061767578
2010-05-13,21.99538230895996
2010-05-14,21.762189865112305
2010-05-17,21.76971435546875
2010-05-18,21.611026763916016
2010-05-19,21.339000701904297
2010-05-20,20.485143661499023
2010-05-21,20.2811222076416
2010-05-24,19.85041618347168
2010-05-25,19.69928741455078
2010-05-26,18.8983211517334
2010-05-27,19.646394729614258
2010-05-28,19.495267868041992
2010-06-01,19.563268661499023
2010-06-02,19.993980407714844
2010-06-03,20.29623794555664
2010-06-04,19.487712860107422
2010-06-07,19.109901428222656
2010-06-08,18.973886489868164
2010-06-09,18.73207664489746
2010-06-10,18.89076042175293
2010-06-11,19.389476776123047
2010-06-14,19.268583297729492
2010-06-15,20.08466148376465
2010-06-16,19.888193130493164
2010-06-17,19.925973892211914
2010-06-18,19.97887420654297
2010-06-21,19.608612060546875
2010-06-22,19.472599029541016
2010-06-23,19.125015258789062
2010-06-24,18.89076042175293
2010-06-25,18.53561782836914
2010-06-28,18.36937713623047
2010-06-29,17.613744735717773
2010-06-30,17.387056350708008
2010-07-01,17.500402450561523
2010-07-02,17.583518981933594
2010-07-06,17.999114990234375
2010-07-07,18.361825942993164
2010-07-08,18.444942474365234
2010-07-09,18.339153289794922
2010-07-12,18.762296676635742
2010-07-13,18.98899269104004
2010-07-14,19.223241806030273
2010-07-15,19.27613639831543
2010-07-16,18.807645797729492
2010-07-19,19.064552307128906
2010-07-20,19.253463745117188
2010-07-21,18.981441497802734
2010-07-22,19.525495529174805
2010-07-23,19.5028133392334
2010-07-26,19.721954345703125
2010-07-27,19.767292022705078
2010-07-28,19.608612060546875
2010-07-29,19.669063568115234
2010-07-30,19.5028133392334
2010-08-02,19.89574432373047
2010-08-03,19.767292022705078
2010-08-04,19.44236946105957
2010-08-05,19.170345306396484
2010-08-06,19.30636215209961
2010-08-09,19.35169219970703
2010-08-10,18.943662643432617
2010-08-11,18.78497886657715
2010-08-12,18.505393981933594
2010-08-13,18.4373836517334
2010-08-16,18.512958526611328
2010-08-17,18.771230697631836
2010-08-18,18.85478973388672
2010-08-19,18.56612205505371
2010-08-20,18.406591415405273
2010-08-23,18.444578170776367
2010-08-24,18.26226234436035
2010-08-25,18.30784034729004
2010-08-26,18.095129013061523
2010-08-27,18.17869758605957
2010-08-30,17.958389282226562
2010-08-31,17.829252243041992
2010-09-01,18.15590476989746
2010-09-02,18.186298370361328
2010-09-03,18.452178955078125
2010-09-07,18.201480865478516
2010-09-08,18.17869758605957
2010-09-09,18.239459991455078
2010-09-10,18.117923736572266
2010-09-13,19.075096130371094
2010-09-14,19.014326095581055
2010-09-15,19.08269500732422
2010-09-16,19.242219924926758
2010-09-17,19.158658981323242
2010-09-20,19.318185806274414
2010-09-21,19.105480194091797
2010-09-22,18.695268630981445
2010-09-23,18.55852699279785
2010-09-24,18.824405670166016
2010-09-27,18.78642463684082
2010-09-28,18.74843978881836
