Date,OOMA
2015-07-20,10.399999618530273
2015-07-21,10.199999809265137
2015-07-22,10.289999961853027
2015-07-23,10.100000381469727
2015-07-24,10.100000381469727
2015-07-27,10.100000381469727
2015-07-28,10.25
2015-07-29,10.270000457763672
2015-07-30,10.25
2015-07-31,10.25
2015-08-03,10.319999694824219
2015-08-04,10.5
2015-08-05,10.800000190734863
2015-08-06,10.029999732971191
2015-08-07,10.59000015258789
2015-08-10,10.8100004196167
2015-08-11,10.9399995803833
2015-08-12,10.800000190734863
2015-08-13,11.239999771118164
2015-08-14,11.050000190734863
2015-08-17,10.569999694824219
2015-08-18,11.050000190734863
2015-08-19,10.960000038146973
2015-08-20,10.4399995803833
2015-08-21,10.180000305175781
2015-08-24,9.069999694824219
2015-08-25,9.050000190734863
2015-08-26,8.880000114440918
2015-08-27,9.140000343322754
2015-08-28,9.140000343322754
2015-08-31,8.819999694824219
2015-09-01,9.0600004196167
2015-09-02,9.050000190734863
2015-09-03,9.40999984741211
2015-09-04,9.029999732971191
2015-09-08,8.9399995803833
2015-09-09,8.960000038146973
2015-09-10,8.600000381469727
2015-09-11,8.479999542236328
2015-09-14,8.720000267028809
2015-09-15,8.380000114440918
2015-09-16,8.0600004196167
2015-09-17,8.010000228881836
2015-09-18,7.5
2015-09-21,7.309999942779541
2015-09-22,7.400000095367432
2015-09-23,7.400000095367432
2015-09-24,7.099999904632568
2015-09-25,6.980000019073486
2015-09-28,6.570000171661377
2015-09-29,6.579999923706055
2015-09-30,6.949999809265137
2015-10-01,7.300000190734863
2015-10-02,7.119999885559082
2015-10-05,7.159999847412109
2015-10-06,7.25
2015-10-07,7.199999809265137
2015-10-08,7.369999885559082
2015-10-09,7.900000095367432
2015-10-12,8.1899995803833
2015-10-13,8.369999885559082
2015-10-14,8.449999809265137
2015-10-15,8.380000114440918
2015-10-16,8.09000015258789
2015-10-19,8.010000228881836
2015-10-20,8.020000457763672
2015-10-21,8.270000457763672
2015-10-22,8.270000457763672
2015-10-23,8.109999656677246
2015-10-26,8.289999961853027
2015-10-27,8.140000343322754
2015-10-28,8.170000076293945
2015-10-29,8.069999694824219
2015-10-30,8.0600004196167
2015-11-02,8.100000381469727
2015-11-03,8.170000076293945
2015-11-04,7.889999866485596
2015-11-05,7.110000133514404
2015-11-06,6.989999771118164
2015-11-09,6.949999809265137
2015-11-10,6.78000020980835
2015-11-11,6.579999923706055
2015-11-12,6.480000019073486
2015-11-13,6.380000114440918
2015-11-16,6.349999904632568
2015-11-17,6.489999771118164
2015-11-18,6.489999771118164
2015-11-19,6.389999866485596
2015-11-20,6.210000038146973
2015-11-23,6.25
2015-11-24,6.090000152587891
2015-11-25,6.599999904632568
2015-11-27,6.869999885559082
2015-11-30,7.75
2015-12-01,7.820000171661377
2015-12-02,7.050000190734863
2015-12-03,7.0
2015-12-04,7.010000228881836
2015-12-07,7.119999885559082
2015-12-08,7.110000133514404
2015-12-09,7.159999847412109
2015-12-10,7.260000228881836
2015-12-11,7.119999885559082
2015-12-14,7.159999847412109
2015-12-15,7.150000095367432
2015-12-16,7.150000095367432
2015-12-17,7.239999771118164
2015-12-18,7.079999923706055
2015-12-21,6.929999828338623
2015-12-22,6.820000171661377
2015-12-23,6.710000038146973
2015-12-24,6.71999979019165
2015-12-28,6.420000076293945
2015-12-29,6.400000095367432
2015-12-30,6.010000228881836
2015-12-31,6.349999904632568
2016-01-04,6.03000020980835
2016-01-05,5.929999828338623
2016-01-06,6.019999980926514
2016-01-07,6.130000114440918
2016-01-08,6.210000038146973
2016-01-11,6.650000095367432
2016-01-12,6.400000095367432
2016-01-13,6.369999885559082
2016-01-14,6.559999942779541
2016-01-15,6.489999771118164
