Date,REAL
2019-06-28,28.899999618530273
2019-07-01,26.549999237060547
2019-07-02,25.979999542236328
2019-07-03,25.5
2019-07-05,26.510000228881836
2019-07-08,25.920000076293945
2019-07-09,25.360000610351562
2019-07-10,26.399999618530273
2019-07-11,25.56999969482422
2019-07-12,25.790000915527344
2019-07-15,24.90999984741211
2019-07-16,24.520000457763672
2019-07-17,23.860000610351562
2019-07-18,25.059999465942383
2019-07-19,24.139999389648438
2019-07-22,24.790000915527344
2019-07-23,24.610000610351562
2019-07-24,24.510000228881836
2019-07-25,24.610000610351562
2019-07-26,25.850000381469727
2019-07-29,25.1200008392334
2019-07-30,24.610000610351562
2019-07-31,24.549999237060547
2019-08-01,25.0
2019-08-02,24.049999237060547
2019-08-05,23.84000015258789
2019-08-06,23.6299991607666
2019-08-07,23.0
2019-08-08,23.1299991607666
2019-08-09,17.739999771118164
2019-08-12,17.8799991607666
2019-08-13,17.0
2019-08-14,14.279999732971191
2019-08-15,15.479999542236328
2019-08-16,17.239999771118164
2019-08-19,17.25
2019-08-20,17.15999984741211
2019-08-21,17.229999542236328
2019-08-22,16.690000534057617
2019-08-23,15.350000381469727
2019-08-26,14.229999542236328
2019-08-27,12.800000190734863
2019-08-28,13.609999656677246
2019-08-29,13.979999542236328
2019-08-30,13.069999694824219
2019-09-03,13.8100004196167
2019-09-04,14.260000228881836
2019-09-05,15.0
2019-09-06,15.369999885559082
2019-09-09,15.329999923706055
2019-09-10,16.18000030517578
2019-09-11,16.350000381469727
2019-09-12,16.920000076293945
2019-09-13,17.010000228881836
2019-09-16,16.75
2019-09-17,17.3700008392334
2019-09-18,16.290000915527344
2019-09-19,16.809999465942383
2019-09-20,16.93000030517578
2019-09-23,17.649999618530273
2019-09-24,17.079999923706055
2019-09-25,18.329999923706055
2019-09-26,18.690000534057617
2019-09-27,19.350000381469727
2019-09-30,22.360000610351562
2019-10-01,20.81999969482422
2019-10-02,18.850000381469727
2019-10-03,18.90999984741211
2019-10-04,20.139999389648438
2019-10-07,20.8799991607666
2019-10-08,21.100000381469727
2019-10-09,21.229999542236328
2019-10-10,22.530000686645508
2019-10-11,22.1299991607666
2019-10-14,21.43000030517578
2019-10-15,21.110000610351562
2019-10-16,21.75
2019-10-17,22.65999984741211
2019-10-18,22.049999237060547
2019-10-21,21.639999389648438
2019-10-22,20.93000030517578
2019-10-23,19.030000686645508
2019-10-24,19.75
2019-10-25,22.1299991607666
2019-10-28,23.25
2019-10-29,23.5
2019-10-30,23.75
2019-10-31,23.110000610351562
2019-11-01,22.93000030517578
2019-11-04,21.729999542236328
2019-11-05,19.3700008392334
2019-11-06,17.93000030517578
2019-11-07,17.56999969482422
2019-11-08,17.65999984741211
2019-11-11,18.200000762939453
2019-11-12,18.329999923706055
2019-11-13,18.469999313354492
2019-11-14,17.90999984741211
2019-11-15,17.709999084472656
2019-11-18,17.239999771118164
2019-11-19,17.549999237060547
2019-11-20,16.93000030517578
2019-11-21,16.149999618530273
2019-11-22,16.360000610351562
2019-11-25,16.84000015258789
2019-11-26,16.639999389648438
2019-11-27,17.469999313354492
2019-11-29,17.200000762939453
2019-12-02,16.0
2019-12-03,16.299999237060547
2019-12-04,17.34000015258789
2019-12-05,16.81999969482422
2019-12-06,17.649999618530273
2019-12-09,17.469999313354492
2019-12-10,16.969999313354492
2019-12-11,17.079999923706055
2019-12-12,18.56999969482422
2019-12-13,18.600000381469727
2019-12-16,18.299999237060547
2019-12-17,17.43000030517578
2019-12-18,17.700000762939453
2019-12-19,18.219999313354492
2019-12-20,18.579999923706055
2019-12-23,18.149999618530273
2019-12-24,17.809999465942383
2019-12-26,18.079999923706055
2019-12-27,18.31999969482422
2019-12-30,18.049999237060547
2019-12-31,18.850000381469727
2020-01-02,17.8700008392334
2020-01-03,18.440000534057617
2020-01-06,17.860000610351562
2020-01-07,18.104999542236328
2020-01-08,17.360000610351562
2020-01-09,18.170000076293945
2020-01-10,17.790000915527344
2020-01-13,18.15999984741211
2020-01-14,18.110000610351562
