Date,SEM
2010-01-04,4.299208164215088
2010-01-05,4.223221302032471
2010-01-06,4.103244304656982
2010-01-07,4.1192402839660645
2010-01-08,4.127240180969238
2010-01-11,4.1192402839660645
2010-01-12,4.079247951507568
2010-01-13,4.155233383178711
2010-01-14,4.199225425720215
2010-01-15,4.14723539352417
2010-01-19,4.199225425720215
2010-01-20,4.047253131866455
2010-01-21,3.975267171859741
2010-01-22,3.9592700004577637
2010-01-25,3.9592700004577637
2010-01-26,3.9472711086273193
2010-01-27,4.011261463165283
2010-01-28,3.9072792530059814
2010-01-29,3.9632694721221924
2010-02-01,3.8472914695739746
2010-02-02,3.90328049659729
2010-02-03,3.8352935314178467
2010-02-04,3.7313122749328613
2010-02-05,3.6753227710723877
2010-02-08,3.6233327388763428
2010-02-09,3.643327474594116
2010-02-10,3.55934476852417
2010-02-11,3.55934476852417
2010-02-12,3.535348653793335
2010-02-16,3.5233497619628906
2010-02-17,3.535348653793335
2010-02-18,3.51935076713562
2010-02-19,3.3193886280059814
2010-02-22,3.3153891563415527
2010-02-23,3.259399890899658
2010-02-24,3.2713968753814697
2010-02-25,3.235403537750244
2010-02-26,3.2753968238830566
2010-03-01,3.2913928031921387
2010-03-02,3.387376308441162
2010-03-03,3.4633610248565674
2010-03-04,3.4193692207336426
2010-03-05,3.503354549407959
2010-03-08,3.4953558444976807
2010-03-09,3.323387622833252
2010-03-10,3.2513999938964844
2010-03-11,3.267397165298462
2010-03-12,3.227404832839966
2010-03-15,3.1474196910858154
2010-03-16,3.235403537750244
2010-03-17,3.3313848972320557
2010-03-18,3.3993728160858154
2010-03-19,3.3993728160858154
2010-03-22,3.4793577194213867
2010-03-23,3.499354839324951
2010-03-24,3.4633610248565674
2010-03-25,3.39137601852417
2010-03-26,3.2913928031921387
2010-03-29,3.3353848457336426
2010-03-30,3.3753774166107178
2010-03-31,3.3753774166107178
2010-04-01,3.3553807735443115
2010-04-05,3.363380193710327
2010-04-06,3.359379768371582
2010-04-07,3.3153891563415527
2010-04-08,3.3033909797668457
2010-04-09,3.2633981704711914
2010-04-12,3.3033909797668457
2010-04-13,3.267397165298462
2010-04-14,3.3193886280059814
2010-04-15,3.3153891563415527
2010-04-16,3.3713791370391846
2010-04-19,3.339383125305176
2010-04-20,3.451364517211914
2010-04-21,3.471360206604004
2010-04-22,3.483358383178711
2010-04-23,3.579340696334839
2010-04-26,3.5633437633514404
2010-04-27,3.4753596782684326
2010-04-28,3.4233689308166504
2010-04-29,3.51935076713562
2010-04-30,3.4753596782684326
2010-05-03,3.5313479900360107
2010-05-04,3.323387622833252
2010-05-05,3.3433845043182373
2010-05-06,3.3313848972320557
2010-05-07,3.2993922233581543
2010-05-10,3.39137601852417
2010-05-11,3.4633610248565674
2010-05-12,3.5913379192352295
2010-05-13,3.503354549407959
2010-05-14,3.39137601852417
2010-05-17,3.2513999938964844
2010-05-18,3.215406894683838
2010-05-19,3.2833940982818604
2010-05-20,3.2034096717834473
2010-05-21,3.2314038276672363
2010-05-24,3.1634163856506348
2010-05-25,3.215406894683838
2010-05-26,3.2753968238830566
2010-05-27,3.279395580291748
2010-05-28,3.2394020557403564
2010-06-01,3.139421224594116
2010-06-02,3.183412551879883
2010-06-03,3.155418872833252
2010-06-04,3.0394399166107178
2010-06-07,2.9834506511688232
2010-06-08,2.887467384338379
2010-06-09,2.923461437225342
2010-06-10,2.8194799423217773
2010-06-11,2.8514747619628906
2010-06-14,3.05143666267395
2010-06-15,3.059436321258545
2010-06-16,3.0314416885375977
2010-06-17,3.015444278717041
2010-06-18,3.0434391498565674
2010-06-21,3.055436372756958
2010-06-22,2.95945405960083
2010-06-23,2.963453769683838
2010-06-24,2.971452236175537
2010-06-25,3.02744197845459
2010-06-28,2.95945405960083
2010-06-29,2.7234973907470703
2010-06-30,2.7114996910095215
2010-07-01,2.527534246444702
2010-07-02,2.5155365467071533
2010-07-06,2.4675447940826416
2010-07-07,2.547530174255371
2010-07-08,2.5635275840759277
2010-07-09,2.6035196781158447
2010-07-12,2.487541437149048
2010-07-13,2.5315327644348145
2010-07-14,2.5155365467071533
2010-07-15,2.527534246444702
2010-07-16,2.423552989959717
2010-07-19,2.419553756713867
2010-07-20,2.4595468044281006
2010-07-21,2.3835606575012207
2010-07-22,2.5315327644348145
2010-07-23,2.559527635574341
2010-07-26,2.687504529953003
2010-07-27,2.679506540298462
2010-07-28,2.5515296459198
2010-07-29,2.611518383026123
2010-07-30,2.6195170879364014
2010-08-02,2.7154994010925293
2010-08-03,2.679506540298462
2010-08-04,2.6915042400360107
2010-08-05,2.6635091304779053
2010-08-06,2.8754689693450928
2010-08-09,2.923461437225342
2010-08-10,2.9154627323150635
2010-08-11,2.7754886150360107
2010-08-12,2.8194799423217773
2010-08-13,2.7954843044281006
2010-08-16,2.8434760570526123
2010-08-17,2.887467384338379
2010-08-18,2.9034643173217773
2010-08-19,2.8434760570526123
2010-08-20,2.9034643173217773
2010-08-23,2.899465322494507
2010-08-24,2.9154627323150635
2010-08-25,3.0114448070526123
2010-08-26,2.879469156265259
2010-08-27,2.9434573650360107
2010-08-30,2.8594729900360107
2010-08-31,2.8594729900360107
2010-09-01,2.971452236175537
2010-09-02,3.055436372756958
2010-09-03,3.1114253997802734
2010-09-07,3.0634350776672363
2010-09-08,3.047438144683838
2010-09-09,3.0194430351257324
2010-09-10,2.971452236175537
2010-09-13,2.991448163986206
2010-09-14,3.1114253997802734
2010-09-15,3.139421224594116
2010-09-16,3.0954298973083496
2010-09-17,3.107426643371582
2010-09-20,3.179412841796875
2010-09-21,3.1234242916107178
2010-09-22,3.0714337825775146
2010-09-23,2.991448163986206
2010-09-24,3.099428415298462
2010-09-27,3.0754334926605225
2010-09-28,3.099428415298462
2010-09-29,3.1034274101257324
2010-09-30,3.0794315338134766
2010-10-01,3.0714337825775146
2010-10-04,2.9434573650360107
2010-10-05,2.995447874069214
2010-10-06,2.991448163986206
2010-10-07,2.9834506511688232
2010-10-08,3.0634350776672363
2010-10-11,3.05143666267395
2010-10-12,2.991448163986206
2010-10-13,3.015444278717041
2010-10-14,3.0074453353881836
2010-10-15,3.0394399166107178
2010-10-18,3.0674350261688232
2010-10-19,2.995447874069214
2010-10-20,3.0194430351257324
2010-10-21,3.0114448070526123
2010-10-22,3.003445625305176
2010-10-25,3.003445625305176
2010-10-26,3.003445625305176
2010-10-27,2.9994468688964844
2010-10-28,2.9834506511688232
2010-10-29,2.991448163986206
2010-11-01,2.911463737487793
2010-11-02,2.9554553031921387
2010-11-03,2.9354584217071533
2010-11-04,2.899465322494507
2010-11-05,2.5955216884613037
2010-11-08,2.559527635574341
2010-11-09,2.5115373134613037
2010-11-10,2.5515296459198
2010-11-11,2.5155365467071533
2010-11-12,2.4795424938201904
2010-11-15,2.4915406703948975
2010-11-16,2.4675447940826416
2010-11-17,2.4515480995178223
2010-11-18,2.495539426803589
2010-11-19,2.5155365467071533
2010-11-22,2.303575038909912
2010-11-23,2.3355698585510254
2010-11-24,2.40755558013916
2010-11-26,2.4395506381988525
2010-11-29,2.471543788909912
2010-11-30,2.47554349899292
2010-12-01,2.47554349899292
2010-12-02,2.5555291175842285
2010-12-03,2.5795247554779053
2010-12-06,2.5755248069763184
2010-12-07,2.5115373134613037
2010-12-08,2.507538080215454
2010-12-09,2.587522506713867
2010-12-10,2.683505058288574
2010-12-13,2.6035196781158447
2010-12-14,2.6915042400360107
