Date,BUR
2020-10-19,9.69829273223877
2020-10-20,9.792911529541016
2020-10-21,9.367132186889648
2020-10-22,9.31982421875
2020-10-23,9.234667778015137
2020-10-26,9.06435489654541
2020-10-27,8.922430038452148
2020-10-28,8.402034759521484
2020-10-29,8.250645637512207
2020-10-30,8.37364673614502
2020-11-02,7.910022258758545
2020-11-03,8.33580207824707
2020-11-04,8.600729942321777
2020-11-05,8.733194351196289
2020-11-06,8.742655754089355
2020-11-09,9.272513389587402
2020-11-10,9.102203369140625
2020-11-11,9.06435489654541
2020-11-12,9.234667778015137
2020-11-13,9.386054039001465
2020-11-16,9.717215538024902
2020-11-17,9.556367874145508
2020-11-18,9.745601654052734
2020-11-19,10.024723052978516
2020-11-20,9.972684860229492
2020-11-23,9.934837341308594
2020-11-24,9.934837341308594
2020-11-25,9.982147216796875
2020-11-27,9.736140251159668
2020-11-30,9.641521453857422
2020-12-01,9.660446166992188
2020-12-02,9.471212387084961
2020-12-03,8.979198455810547
2020-12-04,9.376593589782715
2020-12-07,9.092740058898926
2020-12-08,8.912968635559082
2020-12-09,9.244131088256836
2020-12-10,8.998124122619629
2020-12-11,8.950817108154297
2020-12-14,8.988661766052246
2020-12-15,9.272513389587402
2020-12-16,9.414440155029297
2020-12-17,9.14951229095459
2020-12-18,8.884583473205566
2020-12-21,8.799427032470703
2020-12-22,8.8467378616333
2020-12-23,8.856197357177734
2020-12-24,9.092740058898926
2020-12-28,8.922430038452148
2020-12-29,8.988661766052246
2020-12-30,9.054893493652344
2020-12-31,9.14951229095459
2021-01-04,9.06435489654541
2021-01-05,9.480672836303711
2021-01-06,9.253589630126953
2021-01-07,8.931890487670898
2021-01-08,8.894043922424316
2021-01-11,8.629117012023926
2021-01-12,8.496649742126465
2021-01-13,8.33580207824707
2021-01-14,8.212800025939941
2021-01-15,8.307416915893555
2021-01-19,8.458803176879883
2021-01-20,8.496649742126465
2021-01-21,8.553421020507812
2021-01-22,8.411495208740234
2021-01-25,8.203337669372559
2021-01-26,8.165489196777344
2021-01-27,7.9384074211120605
2021-01-28,8.080334663391113
2021-01-29,8.033023834228516
2021-02-01,8.288492202758789
2021-02-02,8.354724884033203
2021-02-03,8.108720779418945
2021-02-04,8.014102935791016
2021-02-05,8.023563385009766
2021-02-08,8.075601577758789
2021-02-09,8.222260475158691
2021-02-10,8.383109092712402
2021-02-11,8.487188339233398
2021-02-12,8.581806182861328
2021-02-16,9.650984764099121
2021-02-17,8.780502319335938
2021-02-18,8.648037910461426
2021-02-19,8.307416915893555
2021-02-22,8.477727890014648
2021-02-23,8.600729942321777
2021-02-24,8.723733901977539
2021-02-25,8.383109092712402
2021-02-26,8.099258422851562
2021-03-01,8.051948547363281
2021-03-02,7.881637096405029
2021-03-03,7.881637096405029
2021-03-04,7.910022258758545
2021-03-05,7.768095970153809
2021-03-08,8.222260475158691
2021-03-09,7.99517822265625
2021-03-10,7.9194841384887695
2021-03-11,8.146565437316895
2021-03-12,8.203337669372559
2021-03-15,8.203337669372559
2021-03-16,8.080334663391113
2021-03-17,7.976254463195801
2021-03-18,7.966793537139893
2021-03-19,8.080334663391113
2021-03-22,8.06141185760498
2021-03-23,7.843790531158447
2021-03-24,7.9384074211120605
2021-03-25,7.6924028396606445
2021-03-26,7.6545562744140625
2021-03-29,7.9194841384887695
2021-03-30,8.099258422851562
2021-03-31,8.51557445526123
2021-04-01,9.442826271057129
2021-04-05,9.59421443939209
2021-04-06,9.537442207336426
2021-04-07,9.51852035522461
2021-04-08,9.461750030517578
2021-04-09,9.234667778015137
2021-04-12,9.272513389587402
2021-04-13,9.281976699829102
2021-04-14,9.367132186889648
2021-04-15,9.395517349243164
2021-04-16,9.603673934936523
2021-04-19,10.14299488067627
2021-04-20,9.811834335327148
2021-04-21,10.455232620239258
2021-04-22,10.881011009216309
2021-04-23,10.843165397644043
2021-04-26,11.30678939819336
2021-04-27,11.675798416137695
2021-04-28,11.817723274230957
2021-04-29,12.271889686584473
2021-04-30,12.177270889282227
2021-05-03,11.732568740844727
2021-05-04,12.044807434082031
2021-05-05,11.959653854370117
2021-05-06,11.902880668640137
2021-05-07,12.820672035217285
2021-05-10,12.64089584350586
2021-05-11,11.978574752807617
2021-05-12,11.38248348236084
2021-05-13,11.297327995300293
2021-05-14,11.827186584472656
2021-05-17,11.496025085449219
2021-05-18,11.58117961883545
2021-05-19,11.448718070983887
2021-05-20,11.35409927368164
2021-05-21,11.429793357849121
2021-05-24,10.985089302062988
2021-05-25,11.164863586425781
2021-05-26,11.19324779510498
2021-05-27,11.341473579406738
2021-05-28,11.475351333618164
2021-06-01,11.475351333618164
2021-06-02,11.398848533630371
2021-06-03,11.121528625488281
2021-06-04,11.293660163879395
2021-06-07,10.939835548400879
2021-06-08,10.949398040771484
2021-06-09,10.805956840515137
2021-06-10,10.652952194213867
2021-06-11,10.662514686584473
2021-06-14,10.538199424743652
2021-06-15,10.519072532653809
2021-06-16,10.681640625
2021-06-17,10.58601188659668
2021-06-18,10.260875701904297
2021-06-21,10.452132225036621
2021-06-22,10.43300724029541
2021-06-23,10.471259117126465
2021-06-24,10.461695671081543
2021-06-25,10.16524887084961
2021-06-28,10.126996994018555
2021-06-29,10.012245178222656
2021-06-30,9.935742378234863
2021-07-01,10.040933609008789
2021-07-02,10.10787296295166
2021-07-06,9.84011459350586
2021-07-07,9.696672439575195
2021-07-08,9.620170593261719
2021-07-09,10.136561393737793
2021-07-12,10.260875701904297
2021-07-13,10.356504440307617
2021-07-14,10.203500747680664
2021-07-15,9.88792896270752
2021-07-16,10.260875701904297
2021-07-19,9.667983055114746
2021-07-20,9.629732131958008
2021-07-21,10.203500747680664
2021-07-22,10.10787296295166
2021-07-23,10.241751670837402
2021-07-26,10.193936347961426
2021-07-27,10.11743450164795
2021-07-28,10.155685424804688
2021-07-29,10.509510040283203
2021-07-30,10.327816009521484
2021-08-02,10.280001640319824
2021-08-03,10.442570686340332
2021-08-04,10.825081825256348
2021-08-05,10.805956840515137
2021-08-06,10.968523979187012
2021-08-09,10.872896194458008
2021-08-10,11.035463333129883
2021-08-11,11.264969825744629
2021-08-12,11.27453327178955
2021-08-13,11.150216102600098
2021-08-16,11.025899887084961
2021-08-17,10.86333179473877
2021-08-18,11.102402687072754
2021-08-19,11.092841148376465
2021-08-20,11.111966133117676
2021-08-23,10.997211456298828
