Date,ZWS
2012-03-29,9.154290199279785
2012-03-30,9.657777786254883
2012-04-02,9.946138381958008
2012-04-03,9.863747596740723
2012-04-04,9.854594230651855
2012-04-05,9.868325233459473
2012-04-09,9.822552680969238
2012-04-10,9.81797981262207
2012-04-11,9.886636734008789
2012-04-12,9.973600387573242
2012-04-13,9.859169960021973
2012-04-16,9.863747596740723
2012-04-17,9.904945373535156
2012-04-18,10.005640983581543
2012-04-19,9.886636734008789
2012-04-20,9.81797981262207
2012-04-23,9.795090675354004
2012-04-24,9.859169960021973
2012-04-25,9.859169960021973
2012-04-26,9.854594230651855
2012-04-27,9.891212463378906
2012-04-30,10.106337547302246
2012-05-01,10.069718360900879
2012-05-02,10.083451271057129
2012-05-03,9.978177070617676
2012-05-04,9.900364875793457
2012-05-07,10.078874588012695
2012-05-08,9.936984062194824
2012-05-09,9.822552680969238
2012-05-10,9.950716018676758
2012-05-11,10.083451271057129
2012-05-14,9.845438957214355
2012-05-15,9.296184539794922
2012-05-16,9.145135879516602
2012-05-17,9.126830101013184
2012-05-18,8.856779098510742
2012-05-21,9.012398719787598
2012-05-22,9.058170318603516
2012-05-23,9.030708312988281
2012-05-24,9.081055641174316
2012-05-25,9.43349838256836
2012-05-29,9.401460647583008
2012-05-30,9.33737850189209
2012-05-31,9.062747955322266
2012-06-01,8.701155662536621
2012-06-04,8.788121223449707
2012-06-05,8.742348670959473
2012-06-06,9.003244400024414
2012-06-07,9.154290199279785
2012-06-08,9.296184539794922
2012-06-11,9.117674827575684
2012-06-12,9.131403923034668
2012-06-13,8.897970199584961
2012-06-14,8.984936714172363
2012-06-15,8.925435066223145
2012-06-18,9.346531867980957
2012-06-19,9.145135879516602
2012-06-20,9.154290199279785
2012-06-21,9.195484161376953
2012-06-22,9.085633277893066
2012-06-25,8.76980972290039
2012-06-26,9.026131629943848
2012-06-27,9.026131629943848
2012-06-28,8.806427955627441
2012-06-29,9.172599792480469
2012-07-02,9.309915542602539
2012-07-03,9.529617309570312
2012-07-05,9.6806640625
2012-07-06,9.364840507507324
2012-07-09,9.1130952835083
2012-07-10,8.952895164489746
2012-07-11,8.838467597961426
2012-07-12,8.820159912109375
2012-07-13,8.90255069732666
2012-07-16,8.994091987609863
2012-07-17,9.163445472717285
2012-07-18,9.204638481140137
2012-07-19,9.117674827575684
2012-07-20,8.84304428100586
2012-07-23,8.719466209411621
2012-07-24,8.696576118469238
2012-07-25,8.811006546020508
2012-07-26,8.710311889648438
2012-07-27,9.003244400024414
2012-07-30,8.774391174316406
2012-07-31,8.879660606384277
2012-08-01,8.815582275390625
2012-08-02,7.236465930938721
2012-08-03,7.085421562194824
2012-08-06,7.089997291564941
2012-08-07,7.09457540512085
2012-08-08,7.1311936378479
2012-08-09,7.112883567810059
2012-08-10,7.108305931091309
2012-08-13,7.0396504402160645
2012-08-14,6.893181324005127
2012-08-15,7.067113399505615
2012-08-16,7.2090044021606445
2012-08-17,7.103730201721191
2012-08-20,7.016765117645264
2012-08-21,7.103730201721191
2012-08-22,7.181541442871094
2012-08-23,6.95726203918457
2012-08-24,6.975570201873779
2012-08-27,6.902335166931152
2012-08-28,6.938952922821045
2012-08-29,6.9709930419921875
2012-08-30,6.879449367523193
2012-08-31,6.888603687286377
2012-09-04,7.1861186027526855
2012-09-05,7.085421562194824
2012-09-06,7.401244163513184
2012-09-07,7.447015762329102
