Date,GLPI
2013-10-14,14.456645965576172
2013-10-15,14.456645965576172
2013-10-16,14.481204986572266
2013-10-17,15.168946266174316
2013-10-18,15.544397354125977
2013-10-21,15.509308815002441
2013-10-22,15.632116317749023
2013-10-23,15.319829940795898
2013-10-24,15.382989883422852
2013-10-25,15.58650016784668
2013-10-28,15.575980186462402
2013-10-29,15.62159538269043
2013-10-30,15.565452575683594
2013-10-31,15.790023803710938
2013-11-01,16.014591217041016
2013-11-04,16.421619415283203
2013-11-05,16.32337760925293
2013-11-06,16.45671272277832
2013-11-07,16.074241638183594
2013-11-08,15.961958885192871
2013-11-11,16.074241638183594
2013-11-12,15.937399864196777
2013-11-13,15.754934310913086
2013-11-14,15.772478103637695
2013-11-15,15.860200881958008
2013-11-18,15.81458568572998
2013-11-19,15.62159538269043
2013-11-20,15.649667739868164
2013-11-21,15.670719146728516
2013-11-22,16.183015823364258
2013-11-25,16.11985969543457
2013-11-26,16.24617576599121
2013-11-27,16.3795166015625
2013-11-29,16.183015823364258
2013-12-02,16.505842208862305
2013-12-03,16.267234802246094
2013-12-04,16.291791915893555
2013-12-05,16.312843322753906
2013-12-06,16.583036422729492
2013-12-09,17.45323371887207
2013-12-10,17.558502197265625
2013-12-11,17.83220100402832
2013-12-12,17.60060691833496
2013-12-13,17.56552505493164
2013-12-16,17.667280197143555
2013-12-17,17.4111270904541
2013-12-18,17.34446144104004
2013-12-19,17.28832244873047
2013-12-20,17.48130989074707
2013-12-23,17.512887954711914
2013-12-24,17.663768768310547
2013-12-26,17.62868309020996
2013-12-27,17.449729919433594
2013-12-30,17.712892532348633
2013-12-31,17.828689575195312
2014-01-02,17.695350646972656
2014-01-03,17.635700225830078
2014-01-06,17.26726531982422
2014-01-07,17.200593948364258
2014-01-08,17.08831024169922
2014-01-09,17.500911712646484
2014-01-10,17.55191421508789
2014-01-13,17.26447868347168
2014-01-14,17.259845733642578
2014-01-15,17.1856689453125
2014-01-16,16.926048278808594
2014-01-17,16.83333396911621
2014-01-21,16.83797264099121
2014-01-22,16.596895217895508
2014-01-23,16.43463706970215
2014-01-24,16.096210479736328
2014-01-27,15.93858528137207
2014-01-28,16.16575050354004
2014-01-29,15.855137825012207
2014-01-30,16.040576934814453
2014-01-31,16.086938858032227
2014-02-03,15.753140449523926
2014-02-04,15.984944343566895
2014-02-05,16.003488540649414
2014-02-06,16.675708770751953
2014-02-07,17.009498596191406
2014-02-10,17.190305709838867
2014-02-11,17.3850154876709
2014-02-12,17.538002014160156
2014-02-13,18.006244659423828
2014-02-14,17.779077529907227
2014-02-18,17.82080078125
2014-02-19,17.72808074951172
2014-02-20,17.922794342041016
2014-02-21,17.72344398498535
2014-02-24,17.51019287109375
2014-02-25,17.616817474365234
2014-02-26,17.36647605895996
2014-02-27,17.56582260131836
2014-02-28,17.653905868530273
2014-03-03,17.588998794555664
2014-03-04,17.964521408081055
2014-03-05,17.969221115112305
2014-03-06,18.10548210144043
2014-03-07,18.1994686126709
2014-03-10,17.77185821533203
2014-03-11,17.485210418701172
2014-03-12,17.60739517211914
2014-03-13,17.372446060180664
2014-03-14,17.541597366333008
2014-03-17,17.31134605407715
2014-03-18,17.222064971923828
2014-03-19,17.029403686523438
2014-03-20,17.034103393554688
2014-03-21,17.029403686523438
2014-03-24,16.93072509765625
2014-03-25,17.189172744750977
2014-03-26,16.97301483154297
2014-03-27,17.104589462280273
2014-03-28,17.001211166381836
2014-03-31,17.132781982421875
2014-04-01,17.621482849121094
2014-04-02,17.485210418701172
2014-04-03,17.47581672668457
2014-04-04,17.128084182739258
2014-04-07,16.817943572998047
2014-04-08,16.79914665222168
2014-04-09,16.9166259765625
2014-04-10,16.70516586303711
2014-04-11,16.70516586303711
2014-04-14,16.9166259765625
2014-04-15,16.817943572998047
2014-04-16,17.151578903198242
2014-04-17,17.630884170532227
2014-04-21,17.71546745300293
2014-04-22,18.011505126953125
2014-04-23,17.668476104736328
2014-04-24,17.45231819152832
2014-04-25,16.954219818115234
2014-04-28,17.08579444885254
2014-04-29,17.231464385986328
2014-04-30,17.26905632019043
2014-05-01,17.123384475708008
2014-05-02,16.9166259765625
2014-05-05,16.911928176879883
2014-05-06,16.733369827270508
2014-05-07,16.9166259765625
2014-05-08,16.846139907836914
2014-05-09,16.827342987060547
2014-05-12,16.68167495727539
2014-05-13,16.4326229095459
2014-05-14,16.37154197692871
2014-05-15,16.23525619506836
2014-05-16,16.39502716064453
2014-05-19,16.174169540405273
2014-05-20,16.00970458984375
2014-05-21,15.972115516662598
2014-05-22,15.925124168395996
2014-05-23,16.000308990478516
2014-05-27,16.056697845458984
2014-05-28,16.02850341796875
2014-05-29,15.901625633239746
2014-05-30,15.770057678222656
2014-06-02,15.788856506347656
2014-06-03,15.755959510803223
2014-06-04,15.906329154968262
2014-06-05,15.929821968078613
2014-06-06,16.174169540405273
2014-06-09,15.995609283447266
2014-06-10,15.83336067199707
2014-06-11,15.766556739807129
2014-06-12,15.718839645385742
2014-06-13,15.747464179992676
2014-06-16,15.72360897064209
2014-06-17,15.513640403747559
2014-06-18,15.465919494628906
2014-06-19,15.72360897064209
2014-06-20,15.84768009185791
2014-06-23,15.785645484924316
2014-06-24,15.852455139160156
2014-06-25,15.861991882324219
2014-06-26,15.761781692504883
2014-06-27,15.857226371765137
2014-06-30,16.21034812927246
2014-07-01,16.65414047241211
2014-07-02,17.045438766479492
2014-07-03,16.969091415405273
2014-07-07,16.93568229675293
2014-07-08,16.969091415405273
2014-07-09,16.983407974243164
2014-07-10,17.050209045410156
2014-07-11,16.992956161499023
2014-07-14,16.60164451599121
2014-07-15,16.606414794921875
2014-07-16,16.692312240600586
2014-07-17,16.692312240600586
2014-07-18,16.74958038330078
2014-07-21,16.69708251953125
2014-07-22,17.119396209716797
2014-07-23,17.10270118713379
2014-07-24,16.73049545288086
2014-07-25,16.635053634643555
2014-07-28,16.534841537475586
2014-07-29,16.43939781188965
2014-07-30,16.267614364624023
2014-07-31,16.06719207763672
2014-08-01,16.119680404663086
2014-08-04,16.334415435791016
2014-08-05,16.052865982055664
2014-08-06,15.871538162231445
2014-08-07,15.876311302185059
2014-08-08,15.842910766601562
2014-08-11,15.904942512512207
2014-08-12,15.995609283447266
2014-08-13,16.2533016204834
2014-08-14,16.29147720336914
2014-08-15,16.43462371826172
2014-08-18,16.358274459838867
2014-08-19,16.224666595458984
2014-08-20,16.071956634521484
2014-08-21,15.933572769165039
2014-08-22,15.871538162231445
2014-08-25,15.99083423614502
2014-08-26,16.029008865356445
2014-08-27,15.9669828414917
2014-08-28,15.909716606140137
2014-08-29,15.890625
2014-09-02,15.919257164001465
2014-09-03,15.852455139160156
2014-09-04,15.909716606140137
2014-09-05,15.9669828414917
2014-09-08,16.172170639038086
2014-09-09,16.358274459838867
2014-09-10,15.842910766601562
2014-09-11,15.707171440124512
2014-09-12,15.246618270874023
2014-09-15,15.29509449005127
2014-09-16,15.236917495727539
2014-09-17,15.353266716003418
2014-09-18,15.25146484375
2014-09-19,15.314483642578125
2014-09-22,15.27086067199707
2014-09-23,15.416293144226074
2014-09-24,15.275701522827148
2014-09-25,15.217522621154785
2014-09-26,15.188440322875977
2014-09-29,15.125421524047852
2014-09-30,14.979982376098633
2014-10-01,14.999374389648438
2014-10-02,14.723048210144043
2014-10-03,14.834547996520996
2014-10-06,14.941200256347656
2014-10-07,14.669718742370605
2014-10-08,14.640631675720215
2014-10-09,14.514586448669434
2014-10-10,14.640631675720215
2014-10-13,14.572755813598633
2014-10-14,14.946046829223633
2014-10-15,15.026039123535156
2014-10-16,15.246618270874023
2014-10-17,15.30963134765625
2014-10-20,15.585970878601074
2014-10-21,15.518095016479492
