Date,CTAS
2010-01-04,5.2981858253479
2010-01-05,5.290156841278076
2010-01-06,5.3042097091674805
2010-01-07,5.350385665893555
2010-01-08,5.402584552764893
2010-01-11,5.380499839782715
2010-01-12,5.308226108551025
2010-01-13,5.390539169311523
2010-01-14,5.356408596038818
2010-01-15,5.268072128295898
2010-01-19,5.352392673492432
2010-01-20,5.270080089569092
2010-01-21,5.173713684082031
2010-01-22,5.069314002990723
2010-01-25,5.061284065246582
2010-01-26,5.0231404304504395
2010-01-27,5.063292026519775
2010-01-28,5.011092662811279
2010-01-29,5.0412068367004395
2010-02-01,5.063292026519775
2010-02-02,5.107460021972656
2010-02-03,5.081360816955566
2010-02-04,4.980978012084961
2010-02-05,4.9849934577941895
2010-02-08,5.013656139373779
2010-02-09,5.052551746368408
2010-02-10,5.003418445587158
2010-02-11,5.0402679443359375
2010-02-12,5.036174297332764
2010-02-16,4.862159729003906
2010-02-17,4.882631778717041
2010-02-18,4.937908172607422
2010-02-19,5.013656139373779
2010-02-22,5.021842956542969
2010-02-23,4.954285621643066
2010-02-24,5.046409606933594
2010-02-25,5.083260536193848
2010-02-26,5.075071334838867
2010-03-01,5.13648796081543
2010-03-02,5.089401721954346
2010-03-03,5.1323933601379395
2010-03-04,5.175385475158691
2010-03-05,5.226566314697266
2010-03-08,5.324832916259766
2010-03-09,5.353493690490723
2010-03-10,5.408769130706787
2010-03-11,5.4579010009765625
2010-03-12,5.459949493408203
2010-03-15,5.48246955871582
2010-03-16,5.550027370452881
2010-03-17,5.631916046142578
2010-03-18,5.689239025115967
2010-03-19,5.758845806121826
2010-03-22,5.8243560791015625
2010-03-23,5.8509697914123535
2010-03-24,5.797741889953613
2010-03-25,5.7772698402404785
2010-03-26,5.7158522605896
2010-03-29,5.803884029388428
2010-03-30,5.810024738311768
2010-03-31,5.7527031898498535
2010-04-01,5.736325740814209
2010-04-05,5.760891914367676
2010-04-06,5.760891914367676
2010-04-07,5.695380210876465
2010-04-08,5.679001808166504
2010-04-09,5.679001808166504
2010-04-12,5.652389049530029
2010-04-13,5.69947624206543
2010-04-14,5.726088523864746
2010-04-15,5.762938499450684
2010-04-16,5.713803768157959
2010-04-19,5.73018217086792
2010-04-20,5.779315948486328
2010-04-21,5.799787521362305
2010-04-22,5.871441841125488
2010-04-23,5.881677627563477
2010-04-26,5.81207275390625
2010-04-27,5.627821922302246
2010-04-28,5.6298699378967285
2010-04-29,5.6585307121276855
2010-04-30,5.580735683441162
2010-05-03,5.62577486038208
2010-05-04,5.496800899505615
2010-05-05,5.466091632843018
2010-05-06,5.343257427215576
2010-05-07,5.228612899780273
2010-05-10,5.507036209106445
2010-05-11,5.4579010009765625
2010-05-12,5.564357757568359
2010-05-13,5.507036209106445
2010-05-14,5.419005393981934
2010-05-17,5.515225410461426
2010-05-18,5.480421543121338
2010-05-19,5.4579010009765625
2010-05-20,5.222470760345459
2010-05-21,5.308455467224121
2010-05-24,5.249086856842041
2010-05-25,5.234755992889404
2010-05-26,5.234755992889404
2010-05-27,5.37191915512085
2010-05-28,5.322784423828125
2010-06-01,5.193809986114502
2010-06-02,5.294124603271484
2010-06-03,5.343257427215576
2010-06-04,5.120109558105469
2010-06-07,5.038221836090088
2010-06-08,5.070976257324219
2010-06-09,5.0402679443359375
2010-06-10,5.189715385437012
2010-06-11,5.17948055267334
2010-06-14,5.156959533691406
2010-06-15,5.318691253662109
2010-06-16,5.304360866546631
2010-06-17,5.320740222930908
2010-06-18,5.343257427215576
2010-06-21,5.277746677398682
2010-06-22,5.1815266609191895
2010-06-23,5.165149211883545
2010-06-24,5.103733062744141
2010-06-25,5.101685047149658
2010-06-28,5.124206066131592
2010-06-29,4.958379745483398
2010-06-30,4.907198905944824
2010-07-01,4.907198905944824
2010-07-02,4.8437347412109375
2010-07-06,4.858064651489258
2010-07-07,5.003418445587158
2010-07-08,5.060739517211914
2010-07-09,5.113968372344971
2010-07-12,5.159008026123047
2010-07-13,5.312549114227295
2010-07-14,5.275700569152832
2010-07-15,5.28184175491333
2010-07-16,5.159008026123047
2010-07-19,5.257274627685547
2010-07-20,5.308455467224121
2010-07-21,5.159008026123047
2010-07-22,5.298218250274658
2010-07-23,5.324832916259766
2010-07-26,5.369872570037842
2010-07-27,5.38215446472168
2010-07-28,5.414910793304443
2010-07-29,5.373965740203857
2010-07-30,5.416958332061768
2010-08-02,5.5582170486450195
2010-08-03,5.513178825378418
2010-08-04,5.525461196899414
2010-08-05,5.511130332946777
2010-08-06,5.496800899505615
2010-08-09,5.545933246612549
2010-08-10,5.513178825378418
2010-08-11,5.337116241455078
2010-08-12,5.314596652984619
2010-08-13,5.290030002593994
2010-08-16,5.320740222930908
2010-08-17,5.435382843017578
2010-08-18,5.4579010009765625
2010-08-19,5.345306396484375
2010-08-20,5.3616838455200195
2010-08-23,5.341211318969727
2010-08-24,5.298218250274658
2010-08-25,5.249086856842041
2010-08-26,5.159008026123047
2010-08-27,5.242943286895752
2010-08-30,5.187669277191162
2010-08-31,5.218377590179443
2010-09-01,5.386250019073486
2010-09-02,5.459949493408203
2010-09-03,5.560263156890869
2010-09-07,5.472232341766357
2010-09-08,5.525461196899414
2010-09-09,5.550027370452881
2010-09-10,5.617587089538574
2010-09-13,5.6769561767578125
2010-09-14,5.697427749633789
2010-09-15,5.7056169509887695
2010-09-16,5.650341510772705
2010-09-17,5.6728596687316895
2010-09-20,5.7567973136901855
2010-09-21,5.7076640129089355
2010-09-22,5.6053032875061035
2010-09-23,5.5561699867248535
2010-09-24,5.67490816116333
2010-09-27,5.595067501068115
2010-09-28,5.62577486038208
2010-09-29,5.619631767272949
2010-09-30,5.640105724334717
2010-10-01,5.62577486038208
2010-10-04,5.560263156890869
2010-10-05,5.6585307121276855
2010-10-06,5.642153739929199
2010-10-07,5.613491535186768
2010-10-08,5.640105724334717
2010-10-11,5.648294448852539
2010-10-12,5.595067501068115
2010-10-13,5.6564836502075195
2010-10-14,5.588925361633301
2010-10-15,5.601210117340088
2010-10-18,5.615538597106934
2010-10-19,5.6053032875061035
2010-10-20,5.689239025115967
2010-10-21,5.697427749633789
2010-10-22,5.748607158660889
2010-10-25,5.734277725219727
2010-10-26,5.609395980834961
2010-10-27,5.57664155960083
2010-10-28,5.627821922302246
2010-10-29,5.6237287521362305
2010-11-01,5.595067501068115
2010-11-02,5.711758136749268
2010-11-03,5.717900276184082
2010-11-04,5.767033576965332
2010-11-05,5.773176193237305
2010-11-08,5.7527031898498535
2010-11-09,5.754786014556885
2010-11-10,5.806874752044678
2010-11-11,5.736033916473389
2010-11-12,5.671444892883301
2010-11-15,5.7464518547058105
2010-11-16,5.6068525314331055
2010-11-17,5.563098907470703
2010-11-18,5.654776096343994
2010-11-19,5.758952617645264
2010-11-22,5.719366073608398
2010-11-23,5.581851482391357
2010-11-24,5.736033916473389
2010-11-26,5.6651930809021
2010-11-29,5.642273902893066
2010-11-30,5.573516368865967
2010-12-01,5.808957576751709
2010-12-02,5.913136959075928
2010-12-03,5.936055660247803
2010-12-06,5.854795932769775
2010-12-07,5.881882667541504
2010-12-08,5.904802322387695
2010-12-09,5.888133525848389
2010-12-10,5.892302513122559
2010-12-13,5.806874752044678
2010-12-14,5.979808807373047
2010-12-15,6.031898498535156
2010-12-16,6.133995056152344
2010-12-17,6.081904888153076
2010-12-20,6.069403171539307
2010-12-21,6.083990097045898
2010-12-22,5.896468639373779
2010-12-23,5.904802322387695
2010-12-27,5.815208435058594
2010-12-28,5.854795932769775
