Date,ARCB
2010-01-04,25.22755241394043
2010-01-05,25.13027572631836
2010-01-06,24.94458770751953
2010-01-07,24.590890884399414
2010-01-08,24.935745239257812
2010-01-11,24.723527908325195
2010-01-12,24.741220474243164
2010-01-13,24.87384796142578
2010-01-14,25.448606491088867
2010-01-15,24.6793155670166
2010-01-19,24.246021270751953
2010-01-20,23.8304386138916
2010-01-21,23.379472732543945
2010-01-22,23.246841430664062
2010-01-25,23.264516830444336
2010-01-26,23.1230411529541
2010-01-27,22.95504379272461
2010-01-28,20.806318283081055
2010-01-29,19.9309139251709
2010-02-01,19.904376983642578
2010-02-02,19.89554214477539
2010-02-03,19.904376983642578
2010-02-04,19.267724990844727
2010-02-05,19.737024307250977
2010-02-08,19.126060485839844
2010-02-09,19.47138214111328
2010-02-10,20.0380802154541
2010-02-11,20.56050682067871
2010-02-12,20.489667892456055
2010-02-16,20.914697647094727
2010-02-17,22.384567260742188
2010-02-18,21.92411994934082
2010-02-19,22.225181579589844
2010-02-22,22.446550369262695
2010-02-23,21.738182067871094
2010-02-24,22.70332908630371
2010-02-25,23.066373825073242
2010-02-26,23.2346134185791
2010-03-01,23.730472564697266
2010-03-02,23.686206817626953
2010-03-03,23.925273895263672
2010-03-04,23.827877044677734
2010-03-05,24.45655632019043
2010-03-08,24.908140182495117
2010-03-09,25.457136154174805
2010-03-10,25.53681755065918
2010-03-11,25.793607711791992
2010-03-12,25.48369789123535
2010-03-15,25.616514205932617
2010-03-16,26.55510711669922
2010-03-17,26.09467124938965
2010-03-18,26.262901306152344
2010-03-19,25.784748077392578
2010-03-22,26.448848724365234
2010-03-23,26.59052276611328
2010-03-24,26.1035213470459
2010-03-25,25.935283660888672
2010-03-26,25.935283660888672
2010-03-29,26.369165420532227
2010-03-30,26.280609130859375
2010-03-31,26.45771026611328
2010-04-01,26.935855865478516
2010-04-05,26.608240127563477
2010-04-06,26.43114471435547
2010-04-07,25.970706939697266
2010-04-08,26.54625701904297
2010-04-09,26.56395721435547
2010-04-12,26.55510711669922
2010-04-13,26.50197982788086
2010-04-14,27.112953186035156
2010-04-15,26.661352157592773
2010-04-16,26.50197982788086
2010-04-19,27.759347915649414
2010-04-20,27.059816360473633
2010-04-21,28.086965560913086
2010-04-22,27.883316040039062
2010-04-23,28.361459732055664
2010-04-26,28.96356964111328
2010-04-27,27.768192291259766
2010-04-28,26.1035213470459
2010-04-29,27.927576065063477
2010-04-30,27.042116165161133
2010-05-03,27.511409759521484
2010-05-04,25.978071212768555
2010-05-05,25.52604866027832
2010-05-06,24.994260787963867
2010-05-07,24.045888900756836
2010-05-10,25.206974029541016
2010-05-11,25.880582809448242
2010-05-12,26.14647102355957
2010-05-13,25.933759689331055
2010-05-14,25.13606834411621
2010-05-17,25.171520233154297
2010-05-18,25.02084732055664
2010-05-19,24.63973045349121
2010-05-20,23.070941925048828
2010-05-21,23.04435157775879
2010-05-24,23.04435157775879
2010-05-25,19.72950553894043
2010-05-26,19.516794204711914
2010-05-27,20.465166091918945
2010-05-28,20.731054306030273
2010-06-01,20.092905044555664
2010-06-02,20.13722038269043
2010-06-03,20.482885360717773
2010-06-04,19.56110954284668
2010-06-07,18.524112701416016
2010-06-08,18.63047981262207
2010-06-09,18.488662719726562
2010-06-10,19.543380737304688
2010-06-11,19.764955520629883
2010-06-14,19.711782455444336
2010-06-15,19.49020004272461
2010-06-16,19.268627166748047
2010-06-17,19.02045249938965
2010-06-18,19.22430992126465
2010-06-21,18.81660270690918
2010-06-22,17.593475341796875
2010-06-23,18.160728454589844
2010-06-24,17.815061569213867
2010-06-25,18.151857376098633
2010-06-28,18.798870086669922
2010-06-29,18.27595329284668
2010-06-30,18.391162872314453
2010-07-01,17.868236541748047
2010-07-02,17.176898956298828
2010-07-06,16.813508987426758
2010-07-07,18.08981704711914
2010-07-08,18.745695114135742
2010-07-09,19.082500457763672
2010-07-12,19.206581115722656
2010-07-13,19.889053344726562
2010-07-14,19.85359764099121
2010-07-15,19.277490615844727
2010-07-16,18.506385803222656
2010-07-19,18.51524543762207
2010-07-20,18.958417892456055
2010-07-21,18.51524543762207
2010-07-22,19.277490615844727
2010-07-23,20.18153190612793
2010-07-26,20.82855224609375
2010-07-27,20.642412185668945
2010-07-28,19.99540138244629
2010-07-29,19.986543655395508
2010-07-30,20.0042724609375
2010-08-02,20.52720069885254
2010-08-03,19.862457275390625
2010-08-04,20.359455108642578
2010-08-05,19.667205810546875
2010-08-06,19.081443786621094
2010-08-09,19.454200744628906
2010-08-10,18.83294105529785
2010-08-11,17.830060958862305
2010-08-12,18.140689849853516
2010-08-13,17.492807388305664
2010-08-16,17.519428253173828
