Date,EQBK
2015-11-11,22.611967086791992
2015-11-12,22.85805892944336
2015-11-13,22.706621170043945
2015-11-16,22.91485023498535
2015-11-17,23.142013549804688
2015-11-18,22.87699317932129
2015-11-19,22.82019805908203
2015-11-20,22.81073570251465
2015-11-23,22.801271438598633
2015-11-24,22.82966423034668
2015-11-25,22.886457443237305
2015-11-27,22.801271438598633
2015-11-30,22.895917892456055
2015-12-01,22.9432430267334
2015-12-02,22.85805892944336
2015-12-03,22.71608543395996
2015-12-04,22.71608543395996
2015-12-07,22.71608543395996
2015-12-08,22.57411003112793
2015-12-09,22.583574295043945
2015-12-10,22.252296447753906
2015-12-11,21.76957893371582
2015-12-14,21.816904067993164
2015-12-15,22.394275665283203
2015-12-16,22.460527420043945
2015-12-17,22.526784896850586
2015-12-18,22.47945785522461
2015-12-21,22.365877151489258
2015-12-22,22.59303855895996
2015-12-23,23.05682373046875
2015-12-24,22.432132720947266
2015-12-28,22.110321044921875
2015-12-29,22.05353355407715
2015-12-30,22.05353355407715
2015-12-31,22.138717651367188
2016-01-04,21.987281799316406
2016-01-05,22.261764526367188
2016-01-06,22.649831771850586
2016-01-07,22.621435165405273
2016-01-08,22.564640045166016
2016-01-11,22.659299850463867
2016-01-12,22.649831771850586
2016-01-13,22.602502822875977
2016-01-14,22.214435577392578
2016-01-15,22.10085678100586
2016-01-19,21.504560470581055
2016-01-20,21.731718063354492
2016-01-21,21.570816040039062
2016-01-22,21.760114669799805
2016-01-25,20.908266067504883
2016-01-26,20.69056510925293
2016-01-27,19.687273025512695
2016-01-28,20.07533836364746
2016-01-29,20.823076248168945
2016-02-01,20.709495544433594
2016-02-02,20.58645248413086
2016-02-03,20.728425979614258
2016-02-04,20.917728424072266
2016-02-05,20.842010498046875
2016-02-08,20.927194595336914
2016-02-09,20.832544326782227
2016-02-10,19.933368682861328
2016-02-11,19.76299285888672
2016-02-12,19.658876419067383
2016-02-16,19.725133895874023
2016-02-17,19.54529571533203
2016-02-18,19.488506317138672
2016-02-19,19.630481719970703
2016-02-22,19.781925201416016
2016-02-23,19.791385650634766
2016-02-24,19.734600067138672
2016-02-25,19.867109298706055
2016-02-26,19.791385650634766
2016-02-29,19.772459030151367
2016-03-01,19.800851821899414
2016-03-02,19.772459030151367
2016-03-03,19.781925201416016
2016-03-04,19.66834259033203
2016-03-07,19.88603973388672
2016-03-08,19.838712692260742
2016-03-09,20.046945571899414
2016-03-10,19.848176956176758
2016-03-11,20.25517463684082
2016-03-14,20.321430206298828
2016-03-15,20.094274520874023
2016-03-16,19.92389488220215
2016-03-17,19.715669631958008
2016-03-18,20.179452896118164
2016-03-21,19.97122573852539
2016-03-22,20.056411743164062
2016-03-23,20.02801513671875
2016-03-24,19.8955078125
2016-03-28,20.169986724853516
2016-03-29,19.630481719970703
2016-03-30,19.867109298706055
2016-03-31,19.876571655273438
2016-04-01,19.8955078125
2016-04-04,19.876571655273438
2016-04-05,19.88603973388672
2016-04-06,19.88603973388672
2016-04-07,19.564226150512695
2016-04-08,19.92389488220215
2016-04-11,19.97122573852539
2016-04-12,19.838712692260742
2016-04-13,19.800851821899414
2016-04-14,19.706207275390625
2016-04-15,19.848176956176758
2016-04-18,19.829252243041992
2016-04-19,19.725133895874023
2016-04-20,19.857643127441406
2016-04-21,19.781925201416016
2016-04-22,19.92389488220215
2016-04-25,19.97122573852539
2016-04-26,19.8955078125
2016-04-27,20.07533836364746
2016-04-28,19.88603973388672
2016-04-29,19.848176956176758
2016-05-02,19.876571655273438
2016-05-03,19.8955078125
2016-05-04,19.857643127441406
2016-05-05,19.800851821899414
2016-05-06,20.472871780395508
2016-05-09,20.23624610900879
2016-05-10,20.34982681274414
2016-05-11,20.065876007080078
2016-05-12,20.34982681274414
2016-05-13,19.92389488220215
2016-05-16,19.904970169067383
2016-05-17,20.226781845092773
2016-05-18,20.368759155273438
2016-05-19,20.43501091003418
2016-05-20,20.823076248168945
2016-05-23,20.671632766723633
2016-05-24,21.532957077026367
2016-05-25,22.176576614379883
2016-05-26,21.958881378173828
2016-05-27,22.394275665283203
2016-05-31,22.47945785522461
2016-06-01,22.195507049560547
2016-06-02,21.731718063354492
2016-06-03,21.76957893371582
2016-06-06,22.564640045166016
2016-06-07,21.939950942993164
2016-06-08,21.996742248535156
2016-06-09,22.460527420043945
2016-06-10,22.33748435974121
2016-06-13,22.34695053100586
2016-06-14,21.873699188232422
