Date,TOL
2010-01-04,17.306602478027344
2010-01-05,17.306602478027344
2010-01-06,17.2066707611084
2010-01-07,18.405868530273438
2010-01-08,18.196908950805664
2010-01-11,18.124231338500977
2010-01-12,17.960710525512695
2010-01-13,18.333192825317383
2010-01-14,17.933454513549805
2010-01-15,17.5700626373291
2010-01-19,17.769933700561523
2010-01-20,17.352025985717773
2010-01-21,16.952289581298828
2010-01-22,16.607070922851562
2010-01-25,16.488967895507812
2010-01-26,16.55255889892578
2010-01-27,16.716087341308594
2010-01-28,16.7978515625
2010-01-29,16.779682159423828
2010-02-01,16.915958404541016
2010-02-02,17.86077880859375
2010-02-03,17.715425491333008
2010-02-04,17.097658157348633
2010-02-05,16.943206787109375
2010-02-08,17.270267486572266
2010-02-09,17.324769973754883
2010-02-10,17.388370513916016
2010-02-11,18.015222549438477
2010-02-12,18.051557540893555
2010-02-16,18.21508026123047
2010-02-17,17.906198501586914
2010-02-18,17.352025985717773
2010-02-19,17.406536102294922
2010-02-22,17.6154842376709
2010-02-23,17.170330047607422
2010-02-24,17.061321258544922
2010-02-25,17.015886306762695
2010-02-26,17.106731414794922
2010-03-01,17.270267486572266
2010-03-02,17.215757369995117
2010-03-03,17.5700626373291
2010-03-04,17.406536102294922
2010-03-05,17.742673873901367
2010-03-08,17.95162582397461
2010-03-09,18.29684066772461
2010-03-10,18.360443115234375
2010-03-11,18.260515213012695
2010-03-12,18.078813552856445
2010-03-15,18.006132125854492
2010-03-16,18.569393157958984
2010-03-17,18.424036026000977
2010-03-18,18.460378646850586
2010-03-19,18.41495704650879
2010-03-22,18.460378646850586
2010-03-23,18.560306549072266
2010-03-24,18.723838806152344
2010-03-25,18.814678192138672
2010-03-26,19.314348220825195
2010-03-29,19.141735076904297
2010-03-30,19.087228775024414
2010-03-31,18.896448135375977
2010-04-01,18.596647262573242
2010-04-05,18.896448135375977
2010-04-06,18.551225662231445
2010-04-07,18.29684066772461
2010-04-08,18.41495704650879
2010-04-09,18.469459533691406
2010-04-12,18.469459533691406
2010-04-13,18.224166870117188
2010-04-14,18.79651641845703
2010-04-15,18.67841339111328
2010-04-16,18.560306549072266
2010-04-19,18.569393157958984
2010-04-20,18.96912956237793
2010-04-21,19.66865348815918
2010-04-22,20.350017547607422
2010-04-23,20.89511489868164
2010-04-26,20.704328536987305
2010-04-27,20.13198471069336
2010-04-28,20.204660415649414
2010-04-29,20.795177459716797
2010-04-30,20.50446319580078
2010-05-03,21.031381607055664
2010-05-04,20.368192672729492
2010-05-05,20.004796981811523
2010-05-06,19.532386779785156
2010-05-07,18.80559730529785
2010-05-10,20.331850051879883
2010-05-11,20.3409366607666
2010-05-12,20.386363983154297
2010-05-13,19.35068702697754
2010-05-14,18.99637794494629
2010-05-17,18.96912956237793
2010-05-18,19.21441078186035
2010-05-19,18.896448135375977
2010-05-20,18.451290130615234
2010-05-21,18.79651641845703
2010-05-24,18.642074584960938
2010-05-25,18.723838806152344
2010-05-26,18.878278732299805
2010-05-27,19.187162399291992
2010-05-28,19.141735076904297
2010-06-01,18.287761688232422
2010-06-02,18.83285140991211
2010-06-03,18.378612518310547
2010-06-04,17.715425491333008
2010-06-07,16.906869888305664
2010-06-08,16.888702392578125
2010-06-09,16.6252384185791
2010-06-10,17.106731414794922
2010-06-11,17.115821838378906
2010-06-14,16.934120178222656
2010-06-15,17.19757652282715
2010-06-16,17.061321258544922
2010-06-17,16.37995147705078
2010-06-18,16.307270050048828
2010-06-21,16.01655387878418
2010-06-22,15.4987211227417
2010-06-23,15.88936710357666
2010-06-24,15.83486270904541
2010-06-25,15.625904083251953
2010-06-28,15.489638328552246
2010-06-29,15.08990478515625
2010-06-30,14.862783432006836
2010-07-01,14.899124145507812
2010-07-02,14.635664939880371
2010-07-06,14.5538969039917
2010-07-07,14.971799850463867
2010-07-08,14.980884552001953
2010-07-09,15.37153434753418
2010-07-12,15.208006858825684
2010-07-13,15.952961921691895
2010-07-14,15.58956527709961
2010-07-15,15.88028621673584
2010-07-16,14.926376342773438
2010-07-19,14.744680404663086
2010-07-20,15.398786544799805
2010-07-21,14.999059677124023
2010-07-22,15.571398735046387
2010-07-23,15.871204376220703
2010-07-26,16.252756118774414
2010-07-27,15.689508438110352
2010-07-28,15.31702709197998
2010-07-29,15.516894340515137
2010-07-30,15.771267890930176
2010-08-02,16.37086296081543
2010-08-03,15.88936710357666
2010-08-04,15.689508438110352
2010-08-05,15.444210052490234
2010-08-06,15.662254333496094
2010-08-09,16.0892333984375
2010-08-10,15.83486270904541
2010-08-11,15.180752754211426
2010-08-12,14.880949020385742
2010-08-13,14.926376342773438
2010-08-16,14.753763198852539
2010-08-17,15.208006858825684
2010-08-18,15.535063743591309
2010-08-19,15.080821990966797
2010-08-20,15.053564071655273
2010-08-23,14.717425346374512
2010-08-24,14.708342552185059
2010-08-25,15.562311172485352
2010-08-26,15.444210052490234
2010-08-27,15.762182235717773
2010-08-30,15.4987211227417
2010-08-31,15.707670211791992
2010-09-01,16.034717559814453
2010-09-02,16.28910255432129
2010-09-03,16.534395217895508
2010-09-07,16.316356658935547
2010-09-08,16.43445587158203
2010-09-09,16.579811096191406
2010-09-10,16.825105667114258
2010-09-13,16.970460891723633
2010-09-14,16.961374282836914
2010-09-15,16.7978515625
2010-09-16,16.50713539123535
2010-09-17,16.3890380859375
2010-09-20,16.925037384033203
2010-09-21,16.952289581298828
2010-09-22,16.85236167907715
2010-09-23,16.579811096191406
2010-09-24,17.115821838378906
2010-09-27,17.061321258544922
2010-09-28,17.342937469482422
2010-09-29,17.261178970336914
2010-09-30,17.27934455871582
2010-10-01,17.115821838378906
2010-10-04,17.02497100830078
2010-10-05,17.04314613342285
2010-10-06,16.979543685913086
2010-10-07,16.970460891723633
2010-10-08,16.970460891723633
2010-10-11,16.716087341308594
2010-10-12,16.816017150878906
2010-10-13,16.843273162841797
2010-10-14,16.8614444732666
2010-10-15,16.66158103942871
2010-10-18,16.588899612426758
2010-10-19,16.5616455078125
2010-10-20,16.461715698242188
2010-10-21,16.5616455078125
2010-10-22,16.716087341308594
2010-10-25,16.49805450439453
2010-10-26,16.3890380859375
2010-10-27,16.3890380859375
2010-10-28,16.225507736206055
2010-10-29,16.298179626464844
2010-11-01,16.216415405273438
2010-11-02,16.825105667114258
2010-11-03,16.43445587158203
2010-11-04,17.079483032226562
2010-11-05,17.542808532714844
2010-11-08,17.715425491333008
2010-11-09,17.461040496826172
2010-11-10,17.63365364074707
2010-11-11,17.65182113647461
2010-11-12,17.4428768157959
2010-11-15,16.72517204284668
2010-11-16,16.416288375854492
2010-11-17,16.43445587158203
2010-11-18,16.33452606201172
2010-11-19,16.280017852783203
2010-11-22,16.152830123901367
2010-11-23,16.298179626464844
2010-11-24,16.543481826782227
2010-11-26,16.216415405273438
2010-11-29,16.189167022705078
2010-11-30,16.307270050048828
2010-12-01,16.77060317993164
2010-12-02,17.143075942993164
2010-12-03,17.133989334106445
2010-12-06,17.17940902709961
2010-12-07,17.261178970336914
2010-12-08,17.07039451599121
2010-12-09,16.979543685913086
2010-12-10,16.997718811035156
2010-12-13,16.997718811035156
2010-12-14,16.8614444732666
2010-12-15,16.761510848999023
2010-12-16,16.7978515625
2010-12-17,16.906869888305664
2010-12-20,17.55189323425293
2010-12-21,17.65182113647461
2010-12-22,18.13332176208496
2010-12-23,17.624568939208984
2010-12-27,17.6154842376709
2010-12-28,17.288433074951172
2010-12-29,17.3338565826416
2010-12-30,17.270267486572266
2010-12-31,17.261178970336914
2011-01-03,17.751760482788086
2011-01-04,17.65182113647461
2011-01-05,18.06064224243164
2011-01-06,19.01455307006836
2011-01-07,18.98729705810547
2011-01-10,18.41495704650879
2011-01-11,18.469459533691406
2011-01-12,18.58755874633789
2011-01-13,18.523969650268555
2011-01-14,18.98729705810547
2011-01-18,19.04180335998535
2011-01-19,18.596647262573242
2011-01-20,18.80559730529785
2011-01-21,18.460378646850586
2011-01-24,18.651151657104492
2011-01-25,18.6239013671875
2011-01-26,18.878278732299805
2011-01-27,18.823766708374023
2011-01-28,18.569393157958984
2011-01-31,18.3876953125
2011-02-01,18.86919593811035
2011-02-02,18.642074584960938
2011-02-03,18.29684066772461
2011-02-04,18.169666290283203
2011-02-07,18.66932487487793
2011-02-08,19.405195236206055
2011-02-09,19.759504318237305
2011-02-10,19.65049171447754
2011-02-11,19.496042251586914
2011-02-14,19.223501205444336
2011-02-15,19.496042251586914
2011-02-16,19.895782470703125
2011-02-17,19.895782470703125
2011-02-18,19.841266632080078
2011-02-22,18.860105514526367
2011-02-23,19.259849548339844
2011-02-24,19.023635864257812
2011-02-25,19.368854522705078
2011-02-28,19.314348220825195
2011-03-01,18.642074584960938
2011-03-02,18.96912956237793
2011-03-03,19.241676330566406
2011-03-04,19.159908294677734
2011-03-07,19.078144073486328
2011-03-08,19.60506820678711
2011-03-09,19.60506820678711
2011-03-10,19.2053279876709
2011-03-11,19.241676330566406
2011-03-14,18.751087188720703
2011-03-15,18.950950622558594
2011-03-16,18.54213523864746
2011-03-17,18.58755874633789
2011-03-18,18.778345108032227
2011-03-21,19.0327205657959
2011-03-22,18.614818572998047
2011-03-23,18.433124542236328
2011-03-24,18.396780014038086
2011-03-25,18.642074584960938
2011-03-28,18.60573387145996
2011-03-29,18.569393157958984
2011-03-30,18.315019607543945
2011-03-31,17.960710525512695
2011-04-01,17.95162582397461
2011-04-04,17.86077880859375
2011-04-05,18.006132125854492
2011-04-06,18.224166870117188
2011-04-07,18.142406463623047
2011-04-08,18.424036026000977
2011-04-11,18.54213523864746
2011-04-12,18.3876953125
2011-04-13,18.315019607543945
2011-04-14,18.115156173706055
2011-04-15,18.278676986694336
2011-04-18,18.69658088684082
2011-04-19,18.85101890563965
2011-04-20,18.960044860839844
2011-04-21,18.424036026000977
2011-04-25,18.342275619506836
2011-04-26,18.360443115234375
2011-04-27,18.378612518310547
2011-04-28,18.505802154541016
2011-04-29,19.087228775024414
