Date,NI
2010-01-04,3.5464959144592285
2010-01-05,3.5373499393463135
2010-01-06,3.4961917400360107
2010-01-07,3.4527459144592285
2010-01-08,3.434452772140503
2010-01-11,3.477898597717285
2010-01-12,3.4893314838409424
2010-01-13,3.5442087650299072
2010-01-14,3.5487825870513916
2010-01-15,3.4961917400360107
2010-01-19,3.5487825870513916
2010-01-20,3.5350639820098877
2010-01-21,3.4001553058624268
2010-01-22,3.333843946456909
2010-01-25,3.354423761367798
2010-01-26,3.38643479347229
2010-01-27,3.3562421798706055
2010-01-28,3.3237240314483643
2010-01-29,3.3097870349884033
2010-02-01,3.4491477012634277
2010-02-02,3.523472785949707
2010-02-03,3.5095367431640625
2010-02-04,3.421273946762085
2010-02-05,3.409661054611206
2010-02-08,3.3864355087280273
2010-02-09,3.4398558139801025
2010-02-10,3.418951988220215
2010-02-11,3.435210943222046
2010-02-12,3.4003713130950928
2010-02-16,3.486309289932251
2010-02-17,3.4770190715789795
2010-02-18,3.4839885234832764
2010-02-19,3.5211503505706787
2010-02-22,3.532761573791504
2010-02-23,3.4932775497436523
2010-02-24,3.486309289932251
2010-02-25,3.481663703918457
2010-02-26,3.4886324405670166
2010-03-01,3.523472785949707
2010-03-02,3.516505002975464
2010-03-03,3.518827438354492
2010-03-04,3.516505002975464
2010-03-05,3.572248697280884
2010-03-08,3.5861828327178955
2010-03-09,3.5838606357574463
2010-03-10,3.6117327213287354
2010-03-11,3.616377830505371
2010-03-12,3.597796678543091
2010-03-15,3.602442502975464
2010-03-16,3.64192795753479
2010-03-17,3.676767349243164
2010-03-18,3.660508394241333
2010-03-19,3.653540849685669
2010-03-22,3.646573781967163
2010-03-23,3.6837356090545654
2010-03-24,3.646573781967163
2010-03-25,3.62566876411438
2010-03-26,3.6651527881622314
2010-03-29,3.7092835903167725
2010-03-30,3.713931083679199
2010-03-31,3.669799566268921
2010-04-01,3.7534148693084717
2010-04-05,3.7836098670959473
2010-04-06,3.8207709789276123
2010-04-07,3.792900800704956
2010-04-08,3.7627058029174805
2010-04-09,3.7743191719055176
2010-04-12,3.7812860012054443
2010-04-13,3.7719974517822266
2010-04-14,3.7975451946258545
2010-04-15,3.792900800704956
2010-04-16,3.790576219558716
2010-04-19,3.806835174560547
2010-04-20,3.823094129562378
2010-04-21,3.8114819526672363
2010-04-22,3.8114819526672363
2010-04-23,3.881160259246826
2010-04-26,3.8556134700775146
2010-04-27,3.778964042663574
2010-04-28,3.809591054916382
2010-04-29,3.8496432304382324
2010-04-30,3.840219736099243
2010-05-03,3.9273900985717773
2010-05-04,3.9108972549438477
2010-05-05,3.8166592121124268
2010-05-06,3.6705880165100098
2010-05-07,3.618759870529175
2010-05-10,3.7318456172943115
2010-05-11,3.7436230182647705
2010-05-12,3.7954564094543457
2010-05-13,3.7695398330688477
2010-05-14,3.722421884536743
2010-05-17,3.7342007160186768
2010-05-18,3.687081813812256
2010-05-19,3.618759870529175
2010-05-20,3.486823558807373
2010-05-21,3.500960350036621
2010-05-24,3.472688913345337
2010-05-25,3.383162260055542
2010-05-26,3.4279255867004395
2010-05-27,3.5150952339172363
2010-05-28,3.524519920349121
2010-06-01,3.4302818775177
2010-06-02,3.512739658355713
2010-06-03,3.524519920349121
2010-06-04,3.3808059692382812
2010-06-07,3.4020090103149414
2010-06-08,3.453841209411621
2010-06-09,3.4043657779693604
2010-06-10,3.524519920349121
2010-06-11,3.548079490661621
2010-06-14,3.5410120487213135
2010-06-15,3.6140480041503906
2010-06-16,3.618759870529175
2010-06-17,3.6611649990081787
2010-06-18,3.6611649990081787
2010-06-21,3.6470303535461426
2010-06-22,3.5527915954589844
2010-06-23,3.524519920349121
2010-06-24,3.49153733253479
2010-06-25,3.512739658355713
2010-06-28,3.5292322635650635
2010-06-29,3.44441819190979
2010-06-30,3.416146993637085
2010-07-01,3.3855175971984863
2010-07-02,3.4609086513519287
2010-07-06,3.522164821624756
2010-07-07,3.6517422199249268
2010-07-08,3.687081813812256
2010-07-09,3.7318456172943115
2010-07-12,3.724778413772583
2010-07-13,3.7365572452545166
2010-07-14,3.7459795475006104
2010-07-15,3.774251937866211
2010-07-16,3.6776576042175293
2010-07-19,3.753049612045288
2010-07-20,3.7883877754211426
2010-07-21,3.7294886112213135
2010-07-22,3.844930410385132
2010-07-23,3.884981870651245
2010-07-26,3.9321024417877197
2010-07-27,3.9980669021606445
2010-07-28,3.9813501834869385
2010-07-29,3.9479129314422607
2010-07-30,3.940749406814575
2010-08-02,3.9932920932769775
2010-08-03,3.959855794906616
2010-08-04,3.9932920932769775
2010-08-05,4.019564628601074
2010-08-06,4.012399196624756
2010-08-09,4.060164451599121
2010-08-10,4.0888261795043945
2010-08-11,3.9526877403259277
2010-08-12,3.940749406814575
2010-08-13,3.957467794418335
2010-08-16,3.957467794418335
2010-08-17,4.0315046310424805
2010-08-18,4.050610542297363
2010-08-19,3.9789624214172363
2010-08-20,3.940749406814575
2010-08-23,3.955078601837158
2010-08-24,3.9837393760681152
2010-08-25,4.036282062530518
2010-08-26,4.0864362716674805
2010-08-27,4.1724162101745605
2010-08-30,4.141368389129639
2010-08-31,4.146145343780518
2010-09-01,4.2273478507995605
2010-09-02,4.220184326171875
2010-09-03,4.277502536773682
2010-09-07,4.205854415893555
2010-09-08,4.0434465408325195
2010-09-09,4.062553882598877
2010-09-10,4.0697174072265625
2010-09-13,4.100766658782959
2010-09-14,4.072107315063477
2010-09-15,4.0529985427856445
2010-09-16,4.029117584228516
2010-09-17,4.0434465408325195
2010-09-20,4.122261047363281
2010-09-21,4.084048748016357
2010-09-22,4.115097999572754
2010-09-23,4.076883316040039
2010-09-24,4.141368389129639
2010-09-27,4.162862777709961
2010-09-28,4.177194595336914
2010-09-29,4.170027732849121
2010-09-30,4.155698299407959
2010-10-01,4.198688983917236
2010-10-04,4.201076507568359
2010-10-05,4.229738235473633
2010-10-06,4.191524028778076
2010-10-07,4.2082414627075195
2010-10-08,4.2392897605896
2010-10-11,4.2440643310546875
2010-10-12,4.229738235473633
2010-10-13,4.2273478507995605
2010-10-14,4.256007671356201
2010-10-15,4.24645471572876
2010-10-18,4.275113582611084
2010-10-19,4.2345147132873535
2010-10-20,4.2631731033325195
2010-10-21,4.224958896636963
2010-10-22,4.229738235473633
2010-10-25,4.229738235473633
2010-10-26,4.191524028778076
2010-10-27,4.189104080200195
2010-10-28,4.222984790802002
2010-10-29,4.189104080200195
2010-11-01,4.1552228927612305
2010-11-02,4.203623294830322
2010-11-03,4.184263706207275
2010-11-04,4.239923477172852
2010-11-05,4.266543388366699
2010-11-08,4.235084533691406
2010-11-09,4.230243682861328
2010-11-10,4.210885524749756
2010-11-11,4.208462715148926
2010-11-12,4.160061836242676
2010-11-15,4.189104080200195
2010-11-16,4.135861396789551
2010-11-17,4.150381565093994
2010-11-18,4.172164440155029
2010-11-19,4.118921756744385
2010-11-22,4.1479620933532715
2010-11-23,4.116502285003662
2010-11-24,4.128601551055908
2010-11-26,4.114081382751465
2010-11-29,4.080201148986816
2010-11-30,4.048739910125732
2010-12-01,4.121341228485107
2010-12-02,4.131021976470947
2010-12-03,4.104403018951416
2010-12-06,4.099562168121338
2010-12-07,4.123762607574463
2010-12-08,4.118921756744385
2010-12-09,4.135861396789551
2010-12-10,4.18184232711792
2010-12-13,4.189104080200195
2010-12-14,4.18668270111084
2010-12-15,4.135861396789551
2010-12-16,4.174583911895752
2010-12-17,4.140702247619629
2010-12-20,4.18668270111084
2010-12-21,4.213303565979004
2010-12-22,4.239923477172852
2010-12-23,4.244764804840088
2010-12-27,4.244764804840088
2010-12-28,4.2617058753967285
2010-12-29,4.266543388366699
2010-12-30,4.264125823974609
2010-12-31,4.264125823974609
2011-01-03,4.314944744110107
2011-01-04,4.322206020355225
2011-01-05,4.339145660400391
2011-01-06,4.33672571182251
2011-01-07,4.406907558441162
2011-01-10,4.377866744995117
2011-01-11,4.411746978759766
2011-01-12,4.433529376983643
2011-01-13,4.435947895050049
2011-01-14,4.494027614593506
2011-01-18,4.484350204467773
2011-01-19,4.489188194274902
2011-01-20,4.506128311157227
2011-01-21,4.503708839416504
2011-01-24,4.540010929107666
2011-01-25,4.554532051086426
2011-01-26,4.549691200256348
2011-01-27,4.593790531158447
2011-01-28,4.559490203857422
2011-01-31,4.5619401931762695
2011-02-01,4.588891506195068
2011-02-02,4.495789051055908
2011-02-03,4.530090808868408
2011-02-04,4.508039474487305
2011-02-07,4.571741580963135
2011-02-08,4.598691940307617
2011-02-09,4.579090118408203
2011-02-10,4.6231913566589355
2011-02-11,4.645240306854248
2011-02-14,4.645240306854248
2011-02-15,4.659941673278809
2011-02-16,4.642791748046875
