Date,HD
2010-01-04,19.698381423950195
2010-01-05,19.842666625976562
2010-01-06,19.77396011352539
2010-01-07,20.007564544677734
2010-01-08,19.91136932373047
2010-01-11,19.34797477722168
2010-01-12,19.22429847717285
2010-01-13,19.327360153198242
2010-01-14,19.44416046142578
2010-01-15,19.629676818847656
2010-01-19,19.842666625976562
2010-01-20,19.691509246826172
2010-01-21,19.56784439086914
2010-01-22,19.045656204223633
2010-01-25,18.976951599121094
2010-01-26,19.052534103393555
2010-01-27,19.128108978271484
2010-01-28,18.784574508666992
2010-01-29,19.244915008544922
2010-02-01,19.505996704101562
2010-02-02,19.94572639465332
2010-02-03,19.56096649169922
2010-02-04,19.189950942993164
2010-02-05,19.22429847717285
2010-02-08,19.643415451049805
2010-02-09,19.835798263549805
2010-02-10,19.684635162353516
2010-02-11,19.918241500854492
2010-02-12,19.92511558532715
2010-02-16,20.227432250976562
2010-02-17,20.625930786132812
2010-02-18,20.81830406188965
2010-02-19,20.715251922607422
2010-02-22,20.832042694091797
2010-02-23,21.127490997314453
2010-02-24,21.546602249145508
2010-02-25,21.546602249145508
2010-02-26,21.436670303344727
2010-03-01,21.59470558166504
2010-03-02,21.546602249145508
2010-03-03,21.62218475341797
2010-03-04,21.601573944091797
2010-03-05,21.84891700744629
2010-03-08,21.95885467529297
2010-03-09,21.928396224975586
2010-03-10,21.949159622192383
2010-03-11,22.239879608154297
2010-03-12,22.461374282836914
2010-03-15,22.627506256103516
2010-03-16,22.530595779418945
2010-03-17,22.50982666015625
2010-03-18,22.426769256591797
2010-03-19,22.39908218383789
2010-03-22,22.613656997680664
2010-03-23,22.558277130126953
2010-03-24,22.371389389038086
2010-03-25,22.579050064086914
2010-03-26,22.669031143188477
2010-03-29,22.565204620361328
2010-03-30,22.627506256103516
2010-03-31,22.39215660095215
2010-04-01,22.412933349609375
2010-04-05,22.606733322143555
2010-04-06,22.530595779418945
2010-04-07,22.572128295898438
2010-04-08,22.82131576538086
2010-04-09,23.015127182006836
2010-04-12,23.17433738708496
2010-04-13,23.769603729248047
2010-04-14,24.212610244750977
2010-04-15,24.323348999023438
2010-04-16,24.233360290527344
2010-04-19,24.3441219329834
2010-04-20,24.351037979125977
2010-04-21,24.41333770751953
2010-04-22,24.72481918334961
2010-04-23,25.188583374023438
2010-04-26,25.257802963256836
2010-04-27,24.42717742919922
2010-04-28,24.357959747314453
2010-04-29,24.614076614379883
2010-04-30,24.385644912719727
2010-05-03,24.828641891479492
2010-05-04,24.517160415649414
2010-05-05,24.392574310302734
2010-05-06,23.506568908691406
2010-05-07,23.139720916748047
2010-05-10,24.42717742919922
2010-05-11,24.66252326965332
2010-05-12,24.842498779296875
2010-05-13,24.41333770751953
2010-05-14,24.36488151550293
2010-05-17,24.63483428955078
2010-05-18,24.039560317993164
2010-05-19,23.797285079956055
2010-05-20,22.76593589782715
2010-05-21,22.855924606323242
2010-05-24,22.994361877441406
2010-05-25,23.520416259765625
2010-05-26,23.56195068359375
2010-05-27,23.914958953857422
2010-05-28,23.437360763549805
2010-06-01,23.378803253173828
2010-06-02,23.608840942382812
2010-06-03,23.302133560180664
2010-06-04,22.409912109375
2010-06-07,21.99169158935547
2010-06-08,22.172914505004883
2010-06-09,22.138072967529297
2010-06-10,22.807228088378906
2010-06-11,22.458703994750977
2010-06-14,22.347185134887695
2010-06-15,22.486587524414062
2010-06-16,22.402942657470703
2010-06-17,22.242624282836914
2010-06-18,22.263532638549805
2010-06-21,21.908044815063477
2010-06-22,21.33647346496582
2010-06-23,21.259790420532227
2010-06-24,20.681249618530273
2010-06-25,21.050689697265625
2010-06-28,20.625490188598633
2010-06-29,19.956321716308594
2010-06-30,19.56598472595215
2010-07-01,19.461429595947266
2010-07-02,19.349897384643555
2010-07-06,19.05714225769043
2010-07-07,19.52416229248047
2010-07-08,19.62174415588379
2010-07-09,19.698421478271484
2010-07-12,19.73326873779297
2010-07-13,19.963294982910156
2010-07-14,19.712360382080078
2010-07-15,19.754186630249023
2010-07-16,18.896814346313477
2010-07-19,18.868940353393555
2010-07-20,19.468402862548828
2010-07-21,19.14776039123535
2010-07-22,19.67053985595703
2010-07-23,19.69145393371582
2010-07-26,20.207260131835938
2010-07-27,19.921472549438477
2010-07-28,19.57295036315918
2010-07-29,19.552038192749023
2010-07-30,19.8726806640625
2010-08-02,20.297874450683594
2010-08-03,19.830862045288086
2010-08-04,20.019060134887695
2010-08-05,20.012083053588867
2010-08-06,19.991174697875977
2010-08-09,20.005123138427734
2010-08-10,19.684486389160156
2010-08-11,19.31505012512207
2010-08-12,19.24534034729004
2010-08-13,19.036226272583008
2010-08-16,19.08502769470215
2010-08-17,19.73326873779297
2010-08-18,20.11665153503418
2010-08-19,19.67053985595703
2010-08-20,19.63568878173828
2010-08-23,19.398693084716797
2010-08-24,19.363840103149414
2010-08-25,19.747217178344727
2010-08-26,19.782066345214844
2010-08-27,20.033000946044922
2010-08-30,19.510221481323242
2010-08-31,19.55661392211914
2010-09-01,20.154138565063477
2010-09-02,20.674335479736328
2010-09-03,20.983642578125
2010-09-07,20.618099212646484
2010-09-08,20.70245361328125
2010-09-09,20.674335479736328
2010-09-10,20.864139556884766
2010-09-13,21.082056045532227
2010-09-14,21.067995071411133
2010-09-15,21.04690933227539
2010-09-16,21.053939819335938
2010-09-17,21.011762619018555
2010-09-20,21.546018600463867
2010-09-21,21.72879409790039
2010-09-22,21.707700729370117
2010-09-23,21.67957878112793
2010-09-24,22.241960525512695
2010-09-27,22.213842391967773
2010-09-28,22.36145782470703
2010-09-29,22.36145782470703
2010-09-30,22.270076751708984
2010-10-01,22.368492126464844
2010-10-04,22.26304817199707
2010-10-05,22.312257766723633
2010-10-06,22.312257766723633
2010-10-07,22.312257766723633
2010-10-08,22.417699813842773
2010-10-11,22.3474063873291
2010-10-12,22.080272674560547
2010-10-13,21.792057037353516
2010-10-14,21.658489227294922
2010-10-15,21.58116340637207
2010-10-18,21.461660385131836
2010-10-19,21.37730598449707
2010-10-20,21.602252960205078
2010-10-21,22.36145782470703
2010-10-22,22.12948226928711
2010-10-25,22.0732479095459
2010-10-26,21.99591827392578
2010-10-27,21.721759796142578
2010-10-28,21.925626754760742
2010-10-29,21.721759796142578
2010-11-01,21.58819580078125
2010-11-02,22.150569915771484
2010-11-03,22.11542320251465
2010-11-04,22.45284080505371
2010-11-05,22.438785552978516
2010-11-08,22.136512756347656
2010-11-09,22.122451782226562
2010-11-10,22.270076751708984
2010-11-11,22.284137725830078
2010-11-12,22.101367950439453
2010-11-15,22.066211700439453
2010-11-16,22.29116439819336
2010-11-17,21.672550201416016
2010-11-18,21.70067024230957
2010-11-19,21.94670867919922
2010-11-22,21.855321884155273
2010-11-23,21.72879409790039
2010-11-24,21.904529571533203
2010-11-26,21.792057037353516
2010-11-29,21.574138641357422
2010-11-30,21.401283264160156
2010-12-01,22.39306640625
2010-12-02,23.632801055908203
2010-12-03,23.71781349182129
2010-12-06,23.618635177612305
2010-12-07,23.76739501953125
2010-12-08,24.1074275970459
2010-12-09,24.312875747680664
2010-12-10,24.369548797607422
2010-12-13,24.482894897460938
2010-12-14,24.596242904663086
2010-12-15,24.645843505859375
2010-12-16,24.87961196899414
2010-12-17,24.86544418334961
2010-12-20,24.936283111572266
2010-12-21,24.851272583007812
2010-12-22,24.9221134185791
2010-12-23,24.858348846435547
2010-12-27,24.964618682861328
2010-12-28,24.858348846435547
2010-12-29,24.7166748046875
2010-12-30,24.69542121887207
2010-12-31,24.837108612060547
2011-01-03,25.01421356201172
2011-01-04,24.560823440551758
2011-01-05,24.482894897460938
2011-01-06,24.38372039794922
2011-01-07,24.355379104614258
2011-01-10,24.36246681213379
2011-01-11,24.69542121887207
2011-01-12,24.67416763305664
2011-01-13,24.985876083374023
2011-01-14,25.425094604492188
2011-01-18,25.51718521118164
2011-01-19,25.240907669067383
2011-01-20,25.850147247314453
2011-01-21,25.864307403564453
2011-01-24,25.963483810424805
2011-01-25,26.324785232543945
2011-01-26,26.50896453857422
2011-01-27,26.90567970275879
2011-01-28,25.9989070892334
2011-01-31,26.048500061035156
2011-02-01,26.20435905456543
2011-02-02,25.899734497070312
2011-02-03,25.9989070892334
2011-02-04,26.06975746154785
2011-02-07,25.928071975708008
2011-02-08,26.324785232543945
2011-02-09,26.331865310668945
2011-02-10,26.431034088134766
2011-02-11,26.55147933959961
2011-02-14,26.6223087310791
2011-02-15,26.700237274169922
2011-02-16,26.820676803588867
2011-02-17,27.04736328125
2011-02-18,27.259897232055664
2011-02-22,26.983612060546875
2011-02-23,26.42396354675293
2011-02-24,26.310611724853516
2011-02-25,26.268110275268555
2011-02-28,26.544387817382812
2011-03-01,26.041418075561523
2011-03-02,25.970571517944336
2011-03-03,26.6010684967041
2011-03-04,26.36729621887207
2011-03-07,26.119342803955078
2011-03-08,26.418909072875977
2011-03-09,26.868249893188477
2011-03-10,26.440305709838867
2011-03-11,26.49022674560547
2011-03-14,26.16213607788086
2011-03-15,25.883970260620117
2011-03-16,25.448883056640625
2011-03-17,25.505935668945312
2011-03-18,25.677114486694336
2011-03-21,25.98382568359375
2011-03-22,25.883970260620117
2011-03-23,26.119333267211914
2011-03-24,26.64714813232422
2011-03-25,26.689943313598633
2011-03-28,26.140735626220703
2011-03-29,26.8896541595459
2011-03-30,26.796924591064453
2011-03-31,26.43317413330078
2011-04-01,26.7898006439209
2011-04-04,26.725603103637695
2011-04-05,26.818330764770508
2011-04-06,26.74700164794922
2011-04-07,26.982378005981445
2011-04-08,26.718463897705078
2011-04-11,26.818330764770508
2011-04-12,26.932443618774414
2011-04-13,26.868249893188477
2011-04-14,26.98951530456543
2011-04-15,27.224878311157227
2011-04-18,26.932443618774414
2011-04-19,26.939592361450195
2011-04-20,27.06083869934082
2011-04-21,26.960981369018555
2011-04-25,26.7898006439209
2011-04-26,26.540159225463867
2011-04-27,26.618621826171875
2011-04-28,26.725603103637695
2011-04-29,26.497371673583984
2011-05-02,26.640010833740234
2011-05-03,26.640010833740234
2011-05-04,26.52588653564453
2011-05-05,26.39750862121582
2011-05-06,26.383251190185547
2011-05-09,26.36185073852539
2011-05-10,26.582958221435547
2011-05-11,26.55443000793457
2011-05-12,26.59722900390625
2011-05-13,26.39750862121582
2011-05-16,26.376110076904297
2011-05-17,26.675687789916992
2011-05-18,26.718463897705078
2011-05-19,26.668554306030273
2011-05-20,26.42603302001953
2011-05-23,26.261981964111328
2011-05-24,26.069414138793945
2011-05-25,26.1264705657959
2011-05-26,25.812644958496094
2011-05-27,25.677114486694336
2011-05-31,25.876829147338867
2011-06-01,25.249174118041992
2011-06-02,25.028053283691406
2011-06-03,24.69996452331543
2011-06-06,24.45746612548828
2011-06-07,24.48598861694336
2011-06-08,24.321935653686523
2011-06-09,24.48598861694336
2011-06-10,23.872594833374023
2011-06-13,23.901121139526367
2011-06-14,24.97185516357422
2011-06-15,24.346670150756836
2011-06-16,24.792203903198242
2011-06-17,24.81376838684082
2011-06-20,24.986228942871094
2011-06-21,25.46051788330078
2011-06-22,25.101207733154297
2011-06-23,25.61861228942871
2011-06-24,25.209001541137695
2011-06-27,25.295236587524414
2011-06-28,25.913238525390625
2011-06-29,25.855749130249023
2011-06-30,26.028223037719727
2011-07-01,26.39472770690918
2011-07-05,26.294113159179688
2011-07-06,26.279739379882812
2011-07-07,26.62466812133789
2011-07-08,26.31566047668457
2011-07-11,26.128828048706055
2011-07-12,25.949172973632812
2011-07-13,25.963544845581055
2011-07-14,25.84139060974121
2011-07-15,25.805456161499023
2011-07-18,25.647357940673828
2011-07-19,25.949172973632812
2011-07-20,26.164756774902344
2011-07-21,26.387527465820312
2011-07-22,26.24381446838379
2011-07-25,26.337223052978516
2011-07-26,26.150392532348633
2011-07-27,25.60424041748047
2011-07-28,25.259309768676758
2011-07-29,25.101207733154297
2011-08-01,24.6125545501709
2011-08-02,23.584928512573242
2011-08-03,23.678356170654297
2011-08-04,22.78008460998535
2011-08-05,22.090219497680664
2011-08-08,20.789525985717773
2011-08-09,21.666240692138672
2011-08-10,20.487699508666992
2011-08-11,21.59436798095703
2011-08-12,21.975236892700195
2011-08-15,22.60761260986328
2011-08-16,23.80051612854004
2011-08-17,24.008922576904297
2011-08-18,23.110645294189453
2011-08-19,22.909439086914062
2011-08-22,23.196882247924805
2011-08-23,23.7933292388916
2011-08-24,24.698793411254883
2011-08-25,24.317922592163086
2011-08-26,24.43290138244629
2011-08-29,24.42571449279785
2011-08-30,24.302640914916992
