Date,CNX
2010-01-04,41.47950744628906
2010-01-05,42.71723175048828
2010-01-06,44.135135650634766
2010-01-07,43.445770263671875
2010-01-08,44.03329086303711
2010-01-11,43.17941665649414
2010-01-12,42.53705978393555
2010-01-13,42.71723175048828
2010-01-14,42.16102981567383
2010-01-15,41.44033432006836
2010-01-19,41.996524810791016
2010-01-20,41.36983108520508
2010-01-21,38.97270584106445
2010-01-22,38.510520935058594
2010-01-25,39.09022521972656
2010-01-26,39.1763916015625
2010-01-27,39.19205856323242
2010-01-28,38.65154266357422
2010-01-29,36.512935638427734
2010-02-01,39.14505386352539
2010-02-02,39.23122024536133
2010-02-03,38.494850158691406
2010-02-04,35.50238037109375
2010-02-05,36.15401840209961
2010-02-08,34.99991989135742
2010-02-09,36.53871536254883
2010-02-10,35.95774459838867
2010-02-11,38.069664001464844
2010-02-12,38.75270080566406
2010-02-16,39.64772415161133
2010-02-17,39.35723876953125
2010-02-18,38.996097564697266
2010-02-19,39.18451690673828
2010-02-22,39.208065032958984
2010-02-23,37.025482177734375
2010-02-24,37.826290130615234
2010-02-25,38.94113540649414
2010-02-26,39.537811279296875
2010-03-01,41.05306625366211
2010-03-02,42.26997756958008
2010-03-03,42.36418533325195
2010-03-04,41.64973449707031
2010-03-05,43.219940185546875
2010-03-08,42.167911529541016
2010-03-09,41.79890441894531
2010-03-10,42.14435958862305
2010-03-11,42.34062957763672
2010-03-12,42.6546745300293
2010-03-15,38.35230255126953
2010-03-16,38.22669219970703
2010-03-17,38.140323638916016
2010-03-18,37.23745346069336
2010-03-19,35.76146697998047
2010-03-22,35.086280822753906
2010-03-23,35.227596282958984
2010-03-24,35.87922286987305
2010-03-25,33.73590087890625
2010-03-26,33.36690902709961
2010-03-29,33.49250793457031
2010-03-30,33.19416809082031
2010-03-31,33.49250793457031
2010-04-01,34.49745178222656
2010-04-05,35.541629791259766
2010-04-06,36.067649841308594
2010-04-07,35.48667907714844
2010-04-08,35.30609893798828
2010-04-09,36.04410171508789
2010-04-12,36.31889343261719
2010-04-13,35.85567855834961
2010-04-14,35.4395751953125
2010-04-15,34.842891693115234
2010-04-16,33.500370025634766
2010-04-19,33.53177261352539
2010-04-20,33.6259765625
2010-04-21,33.87720489501953
2010-04-22,34.23051452636719
2010-04-23,35.32965850830078
2010-04-26,35.54948806762695
2010-04-27,34.026390075683594
2010-04-28,34.6230583190918
2010-04-29,35.298255920410156
2010-04-30,35.07843017578125
2010-05-03,34.976356506347656
2010-05-04,33.178470611572266
2010-05-05,32.32271194458008
2010-05-06,30.969043731689453
2010-05-07,30.174161911010742
2010-05-10,32.81852722167969
2010-05-11,30.929691314697266
2010-05-12,32.338462829589844
2010-05-13,32.362064361572266
2010-05-14,31.6458797454834
2010-05-17,30.496841430664062
2010-05-18,29.568159103393555
2010-05-19,28.364025115966797
2010-05-20,26.546024322509766
2010-05-21,27.923295974731445
2010-05-24,26.734899520874023
2010-05-25,27.395999908447266
2010-05-26,27.592750549316406
2010-05-27,29.19826316833496
2010-05-28,28.710309982299805
2010-06-01,26.931655883789062
2010-06-02,29.19826316833496
2010-06-03,29.851484298706055
2010-06-04,27.65571403503418
2010-06-07,27.214982986450195
2010-06-08,28.757530212402344
2010-06-09,28.316802978515625
2010-06-10,30.3630428314209
2010-06-11,30.599149703979492
2010-06-14,30.77229118347168
2010-06-15,31.65374755859375
2010-06-16,31.157926559448242
2010-06-17,30.433870315551758
2010-06-18,30.780166625976562
2010-06-21,30.78803062438965
2010-06-22,29.276960372924805
2010-06-23,29.576030731201172
2010-06-24,29.06446647644043
2010-06-25,29.41075325012207
2010-06-28,28.56865119934082
2010-06-29,27.041839599609375
2010-06-30,26.569629669189453
2010-07-01,26.782127380371094
2010-07-02,26.309919357299805
2010-07-06,26.648332595825195
2010-07-07,28.316802978515625
2010-07-08,28.694570541381836
2010-07-09,29.19038963317871
2010-07-12,28.92280387878418
2010-07-13,29.182518005371094
2010-07-14,28.859840393066406
2010-07-15,28.765405654907227
2010-07-16,27.616361618041992
2010-07-19,27.79737091064453
2010-07-20,29.3792781829834
2010-07-21,29.6468563079834
2010-07-22,30.86673355102539
2010-07-23,30.709335327148438
2010-07-26,30.83525848388672
2010-07-27,30.158414840698242
2010-07-28,30.38665008544922
2010-07-29,28.938547134399414
2010-07-30,29.497323989868164
2010-08-02,30.53618812561035
2010-08-03,30.441743850708008
2010-08-04,30.83525848388672
2010-08-05,30.6463680267334
2010-08-06,30.622758865356445
2010-08-09,30.55192756652832
2010-08-10,30.095462799072266
2010-08-11,28.911836624145508
2010-08-12,28.864498138427734
2010-08-13,28.659334182739258
2010-08-16,28.454174041748047
2010-08-17,28.651439666748047
2010-08-18,27.870254516601562
2010-08-19,27.120628356933594
2010-08-20,26.915470123291016
2010-08-23,26.69452667236328
2010-08-24,25.8502140045166
2010-08-25,25.36887550354004
2010-08-26,24.62714385986328
2010-08-27,25.865997314453125
2010-08-30,25.171602249145508
2010-08-31,25.408329010009766
2010-09-01,26.63140106201172
2010-09-02,26.757652282714844
2010-09-03,27.002267837524414
2010-09-07,26.726097106933594
2010-09-08,27.16797637939453
2010-09-09,27.207433700561523
2010-09-10,27.175874710083008
2010-09-13,27.436262130737305
2010-09-14,27.144302368164062
2010-09-15,26.828670501708984
2010-09-16,27.84657859802246
2010-09-17,27.46782684326172
2010-09-20,27.854476928710938
2010-09-21,27.957054138183594
2010-09-22,28.21744728088379
2010-09-23,28.154325485229492
2010-09-24,28.72245979309082
2010-09-27,28.43838882446289
2010-09-28,28.43838882446289
2010-09-29,29.085433959960938
2010-09-30,29.16434669494629
2010-10-01,30.22960090637207
2010-10-04,29.645687103271484
2010-10-05,30.363744735717773
2010-10-06,31.002899169921875
2010-10-07,30.53734016418457
2010-10-08,31.09758949279785
2010-10-11,31.24751853942871
2010-10-12,31.144929885864258
2010-10-13,31.665727615356445
2010-10-14,31.64204978942871
2010-10-15,31.720958709716797
2010-10-18,31.831424713134766
2010-10-19,30.37952423095703
2010-10-20,31.07391357421875
2010-10-21,30.54523277282715
2010-10-22,30.797739028930664
2010-10-25,30.403196334838867
2010-10-26,30.647815704345703
2010-10-27,30.166479110717773
2010-10-28,30.3164005279541
2010-10-29,29.00652503967285
2010-11-01,29.124887466430664
2010-11-02,28.93550682067871
2010-11-03,29.077543258666992
2010-11-04,30.340072631835938
2010-11-05,31.010786056518555
2010-11-08,32.123390197753906
2010-11-09,32.787845611572266
2010-11-10,33.34946823120117
2010-11-11,34.59928512573242
2010-11-12,33.61842727661133
2010-11-15,33.15963363647461
2010-11-16,31.538028717041016
2010-11-17,31.759525299072266
2010-11-18,32.471439361572266
2010-11-19,33.67378616333008
2010-11-22,33.59469223022461
2010-11-23,32.88276290893555
2010-11-24,33.57887268066406
2010-11-26,33.15170669555664
2010-11-29,33.85572052001953
2010-11-30,33.19126510620117
2010-12-01,34.55973815917969
2010-12-02,35.14508819580078
2010-12-03,35.928199768066406
2010-12-06,36.33953094482422
2010-12-07,35.358665466308594
2010-12-08,34.75749206542969
2010-12-09,34.812862396240234
2010-12-10,34.79704666137695
2010-12-13,34.4489860534668
2010-12-14,34.0139274597168
2010-12-15,33.760799407958984
2010-12-16,34.02183532714844
2010-12-17,33.9427375793457
2010-12-20,34.98688888549805
2010-12-21,36.07058334350586
2010-12-22,36.51355743408203
2010-12-23,36.98025894165039
2010-12-27,36.901153564453125
2010-12-28,37.257118225097656
2010-12-29,38.51484298706055
2010-12-30,38.609771728515625
2010-12-31,38.55439376831055
2011-01-03,40.47657012939453
2011-01-04,40.096885681152344
2011-01-05,40.57941436767578
2011-01-06,39.8912239074707
2011-01-07,40.262996673583984
2011-01-10,40.37374496459961
2011-01-11,41.95578384399414
2011-01-12,42.715171813964844
2011-01-13,42.76263427734375
2011-01-14,40.92746353149414
2011-01-18,40.5240364074707
2011-01-19,39.48779296875
2011-01-20,40.00196838378906
2011-01-21,39.73301315307617
2011-01-24,40.00988006591797
