Date,RRC
2010-01-04,48.70835876464844
2010-01-05,49.3658332824707
2010-01-06,49.07877731323242
2010-01-07,48.986183166503906
2010-01-08,49.93996810913086
2010-01-11,48.18052673339844
2010-01-12,46.97672653198242
2010-01-13,48.162010192871094
2010-01-14,49.33805465698242
2010-01-15,48.84727096557617
2010-01-19,49.152854919433594
2010-01-20,47.865692138671875
2010-01-21,46.76374053955078
2010-01-22,45.20802307128906
2010-01-25,46.18960952758789
2010-01-26,44.4394416809082
2010-01-27,43.84678268432617
2010-01-28,43.55972671508789
2010-01-29,42.59667205810547
2010-02-01,44.05051040649414
2010-02-02,45.1524658203125
2010-02-03,44.856136322021484
2010-02-04,42.82817459106445
2010-02-05,42.985595703125
2010-02-08,43.00412368774414
2010-02-09,44.01346969604492
2010-02-10,44.19868087768555
2010-02-11,45.18024826049805
2010-02-12,45.939579010009766
2010-02-16,49.013946533203125
2010-02-17,49.34730911254883
2010-02-18,49.39363098144531
2010-02-19,49.91219711303711
2010-02-22,48.745399475097656
2010-02-23,46.884117126464844
2010-02-24,46.69892883300781
2010-02-25,47.254520416259766
2010-02-26,46.8656005859375
2010-03-01,47.43973159790039
2010-03-02,46.77297592163086
2010-03-03,46.68965148925781
2010-03-04,45.97662353515625
2010-03-05,47.652706146240234
2010-03-08,46.7359504699707
2010-03-09,47.5138053894043
2010-03-10,47.56010818481445
2010-03-11,47.52302169799805
2010-03-12,47.56938552856445
2010-03-15,46.8372688293457
2010-03-16,46.902122497558594
2010-03-17,47.15234375
2010-03-18,45.697383880615234
2010-03-19,44.26091384887695
2010-03-22,44.168251037597656
2010-03-23,44.04778289794922
2010-03-24,43.93656921386719
2010-03-25,42.379638671875
2010-03-26,42.32403564453125
2010-03-29,43.5102653503418
2010-03-30,43.35272216796875
2010-03-31,43.436134338378906
2010-04-01,44.05703353881836
2010-04-05,45.29887771606445
2010-04-06,45.317405700683594
2010-04-07,44.41847610473633
2010-04-08,44.78917694091797
2010-04-09,46.5963020324707
2010-04-12,46.49434280395508
2010-04-13,46.52216720581055
2010-04-14,47.10601043701172
2010-04-15,47.300628662109375
2010-04-16,46.105140686035156
2010-04-19,44.96525573730469
2010-04-20,45.363731384277344
2010-04-21,45.48421096801758
2010-04-22,45.71590042114258
2010-04-23,47.05966567993164
2010-04-26,47.41181945800781
2010-04-27,45.34522247314453
2010-04-28,44.0848503112793
2010-04-29,43.222965240478516
2010-04-30,44.26091384887695
2010-05-03,45.89198303222656
2010-05-04,45.89198303222656
2010-05-05,45.15059280395508
2010-05-06,42.84303283691406
2010-05-07,40.637386322021484
2010-05-10,44.752105712890625
2010-05-11,44.17750549316406
2010-05-12,44.529701232910156
2010-05-13,45.18765640258789
2010-05-14,44.455543518066406
2010-05-17,43.158119201660156
2010-05-18,42.824485778808594
2010-05-19,42.175758361816406
2010-05-20,39.8033332824707
2010-05-21,40.28521728515625
2010-05-24,39.35849380493164
2010-05-25,39.10826873779297
2010-05-26,39.41408920288086
2010-05-27,41.656795501708984
2010-05-28,41.656795501708984
2010-06-01,40.49837112426758
2010-06-02,44.39065933227539
2010-06-03,47.2728157043457
2010-06-04,44.76136016845703
2010-06-07,44.2053108215332
2010-06-08,43.5102653503418
2010-06-09,43.38052749633789
2010-06-10,45.74371337890625
2010-06-11,46.049774169921875
2010-06-14,45.90138626098633
2010-06-15,47.144203186035156
2010-06-16,47.042198181152344
2010-06-17,45.9384765625
2010-06-18,45.344879150390625
2010-06-21,44.62143325805664
2010-06-22,42.21925354003906
2010-06-23,40.9207649230957
2010-06-24,40.299346923828125
2010-06-25,40.614688873291016
2010-06-28,38.806087493896484
2010-06-29,37.58180236816406
2010-06-30,37.2386360168457
2010-07-01,37.285011291503906
2010-07-02,36.77488708496094
2010-07-06,36.54301452636719
2010-07-07,38.37945556640625
2010-07-08,38.861751556396484
2010-07-09,38.759727478027344
2010-07-12,38.61131286621094
2010-07-13,38.722625732421875
2010-07-14,39.57590866088867
2010-07-15,38.87102508544922
2010-07-16,37.210819244384766
2010-07-19,36.867645263671875
2010-07-20,37.57254409790039
2010-07-21,36.459564208984375
2010-07-22,37.45195388793945
2010-07-23,37.118064880371094
2010-07-26,37.13662338256836
2010-07-27,34.53965759277344
2010-07-28,35.430030822753906
2010-07-29,35.53205490112305
2010-07-30,34.428348541259766
2010-08-02,35.45786666870117
2010-08-03,35.92160415649414
2010-08-04,36.598663330078125
2010-08-05,36.459564208984375
2010-08-06,35.79175567626953
2010-08-09,35.99580383300781
2010-08-10,35.62482452392578
2010-08-11,33.81620407104492
2010-08-12,33.69563293457031
2010-08-13,33.0742073059082
2010-08-16,32.50844955444336
2010-08-17,33.30609893798828
2010-08-18,32.55482864379883
2010-08-19,32.06327438354492
2010-08-20,31.04301643371582
2010-08-23,31.52532196044922
2010-08-24,30.968820571899414
2010-08-25,30.421602249145508
2010-08-26,30.542177200317383
2010-08-27,31.404733657836914
2010-08-30,31.562406539916992
2010-08-31,31.358366012573242
2010-09-01,32.6290283203125
2010-09-02,32.64757537841797
2010-09-03,33.42667007446289
2010-09-07,32.83306884765625
2010-09-08,33.60288619995117
2010-09-09,33.82549285888672
2010-09-10,34.354156494140625
2010-09-13,33.46280288696289
2010-09-14,33.44423294067383
2010-09-15,33.30495834350586
2010-09-16,32.69215393066406
2010-09-17,32.56217575073242
2010-09-20,33.62993621826172
2010-09-21,33.47208786010742
2010-09-22,32.794281005859375
2010-09-23,32.6828727722168
2010-09-24,33.48136520385742
2010-09-27,32.85000991821289
2010-09-28,34.29844284057617
2010-09-29,35.979007720947266
2010-09-30,35.403324127197266
2010-10-01,35.12479782104492
2010-10-04,34.465576171875
2010-10-05,35.05978775024414
2010-10-06,35.08767318725586
2010-10-07,34.22417449951172
2010-10-08,34.05704116821289
2010-10-11,33.332820892333984
2010-10-12,33.28639221191406
2010-10-13,34.08487319946289
2010-10-14,34.64198684692383
2010-10-15,34.90195846557617
2010-10-18,35.486915588378906
2010-10-19,33.87133026123047
2010-10-20,34.22417449951172
2010-10-21,34.34487533569336
2010-10-22,34.12203598022461
2010-10-25,33.81563186645508
2010-10-26,33.174957275390625
2010-10-27,34.03845977783203
2010-10-28,34.14059829711914
2010-10-29,34.716270446777344
2010-11-01,35.29193878173828
2010-11-02,36.155418395996094
2010-11-03,35.8118896484375
2010-11-04,36.35041427612305
2010-11-05,36.58253479003906
2010-11-08,37.817420959472656
2010-11-09,39.54440689086914
2010-11-10,39.69297409057617
2010-11-11,40.29648208618164
2010-11-12,39.06160354614258
2010-11-15,38.61594009399414
2010-11-16,37.88239669799805
2010-11-17,38.08669662475586
2010-11-18,38.94088363647461
2010-11-19,40.28721237182617
2010-11-22,40.32435607910156
2010-11-23,39.20085906982422
2010-11-24,39.91581344604492
2010-11-26,39.47942352294922
2010-11-29,39.51655960083008
2010-11-30,38.98733139038086
2010-12-01,39.767242431640625
2010-12-02,40.84431076049805
2010-12-03,42.37632369995117
2010-12-06,42.23704147338867
2010-12-07,41.88422393798828
2010-12-08,40.72359848022461
2010-12-09,39.40513610839844
2010-12-10,39.330867767333984
2010-12-13,39.2936897277832
2010-12-14,38.91264343261719
2010-12-15,39.02417755126953
2010-12-16,39.275081634521484
2010-12-17,39.69331741333008
2010-12-20,40.45539474487305
2010-12-21,41.07807540893555
2010-12-22,41.54275894165039
2010-12-23,41.41265869140625
2010-12-27,41.60781478881836
2010-12-28,41.868045806884766
2010-12-29,41.64500045776367
2010-12-30,41.79369354248047
2010-12-31,41.802978515625
2011-01-03,42.39777374267578
2011-01-04,41.63569259643555
2011-01-05,41.60781478881836
2011-01-06,41.57994079589844
2011-01-07,42.63011169433594
2011-01-10,43.1784553527832
2011-01-11,44.302982330322266
2011-01-12,44.46098709106445
2011-01-13,44.75836944580078
2011-01-14,45.000022888183594
2011-01-18,44.600379943847656
2011-01-19,44.27509689331055
2011-01-20,42.611541748046875
2011-01-21,42.39777374267578
2011-01-24,43.42007064819336
2011-01-25,43.25279998779297
2011-01-26,44.5167350769043
2011-01-27,44.53533935546875
2011-01-28,44.2936897277832
2011-01-31,46.347599029541016
2011-02-01,45.706329345703125
2011-02-02,45.65057373046875
2011-02-03,46.16172409057617
2011-02-04,45.59479904174805
2011-02-07,45.566925048828125
2011-02-08,46.12454605102539
2011-02-09,44.46098709106445
2011-02-10,45.42751693725586
2011-02-11,45.3345832824707
2011-02-14,45.69704055786133
2011-02-15,45.288108825683594
2011-02-16,45.706329345703125
2011-02-17,45.25093460083008
2011-02-18,44.89776611328125
2011-02-22,45.22304153442383
2011-02-23,48.55948257446289
2011-02-24,48.41079330444336
2011-02-25,50.446102142333984
2011-02-28,50.46470260620117
2011-03-01,46.78438949584961
2011-03-02,46.33830642700195
2011-03-03,47.007450103759766
2011-03-04,47.007450103759766
2011-03-07,46.61710739135742
2011-03-08,45.55763626098633
2011-03-09,46.050193786621094
2011-03-10,43.810420989990234
2011-03-11,45.112648010253906
2011-03-14,46.43346405029297
2011-03-15,46.638092041015625
2011-03-16,48.414703369140625
2011-03-17,50.0517692565918
2011-03-18,48.675140380859375
2011-03-21,49.09372329711914
2011-03-22,49.865745544433594
2011-03-23,49.92155838012695
2011-03-24,51.158653259277344
2011-03-25,52.7585334777832
2011-03-28,51.23306655883789
2011-03-29,52.042301177978516
2011-03-30,53.53057098388672
2011-03-31,54.37700271606445
2011-04-01,53.995628356933594
2011-04-04,54.44211196899414
2011-04-05,54.73977279663086
2011-04-06,53.35383605957031
2011-04-07,53.72591018676758
2011-04-08,53.325931549072266
2011-04-11,52.423683166503906
2011-04-12,50.25640106201172
2011-04-13,50.07037353515625
2011-04-14,49.10301208496094
2011-04-15,49.530887603759766
2011-04-18,48.89838790893555
2011-04-19,48.89838790893555
2011-04-20,49.25184631347656
