Date,RYN
2010-01-04,10.86435604095459
2010-01-05,11.154454231262207
2010-01-06,11.167284965515137
2010-01-07,11.395770072937012
2010-01-08,11.536966323852539
2010-01-11,11.647354125976562
2010-01-12,11.475349426269531
2010-01-13,11.56006908416748
2010-01-14,11.462514877319336
2010-01-15,11.421440124511719
2010-01-19,11.572905540466309
2010-01-20,11.50102424621582
2010-01-21,11.144187927246094
2010-01-22,11.118514060974121
2010-01-25,11.334158897399902
2010-01-26,11.293082237243652
2010-01-27,11.10823917388916
2010-01-28,10.861793518066406
2010-01-29,10.766809463500977
2010-02-01,10.895166397094727
2010-02-02,11.126214981079102
2010-02-03,10.87719440460205
2010-02-04,10.463874816894531
2010-02-05,10.594803810119629
2010-02-08,10.299578666687012
2010-02-09,10.32011604309082
2010-02-10,10.350919723510742
2010-02-11,10.45874309539795
2010-02-12,10.530625343322754
2010-02-16,10.648717880249023
2010-02-17,10.712894439697266
2010-02-18,10.73343276977539
2010-02-19,10.697490692138672
2010-02-22,10.736001014709473
2010-02-23,10.620477676391602
2010-02-24,10.73343276977539
2010-02-25,10.574267387390137
2010-02-26,10.671822547912598
2010-03-01,10.923405647277832
2010-03-02,10.949073791503906
2010-03-03,11.049200057983398
2010-03-04,11.141613960266113
2010-03-05,11.257139205932617
2010-03-08,11.322059631347656
2010-03-09,11.392172813415527
2010-03-10,11.327251434326172
2010-03-11,11.353217124938965
2010-03-12,11.405162811279297
2010-03-15,11.379188537597656
2010-03-16,11.753129959106445
2010-03-17,11.950486183166504
2010-03-18,11.828433990478516
2010-03-19,11.649253845214844
2010-03-22,11.755729675292969
2010-03-23,11.763517379760742
2010-03-24,11.672628402709961
2010-03-25,11.773903846740723
2010-03-26,11.758318901062012
2010-03-29,11.846611976623535
2010-03-30,11.950486183166504
2010-03-31,11.797273635864258
2010-04-01,11.888164520263672
2010-04-05,12.19718074798584
2010-04-06,12.480230331420898
2010-04-07,12.259503364562988
2010-04-08,12.171215057373047
2010-04-09,12.246524810791016
2010-04-12,12.14005184173584
2010-04-13,12.236135482788086
2010-04-14,12.340003967285156
2010-04-15,12.116681098937988
2010-04-16,11.973859786987305
2010-04-19,12.288068771362305
2010-04-20,12.433491706848145
2010-04-21,12.519185066223145
2010-04-22,12.682783126831055
2010-04-23,12.908707618713379
2010-04-26,13.002190589904785
2010-04-27,12.539957046508789
2010-04-28,12.516592979431152
2010-04-29,13.077503204345703
2010-04-30,12.719141006469727
2010-05-03,12.981413841247559
2010-05-04,12.662014961242676
2010-05-05,12.386748313903809
2010-05-06,11.997224807739258
2010-05-07,11.846611976623535
2010-05-10,12.550352096557617
2010-05-11,12.293262481689453
2010-05-12,12.368571281433105
2010-05-13,12.041375160217285
2010-05-14,11.773903846740723
2010-05-17,11.779097557067871
2010-05-18,11.527209281921387
2010-05-19,11.462285041809082
2010-05-20,11.049396514892578
2010-05-21,11.462285041809082
2010-05-24,11.277911186218262
2010-05-25,11.376594543457031
2010-05-26,11.277911186218262
2010-05-27,11.719371795654297
2010-05-28,11.654449462890625
2010-06-01,11.324654579162598
2010-06-02,11.576546669006348
2010-06-03,11.620689392089844
2010-06-04,11.202607154846191
2010-06-07,11.205202102661133
2010-06-08,11.4942045211792
2010-06-09,11.538869857788086
2010-06-10,11.877779006958008
2010-06-11,11.953969955444336
2010-06-14,12.114232063293457
2010-06-15,12.332294464111328
2010-06-16,12.269237518310547
2010-06-17,12.358564376831055
2010-06-18,12.256098747253418
2010-06-21,12.245593070983887
2010-06-22,12.108979225158691
2010-06-23,12.161521911621094
2010-06-24,11.893543243408203
2010-06-25,11.972359657287598
2010-06-28,11.993379592895508
2010-06-29,11.806840896606445
2010-06-30,11.56513786315918
2010-07-01,11.562509536743164
2010-07-02,11.520472526550293
2010-07-06,11.42851734161377
2010-07-07,11.927695274353027
2010-07-08,12.038042068481445
2010-07-09,12.224577903747559
2010-07-12,12.187792778015137
2010-07-13,12.36119270324707
2010-07-14,12.376956939697266
2010-07-15,12.332294464111328
2010-07-16,11.953969955444336
2010-07-19,12.214062690734863
2010-07-20,12.353306770324707
2010-07-21,12.174657821655273
2010-07-22,12.6055269241333
2010-07-23,12.820964813232422
2010-07-26,13.012750625610352
2010-07-27,12.886642456054688
2010-07-28,12.857739448547363
2010-07-29,13.03376579284668
2010-07-30,12.828835487365723
2010-08-02,13.31751537322998
2010-08-03,13.333271026611328
