Date,RYI
2014-08-08,9.282769203186035
2014-08-11,9.345858573913574
2014-08-12,9.363882064819336
2014-08-13,9.363882064819336
2014-08-14,9.327834129333496
2014-08-15,9.327834129333496
2014-08-18,9.309806823730469
2014-08-19,9.282769203186035
2014-08-20,9.39632511138916
2014-08-21,9.372894287109375
2014-08-22,9.372894287109375
2014-08-25,9.535118103027344
2014-08-26,9.47203254699707
2014-08-27,9.670303344726562
2014-08-28,9.706351280212402
2014-08-29,9.868577003479004
2014-09-02,9.59820556640625
2014-09-03,9.562154769897461
2014-09-04,9.51709270477295
2014-09-05,9.47203254699707
2014-09-08,9.706351280212402
2014-09-09,9.850553512573242
2014-09-10,10.292160034179688
2014-09-11,10.310182571411133
2014-09-12,10.49043083190918
2014-09-15,10.499444961547852
2014-09-16,10.463393211364746
2014-09-17,11.148336410522461
2014-09-18,11.905377388000488
2014-09-19,12.067599296569824
2014-09-22,12.238836288452148
2014-09-23,12.635383605957031
2014-09-24,12.446121215820312
2014-09-25,11.986491203308105
2014-09-26,12.301923751831055
2014-09-29,12.301923751831055
2014-09-30,11.535869598388672
2014-10-01,11.2384614944458
2014-10-02,11.69809341430664
2014-10-03,11.797229766845703
2014-10-06,11.905377388000488
2014-10-07,11.625994682312012
2014-10-08,11.373645782470703
2014-10-09,10.373269081115723
2014-10-10,9.994750022888184
2014-10-13,9.66129207611084
2014-10-14,9.697340965270996
2014-10-15,9.8595609664917
2014-10-16,9.724377632141113
2014-10-17,10.616604804992676
2014-10-20,10.886978149414062
2014-10-21,10.841915130615234
2014-10-22,10.72475528717041
2014-10-23,10.625616073608398
2014-10-24,10.959076881408691
2014-10-27,11.112286567687988
2014-10-28,11.445746421813965
2014-10-29,11.40068244934082
2014-10-30,11.265498161315918
2014-10-31,11.517845153808594
2014-11-03,11.292536735534668
2014-11-04,10.688703536987305
2014-11-05,10.877962112426758
2014-11-06,10.932039260864258
2014-11-07,10.932039260864258
2014-11-10,10.60759449005127
2014-11-11,10.697715759277344
2014-11-12,10.787839889526367
2014-11-13,8.886222839355469
2014-11-14,8.72400188446045
2014-11-17,8.8591890335083
2014-11-18,9.012398719787598
2014-11-19,9.003385543823242
2014-11-20,9.354869842529297
2014-11-21,9.904624938964844
2014-11-24,10.093884468078613
2014-11-25,10.11191177368164
2014-11-26,10.075860023498535
2014-11-28,9.724377632141113
2014-12-01,9.895613670349121
2014-12-02,9.87759017944336
2014-12-03,9.913637161254883
2014-12-04,9.742401123046875
2014-12-05,9.922650337219238
2014-12-08,9.841536521911621
2014-12-09,10.093884468078613
2014-12-10,9.354869842529297
2014-12-11,9.553143501281738
2014-12-12,9.42696762084961
2014-12-15,9.526103973388672
