Date,GPC
2010-01-04,23.949819564819336
2010-01-05,23.92469024658203
2010-01-06,23.880722045898438
2010-01-07,24.01262092590332
2010-01-08,24.01891326904297
2010-01-11,24.288990020751953
2010-01-12,24.18848419189453
2010-01-13,24.307844161987305
2010-01-14,24.471149444580078
2010-01-15,24.364360809326172
2010-01-19,24.5590763092041
2010-01-20,24.11311912536621
2010-01-21,23.962377548217773
2010-01-22,23.937246322631836
2010-01-25,24.05658721923828
2010-01-26,24.03774642944336
2010-01-27,23.90584945678711
2010-01-28,23.84303855895996
2010-01-29,23.667160034179688
2010-02-01,23.912126541137695
2010-02-02,24.584203720092773
2010-02-03,24.376920700073242
2010-02-04,23.773942947387695
2010-02-05,23.679725646972656
2010-02-08,23.21493148803711
2010-02-09,23.598072052001953
2010-02-10,23.56038475036621
2010-02-11,23.811628341674805
2010-02-12,23.987489700317383
2010-02-16,25.595460891723633
2010-02-17,25.564044952392578
2010-02-18,25.520090103149414
2010-02-19,25.771331787109375
2010-02-22,25.551488876342773
2010-02-23,25.05529022216797
2010-02-24,25.363065719604492
2010-02-25,25.312807083129883
2010-02-26,25.35050392150879
2010-03-01,25.633134841918945
2010-03-02,25.714794158935547
2010-03-03,25.57522201538086
2010-03-04,25.51177215576172
2010-03-05,25.6323184967041
2010-03-08,25.683076858520508
2010-03-09,25.73383331298828
2010-03-10,25.74652862548828
2010-03-11,25.94955825805664
2010-03-12,25.86072540283203
2010-03-15,25.69576072692871
2010-03-16,25.98761749267578
2010-03-17,26.177955627441406
2010-03-18,26.279468536376953
2010-03-19,26.393674850463867
2010-03-22,27.19943618774414
2010-03-23,27.332677841186523
2010-03-24,26.888565063476562
2010-03-25,26.837799072265625
2010-03-26,26.57132339477539
2010-03-29,26.685531616210938
2010-03-30,27.009098052978516
2010-03-31,26.799741744995117
2010-04-01,27.066204071044922
2010-04-05,27.313644409179688
2010-04-06,27.212125778198242
2010-04-07,27.250205993652344
2010-04-08,27.275575637817383
2010-04-09,27.44054412841797
2010-04-12,27.421504974365234
2010-04-13,27.427845001220703
2010-04-14,28.316097259521484
2010-04-15,28.81732749938965
2010-04-16,27.07889747619629
2010-04-19,27.23116683959961
2010-04-20,27.319982528686523
2010-04-21,27.34537124633789
2010-04-22,27.26923370361328
2010-04-23,27.453224182128906
2010-04-26,27.38343620300293
2010-04-27,26.742626190185547
2010-04-28,27.040817260742188
2010-04-29,27.43419075012207
2010-04-30,27.155029296875
2010-05-03,27.624530792236328
2010-05-04,26.76166343688965
2010-05-05,26.48883819580078
2010-05-06,25.581558227539062
2010-05-07,25.18185043334961
2010-05-10,26.990083694458008
2010-05-11,26.97739601135254
2010-05-12,27.161380767822266
2010-05-13,26.6474666595459
2010-05-14,26.17160415649414
2010-05-17,26.20968246459961
2010-05-18,25.97492790222168
2010-05-19,25.8734130859375
2010-05-20,25.029579162597656
2010-05-21,24.95978355407715
2010-05-24,24.845579147338867
2010-05-25,25.226266860961914
2010-05-26,25.28336524963379
2010-05-27,25.97492790222168
2010-05-28,25.76556396484375
2010-06-01,25.340469360351562
2010-06-02,26.04471778869629
2010-06-03,25.676738739013672
2010-06-04,25.067655563354492
2010-06-07,24.731374740600586
2010-06-08,25.05496597290039
2010-06-09,25.131893157958984
2010-06-10,25.869186401367188
2010-06-11,26.144866943359375
2010-06-14,26.157684326171875
2010-06-15,26.63211441040039
2010-06-16,26.5423641204834
2010-06-17,26.651357650756836
2010-06-18,26.721866607666016
2010-06-21,26.7026309967041
2010-06-22,26.0871524810791
2010-06-23,26.157684326171875
2010-06-24,25.721710205078125
2010-06-25,25.875591278076172
2010-06-28,26.061506271362305
2010-06-29,25.57425880432129
2010-06-30,25.29217529296875
2010-07-01,25.55502700805664
2010-07-02,25.356287002563477
2010-07-06,25.285762786865234
2010-07-07,25.766605377197266
2010-07-08,26.208974838256836
2010-07-09,26.362836837768555
2010-07-12,26.157684326171875
2010-07-13,26.785974502563477
2010-07-14,26.85650062561035
2010-07-15,27.0231990814209
2010-07-16,27.715599060058594
2010-07-19,27.414278030395508
2010-07-20,27.747652053833008
2010-07-21,27.22834587097168
2010-07-22,27.343759536743164
2010-07-23,27.63226890563965
2010-07-26,27.946413040161133
2010-07-27,27.625839233398438
2010-07-28,27.53609275817871
2010-07-29,27.369396209716797
2010-07-30,27.45916748046875
2010-08-02,28.055391311645508
2010-08-03,28.087453842163086
2010-08-04,28.23490333557129
