Date,HBCP
2010-01-04,9.735932350158691
2010-01-05,9.578008651733398
2010-01-06,9.570110321044922
2010-01-07,9.625382423400879
2010-01-08,9.609591484069824
2010-01-11,9.58590030670166
2010-01-12,9.58590030670166
2010-01-13,9.562215805053711
2010-01-14,9.578008651733398
2010-01-15,9.554317474365234
2010-01-19,9.6411771774292
2010-01-20,9.522733688354492
2010-01-21,9.53062915802002
2010-01-22,9.578008651733398
2010-01-25,9.522733688354492
2010-01-26,9.514838218688965
2010-01-27,9.728033065795898
2010-01-28,9.680657386779785
2010-01-29,9.735932350158691
2010-02-01,9.75171947479248
2010-02-02,9.609591484069824
2010-02-03,9.593799591064453
2010-02-04,9.554317474365234
2010-02-05,9.625382423400879
2010-02-08,9.554317474365234
2010-02-09,9.601696968078613
2010-02-10,9.6411771774292
2010-02-11,9.672762870788574
2010-02-12,9.680657386779785
2010-02-16,9.656968116760254
2010-02-17,9.696453094482422
2010-02-18,9.728033065795898
2010-02-19,9.680657386779785
2010-02-22,9.759618759155273
2010-02-23,9.625382423400879
2010-02-24,9.672762870788574
2010-02-25,9.696453094482422
2010-02-26,9.625382423400879
2010-03-01,9.72014045715332
2010-03-02,9.672762870788574
2010-03-03,9.664863586425781
2010-03-04,9.728033065795898
2010-03-05,9.870162010192871
2010-03-08,9.870162010192871
2010-03-09,9.870162010192871
2010-03-10,9.988606452941895
2010-03-11,9.964921951293945
2010-03-12,9.933332443237305
2010-03-15,11.054587364196777
2010-03-16,11.046684265136719
2010-03-17,11.038792610168457
2010-03-18,11.030895233154297
2010-03-19,11.054587364196777
2010-03-22,11.09406566619873
2010-03-23,11.133543968200684
2010-03-24,11.117753982543945
2010-03-25,11.117753982543945
2010-03-26,11.149336814880371
2010-03-29,11.133543968200684
2010-03-30,11.18881893157959
2010-03-31,11.054587364196777
2010-04-01,11.070377349853516
2010-04-05,11.054587364196777
2010-04-06,11.038792610168457
2010-04-07,10.959831237792969
2010-04-08,10.951935768127441
2010-04-09,11.062478065490723
2010-04-12,10.983515739440918
2010-04-13,11.054587364196777
2010-04-14,11.062478065490723
2010-04-15,11.117753982543945
2010-04-16,10.983515739440918
2010-04-19,10.904559135437012
2010-04-20,11.030895233154297
2010-04-21,10.999311447143555
2010-04-22,11.09406566619873
2010-04-23,11.141440391540527
2010-04-26,11.125649452209473
2010-04-27,10.967726707458496
2010-04-28,11.101960182189941
2010-04-29,11.117753982543945
2010-04-30,10.951935768127441
2010-05-03,11.07827091217041
2010-05-04,10.959831237792969
2010-05-05,10.817700386047363
2010-05-06,10.588711738586426
2010-05-07,10.659780502319336
2010-05-10,10.841388702392578
2010-05-11,10.87297534942627
2010-05-12,10.959831237792969
2010-05-13,10.928244590759277
2010-05-14,10.944039344787598
2010-05-17,10.659780502319336
2010-05-18,10.730843544006348
2010-05-19,10.580818176269531
2010-05-20,10.264973640441895
2010-05-21,10.565023422241211
2010-05-24,10.533441543579102
2010-05-25,10.509750366210938
2010-05-26,10.715052604675293
2010-05-27,10.951935768127441
2010-05-28,10.7703275680542
2010-06-01,10.67557144165039
2010-06-02,10.738741874694824
2010-06-03,10.699258804321289
2010-06-04,10.667675971984863
2010-06-07,10.50185489654541
2010-06-08,10.715052604675293
2010-06-09,10.604503631591797
2010-06-10,10.730843544006348
2010-06-11,10.738741874694824
2010-06-14,10.533441543579102
2010-06-15,10.730843544006348
2010-06-16,10.517647743225098
2010-06-17,10.67557144165039
2010-06-18,10.541335105895996
2010-06-21,10.486061096191406
2010-06-22,10.351828575134277
2010-06-23,10.320243835449219
2010-06-24,10.296555519104004
2010-06-25,10.7703275680542
2010-06-28,10.525543212890625
2010-06-29,10.312349319458008
2010-06-30,10.193906784057617
2010-07-01,10.201804161071777
2010-07-02,10.209697723388672
2010-07-06,10.051774978637695
2010-07-07,10.517647743225098
2010-07-08,10.620296478271484
2010-07-09,10.620296478271484
2010-07-12,10.50185489654541
2010-07-13,10.565023422241211
2010-07-14,10.580818176269531
2010-07-15,10.493958473205566
2010-07-16,10.114946365356445
2010-07-19,10.051774978637695
2010-07-20,10.091257095336914
2010-07-21,9.957024574279785
2010-07-22,10.138632774353027
2010-07-23,10.178114891052246
2010-07-26,10.486061096191406
2010-07-27,10.525543212890625
2010-07-28,10.383415222167969
2010-07-29,10.47816276550293
2010-07-30,10.391308784484863
2010-08-02,10.454477310180664
2010-08-03,10.33603572845459
2010-08-04,10.343936920166016
2010-08-05,10.264973640441895
2010-08-06,10.391308784484863
2010-08-09,10.422891616821289
2010-08-10,10.23338794708252
2010-08-11,10.107048034667969
2010-08-12,10.146531105041504
2010-08-13,10.107048034667969
2010-08-16,10.296555519104004
2010-08-17,10.296555519104004
2010-08-18,10.422891616821289
2010-08-19,10.186012268066406
2010-08-20,10.264973640441895
2010-08-23,10.146531105041504
2010-08-24,10.107048034667969
2010-08-25,10.225492477416992
2010-08-26,10.296555519104004
2010-08-27,10.43868637084961
2010-08-30,10.264973640441895
2010-08-31,10.391308784484863
2010-09-01,10.43868637084961
2010-09-02,10.359722137451172
2010-09-03,10.517647743225098
2010-09-07,10.280765533447266
2010-09-08,10.462372779846191
2010-09-09,10.328140258789062
2010-09-10,10.422891616821289
2010-09-13,10.391308784484863
2010-09-14,10.375519752502441
2010-09-15,10.454477310180664
2010-09-16,10.391308784484863
2010-09-17,10.375519752502441
2010-09-20,10.462372779846191
2010-09-21,10.375519752502441
2010-09-22,10.39920425415039
2010-09-23,10.351828575134277
2010-09-24,10.533441543579102
2010-09-27,10.359722137451172
2010-09-28,10.422891616821289
2010-09-29,10.470272064208984
2010-09-30,10.565023422241211
2010-10-01,10.50185489654541
2010-10-04,10.328140258789062
2010-10-05,10.588711738586426
2010-10-06,10.533441543579102
2010-10-07,10.470272064208984
2010-10-08,10.572921752929688
2010-10-11,10.493958473205566
2010-10-12,10.572921752929688
2010-10-13,10.572921752929688
2010-10-14,10.588711738586426
2010-10-15,10.628194808959961
2010-10-18,10.659780502319336
2010-10-19,10.59660816192627
2010-10-20,10.612401008605957
2010-10-21,10.59660816192627
2010-10-22,10.722946166992188
2010-10-25,10.80980396270752
2010-10-26,10.786117553710938
2010-10-27,10.707157135009766
2010-10-28,10.628194808959961
2010-10-29,10.604503631591797
2010-11-01,10.612401008605957
2010-11-02,10.833495140075684
2010-11-03,10.85718059539795
2010-11-04,10.841388702392578
2010-11-05,10.833495140075684
2010-11-08,10.833495140075684
2010-11-09,10.817700386047363
2010-11-10,10.80980396270752
2010-11-11,10.754532814025879
2010-11-12,10.628194808959961
2010-11-15,10.746637344360352
2010-11-16,10.659780502319336
2010-11-17,10.722946166992188
2010-11-18,10.801908493041992
2010-11-19,10.667675971984863
2010-11-22,10.722946166992188
2010-11-23,10.620296478271484
2010-11-24,10.801908493041992
2010-11-26,10.762428283691406
2010-11-29,10.746637344360352
2010-11-30,10.754532814025879
2010-12-01,10.896660804748535
2010-12-02,10.85718059539795
2010-12-03,10.880870819091797
2010-12-06,10.85718059539795
2010-12-07,11.030895233154297
2010-12-08,10.975624084472656
2010-12-09,11.030895233154297
2010-12-10,11.046684265136719
2010-12-13,10.967726707458496
2010-12-14,10.936142921447754
2010-12-15,11.007206916809082
2010-12-16,11.08616828918457
2010-12-17,11.228301048278809
2010-12-20,11.180923461914062
2010-12-21,11.165129661560059
2010-12-22,11.133543968200684
2010-12-23,11.101960182189941
2010-12-27,11.125649452209473
2010-12-28,11.180923461914062
2010-12-29,11.228301048278809
2010-12-30,11.165129661560059
2010-12-31,10.912459373474121
2011-01-03,10.904559135437012
2011-01-04,10.572921752929688
2011-01-05,10.817700386047363
2011-01-06,10.659780502319336
2011-01-07,10.707157135009766
2011-01-10,10.738741874694824
2011-01-11,11.101960182189941
2011-01-12,11.046684265136719
2011-01-13,11.015103340148926
2011-01-14,11.101960182189941
2011-01-18,11.054587364196777
2011-01-19,10.7703275680542
2011-01-20,10.817700386047363
2011-01-21,10.85718059539795
2011-01-24,10.920350074768066
2011-01-25,11.038792610168457
2011-01-26,11.101960182189941
2011-01-27,11.022998809814453
2011-01-28,10.778219223022461
2011-01-31,10.896660804748535
2011-02-01,11.007206916809082
2011-02-02,10.991416931152344
2011-02-03,11.08616828918457
2011-02-04,11.236193656921387
2011-02-07,11.19671630859375
2011-02-08,11.220405578613281
2011-02-09,11.244089126586914
2011-02-10,11.370429039001465
2011-02-11,11.62310791015625
2011-02-14,11.583622932434082
2011-02-15,11.46518325805664
2011-02-16,11.504664421081543
2011-02-17,11.583622932434082
2011-02-18,11.559937477111816
2011-02-22,11.40201187133789
2011-02-23,11.370429039001465
2011-02-24,11.370429039001465
2011-02-25,11.46518325805664
2011-02-28,11.46518325805664
2011-03-01,11.133543968200684
2011-03-02,11.038792610168457
2011-03-03,11.062478065490723
2011-03-04,11.038792610168457
2011-03-07,10.85718059539795
2011-03-08,11.015103340148926
2011-03-09,11.141440391540527
2011-03-10,10.88876724243164
2011-03-11,10.754532814025879
2011-03-14,10.667675971984863
2011-03-15,10.549233436584473
2011-03-16,10.462372779846191
2011-03-17,10.50185489654541
2011-03-18,10.636090278625488
2011-03-21,10.833495140075684
2011-03-22,10.762428283691406
2011-03-23,11.109853744506836
2011-03-24,11.244089126586914
2011-03-25,11.378325462341309
2011-03-28,11.346739768981934
2011-03-29,11.488872528076172
2011-03-30,11.725756645202637
2011-03-31,12.09687614440918
2011-04-01,12.270589828491211
2011-04-04,12.412720680236816
2011-04-05,12.428508758544922
2011-04-06,12.546953201293945
2011-04-07,12.57853889465332
2011-04-08,12.775941848754883
2011-04-11,12.412720680236816
2011-04-12,12.175835609436035
2011-04-13,12.231109619140625
