Date,WT
2010-01-04,1.563704490661621
2010-01-05,1.6106160879135132
2010-01-06,1.5871599912643433
2010-01-07,1.6653450727462769
2010-01-08,1.751348614692688
2010-01-11,1.759168028831482
2010-01-12,1.8373521566390991
2010-01-13,1.9546312093734741
2010-01-14,2.0484530925750732
2010-01-15,2.0249972343444824
2010-01-19,1.9546312093734741
2010-01-20,2.0328149795532227
2010-01-21,2.0328149795532227
2010-01-22,1.9702672958374023
2010-01-25,1.8529890775680542
2010-01-26,1.790441632270813
2010-01-27,1.680981993675232
2010-01-28,1.680981993675232
2010-01-29,1.680981993675232
2010-02-01,1.7122559547424316
2010-02-02,1.680981993675232
2010-02-03,1.6653450727462769
2010-02-04,1.6262521743774414
2010-02-05,1.6262521743774414
2010-02-08,1.5324304103851318
2010-02-09,1.6106160879135132
2010-02-10,1.5871599912643433
2010-02-11,1.6418896913528442
2010-02-12,1.602797269821167
2010-02-16,1.5871599912643433
2010-02-17,1.6184344291687012
2010-02-18,1.6418896913528442
2010-02-19,1.6184344291687012
2010-02-22,1.680981993675232
2010-02-23,1.680981993675232
2010-02-24,1.680981993675232
2010-02-25,1.680981993675232
2010-02-26,1.680981993675232
2010-03-01,1.6966191530227661
2010-03-02,1.7357118129730225
2010-03-03,1.774804711341858
2010-03-04,1.798259973526001
2010-03-05,1.798259973526001
2010-03-08,1.8764456510543823
2010-03-09,1.806078314781189
2010-03-10,1.8373521566390991
2010-03-11,1.9155375957489014
2010-03-12,1.985904335975647
2010-03-15,1.8920831680297852
2010-03-16,1.798259973526001
2010-03-17,1.985904335975647
2010-03-18,1.9468119144439697
2010-03-19,1.9624488353729248
2010-03-22,1.9937230348587036
2010-03-23,2.0328149795532227
2010-03-24,2.11881947517395
2010-03-25,2.1579110622406006
2010-03-26,2.376830816268921
2010-03-29,2.142274856567383
2010-03-30,2.1891863346099854
2010-03-31,2.3064637184143066
2010-04-01,2.2986459732055664
2010-04-05,2.3064637184143066
2010-04-06,2.3142831325531006
2010-04-07,2.3064637184143066
2010-04-08,2.3064637184143066
2010-04-09,2.2986459732055664
2010-04-12,2.126638174057007
2010-04-13,2.1500937938690186
2010-04-14,2.142274856567383
2010-04-15,2.1110012531280518
2010-04-16,1.9702672958374023
2010-04-19,2.0328149795532227
2010-04-20,2.0015416145324707
2010-04-21,2.0484530925750732
2010-04-22,2.1500937938690186
2010-04-23,2.1110012531280518
2010-04-26,2.1110012531280518
2010-04-27,2.11881947517395
2010-04-28,2.1110012531280518
2010-04-29,2.1500937938690186
2010-04-30,2.2360970973968506
2010-05-03,2.1735494136810303
2010-05-04,2.0797266960144043
2010-05-05,2.1110012531280518
2010-05-06,2.0015416145324707
2010-05-07,1.931175708770752
2010-05-10,1.931175708770752
2010-05-11,2.0093607902526855
2010-05-12,2.0015416145324707
2010-05-13,2.0797266960144043
2010-05-14,2.064089775085449
2010-05-17,2.126638174057007
2010-05-18,2.1110012531280518
2010-05-19,2.0328149795532227
2010-05-20,1.9937230348587036
2010-05-21,1.985904335975647
2010-05-24,1.931175708770752
2010-05-25,1.8920831680297852
2010-05-26,1.923356533050537
2010-05-27,1.8373521566390991
2010-05-28,2.0797266960144043
2010-06-01,2.0328149795532227
2010-06-02,2.0797266960144043
2010-06-03,2.1110012531280518
2010-06-04,2.0328149795532227
2010-06-07,1.8764456510543823
2010-06-08,1.7044382095336914
2010-06-09,1.806078314781189
2010-06-10,1.798259973526001
2010-06-11,1.727893590927124
2010-06-14,1.798259973526001
2010-06-15,1.6418896913528442
2010-06-16,1.798259973526001
2010-06-17,1.6497083902359009
2010-06-18,1.6575262546539307
2010-06-21,1.7200747728347778
2010-06-22,1.6575262546539307
2010-06-23,1.680981993675232
2010-06-24,1.673163890838623
2010-06-25,1.6184344291687012
2010-06-28,1.6497083902359009
2010-06-29,1.6184344291687012
2010-06-30,1.680981993675232
2010-07-01,1.6575262546539307
2010-07-02,1.6262521743774414
2010-07-06,1.6184344291687012
2010-07-07,1.602797269821167
2010-07-08,1.6262521743774414
2010-07-09,1.6653450727462769
2010-07-12,1.7200747728347778
2010-07-13,1.798259973526001
2010-07-14,1.7357118129730225
2010-07-15,1.759168028831482
2010-07-16,1.680981993675232
2010-07-19,1.6653450727462769
2010-07-20,1.680981993675232
2010-07-21,1.6262521743774414
2010-07-22,1.6184344291687012
2010-07-23,1.6262521743774414
2010-07-26,1.563704490661621
2010-07-27,1.4464267492294312
2010-07-28,1.563704490661621
2010-07-29,1.602797269821167
2010-07-30,1.6262521743774414
2010-08-02,1.602797269821167
2010-08-03,1.5871599912643433
2010-08-04,1.6418896913528442
2010-08-05,1.680981993675232
2010-08-06,1.7122559547424316
2010-08-09,1.7044382095336914
2010-08-10,1.5871599912643433
2010-08-11,1.6106160879135132
2010-08-12,1.5715229511260986
2010-08-13,1.602797269821167
2010-08-16,1.6418896913528442
2010-08-17,1.6262521743774414
2010-08-18,1.6262521743774414
2010-08-19,1.6418896913528442
2010-08-20,1.680981993675232
2010-08-23,1.680981993675232
2010-08-24,1.6418896913528442
2010-08-25,1.548067331314087
2010-08-26,1.563704490661621
2010-08-27,1.4855189323425293
2010-08-30,1.501156210899353
2010-08-31,1.5324304103851318
2010-09-01,1.563704490661621
2010-09-02,1.5949783325195312
2010-09-03,1.6106160879135132
2010-09-07,1.602797269821167
2010-09-08,1.6418896913528442
2010-09-09,1.6418896913528442
2010-09-10,1.6340711116790771
2010-09-13,1.602797269821167
2010-09-14,1.6418896913528442
2010-09-15,1.7122559547424316
2010-09-16,1.7200747728347778
2010-09-17,1.7200747728347778
2010-09-20,1.7357118129730225
2010-09-21,1.759168028831482
2010-09-22,1.8451710939407349
2010-09-23,1.8764456510543823
