Date,FLR
2010-01-04,39.19012451171875
2010-01-05,39.164573669433594
2010-01-06,40.18669509887695
2010-01-07,41.711368560791016
2010-01-08,42.384281158447266
2010-01-11,42.5716667175293
2010-01-12,41.83913803100586
2010-01-13,42.1117057800293
2010-01-14,42.75905990600586
2010-01-15,41.81358337402344
2010-01-19,42.16281509399414
2010-01-20,41.32807922363281
2010-01-21,39.641563415527344
2010-01-22,39.53083038330078
2010-01-25,39.871543884277344
2010-01-26,39.828956604003906
2010-01-27,40.14411926269531
2010-01-28,39.224205017089844
2010-01-29,38.619422912597656
2010-02-01,39.147544860839844
2010-02-02,40.544456481933594
2010-02-03,39.86302947998047
2010-02-04,37.74211120605469
2010-02-05,36.67740249633789
2010-02-08,36.1493034362793
2010-02-09,36.864776611328125
2010-02-10,37.077720642089844
2010-02-11,37.83579635620117
2010-02-12,37.571754455566406
2010-02-16,38.747215270996094
2010-02-17,38.82386779785156
2010-02-18,39.871543884277344
2010-02-19,39.130516052246094
2010-02-22,39.522315979003906
2010-02-23,38.338356018066406
2010-02-24,38.568321228027344
2010-02-25,38.37241744995117
2010-02-26,36.4559211730957
2010-03-01,36.515560150146484
2010-03-02,36.41334533691406
2010-03-03,37.01560974121094
2010-03-04,37.29752731323242
2010-03-05,38.143253326416016
2010-03-08,38.348270416259766
2010-03-09,38.56183624267578
2010-03-10,38.681427001953125
2010-03-11,39.176918029785156
2010-03-12,39.287967681884766
2010-03-15,39.023155212402344
2010-03-16,39.16836166381836
2010-03-17,39.467376708984375
2010-03-18,39.24526596069336
2010-03-19,38.65580749511719
2010-03-22,38.74978256225586
2010-03-23,39.16836166381836
2010-03-24,39.95429611206055
2010-03-25,39.48445510864258
2010-03-26,39.51861572265625
2010-03-29,40.13370132446289
2010-03-30,40.2191162109375
2010-03-31,39.7321891784668
2010-04-01,40.663352966308594
2010-04-05,42.286460876464844
2010-04-06,42.68797302246094
2010-04-07,42.1497688293457
2010-04-08,42.491493225097656
2010-04-09,43.37137985229492
2010-04-12,43.73017883300781
2010-04-13,43.63621139526367
2010-04-14,44.15730667114258
2010-04-15,43.85832977294922
2010-04-16,43.27740478515625
2010-04-19,43.397010803222656
2010-04-20,44.729679107666016
2010-04-21,44.94324493408203
2010-04-22,45.370384216308594
2010-04-23,45.609580993652344
2010-04-26,45.28496170043945
2010-04-27,44.635719299316406
2010-04-28,45.447265625
2010-04-29,47.09601593017578
2010-04-30,45.13972854614258
2010-05-03,45.797508239746094
2010-05-04,43.901023864746094
2010-05-05,43.40556716918945
2010-05-06,42.07290267944336
2010-05-07,39.25379943847656
2010-05-10,41.825164794921875
2010-05-11,43.1151123046875
2010-05-12,45.609580993652344
2010-05-13,45.361839294433594
2010-05-14,43.807064056396484
2010-05-17,42.978416442871094
2010-05-18,42.79048156738281
2010-05-19,41.24424743652344
2010-05-20,38.698543548583984
2010-05-21,39.117103576660156
2010-05-24,38.45078659057617
2010-05-25,38.57036590576172
2010-05-26,37.8271598815918
2010-05-27,40.84275817871094
2010-05-28,40.08243942260742
2010-06-01,38.06636047363281
2010-06-02,39.064388275146484
2010-06-03,39.48415756225586
2010-06-04,37.685142517089844
2010-06-07,36.52864456176758
2010-06-08,37.582332611083984
2010-06-09,37.376731872558594
2010-06-10,39.05582046508789
2010-06-11,39.07295608520508
2010-06-14,39.24428939819336
2010-06-15,40.52073287963867
2010-06-16,40.289424896240234
2010-06-17,39.56125259399414
2010-06-18,39.809696197509766
2010-06-21,39.681182861328125
2010-06-22,38.910186767578125
2010-06-23,38.618919372558594
2010-06-24,37.53093719482422
2010-06-25,38.00210952758789
2010-06-28,37.231101989746094
2010-06-29,36.168819427490234
2010-06-30,36.408687591552734
2010-07-01,35.77475357055664
2010-07-02,35.77475357055664
2010-07-06,36.46009826660156
2010-07-07,38.0363883972168
2010-07-08,38.72171401977539
2010-07-09,38.90162658691406
2010-07-12,38.26768493652344
2010-07-13,39.184326171875
2010-07-14,38.53324890136719
2010-07-15,38.02781677246094
2010-07-16,36.657127380371094
2010-07-19,36.922691345214844
2010-07-20,38.01925277709961
2010-07-21,37.6594352722168
2010-07-22,39.424198150634766
2010-07-23,40.297996520996094
2010-07-26,40.99189376831055
2010-07-27,42.062740325927734
2010-07-28,41.6258544921875
2010-07-29,41.09470748901367
2010-07-30,41.36885452270508
2010-08-02,42.49965286254883
2010-08-03,41.951385498046875
2010-08-04,42.165550231933594
2010-08-05,41.857147216796875
2010-08-06,41.76292037963867
2010-08-09,42.17410659790039
2010-08-10,41.75434494018555
2010-08-11,39.97245788574219
2010-08-12,39.66405487060547
2010-08-13,39.475608825683594
2010-08-16,39.321388244628906
2010-08-17,40.26372528076172
2010-08-18,40.91480255126953
2010-08-19,40.04956817626953
2010-08-20,39.912498474121094
2010-08-23,39.67262649536133
2010-08-24,38.584651947021484
2010-08-25,38.516109466552734
2010-08-26,38.19914245605469
2010-08-27,39.192893981933594
2010-08-30,38.456138610839844
2010-08-31,38.25911331176758
2010-09-01,39.809749603271484
2010-09-02,40.73755645751953
2010-09-03,41.3045539855957
2010-09-07,40.95232009887695
2010-09-08,41.295955657958984
2010-09-09,41.23582077026367
2010-09-10,41.7426872253418
2010-09-13,42.74779510498047
2010-09-14,42.043365478515625
2010-09-15,42.0863151550293
2010-09-16,41.81999969482422
2010-09-17,41.777042388916016
2010-09-20,42.8594856262207
2010-09-21,43.34915542602539
2010-09-22,42.57597732543945
2010-09-23,41.37328338623047
2010-09-24,42.01758575439453
2010-09-27,41.98322296142578
2010-09-28,43.005523681640625
2010-09-29,42.60176086425781
2010-09-30,42.55021667480469
2010-10-01,43.25465774536133
2010-10-04,42.661888122558594
2010-10-05,44.448787689208984
2010-10-06,44.715091705322266
2010-10-07,44.9642219543457
2010-10-08,45.2391357421875
2010-10-11,44.59481430053711
2010-10-12,44.173866271972656
2010-10-13,45.17899703979492
2010-10-14,45.084503173828125
2010-10-15,44.56045913696289
2010-10-18,42.29248046875
2010-10-19,42.0863151550293
2010-10-20,42.2667236328125
2010-10-21,42.893829345703125
2010-10-22,42.49867248535156
2010-10-25,42.584571838378906
2010-10-26,42.885257720947266
2010-10-27,42.18081283569336
2010-10-28,42.163631439208984
2010-10-29,41.399044036865234
2010-11-01,41.94026565551758
2010-11-02,42.49867248535156
2010-11-03,42.57597732543945
2010-11-04,42.782169342041016
2010-11-05,46.845611572265625
2010-11-08,47.8679084777832
2010-11-09,47.137699127197266
2010-11-10,47.635963439941406
2010-11-11,48.245914459228516
2010-11-12,47.2064208984375
2010-11-15,47.57583236694336
2010-11-16,46.484806060791016
2010-11-17,47.2064208984375
2010-11-18,49.03627014160156
2010-11-19,49.57748031616211
2010-11-22,49.921112060546875
2010-11-23,48.898826599121094
2010-11-24,49.89533615112305
2010-11-26,49.47439193725586
2010-11-29,49.80942916870117
2010-11-30,49.68057632446289
2010-12-01,51.44980239868164
2010-12-02,52.29353713989258
2010-12-03,53.18029022216797
2010-12-06,53.0511589050293
2010-12-07,52.39684295654297
2010-12-08,52.8875732421875
2010-12-09,53.40414047241211
2010-12-10,53.584938049316406
2010-12-13,53.197513580322266
2010-12-14,53.197513580322266
2010-12-15,52.78426742553711
2010-12-16,54.368412017822266
2010-12-17,54.8935661315918
2010-12-20,55.16907501220703
2010-12-21,55.8836555480957
2010-12-22,56.873722076416016
2010-12-23,56.80487060546875
2010-12-27,57.36446762084961
2010-12-28,56.357154846191406
2010-12-29,57.03730392456055
2010-12-30,56.959842681884766
2010-12-31,57.045921325683594
2011-01-03,58.363155364990234
2011-01-04,55.57372283935547
2011-01-05,56.03860855102539
2011-01-06,56.2624626159668
2011-01-07,56.7531852722168
2011-01-10,56.830684661865234
2011-01-11,58.83666229248047
2011-01-12,60.19695281982422
2011-01-13,60.4207878112793
2011-01-14,61.29034423828125
2011-01-18,62.40097427368164
2011-01-19,59.91284942626953
2011-01-20,60.17973327636719
2011-01-21,61.144004821777344
2011-01-24,61.583072662353516
2011-01-25,60.644649505615234
2011-01-26,61.996334075927734
2011-01-27,60.08502960205078
2011-01-28,58.82807159423828
2011-01-31,59.56846618652344
2011-02-01,59.809532165527344
2011-02-02,59.81814956665039
2011-02-03,59.09495544433594
2011-02-04,59.13800048828125
2011-02-07,60.773799896240234
2011-02-08,60.6963005065918
2011-02-09,60.28306198120117
2011-02-10,61.479740142822266
2011-02-11,63.29635238647461
2011-02-14,63.890377044677734
2011-02-15,63.11554718017578
2011-02-16,64.63079833984375
2011-02-17,65.11290740966797
2011-02-18,64.37248229980469
2011-02-22,60.75658416748047
2011-02-23,58.879730224609375
2011-02-24,59.15522766113281
2011-02-25,59.54264831542969
2011-02-28,60.920162200927734
2011-03-01,59.31018829345703
2011-03-02,59.98726272583008
2011-03-03,61.62602233886719
2011-03-04,61.50526428222656
2011-03-07,59.8492546081543
2011-03-08,60.25461959838867
2011-03-09,59.952762603759766
2011-03-10,57.01161575317383
2011-03-11,59.383514404296875
2011-03-14,59.469757080078125
2011-03-15,59.36626052856445
2011-03-16,58.35713195800781
2011-03-17,59.60776138305664
2011-03-18,59.7802734375
2011-03-21,62.143531799316406
2011-03-22,61.85890197753906
2011-03-23,61.60874938964844
2011-03-24,63.47178649902344
2011-03-25,63.816795349121094
2011-03-28,62.53165054321289
2011-03-29,62.755916595458984
2011-03-30,64.81727600097656
2011-03-31,63.53218078613281
2011-04-01,62.8939323425293
2011-04-04,63.41141128540039
2011-04-05,63.445919036865234
2011-04-06,62.62653732299805
2011-04-07,61.91064453125
2011-04-08,60.979148864746094
2011-04-11,60.59962844848633
2011-04-12,58.581356048583984
2011-04-13,58.22774887084961
2011-04-14,57.63262939453125
2011-04-15,59.28001022338867
2011-04-18,57.64987564086914
2011-04-19,58.141510009765625
2011-04-20,58.89186096191406
2011-04-21,59.85789108276367
2011-04-25,59.702632904052734
2011-04-26,59.27137756347656
2011-04-27,58.408878326416016
2011-04-28,58.1932487487793
2011-04-29,60.32365417480469
2011-05-02,58.702125549316406
2011-05-03,58.753875732421875
2011-05-04,57.097869873046875
2011-05-05,56.657989501953125
2011-05-06,61.12575912475586
2011-05-09,62.2901496887207
2011-05-10,62.60065841674805
2011-05-11,61.89339828491211
2011-05-12,61.12575912475586
2011-05-13,59.512874603271484
2011-05-16,60.133880615234375
2011-05-17,58.59860610961914
2011-05-18,58.98676300048828
2011-05-19,58.4692497253418
2011-05-20,58.0724983215332
2011-05-23,56.71836853027344
2011-05-24,56.95124435424805
2011-05-25,57.95175552368164
2011-05-26,58.06388473510742
2011-05-27,58.6503791809082
2011-05-31,59.4525146484375
2011-06-01,57.0287971496582
2011-06-02,57.4262580871582
2011-06-03,56.812774658203125
2011-06-06,54.65257263183594
2011-06-07,54.79948043823242
2011-06-08,54.82539367675781
2011-06-09,54.34151077270508
2011-06-10,53.52928161621094
2011-06-13,53.460174560546875
