Date,ATNI
2010-01-04,40.96877670288086
2010-01-05,40.721805572509766
2010-01-06,40.453041076660156
2010-01-07,41.063201904296875
2010-01-08,40.663692474365234
2010-01-11,40.685482025146484
2010-01-12,39.55230712890625
2010-01-13,39.69758605957031
2010-01-14,39.90097427368164
2010-01-15,38.150360107421875
2010-01-19,39.58864212036133
2010-01-20,38.49903869628906
2010-01-21,37.16245651245117
2010-01-22,36.90094757080078
2010-01-25,37.576507568359375
2010-01-26,35.5135498046875
2010-01-27,35.48448944091797
2010-01-28,35.6006965637207
2010-01-29,35.179405212402344
2010-02-01,34.540164947509766
2010-02-02,34.474796295166016
2010-02-03,34.03894805908203
2010-02-04,32.121273040771484
2010-02-05,32.86945724487305
2010-02-08,32.53531265258789
2010-02-09,33.36341857910156
2010-02-10,33.58858871459961
2010-02-11,34.03169631958008
2010-02-12,33.9517936706543
2010-02-16,33.545005798339844
2010-02-17,33.43605422973633
2010-02-18,33.23992156982422
2010-02-19,32.07041549682617
2010-02-22,31.554670333862305
2010-02-23,30.479597091674805
2010-02-24,30.60309600830078
2010-02-25,31.111570358276367
2010-02-26,31.874298095703125
2010-03-01,32.95662307739258
2010-03-02,33.73388671875
2010-03-03,33.75565719604492
2010-03-04,33.4069709777832
2010-03-05,32.10674285888672
2010-03-08,31.489303588867188
2010-03-09,31.235065460205078
2010-03-10,30.80649757385254
2010-03-11,30.639413833618164
2010-03-12,30.261688232421875
2010-03-15,29.310110092163086
2010-03-16,29.201156616210938
2010-03-17,30.210847854614258
2010-03-18,30.196311950683594
2010-03-19,30.305282592773438
2010-03-22,31.082517623901367
2010-03-23,31.423934936523438
2010-03-24,30.327072143554688
2010-03-25,30.726591110229492
2010-03-26,31.206003189086914
2010-03-29,31.779850006103516
2010-03-30,32.716922760009766
2010-03-31,32.63701629638672
2010-04-01,32.68785095214844
2010-04-05,32.775020599365234
2010-04-06,32.72417449951172
2010-04-07,33.0438117980957
2010-04-08,32.32466506958008
2010-04-09,33.06559371948242
2010-04-12,33.53047561645508
2010-04-13,34.9822998046875
2010-04-14,35.522159576416016
2010-04-15,36.22985076904297
2010-04-16,36.66758346557617
2010-04-19,37.14179611206055
2010-04-20,37.22933578491211
2010-04-21,37.29499435424805
2010-04-22,37.44820785522461
2010-04-23,40.05272674560547
2010-04-26,40.59259033203125
2010-04-27,42.44568634033203
2010-04-28,42.474849700927734
2010-04-29,41.7963752746582
2010-04-30,40.257015228271484
2010-05-03,41.110572814941406
2010-05-04,39.58580780029297
2010-05-05,39.50555419921875
2010-05-06,38.46230697631836
2010-05-07,33.676395416259766
2010-05-10,33.647193908691406
2010-05-11,34.595619201660156
2010-05-12,35.872352600097656
2010-05-13,36.091224670410156
2010-05-14,35.026065826416016
2010-05-17,34.84367370605469
2010-05-18,33.62531661987305
2010-05-19,32.647708892822266
2010-05-20,32.00568771362305
2010-05-21,31.59716033935547
2010-05-24,30.707080841064453
2010-05-25,30.42256736755371
2010-05-26,30.60494613647461
2010-05-27,31.794124603271484
2010-05-28,30.50279998779297
2010-06-01,30.138042449951172
2010-06-02,32.027591705322266
2010-06-03,32.53097915649414
2010-06-04,30.356895446777344
2010-06-07,29.74407958984375
2010-06-08,29.649240493774414
2010-06-09,29.54709243774414
2010-06-10,30.619543075561523
2010-06-11,31.08645248413086
2010-06-14,31.36369514465332
2010-06-15,32.18809509277344
2010-06-16,31.64091682434082
2010-06-17,31.64091682434082
2010-06-18,31.42935562133789
2010-06-21,30.89677619934082
2010-06-22,30.977022171020508
2010-06-23,30.65601348876953
2010-06-24,30.55388832092285
2010-06-25,30.094257354736328
2010-06-28,31.223257064819336
2010-06-29,30.70275115966797
2010-06-30,30.277538299560547
2010-07-01,29.441789627075195
2010-07-02,29.324493408203125
2010-07-06,29.082563400268555
2010-07-07,30.35817527770996
2010-07-08,30.277538299560547
2010-07-09,30.746742248535156
2010-07-12,30.01361083984375
2010-07-13,31.428529739379883
2010-07-14,31.281906127929688
2010-07-15,30.284873962402344
2010-07-16,29.500450134277344
2010-07-19,30.064937591552734
2010-07-20,30.71007537841797
2010-07-21,29.830337524414062
2010-07-22,31.75841522216797
2010-07-23,33.246646881103516
2010-07-26,34.06772994995117
2010-07-27,33.877113342285156
2010-07-28,32.946075439453125
2010-07-29,32.748130798339844
2010-07-30,32.77744674682617
2010-08-02,33.29795837402344
2010-08-03,33.23198318481445
2010-08-04,34.74951934814453
2010-08-05,35.321353912353516
2010-08-06,33.715824127197266
2010-08-09,35.45330810546875
2010-08-10,35.086753845214844
2010-08-11,33.36393356323242
2010-08-12,33.752479553222656
2010-08-13,33.34929275512695
2010-08-16,33.81113052368164
2010-08-17,33.89912414550781
2010-08-18,33.89178466796875
2010-08-19,32.56484603881836
2010-08-20,32.381568908691406
2010-08-23,31.611812591552734
2010-08-24,31.223257064819336
2010-08-25,31.325889587402344
2010-08-26,30.98131561279297
2010-08-27,32.117645263671875
2010-08-30,31.09130096435547
2010-08-31,31.142608642578125
2010-09-01,32.249610900878906
2010-09-02,32.23495101928711
2010-09-03,33.29795837402344
2010-09-07,32.75545883178711
2010-09-08,33.488555908203125
2010-09-09,34.119056701660156
2010-09-10,33.598541259765625
2010-09-13,34.31698989868164
2010-09-14,34.185028076171875
2010-09-15,34.31698989868164
2010-09-16,33.715824127197266
2010-09-17,34.302337646484375
2010-09-20,35.819854736328125
2010-09-21,35.709896087646484
2010-09-22,35.10874557495117
2010-09-23,34.368309020996094
2010-09-24,35.695247650146484
2010-09-27,35.643917083740234
2010-09-28,36.091129302978516
2010-09-29,36.3037223815918
2010-09-30,36.09845733642578
2010-10-01,36.545658111572266
2010-10-04,36.46465301513672
2010-10-05,38.622188568115234
2010-10-06,38.879905700683594
2010-10-07,38.15828323364258
2010-10-08,40.16119384765625
2010-10-11,40.05072784423828
2010-10-12,39.56473159790039
2010-10-13,39.23337173461914
2010-10-14,38.64427185058594
2010-10-15,37.650184631347656
2010-10-18,37.74591064453125
2010-10-19,37.56918716430664
2010-10-20,37.01691436767578
2010-10-21,36.479373931884766
