Date,ALLY
2014-01-28,20.136615753173828
2014-01-29,20.136615753173828
2014-01-30,19.886465072631836
2014-01-31,19.886465072631836
2014-02-03,19.886465072631836
2014-02-04,20.06157112121582
2014-02-05,20.036556243896484
2014-02-06,20.26168441772461
2014-02-07,20.26168441772461
2014-02-10,20.26168441772461
2014-02-11,20.26168441772461
2014-02-12,20.26168441772461
2014-02-13,20.26168441772461
2014-02-14,20.26168441772461
2014-02-18,20.26168441772461
2014-02-19,20.26168441772461
2014-02-20,20.26168441772461
2014-02-21,20.26168441772461
2014-02-24,20.26168441772461
2014-02-25,20.26168441772461
2014-02-26,20.26168441772461
2014-02-27,20.26168441772461
2014-02-28,20.26168441772461
2014-03-03,20.26168441772461
2014-03-04,20.26168441772461
2014-03-05,20.26168441772461
2014-03-06,20.26168441772461
2014-03-07,20.26168441772461
2014-03-10,21.199729919433594
2014-03-11,21.199729919433594
2014-03-12,21.199729919433594
2014-03-13,21.199729919433594
2014-03-14,21.199729919433594
2014-03-17,21.199729919433594
2014-03-18,21.199729919433594
2014-03-19,21.199729919433594
2014-03-20,21.199729919433594
2014-03-21,21.199729919433594
2014-03-24,21.199729919433594
2014-03-25,21.199729919433594
2014-03-26,21.199729919433594
2014-03-27,21.199729919433594
2014-03-28,21.637479782104492
2014-03-31,21.637479782104492
2014-04-01,21.637479782104492
2014-04-02,21.637479782104492
2014-04-03,21.637479782104492
2014-04-04,21.637479782104492
2014-04-07,21.637479782104492
2014-04-08,21.637479782104492
2014-04-09,21.637479782104492
2014-04-10,18.595218658447266
2014-04-11,18.765827178955078
2014-04-14,18.649499893188477
2014-04-15,18.556453704833984
2014-04-16,18.719297409057617
2014-04-17,18.517677307128906
2014-04-21,18.595218658447266
2014-04-22,18.641748428344727
2014-04-23,18.82785987854004
2014-04-24,18.9054012298584
2014-04-25,18.913158416748047
2014-04-28,18.634000778198242
2014-04-29,18.610736846923828
2014-04-30,18.727046966552734
2014-05-01,18.618484497070312
2014-05-02,18.649499893188477
2014-05-05,18.727046966552734
2014-05-06,18.742557525634766
2014-05-07,18.944177627563477
2014-05-08,19.549020767211914
2014-05-09,19.53350830078125
2014-05-12,19.37066650390625
2014-05-13,19.23884391784668
2014-05-14,19.20783233642578
2014-05-15,18.843372344970703
2014-05-16,18.773571014404297
2014-05-19,18.959686279296875
2014-05-20,18.796844482421875
2014-05-21,18.843372344970703
2014-05-22,18.796844482421875
2014-05-23,18.67276954650879
2014-05-27,18.649499893188477
2014-05-28,18.393604278564453
2014-05-29,18.36259651184082
2014-05-30,18.2695369720459
2014-06-02,18.2385196685791
2014-06-03,18.191987991333008
2014-06-04,18.230762481689453
2014-06-05,18.230762481689453
2014-06-06,18.300554275512695
2014-06-09,18.951929092407227
2014-06-10,19.060489654541016
2014-06-11,19.099258422851562
2014-06-12,19.347410202026367
2014-06-13,19.355165481567383
2014-06-16,19.176816940307617
2014-06-17,19.13803482055664
2014-06-18,19.107025146484375
2014-06-19,19.091516494750977
2014-06-20,19.37066650390625
2014-06-23,19.409442901611328
2014-06-24,19.091516494750977
2014-06-25,19.13803482055664
2014-06-26,19.145797729492188
2014-06-27,18.758068084716797
2014-06-30,18.540943145751953
2014-07-01,18.556453704833984
2014-07-02,18.602983474731445
2014-07-03,18.634000778198242
2014-07-07,18.494422912597656
2014-07-08,18.33932113647461
2014-07-09,18.191987991333008
2014-07-10,18.067914962768555
2014-07-11,17.95160675048828
2014-07-14,18.14546775817871
2014-07-15,18.029146194458008
2014-07-16,18.2540283203125
2014-07-17,18.176483154296875
2014-07-18,18.571958541870117
2014-07-21,18.533191680908203
2014-07-22,18.509923934936523
2014-07-23,18.540943145751953
2014-07-24,18.602983474731445
2014-07-25,18.618484497070312
2014-07-28,18.62624168395996
2014-07-29,18.2695369720459
2014-07-30,17.881811141967773
2014-07-31,17.80426597595215
2014-08-01,17.75774383544922
2014-08-04,17.812021255493164
2014-08-05,17.525104522705078
2014-08-06,17.72672462463379
2014-08-07,17.695703506469727
2014-08-08,17.796512603759766
2014-08-11,17.812021255493164
2014-08-12,17.827526092529297
2014-08-13,18.184236526489258
2014-08-14,18.773571014404297
2014-08-15,18.727046966552734
2014-08-18,18.96743392944336
2014-08-19,19.107025146484375
2014-08-20,19.076005935668945
2014-08-21,19.25435447692871
2014-08-22,19.19231414794922
2014-08-25,19.169052124023438
2014-08-26,19.29312515258789
2014-08-27,19.347410202026367
2014-08-28,19.269861221313477
2014-08-29,19.076005935668945
2014-09-02,19.33190155029297
2014-09-03,19.269861221313477
2014-09-04,19.269861221313477
2014-09-05,19.347410202026367
2014-09-08,19.246601104736328
2014-09-09,19.161298751831055
2014-09-10,18.936416625976562
2014-09-11,19.122526168823242
2014-09-12,18.96743392944336
2014-09-15,18.641748428344727
2014-09-16,18.5797176361084
2014-09-17,18.548696517944336
2014-09-18,18.33932113647461
2014-09-19,18.34708023071289
2014-09-22,18.409116744995117
2014-09-23,18.14546775817871
2014-09-24,18.316064834594727
2014-09-25,17.974870681762695
2014-09-26,18.2385196685791
2014-09-29,18.168731689453125
2014-09-30,17.943849563598633
2014-10-01,17.57162857055664
2014-10-02,17.33124351501465
2014-10-03,17.641422271728516
2014-10-06,17.540618896484375
2014-10-07,17.021068572998047
2014-10-08,17.13738250732422
2014-10-09,16.462743759155273
2014-10-10,16.183578491210938
2014-10-13,15.601998329162598
2014-10-14,15.671788215637207
2014-10-15,15.943193435668945
2014-10-16,16.323163986206055
2014-10-17,16.75741195678711
2014-10-20,16.695377349853516
2014-10-21,17.152891159057617
2014-10-22,16.67987060546875
2014-10-23,16.796186447143555
2014-10-24,16.8194522857666
2014-10-27,16.89699935913086
2014-10-28,17.22267723083496
2014-10-29,17.695703506469727
2014-10-30,17.680194854736328
2014-10-31,17.60265350341797
2014-11-03,17.29247283935547
2014-11-04,17.16840171813965
2014-11-05,17.39327621459961
2014-11-06,17.401031494140625
2014-11-07,17.59489631652832
