Date,MMC
2010-01-04,15.808938026428223
2010-01-05,15.42581844329834
2010-01-06,15.895672798156738
2010-01-07,16.09807777404785
2010-01-08,16.0185546875
2010-01-11,15.960736274719238
2010-01-12,15.801702499389648
2010-01-13,15.801702499389648
2010-01-14,15.895672798156738
2010-01-15,15.808938026428223
2010-01-19,15.917360305786133
2010-01-20,15.772794723510742
2010-01-21,15.823390007019043
2010-01-22,15.830619812011719
2010-01-25,15.910137176513672
2010-01-26,15.866765022277832
2010-01-27,15.910527229309082
2010-01-28,15.837574005126953
2010-01-29,15.728160858154297
2010-02-01,15.815695762634277
2010-02-02,16.304466247558594
2010-02-03,16.23151206970215
2010-02-04,16.06373405456543
2010-02-05,16.195043563842773
2010-02-08,15.976184844970703
2010-02-09,16.187746047973633
2010-02-10,16.122095108032227
2010-02-11,16.151269912719727
2010-02-12,16.085613250732422
2010-02-16,16.333648681640625
2010-02-17,16.61815071105957
2010-02-18,16.683809280395508
2010-02-19,16.62544822692871
2010-02-22,16.596269607543945
2010-02-23,16.61815071105957
2010-02-24,16.837005615234375
2010-02-25,16.917259216308594
2010-02-26,16.939132690429688
2010-03-01,17.026676177978516
2010-03-02,17.05585289001465
2010-03-03,17.06314468383789
2010-03-04,17.05585289001465
2010-03-05,17.354955673217773
2010-03-08,17.303890228271484
2010-03-09,17.508148193359375
2010-03-10,17.515443801879883
2010-03-11,17.559215545654297
2010-03-12,17.52273941040039
2010-03-15,17.67593765258789
2010-03-16,17.86560821533203
2010-03-17,17.94585609436035
2010-03-18,17.94585609436035
2010-03-19,17.938560485839844
2010-03-22,17.88019561767578
2010-03-23,17.960451126098633
2010-03-24,17.851016998291016
2010-03-25,17.851016998291016
2010-03-26,17.93126106262207
2010-03-29,18.069868087768555
2010-03-30,17.909378051757812
2010-03-31,17.814542770385742
2010-04-01,17.82183265686035
2010-04-05,17.843721389770508
2010-04-06,17.89478302001953
2010-04-07,17.784465789794922
2010-04-08,17.806528091430664
2010-04-09,17.902145385742188
2010-04-12,18.041885375976562
2010-04-13,18.14484977722168
2010-04-14,18.424348831176758
2010-04-15,18.645002365112305
2010-04-16,18.13749885559082
2010-04-19,18.203702926635742
2010-04-20,18.3287353515625
2010-04-21,18.225767135620117
2010-04-22,18.233121871948242
2010-04-23,18.181640625
2010-04-26,18.188993453979492
2010-04-27,17.718273162841797
2010-04-28,17.703561782836914
2010-04-29,18.233121871948242
2010-04-30,17.813884735107422
2010-05-03,18.071304321289062
2010-05-04,17.630006790161133
2010-05-05,17.276968002319336
2010-05-06,16.570886611938477
2010-05-07,16.39436912536621
2010-05-10,16.92392921447754
2010-05-11,17.041603088378906
2010-05-12,17.269609451293945
2010-05-13,17.01218032836914
2010-05-14,16.762117385864258
2010-05-17,16.857728958129883
2010-05-18,16.534107208251953
2010-05-19,16.364944458007812
2010-05-20,15.747121810913086
2010-05-21,15.975122451782227
2010-05-24,15.695643424987793
2010-05-25,15.680931091308594
2010-05-26,15.585308074951172
2010-05-27,16.056028366088867
2010-05-28,16.041309356689453
2010-06-01,15.651505470275879
2010-06-02,15.982483863830566
2010-06-03,16.078094482421875
2010-06-04,15.438203811645508
2010-06-07,15.129294395446777
2010-06-08,15.364654541015625
2010-06-09,15.482332229614258
2010-06-10,15.96777057647705
2010-06-11,16.23990249633789
2010-06-14,16.806245803833008
2010-06-15,16.9901180267334
2010-06-16,17.026897430419922
2010-06-17,17.06367301940918
2010-06-18,17.01954460144043
2010-06-21,16.982765197753906
2010-06-22,16.879796981811523
2010-06-23,16.938640594482422
2010-06-24,16.850374221801758
2010-06-25,17.100446701049805
2010-06-28,17.093090057373047
2010-06-29,16.82095718383789
2010-06-30,16.585601806640625
2010-07-01,16.497329711914062
2010-07-02,16.46056365966797
2010-07-06,16.445842742919922
2010-07-07,16.972768783569336
2010-07-08,16.905975341796875
2010-07-09,17.15087890625
2010-07-12,16.802080154418945
2010-07-13,17.2622013092041
2010-07-14,17.11377716064453
2010-07-15,17.09151268005371
2010-07-16,16.6759090423584
2010-07-19,16.742708206176758
2010-07-20,16.928239822387695
2010-07-21,16.63880157470703
2010-07-22,17.136035919189453
2010-07-23,17.23251724243164
2010-07-26,17.484846115112305
2010-07-27,17.46257972717285
2010-07-28,17.2622013092041
2010-07-29,17.217679977416992
2010-07-30,17.455163955688477
2010-08-02,17.722333908081055
2010-08-03,17.759435653686523
2010-08-04,17.78170394897461
2010-08-05,17.92270851135254
2010-08-06,17.80396842956543
2010-08-09,17.878183364868164
2010-08-10,17.885610580444336
2010-08-11,17.51453971862793
2010-08-12,17.529373168945312
2010-08-13,17.432899475097656
2010-08-16,17.299306869506836
2010-08-17,17.662961959838867
2010-08-18,17.744600296020508
2010-08-19,17.225095748901367
2010-08-20,17.17315101623535
2010-08-23,17.40320587158203
2010-08-24,17.269620895385742
2010-08-25,17.351261138916016
2010-08-26,17.328990936279297
2010-08-27,17.78170394897461
2010-08-30,17.566484451293945
2010-08-31,17.603593826293945
2010-09-01,18.05628776550293
2010-09-02,18.034032821655273
2010-09-03,18.241836547851562
2010-09-07,17.848495483398438
2010-09-08,17.930133819580078
2010-09-09,17.989498138427734
2010-09-10,17.90044593811035
2010-09-13,17.92270851135254
2010-09-14,17.84107208251953
2010-09-15,17.974655151367188
2010-09-16,17.84107208251953
2010-09-17,18.011760711669922
2010-09-20,18.167617797851562
2010-09-21,18.05628776550293
2010-09-22,17.729751586914062
2010-09-23,17.42547035217285
2010-09-24,18.063716888427734
2010-09-27,17.930133819580078
2010-09-28,18.05628776550293
2010-09-29,17.982070922851562
2010-09-30,17.90044593811035
2010-10-01,17.752016067504883
2010-10-04,17.551639556884766
2010-10-05,17.818809509277344
2010-10-06,17.796342849731445
2010-10-07,17.616657257080078
2010-10-08,17.75891876220703
2010-10-11,17.87122344970703
2010-10-12,17.93111228942871
2010-10-13,18.035934448242188
2010-10-14,17.968549728393555
2010-10-15,17.908653259277344
2010-10-18,18.230588912963867
2010-10-19,18.260540008544922
2010-10-20,18.537553787231445
2010-10-21,18.82953643798828
2010-10-22,18.8594913482666
2010-10-25,18.807085037231445
2010-10-26,18.657344818115234
2010-10-27,18.941843032836914
2010-10-28,18.904403686523438
2010-10-29,18.70225715637207
2010-11-01,18.82953643798828
2010-11-02,18.896921157836914
2010-11-03,19.001733779907227
2010-11-04,19.48090171813965
2010-11-05,19.443462371826172
2010-11-08,19.45095443725586
2010-11-09,18.82953643798828
2010-11-10,18.904403686523438
2010-11-11,18.896921157836914
2010-11-12,19.031688690185547
2010-11-15,19.061630249023438
2010-11-16,18.694778442382812
2010-11-17,18.63488006591797
2010-11-18,18.82953643798828
2010-11-19,18.87446403503418
2010-11-22,18.807085037231445
2010-11-23,18.5450382232666
2010-11-24,18.822053909301758
2010-11-26,18.769641876220703
2010-11-29,18.769641876220703
2010-11-30,18.77712631225586
2010-12-01,19.293733596801758
2010-12-02,19.757923126220703
2010-12-03,19.533308029174805
2010-12-06,19.645612716674805
