Date,LBTYA
2010-01-04,9.271746635437012
2010-01-05,9.263318061828613
2010-01-06,9.802764892578125
2010-01-07,9.802764892578125
2010-01-08,10.089345932006836
2010-01-11,9.983985900878906
2010-01-12,9.760621070861816
2010-01-13,9.781693458557129
2010-01-14,9.710047721862793
2010-01-15,9.587828636169434
2010-01-19,9.971342086791992
2010-01-20,10.266352653503418
2010-01-21,10.114632606506348
2010-01-22,9.920768737792969
2010-01-25,10.725725173950195
2010-01-26,10.708868026733398
2010-01-27,10.717296600341797
2010-01-28,10.641436576843262
2010-01-29,10.696224212646484
2010-02-01,10.9617338180542
2010-02-02,11.003877639770508
2010-02-03,10.9533052444458
2010-02-04,10.502361297607422
2010-02-05,10.241065979003906
2010-02-08,10.177848815917969
2010-02-09,10.401213645935059
2010-02-10,10.245280265808105
2010-02-11,10.211565017700195
2010-02-12,10.245280265808105
2010-02-16,10.422286033630371
2010-02-17,10.557147979736328
2010-02-18,10.574006080627441
2010-02-19,10.729940414428711
2010-02-22,11.189312934875488
2010-02-23,10.999663352966309
2010-02-24,11.164026260375977
2010-02-25,10.987019538879395
2010-02-26,11.328389167785645
2010-03-01,11.568612098693848
2010-03-02,11.665542602539062
2010-03-03,11.665542602539062
2010-03-04,11.695043563842773
2010-03-05,11.91419506072998
2010-03-08,11.922623634338379
2010-03-09,11.922623634338379
2010-03-10,11.98583984375
2010-03-11,12.011127471923828
2010-03-12,11.939480781555176
2010-03-15,11.838335037231445
2010-03-16,11.888908386230469
2010-03-17,12.192346572875977
2010-03-18,11.98583984375
2010-03-19,11.711901664733887
2010-03-22,12.006912231445312
2010-03-23,12.200776100158691
2010-03-24,12.14177417755127
2010-03-25,11.968981742858887
2010-03-26,12.065914154052734
2010-03-29,12.129131317138672
2010-03-30,12.29349422454834
2010-03-31,12.289278984069824
2010-04-01,12.348280906677246
2010-04-05,12.445213317871094
2010-04-06,12.373567581176758
2010-04-07,12.251349449157715
2010-04-08,12.133344650268555
2010-04-09,12.331422805786133
2010-04-12,12.491572380065918
2010-04-13,12.306137084960938
2010-04-14,12.474714279174805
2010-04-15,12.373567581176758
2010-04-16,12.200776100158691
2010-04-19,12.032198905944824
2010-04-20,12.20920467376709
2010-04-21,12.352496147155762
2010-04-22,12.386211395263672
2010-04-23,12.36513900756836
2010-04-26,12.023770332336426
2010-04-27,11.551753997802734
2010-04-28,11.421106338500977
2010-04-29,11.648686408996582
2010-04-30,11.581254959106445
2010-05-03,11.791975975036621
2010-05-04,11.551753997802734
2010-05-05,11.155596733093262
2010-05-06,10.662508964538574
2010-05-07,10.139920234680176
2010-05-10,10.531862258911133
2010-05-11,10.574006080627441
2010-05-12,10.911160469055176
2010-05-13,10.932232856750488
2010-05-14,10.746797561645508
2010-05-17,10.788942337036133
2010-05-18,10.493931770324707
2010-05-19,10.46021556854248
2010-05-20,9.836481094360352
2010-05-21,9.988200187683105
2010-05-24,9.958699226379395
2010-05-25,10.194706916809082
2010-05-26,10.270566940307617
2010-05-27,10.86901569366455
2010-05-28,10.873230934143066
2010-06-01,10.679367065429688
2010-06-02,11.041808128356934
2010-06-03,11.227243423461914
2010-06-04,10.54871940612793
2010-06-07,10.270566940307617
2010-06-08,10.274781227111816
2010-06-09,10.203136444091797
2010-06-10,10.607721328735352
2010-06-11,10.708868026733398
2010-06-14,10.679367065429688
2010-06-15,11.100810050964355
2010-06-16,11.008091926574707
2010-06-17,11.277815818786621
2010-06-18,11.24831485748291
2010-06-21,11.138739585876465
2010-06-22,11.046022415161133
2010-06-23,11.02916431427002
2010-06-24,11.079737663269043
2010-06-25,11.24831485748291
2010-06-28,11.353675842285156
2010-06-29,10.9533052444458
2010-06-30,10.9533052444458
2010-07-01,11.008091926574707
2010-07-02,10.974376678466797
2010-07-06,11.142953872680664
2010-07-07,11.50539493560791
2010-07-08,11.522253036499023
2010-07-09,11.69083023071289
2010-07-12,11.711901664733887
2010-07-13,11.9816255569458
2010-07-14,11.783547401428223
2010-07-15,11.758260726928711
2010-07-16,11.522253036499023
