Date,HZO
2010-01-04,9.329999923706055
2010-01-05,9.079999923706055
2010-01-06,8.90999984741211
2010-01-07,8.850000381469727
2010-01-08,9.460000038146973
2010-01-11,10.010000228881836
2010-01-12,9.880000114440918
2010-01-13,10.020000457763672
2010-01-14,9.9399995803833
2010-01-15,10.119999885559082
2010-01-19,10.25
2010-01-20,10.020000457763672
2010-01-21,9.930000305175781
2010-01-22,9.800000190734863
2010-01-25,9.25
2010-01-26,9.399999618530273
2010-01-27,9.529999732971191
2010-01-28,9.75
2010-01-29,9.029999732971191
2010-02-01,9.59000015258789
2010-02-02,10.289999961853027
2010-02-03,10.720000267028809
2010-02-04,10.210000038146973
2010-02-05,10.220000267028809
2010-02-08,10.079999923706055
2010-02-09,10.210000038146973
2010-02-10,10.399999618530273
2010-02-11,10.550000190734863
2010-02-12,10.800000190734863
2010-02-16,11.359999656677246
2010-02-17,11.529999732971191
2010-02-18,11.010000228881836
2010-02-19,11.25
2010-02-22,11.100000381469727
2010-02-23,10.869999885559082
2010-02-24,10.739999771118164
2010-02-25,10.869999885559082
2010-02-26,10.579999923706055
2010-03-01,11.180000305175781
2010-03-02,11.220000267028809
2010-03-03,11.260000228881836
2010-03-04,11.319999694824219
2010-03-05,11.449999809265137
2010-03-08,11.699999809265137
2010-03-09,11.899999618530273
2010-03-10,11.75
2010-03-11,11.569999694824219
2010-03-12,11.140000343322754
2010-03-15,11.079999923706055
2010-03-16,11.020000457763672
2010-03-17,11.029999732971191
2010-03-18,10.609999656677246
2010-03-19,10.039999961853027
2010-03-22,10.529999732971191
2010-03-23,10.869999885559082
2010-03-24,10.869999885559082
2010-03-25,10.890000343322754
2010-03-26,10.949999809265137
2010-03-29,11.0
2010-03-30,10.920000076293945
2010-03-31,10.760000228881836
2010-04-01,10.520000457763672
2010-04-05,11.079999923706055
2010-04-06,10.779999732971191
2010-04-07,10.75
2010-04-08,10.600000381469727
2010-04-09,10.510000228881836
2010-04-12,10.399999618530273
2010-04-13,10.140000343322754
2010-04-14,10.850000381469727
2010-04-15,11.0
2010-04-16,11.0600004196167
2010-04-19,11.069999694824219
2010-04-20,11.1899995803833
2010-04-21,11.289999961853027
2010-04-22,11.930000305175781
2010-04-23,12.15999984741211
2010-04-26,12.380000114440918
2010-04-27,12.199999809265137
2010-04-28,11.399999618530273
2010-04-29,12.300000190734863
2010-04-30,11.149999618530273
2010-05-03,12.210000038146973
2010-05-04,12.039999961853027
2010-05-05,11.699999809265137
2010-05-06,11.029999732971191
2010-05-07,10.779999732971191
2010-05-10,11.899999618530273
2010-05-11,11.899999618530273
2010-05-12,12.600000381469727
2010-05-13,12.5
2010-05-14,11.789999961853027
2010-05-17,12.579999923706055
2010-05-18,11.369999885559082
2010-05-19,10.880000114440918
2010-05-20,10.010000228881836
2010-05-21,10.09000015258789
2010-05-24,9.989999771118164
2010-05-25,9.84000015258789
2010-05-26,9.989999771118164
2010-05-27,10.0
2010-05-28,10.100000381469727
2010-06-01,9.460000038146973
2010-06-02,9.640000343322754
2010-06-03,9.800000190734863
2010-06-04,9.020000457763672
2010-06-07,8.140000343322754
2010-06-08,7.829999923706055
2010-06-09,7.880000114440918
2010-06-10,8.149999618530273
2010-06-11,8.239999771118164
2010-06-14,8.289999961853027
2010-06-15,8.40999984741211
2010-06-16,8.350000381469727
2010-06-17,8.319999694824219
2010-06-18,8.529999732971191
2010-06-21,7.96999979019165
2010-06-22,7.480000019073486
2010-06-23,7.360000133514404
2010-06-24,7.340000152587891
2010-06-25,7.650000095367432
2010-06-28,7.619999885559082
2010-06-29,7.300000190734863
2010-06-30,6.940000057220459
2010-07-01,7.110000133514404
2010-07-02,7.059999942779541
2010-07-06,6.360000133514404
2010-07-07,6.960000038146973
2010-07-08,7.0
2010-07-09,7.389999866485596
2010-07-12,7.269999980926514
2010-07-13,7.840000152587891
2010-07-14,7.539999961853027
2010-07-15,7.429999828338623
2010-07-16,6.71999979019165
2010-07-19,6.650000095367432
2010-07-20,7.039999961853027
2010-07-21,7.079999923706055
2010-07-22,7.710000038146973
2010-07-23,7.820000171661377
2010-07-26,7.869999885559082
2010-07-27,7.929999828338623
2010-07-28,7.460000038146973
2010-07-29,7.480000019073486
2010-07-30,7.599999904632568
2010-08-02,8.140000343322754
2010-08-03,7.440000057220459
2010-08-04,7.579999923706055
2010-08-05,7.519999980926514
2010-08-06,7.510000228881836
2010-08-09,7.239999771118164
2010-08-10,6.960000038146973
2010-08-11,6.75
2010-08-12,6.739999771118164
2010-08-13,6.590000152587891
2010-08-16,6.699999809265137
2010-08-17,6.679999828338623
2010-08-18,6.909999847412109
2010-08-19,6.579999923706055
2010-08-20,6.710000038146973
2010-08-23,6.489999771118164
2010-08-24,6.519999980926514
2010-08-25,6.639999866485596
2010-08-26,6.25
2010-08-27,6.78000020980835
2010-08-30,6.289999961853027
2010-08-31,6.559999942779541
2010-09-01,7.019999980926514
2010-09-02,7.079999923706055
2010-09-03,7.329999923706055
2010-09-07,6.880000114440918
2010-09-08,6.880000114440918
2010-09-09,6.760000228881836
2010-09-10,6.789999961853027
2010-09-13,6.949999809265137
2010-09-14,6.880000114440918
2010-09-15,6.900000095367432
2010-09-16,6.809999942779541
2010-09-17,6.900000095367432
2010-09-20,7.360000133514404
2010-09-21,6.980000019073486
2010-09-22,6.880000114440918
2010-09-23,6.710000038146973
2010-09-24,7.25
2010-09-27,7.050000190734863
2010-09-28,6.889999866485596
2010-09-29,7.059999942779541
2010-09-30,7.039999961853027
2010-10-01,7.269999980926514
2010-10-04,6.980000019073486
2010-10-05,7.519999980926514
2010-10-06,7.420000076293945
2010-10-07,7.679999828338623
2010-10-08,8.1899995803833
2010-10-11,7.829999923706055
2010-10-12,7.480000019073486
2010-10-13,7.789999961853027
2010-10-14,7.690000057220459
2010-10-15,7.539999961853027
2010-10-18,7.679999828338623
2010-10-19,7.409999847412109
2010-10-20,7.699999809265137
2010-10-21,7.349999904632568
2010-10-22,7.599999904632568
2010-10-25,7.489999771118164
2010-10-26,7.639999866485596
2010-10-27,7.460000038146973
2010-10-28,7.380000114440918
2010-10-29,7.480000019073486
2010-11-01,7.420000076293945
2010-11-02,7.489999771118164
2010-11-03,7.269999980926514
2010-11-04,7.78000020980835
2010-11-05,7.78000020980835
2010-11-08,7.650000095367432
2010-11-09,7.460000038146973
2010-11-10,7.739999771118164
2010-11-11,7.590000152587891
2010-11-12,7.340000152587891
2010-11-15,7.46999979019165
2010-11-16,7.210000038146973
2010-11-17,7.260000228881836
2010-11-18,7.539999961853027
2010-11-19,7.309999942779541
2010-11-22,7.349999904632568
2010-11-23,7.21999979019165
2010-11-24,7.5
2010-11-26,7.480000019073486
2010-11-29,7.699999809265137
2010-11-30,7.630000114440918
2010-12-01,7.820000171661377
2010-12-02,7.889999866485596
2010-12-03,7.860000133514404
2010-12-06,8.220000267028809
2010-12-07,8.800000190734863
2010-12-08,8.350000381469727
2010-12-09,8.489999771118164
2010-12-10,8.640000343322754
2010-12-13,8.40999984741211
2010-12-14,8.449999809265137
2010-12-15,8.470000267028809
2010-12-16,8.789999961853027
2010-12-17,8.819999694824219
2010-12-20,9.1899995803833
2010-12-21,9.020000457763672
2010-12-22,9.3100004196167
2010-12-23,9.40999984741211
2010-12-27,9.3100004196167
2010-12-28,9.460000038146973
2010-12-29,9.420000076293945
2010-12-30,9.420000076293945
2010-12-31,9.350000381469727
2011-01-03,9.4399995803833
2011-01-04,8.760000228881836
2011-01-05,8.960000038146973
2011-01-06,9.15999984741211
2011-01-07,9.239999771118164
2011-01-10,9.039999961853027
2011-01-11,9.0600004196167
2011-01-12,9.359999656677246
2011-01-13,9.380000114440918
2011-01-14,9.40999984741211
2011-01-18,9.380000114440918
2011-01-19,8.960000038146973
2011-01-20,8.5600004196167
2011-01-21,8.300000190734863
2011-01-24,8.430000305175781
2011-01-25,8.489999771118164
2011-01-26,8.979999542236328
2011-01-27,9.0
2011-01-28,9.050000190734863
2011-01-31,9.039999961853027
2011-02-01,9.119999885559082
2011-02-02,8.829999923706055
2011-02-03,8.949999809265137
2011-02-04,8.779999732971191
2011-02-07,8.8100004196167
2011-02-08,8.869999885559082
2011-02-09,9.09000015258789
2011-02-10,9.130000114440918
2011-02-11,9.050000190734863
2011-02-14,8.989999771118164
2011-02-15,8.850000381469727
2011-02-16,8.819999694824219
2011-02-17,8.859999656677246
2011-02-18,9.100000381469727
2011-02-22,8.510000228881836
2011-02-23,8.34000015258789
2011-02-24,8.25
2011-02-25,8.630000114440918
2011-02-28,9.029999732971191
2011-03-01,8.619999885559082
2011-03-02,8.569999694824219
2011-03-03,8.670000076293945
2011-03-04,8.710000038146973
2011-03-07,8.850000381469727
2011-03-08,9.130000114440918
2011-03-09,9.3100004196167
2011-03-10,8.9399995803833
2011-03-11,8.90999984741211
2011-03-14,8.880000114440918
2011-03-15,8.729999542236328
2011-03-16,8.600000381469727
2011-03-17,8.729999542236328
2011-03-18,8.770000457763672
2011-03-21,8.920000076293945
2011-03-22,8.930000305175781
2011-03-23,8.880000114440918
2011-03-24,8.9399995803833
2011-03-25,9.260000228881836
2011-03-28,9.050000190734863
2011-03-29,9.59000015258789
2011-03-30,9.949999809265137
2011-03-31,9.859999656677246
2011-04-01,9.920000076293945
2011-04-04,9.899999618530273
2011-04-05,9.770000457763672
2011-04-06,9.9399995803833
2011-04-07,9.90999984741211
2011-04-08,9.5
2011-04-11,9.569999694824219
2011-04-12,9.279999732971191
2011-04-13,9.020000457763672
2011-04-14,9.15999984741211
2011-04-15,9.260000228881836
2011-04-18,9.09000015258789
2011-04-19,9.289999961853027
2011-04-20,9.520000457763672
2011-04-21,9.75
2011-04-25,9.90999984741211
2011-04-26,10.239999771118164
2011-04-27,9.979999542236328
2011-04-28,9.550000190734863
2011-04-29,9.5600004196167
2011-05-02,9.510000228881836
2011-05-03,9.399999618530273
2011-05-04,9.09000015258789
2011-05-05,9.15999984741211
2011-05-06,9.34000015258789
2011-05-09,9.350000381469727
2011-05-10,9.59000015258789
2011-05-11,9.359999656677246
2011-05-12,9.470000267028809
2011-05-13,9.460000038146973
2011-05-16,9.329999923706055
2011-05-17,8.710000038146973
2011-05-18,8.720000267028809
2011-05-19,8.779999732971191
2011-05-20,8.529999732971191
2011-05-23,8.289999961853027
